c resource constrained multi commodity flow
c WorldSmall
c 88 R20_MAPTM
c 89 R20_SAJED
c 90 R21_BEANR
c 91 R21_DEBRV
c 92 R21_DEHAM
c 93 R21_ITGIT
c 94 R21_MAPTM
c 95 R22_AEJEA
c 96 R22_BEANR
c 97 R22_EGPSD
c 98 R22_NGAPP
c 99 R22_NLRTM
c 100 R22_PAMIT
c 101 R22_SAJED
c 102 R22_USMIA
c 103 R23_CNTAO
c 104 R23_CNYTN
c 105 R23_HKHKG
c 106 R23_MYPKG
c 107 R23_MYTPP
c 108 R23_SGSIN
c 109 R23_ZADUR
c 110 R24_BRSSZ
c 111 R24_ESALG
c 112 R24_ITGIT
c 113 R24_MAPTM
c 114 R24_NGAPP
c 115 R24_PAMIT
c 116 R24_USCHS
c 117 R24_USMIA
c 118 R25_AEJEA
c 119 R25_BEZEE
c 120 R25_ITGIT
c 121 R25_MAPTM
c 122 R25_MYTPP
c 123 R25_NLRTM
c 124 R25_OMSLL
c 125 R25_SAJED
c 126 R26_DEBRV
c 127 R26_EGPSD
c 128 R26_ESBCN
c 129 R26_GBFXT
c 130 R26_LKCMB
c 131 R26_NLRTM
c 132 R26_SAJED
c 133 R27_AEJEA
c 134 R27_ESALG
c 135 R27_ITGIT
c 136 R27_LKCMB
c 137 R27_MYPKG
c 138 R27_MYTPP
c 139 R27_SAJED
c 140 R28_CAVAN
c 141 R28_CNYTN
c 142 R28_HKHKG
c 143 R28_JPYOK
c 144 R28_KRPUS
c 145 R28_LKCMB
c 146 R28_MYTPP
c 147 R28_USLAX
c 148 R29_AEJEA
c 149 R29_CNSHA
c 150 R29_EGPSD
c 151 R29_GBFXT
c 152 R29_HKHKG
c 153 R29_ITGIT
c 154 R29_MYPKG
c 155 R29_MYTPP
c 156 R29_NLRTM
c 157 R29_OMSLL
c 158 R29_SGSIN
c 159 R2_INNSA
c 160 R2_KEMBA
c 161 R2_LKCMB
c 162 R2_SAJED
c 163 R30_AEJEA
c 164 R30_CNSHA
c 165 R30_HKHKG
c 166 R30_JPYOK
c 167 R30_KRPUS
c 168 R30_MYPKG
c 169 R30_MYTPP
c 170 R30_OMSLL
c 171 R30_SAJED
c 172 R30_SGSIN
c 173 R31_DEBRV
c 174 R31_ESALG
c 175 R31_OMSLL
c 176 R31_SAJED
c 177 R32_CAMTR
c 178 R32_DEBRV
c 179 R32_GBFXT
c 180 R32_NLRTM
c 181 R32_USCHS
c 182 R33_CNYTN
c 183 R33_HKHKG
c 184 R33_ITGIT
c 185 R3_ECGYE
c 186 R3_PABLB
c 187 R3_PAMIT
c 188 R3_USCHS
c 189 R4_CNTAO
c 190 R4_HKHKG
c 191 R4_INNSA
c 192 R4_LKCMB
c 193 R4_MYPKG
c 194 R4_MYTPP
c 195 R4_OMSLL
c 196 R4_PKBQM
c 197 R4_SAJED
c 198 R4_TWKHH
c 199 R5_BRSSZ
c 200 R5_ESALG
c 201 R5_ITGIT
c 202 R5_MAPTM
c 203 R5_NGAPP
c 204 R5_PABLB
c 205 R5_PAMIT
c 206 R5_USEWR
c 207 R5_USLAX
c 208 R6_EGPSD
c 209 R6_ITGIT
c 210 R6_TRAMB
c 211 R7_AEJEA
c 212 R7_INNSA
c 213 R7_LKCMB
c 214 R7_PKBQM
c 215 R8_AEJEA
c 216 R8_CAVAN
c 217 R8_CNSHA
c 218 R8_CNTAO
c 219 R8_CNYTN
c 220 R8_HKHKG
c 221 R8_JPYOK
c 222 R8_KRPUS
c 223 R8_MYPKG
c 224 R8_MYTPP
c 225 R8_OMSLL
c 226 R8_SAJED
c 227 R8_SGSIN
c 228 R8_TWKHH
c 229 R9_EGPSD
c 230 R9_ESBCN
c 231 R9_HKHKG
c 232 R9_ITGIT
c 233 R9_LKCMB
c 234 R9_MYPKG
c 235 R9_MYTPP
c 236 R9_OMSLL
c 237 R9_SAJED
c 238 O_AEJEA
c 239 O_AOLAD
c 240 O_AUBNE
c 241 O_BEANR
c 242 O_BEZEE
c 243 O_BRSSZ
c 244 O_CAMTR
c 245 O_CAVAN
c 246 O_CLSAI
c 247 O_CNSHA
c 248 O_CNTAO
c 249 O_CNYTN
c 250 O_DEBRV
c 251 O_DEHAM
c 252 O_ECGYE
c 253 O_EGPSD
c 254 O_ESALG
c 255 O_ESBCN
c 256 O_GBFXT
c 257 O_GHTKD
c 258 O_HKHKG
c 259 O_INNSA
c 260 O_ITGIT
c 261 O_JPYOK
c 262 O_KEMBA
c 263 O_KRPUS
c 264 O_LKCMB
c 265 O_MAPTM
c 266 O_MYPKG
c 267 O_MYTPP
c 268 O_NGAPP
c 269 O_NLRTM
c 270 O_NZAKL
c 271 O_OMSLL
c 272 O_PABLB
c 273 O_PAMIT
c 274 O_PKBQM
c 275 O_SAJED
c 276 O_SGSIN
c 277 O_TRAMB
c 278 O_TWKHH
c 279 O_USCHS
c 280 O_USEWR
c 281 O_USLAX
c 282 O_USMIA
c 283 O_ZADUR
c 284 D_AEJEA
c 285 D_AOLAD
c 286 D_AUBNE
c 287 D_BEANR
c 288 D_BEZEE
c 289 D_BRSSZ
c 290 D_CAMTR
c 291 D_CAVAN
c 292 D_CLSAI
c 293 D_CNSHA
c 294 D_CNTAO
c 295 D_CNYTN
c 296 D_DEBRV
c 297 D_DEHAM
c 298 D_ECGYE
c 299 D_EGPSD
c 300 D_ESALG
c 301 D_ESBCN
c 302 D_GBFXT
c 303 D_GHTKD
c 304 D_HKHKG
c 305 D_INNSA
c 306 D_ITGIT
c 307 D_JPYOK
c 308 D_KEMBA
c 309 D_KRPUS
c 310 D_LKCMB
c 311 D_MAPTM
c 312 D_MYPKG
c 313 D_MYTPP
c 314 D_NGAPP
c 315 D_NLRTM
c 316 D_NZAKL
c 317 D_OMSLL
c 318 D_PABLB
c 319 D_PAMIT
c 320 D_PKBQM
c 321 D_SAJED
c 322 D_SGSIN
c 323 D_TRAMB
c 324 D_TWKHH
c 325 D_USCHS
c 326 D_USEWR
c 327 D_USLAX
c 328 D_USMIA
c 329 D_ZADUR
c
c problem vertices edges commodities resources
p rcmcf 330 2251 1701 1
c
c origin destination demand resource_limits
k 239 284 1 4700
k 240 284 82 2600
k 241 284 66 2300
k 242 284 86 2800
k 243 284 394 3600
k 244 284 39 3900
k 245 284 91 4200
k 246 284 4 4600
k 247 284 430 2500
k 248 284 323 2600
k 249 284 316 2000
k 250 284 387 2200
k 251 284 11 2700
k 252 284 32 4300
k 253 284 210 1100
k 254 284 60 1800
k 255 284 34 2500
k 256 284 156 2500
k 257 284 30 3100
k 258 284 327 1900
k 259 284 169 600
k 260 284 410 1700
k 261 284 355 2900
k 262 284 83 1700
k 263 284 246 3000
k 264 284 62 1000
k 265 284 6 2300
k 266 284 43 1500
k 267 284 300 1100
k 268 284 51 3300
k 269 284 355 2200
k 270 284 42 3300
k 271 284 29 600
k 273 284 9 3900
k 274 284 7 1300
k 275 284 48 600
k 276 284 19 1500
k 277 284 60 2200
k 278 284 18 2500
k 279 284 435 2500
k 280 284 383 2300
k 281 284 13 4400
k 282 284 114 3500
k 283 284 256 1900
k 238 285 212 3500
k 241 285 28 2500
k 243 285 133 2800
k 244 285 24 5200
k 246 285 2 5000
k 247 285 163 3200
k 248 285 46 3900
k 249 285 55 3000
k 250 285 13 2600
k 253 285 31 2800
k 254 285 22 1700
k 255 285 3 2900
k 258 285 71 3200
k 259 285 100 2800
k 260 285 169 1900
k 261 285 12 3600
k 263 285 7 4500
k 264 285 8 2800
k 265 285 1 2400
k 266 285 9 2400
k 267 285 41 2300
k 268 285 8 1500
k 269 285 36 2700
k 270 285 5 5000
k 271 285 3 3700
k 275 285 5 2900
k 276 285 23 2500
k 277 285 9 3100
k 278 285 3 4600
k 279 285 31 3300
k 280 285 18 4200
k 281 285 2 4600
k 282 285 21 4000
k 283 285 53 1100
k 238 286 97 2400
k 241 286 6 5000
k 242 286 4 5200
k 243 286 1 6400
k 245 286 12 3000
k 246 286 57 3300
k 247 286 231 1500
k 248 286 164 1900
k 249 286 126 1500
k 250 286 179 4000
k 251 286 38 4900
k 252 286 7 2900
k 253 286 23 3600
k 254 286 17 4200
k 255 286 2 5600
k 256 286 113 4500
k 258 286 270 1300
k 259 286 23 3300
k 260 286 151 3500
k 261 286 74 2300
k 263 286 174 2000
k 264 286 6 3000
k 266 286 25 1400
k 267 286 301 800
k 269 286 259 3500
k 270 286 341 400
k 272 286 10 3000
k 273 286 12 3600
k 274 286 19 3800
k 275 286 12 3100
k 276 286 84 900
k 277 286 16 3500
k 278 286 74 2000
k 279 286 211 2800
k 281 286 83 2400
k 282 286 35 3700
k 283 286 6 3700
k 238 287 12 2500
k 242 287 11 1500
k 243 287 111 1800
k 244 287 15 2000
k 245 287 4 5900
k 246 287 12 2600
k 247 287 158 3600
k 248 287 38 3800
k 249 287 167 3100
k 250 287 15 400
k 252 287 23 2200
k 253 287 20 1900
k 254 287 18 300
k 256 287 1 1000
k 257 287 15 1700
k 258 287 82 2900
k 259 287 18 2500
k 260 287 50 1300
k 261 287 40 3700
k 262 287 35 3800
k 263 287 29 3800
k 264 287 50 2600
k 265 287 4 1000
k 266 287 2 2400
k 267 287 92 2500
k 268 287 276 1500
k 269 287 2 1300
k 270 287 8 4000
k 271 287 5 3400
k 272 287 3 2600
k 273 287 13 2700
k 274 287 5 2800
k 275 287 14 1900
k 276 287 2 3000
k 277 287 3 2200
k 278 287 20 3800
k 279 287 13 1500
k 280 287 14 1400
k 282 287 18 1800
k 283 287 133 2600
k 238 288 65 2800
k 240 288 9 5500
k 243 288 14 1800
k 247 288 193 4200
k 248 288 16 4700
k 249 288 185 3500
k 252 288 6 2300
k 253 288 16 1700
k 257 288 1 1900
k 258 288 114 3900
k 259 288 38 2500
k 260 288 8 1300
k 261 288 12 4700
k 262 288 11 3600
k 263 288 9 4300
k 264 288 88 2400
k 266 288 13 3400
k 267 288 259 3000
k 268 288 1 2100
k 270 288 43 4900
k 271 288 40 2000
k 273 288 4 1900
k 274 288 13 2900
k 275 288 62 1600
k 276 288 6 3700
k 277 288 17 1700
k 278 288 22 4300
k 238 289 3 4200
k 240 289 3 5700
k 241 289 72 2700
k 242 289 10 2500
k 247 289 477 4200
k 248 289 114 4000
k 249 289 99 3700
k 250 289 19 2100
k 251 289 7 1900
k 252 289 10 3600
k 253 289 4 3500
k 254 289 18 1800
k 256 289 13 2600
k 258 289 319 3500
k 259 289 37 4200
k 260 289 15 2500
k 261 289 92 4600
k 263 289 139 4500
k 264 289 20 4400
k 265 289 1 2700
k 266 289 9 3800
k 267 289 121 3100
k 268 289 1 2500
k 269 289 37 2600
k 270 289 1 6000
k 271 289 3 3500
k 272 289 16 2200
k 273 289 30 2000
k 274 289 2 4600
k 275 289 5 2900
k 276 289 1 3200
k 278 289 42 3500
k 283 289 7 3500
k 241 290 11 1400
k 243 290 3 4600
k 250 290 153 1600
k 254 290 3 2300
k 256 290 3 1900
k 262 290 5 4500
k 264 290 3 4700
k 265 290 1 3300
k 268 290 4 3400
k 269 290 129 1500
k 275 290 5 3400
k 238 291 13 3100
k 239 291 1 4800
k 240 291 30 1500
k 241 291 38 3500
k 247 291 346 1600
k 248 291 192 1900
k 249 291 513 1900
k 250 291 10 3800
k 256 291 5 4000
k 258 291 418 1900
k 259 291 17 4500
k 260 291 6 5200
k 261 291 116 1800
k 262 291 2 6300
k 263 291 37 1300
k 264 291 13 2700
k 266 291 26 2500
k 267 291 301 2100
k 269 291 31 2700
k 270 291 6 2100
k 271 291 1 3800
k 272 291 11 2900
k 273 291 3 2400
k 274 291 1 4700
k 275 291 2 5000
k 276 291 11 2200
k 278 291 83 1700
k 283 291 2 4600
k 238 292 1 4900
k 239 292 1 5300
k 240 292 4 3700
k 241 292 7 3200
k 242 292 2 3200
k 243 292 1 3000
k 247 292 80 3800
k 248 292 54 4500
k 249 292 15 4200
k 250 292 55 3100
k 251 292 11 2600
k 252 292 9 900
k 254 292 33 2800
k 255 292 2 4900
k 256 292 4 2900
k 258 292 126 3600
k 259 292 2 5800
k 260 292 27 3300
k 261 292 68 3200
k 263 292 86 3700
k 266 292 2 5600
k 267 292 109 3900
k 269 292 55 2300
k 270 292 1 3300
k 271 292 3 6900
k 272 292 23 300
k 273 292 16 2000
k 274 292 8 5200
k 275 292 3 5700
k 278 292 13 4500
k 279 292 36 2300
k 280 292 38 2300
k 281 292 18 2900
k 282 292 82 1600
k 283 292 2 4800
k 238 293 9 2400
k 239 293 7 3700
k 240 293 46 2100
k 241 293 15 3300
k 242 293 7 3800
k 243 293 31 3800
k 245 293 109 1800
k 246 293 34 4000
k 250 293 217 3900
k 251 293 55 4300
k 252 293 10 3400
k 253 293 18 2600
k 254 293 29 3500
k 255 293 1 4200
k 256 293 12 3600
k 257 293 62 4700
k 258 293 49 500
k 259 293 15 2100
k 260 293 90 3400
k 261 293 3 700
k 262 293 15 3000
k 263 293 1 400
k 264 293 16 1500
k 266 293 2 1500
k 267 293 31 1000
k 268 293 110 4200
k 269 293 272 3500
k 270 293 34 2200
k 271 293 1 2600
k 272 293 20 2800
k 273 293 40 2400
k 275 293 15 2300
k 276 293 21 1000
k 277 293 2 4300
k 279 293 196 4400
k 280 293 143 4600
k 281 293 307 1700
k 282 293 10 4200
k 283 293 131 2400
k 238 294 30 2600
k 240 294 72 2100
k 241 294 13 4000
k 242 294 3 3300
k 243 294 6 5700
k 245 294 113 1700
k 246 294 28 3900
k 250 294 411 4100
k 251 294 6 4900
k 252 294 46 5100
k 253 294 43 3300
k 254 294 14 4200
k 255 294 1 5400
k 256 294 52 3500
k 257 294 30 5900
k 259 294 13 2100
k 260 294 50 3600
k 262 294 14 3400
k 264 294 5 2200
k 265 294 1 4500
k 266 294 1 1100
k 267 294 17 1100
k 268 294 15 4900
k 269 294 244 3500
k 270 294 54 2500
k 271 294 35 2100
k 272 294 50 3000
k 273 294 8 2500
k 275 294 17 3300
k 276 294 25 1100
k 277 294 6 3600
k 279 294 27 3300
k 280 294 20 5000
k 281 294 354 1900
k 282 294 7 4800
k 283 294 174 2500
k 238 295 19 2400
k 239 295 4 3600
k 240 295 4 2700
k 242 295 2 3900
k 243 295 3 4200
k 245 295 71 1900
k 246 295 6 4100
k 247 295 2 1100
k 250 295 43 3400
k 251 295 3 4500
k 252 295 3 4600
k 254 295 18 3400
k 255 295 5 3700
k 256 295 37 3900
k 257 295 3 5500
k 258 295 136 300
k 259 295 4 2100
k 260 295 12 3800
k 261 295 21 800
k 262 295 1 3700
k 263 295 1 900
k 264 295 2 1800
k 267 295 95 700
k 268 295 16 5400
k 269 295 60 3200
k 270 295 49 2400
k 271 295 2 2600
k 272 295 5 4500
k 273 295 9 3100
k 274 295 6 1700
k 276 295 29 600
k 278 295 78 500
k 279 295 90 4100
k 280 295 7 5300
k 281 295 67 2000
k 283 295 17 2900
k 238 296 70 2300
k 239 296 9 3300
k 240 296 41 5000
k 241 296 22 1100
k 242 296 1 400
k 243 296 881 1800
k 244 296 220 1600
k 245 296 36 5700
k 246 296 135 3200
k 247 296 1860 3600
k 248 296 840 4000
k 249 296 922 3200
k 252 296 759 2100
k 253 296 47 1000
k 254 296 159 900
k 255 296 95 2300
k 256 296 14 300
k 257 296 23 2400
k 258 296 819 3400
k 259 296 145 2800
k 260 296 207 1400
k 261 296 157 4300
k 262 296 91 3400
k 263 296 1605 4100
k 264 296 205 2600
k 265 296 22 1100
k 266 296 140 2900
k 267 296 1041 2600
k 268 296 57 2000
k 269 296 138 400
k 270 296 34 4700
k 272 296 10 2400
k 273 296 105 2400
k 274 296 90 2700
k 275 296 20 1800
k 276 296 34 3200
k 277 296 96 1800
k 278 296 164 3900
k 279 296 539 1500
k 280 296 162 1200
k 281 296 2 5000
k 282 296 175 1800
k 283 296 251 2300
k 238 297 2 3100
k 240 297 7 4600
k 243 297 6 2000
k 246 297 3 2800
k 247 297 202 4600
k 248 297 60 4500
k 249 297 115 4100
k 252 297 3 2500
k 253 297 4 2300
k 254 297 10 700
k 257 297 8 3500
k 258 297 109 3700
k 259 297 16 2700
k 260 297 5 1000
k 261 297 43 5200
k 262 297 1 3800
k 263 297 25 4400
k 264 297 34 3700
k 266 297 3 2900
k 267 297 117 3500
k 268 297 2 2000
k 270 297 26 4400
k 273 297 9 2700
k 274 297 6 3100
k 275 297 1 1800
k 276 297 5 4100
k 278 297 45 4800
k 279 297 1 1700
k 280 297 2 1400
k 282 297 6 1700
k 283 297 7 2600
k 240 298 1 4200
k 241 298 1 3100
k 243 298 2 2900
k 246 298 2 2200
k 247 298 46 3800
k 248 298 31 4300
k 250 298 19 2700
k 251 298 2 2900
k 254 298 8 2900
k 256 298 14 3400
k 257 298 3 5100
k 258 298 58 3300
k 259 298 5 5500
k 260 298 4 3000
k 261 298 3 3200
k 263 298 19 3500
k 264 298 7 4300
k 267 298 17 5400
k 269 298 18 2100
k 270 298 2 3200
k 271 298 6 6100
k 272 298 68 900
k 273 298 45 500
k 274 298 1 4800
k 275 298 11 5400
k 276 298 1 3900
k 278 298 9 4200
k 279 298 42 1400
k 280 298 10 1800
k 281 298 16 2600
k 282 298 38 1200
k 283 298 1 4400
k 238 299 122 1000
k 240 299 14 3800
k 241 299 1 1900
k 242 299 5 1700
k 243 299 123 2600
k 244 299 23 2500
k 246 299 11 3400
k 247 299 162 2700
k 248 299 88 2900
k 249 299 173 2900
k 250 299 323 1100
k 251 299 22 1900
k 254 299 28 600
k 255 299 3 2200
k 256 299 54 1300
k 257 299 3 2800
k 258 299 188 2400
k 259 299 132 1600
k 260 299 98 600
k 261 299 153 2700
k 262 299 32 2100
k 263 299 281 2700
k 264 299 106 1400
k 265 299 19 1000
k 266 299 29 1700
k 267 299 228 1600
k 268 299 23 2200
k 269 299 211 1300
k 270 299 16 4000
k 271 299 43 900
k 273 299 1 3100
k 274 299 13 1400
k 275 299 47 600
k 276 299 13 3000
k 277 299 8 1200
k 278 299 86 2900
k 279 299 98 1700
k 280 299 17 2800
k 281 299 1 4500
k 282 299 201 2400
k 283 299 9 2300
k 238 300 75 1800
k 239 300 19 1900
k 240 300 7 3500
k 241 300 22 500
k 242 300 7 1600
k 243 300 113 1100
k 244 300 3 2000
k 245 300 2 4300
k 246 300 54 2100
k 247 300 541 3200
k 248 300 281 3900
k 249 300 426 2600
k 250 300 150 600
k 251 300 5 1600
k 252 300 118 2000
k 253 300 30 600
k 255 300 9 1300
k 256 300 32 1000
k 257 300 27 500
k 258 300 203 2800
k 259 300 62 1700
k 260 300 75 400
k 261 300 51 3300
k 262 300 7 2700
k 263 300 54 3200
k 264 300 61 2300
k 265 300 9 1500
k 266 300 7 2500
k 267 300 231 2000
k 268 300 48 1400
k 269 300 104 700
k 270 300 22 4300
k 271 300 21 1300
k 272 300 2 1400
k 273 300 54 1400
k 274 300 27 2100
k 275 300 91 800
k 276 300 12 2900
k 277 300 2 2100
k 278 300 51 3300
k 279 300 44 1100
k 280 300 12 2200
k 282 300 34 1700
k 283 300 61 1300
k 238 301 6 2800
k 240 301 1 5000
k 243 301 4 2500
k 246 301 10 3400
k 247 301 222 3500
k 248 301 68 4100
k 249 301 202 2800
k 252 301 6 2900
k 253 301 8 700
k 258 301 130 3100
k 259 301 9 2700
k 260 301 4 1000
k 261 301 80 4000
k 262 301 1 2800
k 263 301 39 3100
k 264 301 12 2000
k 265 301 1 2600
k 266 301 5 3200
k 267 301 120 2200
k 268 301 6 1800
k 270 301 1 5400
k 271 301 2 1500
k 273 301 5 3300
k 274 301 5 3200
k 275 301 2 2200
k 276 301 1 3200
k 277 301 1 1500
k 278 301 23 3600
k 279 301 30 2100
k 282 301 2 2700
k 283 301 15 2800
k 238 302 79 2400
k 240 302 52 3900
k 243 302 145 2100
k 244 302 2 2000
k 246 302 78 2700
k 247 302 485 3600
k 248 302 119 3800
k 249 302 710 3100
k 250 302 14 300
k 252 302 60 2500
k 253 302 105 1000
k 254 302 2 900
k 257 302 9 1900
k 258 302 289 3200
k 259 302 115 2200
k 260 302 208 900
k 261 302 33 4100
k 262 302 25 3300
k 263 302 49 3800
k 264 302 242 2200
k 265 302 6 7000
k 266 302 38 3000
k 267 302 435 2500
k 268 302 12 1700
k 269 302 6 900
k 270 302 35 4400
k 271 302 12 1800
k 272 302 1 2500
k 273 302 142 1500
k 274 302 31 2600
k 275 302 43 1400
k 276 302 16 2900
k 277 302 29 2200
k 278 302 44 3800
k 279 302 126 1300
k 280 302 38 1300
k 281 302 1 4700
k 282 302 51 1600
k 283 302 313 2100
k 238 303 192 2700
k 240 303 6 4800
k 241 303 69 1300
k 243 303 40 2700
k 244 303 19 3700
k 247 303 281 4000
k 248 303 123 4700
k 249 303 156 3600
k 250 303 96 1600
k 251 303 2 3600
k 253 303 86 1500
k 254 303 63 600
k 255 303 10 1400
k 256 303 17 2100
k 258 303 220 3400
k 259 303 97 3400
k 260 303 131 1200
k 261 303 11 4500
k 263 303 21 4100
k 264 303 19 2800
k 265 303 10 1500
k 266 303 44 3500
k 267 303 129 2900
k 268 303 17 1200
k 269 303 178 1500
k 270 303 2 5300
k 271 303 1 4500
k 273 303 1 2500
k 274 303 17 3700
k 275 303 23 1900
k 276 303 20 3700
k 277 303 13 2400
k 278 303 3 4100
k 279 303 52 2200
k 280 303 88 3500
k 281 303 6 4200
k 282 303 25 3000
k 283 303 25 1900
k 238 304 138 1400
k 239 304 10 3000
k 240 304 145 1900
k 241 304 47 2900
k 242 304 17 3400
k 243 304 106 3700
k 245 304 157 1900
k 246 304 36 4900
k 249 304 95 400
k 250 304 313 3300
k 251 304 19 3700
k 252 304 37 3200
k 253 304 54 2400
k 254 304 41 3500
k 255 304 26 3800
k 256 304 165 3500
k 257 304 40 3200
k 259 304 26 1600
k 260 304 136 3200
k 261 304 25 800
k 262 304 43 3200
k 263 304 49 600
k 264 304 23 1100
k 265 304 6 4600
k 267 304 267 300
k 268 304 43 3800
k 269 304 769 3000
k 270 304 74 2200
k 271 304 12 3500
k 272 304 48 2200
k 273 304 35 2700
k 274 304 15 2500
k 275 304 21 2700
k 276 304 47 600
k 277 304 29 4000
k 278 304 27 300
k 279 304 113 4100
k 280 304 136 3300
k 281 304 346 1900
k 282 304 32 4400
k 283 304 293 1800
k 238 305 158 1000
k 240 305 15 2900
k 241 305 41 3200
k 242 305 55 3400
k 243 305 6 3900
k 244 305 59 5800
k 245 305 14 4700
k 247 305 124 2100
k 248 305 41 2800
k 249 305 77 1600
k 250 305 538 3100
k 251 305 9 3300
k 252 305 9 5700
k 253 305 20 1800
k 254 305 18 3200
k 255 305 10 7000
k 256 305 184 3100
k 257 305 97 3800
k 258 305 52 1700
k 260 305 117 2300
k 261 305 31 2700
k 262 305 28 2400
k 263 305 322 2300
k 264 305 7 900
k 265 305 5 4000
k 266 305 1 1900
k 267 305 34 1000
k 268 305 88 300
k 269 305 127 2800
k 270 305 10 2900
k 271 305 28 1000
k 272 305 50 4000
k 273 305 22 4500
k 275 305 58 1400
k 276 305 13 1900
k 277 305 2 3600
k 278 305 14 2300
k 279 305 111 3900
k 280 305 254 3700
k 281 305 20 4000
k 282 305 69 4900
k 283 305 93 2400
k 238 306 231 1400
k 239 306 6 2400
k 240 306 22 3200
k 241 306 75 900
k 242 306 9 1300
k 243 306 285 2100
k 244 306 6 3900
k 245 306 30 4600
k 246 306 37 2600
k 247 306 704 2700
k 248 306 400 3300
k 249 306 531 2800
k 250 306 211 900
k 251 306 11 1700
k 252 306 63 2400
k 253 306 51 600
k 254 306 91 300
k 255 306 14 1000
k 256 306 54 1700
k 257 306 81 1600
k 258 306 434 2700
k 259 306 222 1800
k 261 306 181 3200
k 262 306 21 2400
k 263 306 195 2900
k 264 306 197 1700
k 265 306 7 1700
k 266 306 36 2100
k 267 306 517 2200
k 268 306 86 1600
k 269 306 126 1200
k 270 306 18 3700
k 271 306 49 1500
k 273 306 9 2300
k 274 306 116 1800
k 275 306 80 800
k 276 306 30 2900
k 277 306 21 700
k 278 306 171 3000
k 279 306 176 1800
k 280 306 46 2500
k 281 306 7 4900
k 282 306 120 2000
k 283 306 100 2300
k 238 307 6 2100
k 239 307 5 4500
k 240 307 246 1300
k 241 307 22 4200
k 243 307 52 3600
k 245 307 468 1000
k 246 307 60 4300
k 247 307 9 1100
k 248 307 13 1000
k 249 307 12 700
k 250 307 555 3600
k 251 307 28 4500
k 252 307 64 3400
k 253 307 3 3200
k 254 307 82 4100
k 255 307 5 5000
k 256 307 11 4300
k 257 307 21 4200
k 258 307 60 700
k 259 307 8 2400
k 260 307 86 3600
k 262 307 13 4100
k 263 307 16 500
k 264 307 45 1700
k 265 307 3 5100
k 266 307 3 1400
k 267 307 620 900
k 268 307 16 4900
k 269 307 664 3600
k 270 307 66 1500
k 271 307 5 2500
k 272 307 65 2300
k 273 307 29 2200
k 275 307 1 3100
k 276 307 83 1100
k 277 307 8 3800
k 278 307 6 1000
k 279 307 53 3800
k 280 307 16 4400
k 281 307 426 1600
k 282 307 38 3800
k 283 307 104 2800
k 238 308 229 1700
k 240 308 2 3500
k 241 308 18 3700
k 242 308 89 4000
k 243 308 10 4800
k 245 308 6 4800
k 247 308 165 2800
k 248 308 78 3400
k 249 308 101 2200
k 250 308 64 3800
k 251 308 15 4600
k 253 308 78 2100
k 254 308 12 2900
k 255 308 6 3600
k 256 308 81 4200
k 258 308 102 2500
k 259 308 102 2100
k 260 308 55 2800
k 261 308 89 3200
k 263 308 35 3100
k 264 308 60 2000
k 265 308 2 3400
