c resource constrained multi commodity flow
c WorldSmall
k 293 336 30 2100
k 252 336 2 2700
k 282 336 1 4600
k 263 336 15 2800
k 266 308 79 2400
k 295 308 52 3900
k 290 308 145 2100
k 287 308 2 2000
k 273 308 78 2700
k 272 308 485 3600
k 271 308 119 3800
k 285 308 710 3100
k 261 308 14 300
k 270 308 60 2500
k 259 308 105 1000
k 275 308 2 900
k 265 308 9 1900
k 288 308 289 3200
k 292 308 115 2200
k 257 308 208 900
k 277 308 33 4100
k 274 308 25 3300
k 279 308 49 3800
k 286 308 242 2200
k 267 308 6 7000
k 289 308 38 3000
k 256 308 435 2500
k 264 308 12 1700
k 276 308 6 900
k 260 308 35 4400
k 296 308 12 1800
k 284 308 1 2500
k 269 308 142 1500
k 297 308 31 2600
k 294 308 43 1400
k 268 308 16 2900
k 255 308 29 2200
k 283 308 44 3800
k 293 308 126 1300
k 278 308 38 1300
k 254 308 1 4700
k 252 308 51 1600
k 282 308 24 2400
k 263 308 313 2100
k 266 302 192 2700
k 295 302 6 4800
k 251 302 69 1300
k 290 302 40 2700
k 287 302 19 3700
k 272 302 281 4000
k 271 302 123 4700
k 285 302 156 3600
k 261 302 96 1600
k 262 302 2 3600
k 259 302 86 1500
k 275 302 63 600
k 280 302 10 1400
k 253 302 17 2100
k 288 302 220 3400
k 292 302 97 3400
k 257 302 131 1200
k 277 302 11 4500
k 279 302 21 4100
k 286 302 19 2800
k 267 302 10 1500
k 289 302 44 3500
k 256 302 129 2900
k 264 302 17 1200
k 276 302 178 1500
k 260 302 2 5300
k 296 302 1 4500
k 269 302 1 2500
k 297 302 17 3700
k 294 302 23 1900
k 268 302 20 3700
k 255 302 13 2400
k 283 302 3 4100
k 293 302 52 2200
k 278 302 88 3500
k 254 302 6 4200
k 252 302 25 3000
k 282 302 8 3300
k 263 302 25 1900
k 266 307 138 1400
k 258 307 10 3000
k 295 307 145 1900
k 251 307 47 2900
k 291 307 17 3400
k 290 307 106 3700
k 281 307 157 1900
k 273 307 36 4900
k 285 307 95 400
k 261 307 313 3300
k 262 307 19 3700
k 270 307 37 3200
k 259 307 54 2400
k 275 307 41 3500
k 280 307 26 3800
k 253 307 165 3500
k 265 307 40 3200
k 292 307 26 1600
k 257 307 136 3200
k 277 307 25 800
k 274 307 43 3200
k 279 307 49 600
k 286 307 23 1100
k 267 307 6 4600
k 256 307 267 300
k 264 307 43 3800
k 276 307 769 3000
k 260 307 74 2200
k 296 307 12 3500
k 284 307 48 2200
k 269 307 35 2700
k 297 307 15 2500
k 294 307 21 2700
k 268 307 47 600
k 255 307 29 4000
k 283 307 27 300
k 293 307 113 4100
k 278 307 136 3300
k 254 307 346 1900
k 252 307 32 4400
k 282 307 43 4500
k 263 307 293 1800
k 266 340 158 1000
k 295 340 15 2900
k 251 340 41 3200
k 291 340 55 3400
k 290 340 6 3900
k 287 340 59 5800
k 281 340 14 4700
k 272 340 124 2100
k 271 340 41 2800
k 285 340 77 1600
k 261 340 538 3100
k 262 340 9 3300
k 270 340 9 5700
k 259 340 20 1800
k 275 340 18 3200
k 280 340 10 7000
k 253 340 184 3100
k 265 340 97 3800
k 288 340 52 1700
k 257 340 117 2300
k 277 340 31 2700
k 274 340 28 2400
k 279 340 322 2300
k 286 340 7 900
k 267 340 5 4000
k 289 340 1 1900
k 256 340 34 1000
k 264 340 88 300
k 276 340 127 2800
k 260 340 10 2900
k 296 340 28 1000
k 284 340 50 4000
k 269 340 22 4500
k 294 340 58 1400
k 268 340 13 1900
k 255 340 2 3600
k 283 340 14 2300
k 293 340 111 3900
k 278 340 254 3700
k 254 340 20 4000
k 252 340 69 4900
k 282 340 3 5600
k 263 340 93 2400
k 266 300 231 1400
k 258 300 6 2400
k 295 300 22 3200
k 251 300 75 900
k 291 300 9 1300
k 290 300 285 2100
k 287 300 6 3900
k 281 300 30 4600
k 273 300 37 2600
k 272 300 704 2700
k 271 300 400 3300
k 285 300 531 2800
k 261 300 211 900
k 262 300 11 1700
k 270 300 63 2400
k 259 300 51 600
k 275 300 91 300
k 280 300 14 1000
k 253 300 54 1700
k 265 300 81 1600
k 288 300 434 2700
k 292 300 222 1800
k 277 300 181 3200
k 274 300 21 2400
k 279 300 195 2900
k 286 300 197 1700
k 267 300 7 1700
k 289 300 36 2100
k 256 300 517 2200
k 264 300 86 1600
k 276 300 126 1200
k 260 300 18 3700
k 296 300 49 1500
k 269 300 9 2300
k 297 300 116 1800
k 294 300 80 800
k 268 300 30 2900
k 255 300 21 700
k 283 300 171 3000
k 293 300 176 1800
k 278 300 46 2500
k 254 300 7 4900
k 252 300 120 2000
k 282 300 71 300
k 263 300 100 2300
k 266 319 6 2100
k 258 319 5 4500
k 295 319 246 1300
k 251 319 22 4200
k 290 319 52 3600
k 281 319 468 1000
k 273 319 60 4300
k 272 319 9 1100
k 271 319 13 1000
k 285 319 12 700
k 261 319 555 3600
k 262 319 28 4500
k 270 319 64 3400
k 259 319 3 3200
k 275 319 82 4100
k 280 319 5 5000
k 253 319 11 4300
k 265 319 21 4200
k 288 319 60 700
k 292 319 8 2400
k 257 319 86 3600
k 274 319 13 4100
k 279 319 16 500
k 286 319 45 1700
k 267 319 3 5100
k 289 319 3 1400
k 256 319 620 900
