c resource constrained multi commodity flow
c Pacific
k 107 143 15 3300
k 109 143 23 500
k 112 143 1 7000
k 114 143 5 400
k 115 143 48 3700
k 117 143 7 2800
k 118 143 38 500
k 122 143 7 3500
k 123 143 4 3400
k 86 144 7 1500
k 88 144 16 1700
k 89 144 17 1300
k 90 144 10 1400
k 92 144 26 800
k 93 144 5 900
k 94 144 4 800
k 97 144 1 1500
k 102 144 2 1700
k 103 144 14 1200
k 107 144 36 500
k 113 144 3 500
k 117 144 12 1200
k 118 144 1 3400
k 120 144 1 3100
k 121 144 3 4400
k 122 144 4 1200
k 123 144 2 800
k 86 145 4 1200
k 89 145 116 1200
k 90 145 12 1200
k 91 145 9 1000
k 92 145 20 700
k 93 145 5 800
k 94 145 6 600
k 95 145 6 700
k 97 145 27 1400
k 98 145 1 1600
k 101 145 6 1600
k 102 145 44 1600
k 103 145 7 1200
k 105 145 5 400
k 107 145 39 300
k 109 145 5 4700
k 113 145 13 400
k 115 145 80 600
k 117 145 38 1100
k 118 145 25 3600
k 120 145 2 3500
k 121 145 5 4400
k 122 145 11 1100
k 123 145 12 700
k 85 146 16 4800
k 86 146 715 1300
k 87 146 95 900
k 88 146 6 2200
k 89 146 1739 900
k 90 146 403 1200
k 91 146 346 800
k 92 146 1202 700
k 93 146 1066 700
k 94 146 197 300
k 95 146 13 300
k 96 146 30 900
k 97 146 131 1100
k 98 146 255 1400
k 99 146 31 2900
k 100 146 6 1200
k 101 146 160 1000
k 102 146 506 1300
k 103 146 1147 1100
k 104 146 35 4500
k 105 146 24 300
k 106 146 118 300
k 109 146 2938 2100
k 110 146 18 3900
k 111 146 5 2500
k 112 146 32 1100
k 113 146 184 800
k 114 146 1 5000
k 115 146 866 300
k 116 146 75 1200
k 117 146 189 800
k 118 146 95 2500
k 120 146 110 3000
k 121 146 72 3000
k 122 146 49 600
k 123 146 66 900
k 86 147 4 4200
k 89 147 15 3200
k 90 147 4 4200
k 91 147 1 3600
k 92 147 16 3500
k 93 147 7 3300
k 103 147 9 3000
k 109 147 9 600
k 117 147 8 3800
k 118 147 6 1200
k 86 148 223 3300
k 87 148 34 3900
k 88 148 11 3800
k 89 148 857 2700
k 90 148 283 3700
k 91 148 208 3200
k 92 148 1219 3100
k 93 148 444 3100
k 94 148 41 4200
k 95 148 9 3700
k 96 148 37 4500
k 97 148 4 4300
k 98 148 10 3100
k 101 148 5 2500
k 102 148 35 2200
k 103 148 64 2500
k 104 148 52 500
k 105 148 17 3900
k 106 148 26 3500
k 107 148 2241 300
k 108 148 2 1600
k 110 148 270 300
k 111 148 24 4400
k 112 148 17 3600
k 113 148 24 3900
k 114 148 16 600
k 115 148 217 4100
k 117 148 158 3000
k 118 148 49 1400
k 122 148 44 3400
k 123 148 157 3700
k 86 149 86 2900
k 87 149 6 3200
k 89 149 95 2600
k 90 149 35 2500
k 91 149 8 4200
k 92 149 54 2800
k 93 149 48 2800
k 94 149 2 3300
k 102 149 1 2400
k 103 149 38 2500
k 104 149 2 800
k 107 149 10 2800
k 109 149 276 300
k 113 149 1 3500
k 115 149 8 3600
k 117 149 6 3200
k 118 149 9 1400
k 123 149 2 3700
k 89 150 7 1300
k 93 150 4 700
k 97 150 2 1300
k 101 150 6 1400
k 102 150 2 1500
k 103 150 4 1300
k 109 150 12 3900
k 112 150 27 1000
k 115 150 59 1400
k 117 150 5 900
k 118 150 16 2700
k 120 150 3 3000
k 85 151 5 3200
k 89 151 2 1100
k 92 151 12 800
k 93 151 136 300
k 97 151 1 900
k 101 151 1 1000
k 102 151 4 1100
k 107 151 33 1000
k 109 151 30 4900
k 111 151 45 900
k 113 151 5 1000
k 117 151 78 500
k 118 151 49 3200
k 119 151 2 3200
k 120 151 6 2600
k 121 151 24 3500
k 122 151 7 800
k 123 151 21 1000
k 86 152 33 1300
k 87 152 7 900
k 89 152 29 800
k 90 152 17 1200
k 91 152 28 800
k 92 152 3 600
k 93 152 28 600
k 94 152 2 300
k 95 152 2 300
k 96 152 3 400
k 97 152 6 1100
k 101 152 12 1100
k 102 152 8 1100
k 103 152 39 1000
k 104 152 1 3700
k 106 152 1 300
k 107 152 165 300
k 109 152 24 4400
k 115 152 24 300
k 116 152 36 800
k 117 152 34 700
k 118 152 28 2600
k 119 152 2 2900
k 120 152 5 3400
k 121 152 5 4100
k 122 152 12 700
k 123 152 8 300
k 86 153 10 4100
k 87 153 1 3600
k 89 153 29 3100
k 90 153 9 4100
k 91 153 6 3500
k 92 153 31 3400
k 93 153 20 3700
k 94 153 1 4900
k 96 153 3 4500
k 103 153 9 2800
k 104 153 3 400
k 107 153 2 4700
k 109 153 20 600
k 115 153 11 4600
k 117 153 8 3700
k 118 153 71 1000
k 123 153 3 4600
k 85 154 2 3600
k 86 154 3 1700
k 87 154 7 1100
k 89 154 31 1100
k 90 154 7 1300
k 91 154 5 1200
k 93 154 6 1000
k 94 154 13 500
k 96 154 12 600
k 100 154 28 1400
k 101 154 34 1300
k 102 154 89 1400
k 103 154 21 1200
k 104 154 1 4400
k 105 154 1 500
k 106 154 5 600
k 107 154 169 300
k 109 154 53 4100
k 110 154 3 5000
k 111 154 3 1400
k 113 154 52 300
k 116 154 21 1000
k 117 154 90 900
k 118 154 35 3500
k 119 154 3 3700
k 120 154 14 3400
k 122 154 11 900
k 123 154 8 300
k 107 155 60 3600
k 122 155 19 1000
k 123 155 39 1400
k 85 156 9 3200
k 93 156 27 400
k 94 156 5 800
k 95 156 1 1200
k 96 156 2 1300
k 101 156 16 600
k 102 156 5 700
k 103 156 10 1000
k 104 156 4 3700
k 107 156 77 1000
k 108 156 4 3700
k 109 156 188 3000
k 110 156 8 3500
k 111 156 1 500
k 112 156 102 600
k 113 156 32 1200
k 114 156 15 3900
k 115 156 49 1000
k 118 156 231 2500
k 120 156 7 2100
k 121 156 17 3500
k 122 156 33 400
k 123 156 58 500
k 86 157 12 2900
k 87 157 111 2800
k 88 157 67 2200
k 89 157 823 1700
k 90 157 267 1700
k 91 157 250 2100
k 92 157 1817 2000
k 93 157 673 1800
k 94 157 109 3200
k 95 157 14 7000
k 96 157 15 7000
k 97 157 45 2600
k 98 157 148 1700
k 99 157 11 1700
k 101 157 69 1800
k 102 157 247 1600
k 103 157 376 2000
k 104 157 54 1100
k 105 157 18 3800
k 106 157 77 3200
k 107 157 250 2800
k 108 157 2 1400
k 109 157 11 1000
k 110 157 2 1500
k 111 157 22 7000
k 112 157 37 2900
k 113 157 34 2800
k 114 157 39 1200
k 115 157 369 2800
k 117 157 161 2700
k 122 157 41 2800
k 123 157 296 2500
k 86 158 320 2100
k 89 158 267 1800
k 86 159 49 2700
k 87 159 7 2300
k 88 159 2 3400
k 89 159 198 2200
k 90 159 14 2500
k 91 159 43 2000
k 92 159 95 1900
k 93 159 53 2800
k 94 159 7 2700
k 96 159 2 3800
k 97 159 2 3100
k 98 159 29 1900
k 101 159 36 2000
k 102 159 47 1800
k 103 159 35 2200
k 106 159 2 3300
k 107 159 33 3400
k 108 159 2 2400
k 110 159 2 2600
k 112 159 6 2400
k 113 159 2 3100
k 115 159 21 3400
k 117 159 14 3000
k 122 159 3 2100
k 123 159 15 3100
k 86 160 63 2100
k 87 160 6 2600
k 88 160 4 1900
k 89 160 109 1600
k 90 160 10 2600
k 91 160 139 2800
k 92 160 267 2000
k 93 160 114 1900
k 94 160 15 3200
k 95 160 6 3500
k 96 160 2 3600
k 101 160 1 1800
k 102 160 4 2200
k 103 160 2 1300
k 105 160 1 2800
k 106 160 21 2500
k 107 160 44 2500
k 111 160 19 2600
k 112 160 5 2900
k 113 160 7 2700
k 115 160 74 3100
k 117 160 68 1700
k 122 160 26 2800
k 123 160 24 3000
k 85 161 8 2800
k 90 161 3 1100
k 97 161 6 1000
k 98 161 4 1200
k 101 161 9 800
k 102 161 28 1000
k 105 161 9 800
k 106 161 6 1000
k 107 161 74 1200
k 109 161 20 4500
k 112 161 12 900
k 113 161 36 700
k 115 161 41 1100
k 116 161 7 700
k 117 161 20 300
k 118 161 36 3300
k 120 161 2 2900
k 121 161 3 2900
k 86 162 12 1000
k 89 162 10 1200
k 91 162 3 900
k 93 162 5 1100
k 94 162 7 900
k 96 162 3 600
k 97 162 4 900
k 101 162 10 1300
k 102 162 25 1300
k 105 162 4 600
k 106 162 13 300
k 107 162 181 300
k 109 162 22 4900
k 112 162 7 1100
k 113 162 35 300
k 115 162 218 300
k 116 162 7 1100
k 117 162 90 1200
k 118 162 35 3600
k 119 162 3 3400
k 120 162 3 2600
k 121 162 6 3800
c
c source target cost capacity resource_consumptions
a 1 0 0 2400 250
a 0 2 0 2400 1726
a 2 1 0 2400 1924
a 28 29 0 2400 2
a 29 30 0 2400 1948
a 30 28 0 2400 1950
a 32 37 0 2400 2839
a 37 35 0 2400 2680
a 35 36 0 2400 838
a 36 34 0 2400 489
a 34 33 0 2400 96
a 33 35 0 2400 293
a 35 31 0 2400 180
a 31 32 0 2400 185
a 40 38 0 2400 1583
a 38 39 0 2400 218
a 39 42 0 2400 1508
a 42 41 0 2400 268
a 41 40 0 2400 123
a 46 45 0 2400 3460
a 45 43 0 2400 490
a 43 44 0 2400 2
a 44 45 0 2400 488
a 45 46 0 2400 3460
a 48 50 0 1200 319
a 50 52 0 1200 190
a 52 51 0 1200 123
a 51 49 0 1200 275
a 49 53 0 1200 854
a 53 48 0 1200 765
a 48 47 0 1200 141
a 47 53 0 1200 899
a 53 52 0 1200 866
a 52 48 0 1200 168
a 56 55 0 1200 2
a 55 63 0 1200 120
a 63 56 0 1200 119
a 56 59 0 1200 558
a 59 58 0 1200 51
a 58 61 0 1200 208
a 61 57 0 1200 193
a 57 60 0 1200 74
a 60 62 0 1200 1009
a 62 54 0 1200 777
a 54 62 0 1200 777
a 62 56 0 1200 513
a 67 68 0 1200 2
a 68 64 0 1200 361
a 64 65 0 1200 1550
a 65 66 0 1200 316
a 66 67 0 1200 1471
a 74 70 0 800 622
a 70 72 0 800 325
a 72 69 0 800 915
a 69 73 0 800 901
a 73 72 0 800 13
a 72 73 0 800 13
a 73 71 0 800 151
a 71 74 0 800 461
a 76 77 0 800 118
a 77 76 0 800 118
a 76 78 0 800 116
a 78 81 0 800 252
a 81 84 0 800 373
a 84 83 0 800 361
a 83 80 0 800 676
a 80 82 0 800 13
a 82 80 0 800 13
a 80 79 0 800 100
a 79 80 0 800 100
a 80 75 0 800 996
a 75 76 0 800 365
a 6 3 0 800 395
a 3 9 0 800 1037
a 9 10 0 800 310
a 10 9 0 800 310
a 9 11 0 800 757
a 11 5 0 800 165
a 5 4 0 800 173
a 4 8 0 800 299
a 8 7 0 800 89
a 7 6 0 800 365
a 14 16 0 800 291
a 16 14 0 800 291
a 14 15 0 800 256
a 15 13 0 800 494
a 13 12 0 800 315
a 12 14 0 800 554
a 18 19 0 450 214
a 19 18 0 450 214
a 18 21 0 450 448
a 21 17 0 450 517
a 17 19 0 450 494
a 19 20 0 450 11
a 20 18 0 450 203
a 27 26 0 450 569
a 26 27 0 450 569
a 27 23 0 450 275
a 23 25 0 450 13
a 25 26 0 450 306
a 26 23 0 450 319
a 23 26 0 450 319
a 26 22 0 450 620
a 22 24 0 450 544
a 24 25 0 450 578
a 25 23 0 450 13
a 23 27 0 450 275
a 3 31 74 43970 300
a 31 3 74 43970 300
a 0 5 62 43970 300
a 0 32 62 43970 300
a 0 48 62 43970 300
a 0 54 62 43970 300
a 0 65 62 43970 300
a 0 69 62 43970 300
a 5 0 62 43970 300
a 5 32 62 43970 300
a 5 48 62 43970 300
a 5 54 62 43970 300
a 5 65 62 43970 300
a 5 69 62 43970 300
a 32 0 62 43970 300
a 32 5 62 43970 300
a 32 48 62 43970 300
a 32 54 62 43970 300
a 32 65 62 43970 300
a 32 69 62 43970 300
a 48 0 62 43970 300
a 48 5 62 43970 300
a 48 32 62 43970 300
a 48 54 62 43970 300
a 48 65 62 43970 300
a 48 69 62 43970 300
a 54 0 62 43970 300
a 54 5 62 43970 300
a 54 32 62 43970 300
a 54 48 62 43970 300
a 54 65 62 43970 300
a 54 69 62 43970 300
a 65 0 62 43970 300
a 65 5 62 43970 300
a 65 32 62 43970 300
a 65 48 62 43970 300
a 65 54 62 43970 300
a 65 69 62 43970 300
a 69 0 62 43970 300
a 69 5 62 43970 300
a 69 32 62 43970 300
a 69 48 62 43970 300
a 69 54 62 43970 300
a 69 65 62 43970 300
a 49 75 25 43970 300
a 75 49 25 43970 300
a 6 33 57 43970 300
a 6 76 57 43970 300
a 33 6 57 43970 300
a 33 76 57 43970 300
a 76 6 57 43970 300
a 76 33 57 43970 300
a 1 17 78 43970 300
a 1 28 78 43970 300
a 1 43 78 43970 300
a 1 55 78 43970 300
a 1 77 78 43970 300
a 17 1 78 43970 300
a 17 28 78 43970 300
a 17 43 78 43970 300
a 17 55 78 43970 300
a 17 77 78 43970 300
a 28 1 78 43970 300
a 28 17 78 43970 300
a 28 43 78 43970 300
a 28 55 78 43970 300
a 28 77 78 43970 300
a 43 1 78 43970 300
a 43 17 78 43970 300
a 43 28 78 43970 300
a 43 55 78 43970 300
a 43 77 78 43970 300
a 55 1 78 43970 300
a 55 17 78 43970 300
a 55 28 78 43970 300
a 55 43 78 43970 300
a 55 77 78 43970 300
a 77 1 78 43970 300
a 77 17 78 43970 300
a 77 28 78 43970 300
a 77 43 78 43970 300
a 77 55 78 43970 300
a 29 34 93 43970 300
a 29 44 93 43970 300
a 29 56 93 43970 300
a 29 78 93 43970 300
a 34 29 93 43970 300
a 34 44 93 43970 300
a 34 56 93 43970 300
a 34 78 93 43970 300
a 44 29 93 43970 300
a 44 34 93 43970 300
a 44 56 93 43970 300
a 44 78 93 43970 300
a 56 29 93 43970 300
a 56 34 93 43970 300
a 56 44 93 43970 300
a 56 78 93 43970 300
a 78 29 93 43970 300
a 78 34 93 43970 300
a 78 44 93 43970 300
a 78 56 93 43970 300
a 50 57 63 43970 300
a 57 50 63 43970 300
a 38 60 68 43970 300
a 38 66 68 43970 300
a 60 38 68 43970 300
a 60 66 68 43970 300
a 66 38 68 43970 300
a 66 60 68 43970 300
a 8 35 48 43970 300
a 8 39 48 43970 300
a 8 52 48 43970 300
a 8 61 48 43970 300
a 35 8 48 43970 300
a 35 39 48 43970 300
a 35 52 48 43970 300
a 35 61 48 43970 300
a 39 8 48 43970 300
a 39 35 48 43970 300
a 39 52 48 43970 300
a 39 61 48 43970 300
a 52 8 48 43970 300
a 52 35 48 43970 300
a 52 39 48 43970 300
a 52 61 48 43970 300
a 61 8 48 43970 300
a 61 35 48 43970 300
a 61 39 48 43970 300
a 61 52 48 43970 300
a 9 19 59 43970 300
a 9 23 59 43970 300
a 9 36 59 43970 300
a 9 45 59 43970 300
a 9 53 59 43970 300
a 9 62 59 43970 300
a 9 72 59 43970 300
a 9 80 59 43970 300
a 19 9 59 43970 300
a 19 23 59 43970 300
a 19 36 59 43970 300
a 19 45 59 43970 300
a 19 53 59 43970 300
a 19 62 59 43970 300
a 19 72 59 43970 300
a 19 80 59 43970 300
a 23 9 59 43970 300
a 23 19 59 43970 300
a 23 36 59 43970 300
a 23 45 59 43970 300
a 23 53 59 43970 300
a 23 62 59 43970 300
a 23 72 59 43970 300
a 23 80 59 43970 300
a 36 9 59 43970 300
a 36 19 59 43970 300
a 36 23 59 43970 300
a 36 45 59 43970 300
a 36 53 59 43970 300
a 36 62 59 43970 300
a 36 72 59 43970 300
a 36 80 59 43970 300
a 45 9 59 43970 300
a 45 19 59 43970 300
a 45 23 59 43970 300
a 45 36 59 43970 300
a 45 53 59 43970 300
a 45 62 59 43970 300
a 45 72 59 43970 300
a 45 80 59 43970 300
a 53 9 59 43970 300
a 53 19 59 43970 300
a 53 23 59 43970 300
a 53 36 59 43970 300
a 53 45 59 43970 300
a 53 62 59 43970 300
a 53 72 59 43970 300
a 53 80 59 43970 300
a 62 9 59 43970 300
a 62 19 59 43970 300
a 62 23 59 43970 300
a 62 36 59 43970 300
a 62 45 59 43970 300
a 62 53 59 43970 300
a 62 72 59 43970 300
a 62 80 59 43970 300
a 72 9 59 43970 300
a 72 19 59 43970 300
a 72 23 59 43970 300
a 72 36 59 43970 300
a 72 45 59 43970 300
a 72 53 59 43970 300
a 72 62 59 43970 300
a 72 80 59 43970 300
a 80 9 59 43970 300
a 80 19 59 43970 300
a 80 23 59 43970 300
a 80 36 59 43970 300
a 80 45 59 43970 300
a 80 53 59 43970 300
a 80 62 59 43970 300
a 80 72 59 43970 300
a 14 37 101 43970 300
a 14 46 101 43970 300
a 37 14 101 43970 300
a 37 46 101 43970 300
a 46 14 101 43970 300
a 46 37 101 43970 300
a 20 25 85 43970 300
a 20 73 85 43970 300
a 20 82 85 43970 300
a 25 20 85 43970 300
a 25 73 85 43970 300
a 25 82 85 43970 300
a 73 20 85 43970 300
a 73 25 85 43970 300
a 73 82 85 43970 300
a 82 20 85 43970 300
a 82 25 85 43970 300
a 82 73 85 43970 300
a 10 21 1 43970 300
a 10 26 1 43970 300
a 10 74 1 43970 300
a 21 10 1 43970 300
a 21 26 1 43970 300
a 21 74 1 43970 300
a 26 10 1 43970 300
a 26 21 1 43970 300
a 26 74 1 43970 300
a 74 10 1 43970 300
a 74 21 1 43970 300
a 74 26 1 43970 300
a 63 83 25 43970 300
a 83 63 25 43970 300
a 2 30 571 43970 300
a 2 40 571 43970 300
a 2 67 571 43970 300
a 30 2 571 43970 300
a 30 40 571 43970 300
a 30 67 571 43970 300
a 40 2 571 43970 300
a 40 30 571 43970 300
a 40 67 571 43970 300
a 67 2 571 43970 300
a 67 30 571 43970 300
a 67 40 571 43970 300
a 116 11 0 43970 100
a 122 84 0 43970 100
a 99 58 0 43970 100
a 121 42 0 43970 100
a 123 27 0 43970 100
a 89 0 0 43970 100
a 89 32 0 43970 100
a 89 48 0 43970 100
