c resource constrained multi commodity flow
c Pacific
c 170 D_JPHKT
c 171 D_MYPKG
c 172 D_USLGB
c 173 D_CNSHA
c 174 D_CNXMN
c 175 D_TWKEL
c 176 D_PHGES
c 177 D_VNHPH
c 178 D_PABLB
c 179 D_VNSGN
c 180 D_JPYOK
c 181 D_CAVAN
c 182 D_IDSRG
c 183 D_IDJKT
c 184 D_TWKHH
c 185 D_JPUKB
c 186 D_NICIO
c 187 D_CNFOC
c 188 D_KRPUS
c 189 D_CNLYG
c 190 D_CNYTN
c 191 D_JPNGO
c 192 D_MYPEN
c 193 D_MYTPP
c 194 D_THLCH
c 195 D_JPSMZ
c 196 D_USLAX
c 197 D_USSEA
c 198 D_MXLZC
c 199 D_USOAK
c 200 D_CNDLC
c
c problem vertices edges commodities resources
p rcmcf 201 842 693 1
c
c origin destination demand resource_limits
k 126 181 33 2400
k 137 181 29 1800
k 135 181 22 2900
k 146 181 27 3100
k 151 181 142 2300
k 154 181 46 2200
k 145 181 1 3500
k 138 181 2 3900
k 141 181 2 1900
k 157 181 1 3700
k 153 181 4 3100
k 123 181 11 2800
k 158 181 11 2600
k 130 181 3 2200
k 125 181 35 3400
k 147 181 3 7000
k 159 181 4 3100
k 144 181 1 3200
k 143 200 9 3300
k 120 200 2 3000
k 156 200 19 4200
k 157 200 4 1200
k 123 200 147 1100
k 149 200 29 3400
k 130 200 18 1100
k 125 200 6 1300
k 122 200 69 2800
k 124 200 30 1900
k 136 200 52 2400
k 127 200 11 3600
k 141 187 2 900
k 120 187 2 5000
k 153 187 2 1500
k 123 187 5 2100
k 136 187 5 2400
k 127 187 4 2000
k 123 189 44 3000
k 149 189 2 3100
k 122 189 18 2500
k 143 173 22 1800
k 154 173 50 500
k 129 173 2 700
k 142 173 2 400
k 156 173 17 2800
k 123 173 208 1000
k 149 173 388 3200
k 133 173 3 2400
k 158 173 3 1100
k 130 173 21 1000
k 125 173 15 1300
k 122 173 210 1700
k 124 173 98 2100
k 136 173 33 2100
k 127 173 43 2100
k 143 162 5 3000
k 120 162 4 3500
k 156 162 26 4000
k 157 162 2 1500
k 153 162 2 1100
k 123 162 98 2100
k 149 162 30 3300
k 133 162 3 2500
k 130 162 8 1100
k 125 162 1 1600
k 122 162 232 2300
k 136 162 9 3000
k 127 162 25 3400
k 141 174 1 1200
k 157 174 1 1700
k 123 174 62 1100
k 149 174 41 3300
k 130 174 6 700
k 125 174 14 1900
k 122 174 21 1900
k 127 174 6 3200
k 143 190 10 2400
k 129 190 3 800
k 141 190 15 800
k 157 190 2 800
k 123 190 29 700
k 149 190 68 4100
k 133 190 7 3100
k 130 190 26 600
k 125 190 11 1100
k 122 190 10 2000
k 136 190 26 1900
k 127 190 3 2700
k 143 169 36 2300
k 145 169 4 500
k 138 169 1 1000
k 132 169 19 600
k 129 169 16 1000
k 140 169 3 900
k 141 169 7 800
k 142 169 31 600
k 120 169 2 2200
k 156 169 39 3300
k 157 169 1 800
k 123 169 507 700
k 128 169 1 3200
k 149 169 272 3800
k 133 169 7 2700
k 155 169 96 400
k 130 169 43 600
k 131 169 4 4200
k 125 169 123 700
k 134 169 4 400
k 147 169 28 300
k 122 169 319 2800
k 136 169 27 2000
k 127 169 88 2600
k 159 169 2 300
k 144 169 3 300
k 143 183 9 4000
k 126 183 3 1400
k 137 183 92 1200
k 135 183 45 1200
k 146 183 6 1000
k 151 183 5 1000
k 154 183 7 500
k 132 183 18 1300
k 139 183 1 1400
k 140 183 12 1600
k 141 183 41 1400
k 142 183 36 1300
k 157 183 1 700
k 153 183 1 300
k 123 183 92 300
k 149 183 16 4800
k 130 183 37 300
k 125 183 151 400
k 147 183 35 1100
k 122 183 59 3500
k 136 183 5 3700
k 127 183 13 4300
k 159 183 14 900
k 144 183 13 500
k 126 182 9 1700
k 137 182 34 1300
k 146 182 7 1200
k 151 182 3 1100
k 154 182 5 1100
k 129 182 2 1800
k 157 182 2 600
k 123 182 19 400
k 125 182 1 900
k 147 182 28 1200
k 122 182 2 3700
k 144 182 3 600
k 143 167 5 2500
k 126 167 3 1700
k 137 167 19 1200
k 135 167 43 1600
k 146 167 4 1000
k 151 167 4 1000
k 154 167 3 1000
k 139 167 1 1500
k 140 167 1 1600
k 142 167 1 1400
k 157 167 1 500
k 153 167 1 600
k 123 167 48 300
k 130 167 51 300
k 125 167 24 500
k 147 167 35 1100
k 122 167 22 3600
k 136 167 2 3800
k 127 167 6 4500
k 159 167 4 1000
k 144 167 16 600
k 143 170 7 3400
k 123 170 9 2800
k 149 170 3 3800
k 130 170 2 1100
k 125 170 4 1300
k 122 170 17 2300
k 136 170 2 3100
k 127 170 39 3800
k 143 191 11 3400
k 154 191 20 700
k 119 191 2 1400
k 156 191 3 3400
k 123 191 52 1100
k 133 191 2 4000
k 130 191 8 1100
k 125 191 69 1300
k 147 191 1 1000
k 122 191 102 1700
k 136 191 6 2600
k 127 191 32 3700
k 145 195 3 1500
k 138 195 2 1500
k 142 195 12 500
k 123 195 2 3700
k 149 195 1 3800
k 125 195 5 1400
k 121 195 1 1600
k 126 168 12 1200
k 137 168 9 1100
k 151 168 4 900
k 154 168 16 700
k 138 168 1 1700
k 142 168 2 1300
k 123 168 12 1400
k 158 168 2 1400
k 130 168 4 1400
k 125 168 4 1200
k 147 168 1 1000
k 154 185 7 700
k 145 185 12 1400
k 138 185 4 1400
k 156 185 2 3300
k 157 185 1 1200
k 123 185 96 1100
k 149 185 10 3800
k 158 185 1 1300
k 130 185 29 1100
k 125 185 272 1200
k 122 185 96 2200
k 136 185 32 2000
k 144 185 4 900
k 143 180 83 1500
k 135 180 3 1000
k 151 180 9 700
k 154 180 18 700
k 145 180 6 1500
k 119 180 1 1600
k 138 180 4 1700
k 142 180 4 700
k 120 180 11 2300
k 156 180 31 3400
k 153 180 3 1400
k 123 180 149 1400
k 149 180 114 3700
k 133 180 6 2200
k 158 180 5 1500
k 130 180 44 1200
k 131 180 1 3100
k 125 180 100 1200
k 147 180 6 1000
k 122 180 228 1600
k 136 180 104 1800
k 127 180 178 1800
k 144 180 3 1000
k 143 188 52 2800
k 126 188 9 500
k 137 188 3 400
k 151 188 10 600
k 154 188 50 700
k 119 188 2 1100
k 129 188 5 500
k 140 188 34 500
k 141 188 20 500
k 120 188 4 2200
k 156 188 47 3400
k 157 188 7 1000
k 123 188 173 900
k 149 188 100 3000
k 133 188 6 3000
k 158 188 2 1400
k 130 188 42 1100
k 131 188 5 4600
k 125 188 22 1200
k 147 188 10 1000
k 122 188 380 2600
k 136 188 96 2300
k 127 188 197 3100
k 126 164 1 2300
k 135 164 3 2000
k 141 164 2 1900
k 126 198 87 3200
k 150 198 8 3700
k 137 198 193 2200
k 135 198 10 3200
k 146 198 23 3300
k 151 198 191 2500
k 154 198 45 2600
k 145 198 8 4000
k 141 198 5 1600
k 142 198 103 1900
k 153 198 4 3600
k 123 198 15 3300
k 149 198 23 500
k 155 198 1 7000
k 131 198 5 400
k 125 198 48 3700
k 147 198 7 2800
k 122 198 38 500
k 121 198 2 3800
k 159 198 7 3500
k 144 198 4 3400
k 126 192 7 1500
k 152 192 16 1700
k 137 192 17 1300
k 135 192 10 1400
k 151 192 26 800
k 154 192 5 900
k 145 192 4 800
k 132 192 1 1500
k 141 192 2 1700
k 142 192 14 1200
k 120 192 3 3800
k 123 192 36 500
k 130 192 3 500
k 147 192 12 1200
k 122 192 1 3400
k 136 192 1 3100
k 127 192 3 4400
k 159 192 4 1200
k 144 192 2 800
k 126 171 4 1200
k 137 171 116 1200
k 135 171 12 1200
k 146 171 9 1000
k 151 171 20 700
k 154 171 5 800
k 145 171 6 600
k 119 171 6 700
k 132 171 27 1400
k 129 171 1 1600
k 140 171 6 1600
k 141 171 44 1600
k 142 171 7 1200
k 120 171 2 3800
k 157 171 5 400
k 123 171 39 300
k 149 171 5 4700
k 130 171 13 400
k 125 171 80 600
k 147 171 38 1100
k 122 171 25 3600
k 136 171 2 3500
k 127 171 5 4400
k 121 171 1 900
k 159 171 11 1100
k 144 171 12 700
k 143 193 16 4800
k 126 193 715 1300
k 150 193 95 900
k 152 193 6 2200
k 137 193 1739 900
k 135 193 403 1200
k 146 193 346 800
k 151 193 1202 700
k 154 193 1066 700
k 145 193 197 300
k 119 193 13 300
k 138 193 30 900
k 132 193 131 1100
k 129 193 255 1400
k 148 193 31 2900
k 139 193 6 1200
k 140 193 160 1000
k 141 193 506 1300
k 142 193 1147 1100
k 156 193 35 4500
k 157 193 24 300
k 153 193 118 300
k 149 193 2938 2100
k 133 193 18 3900
k 158 193 5 2500
k 155 193 32 1100
k 130 193 184 800
k 131 193 1 5000
k 125 193 866 300
k 134 193 75 1200
k 147 193 189 800
k 122 193 95 2500
k 136 193 110 3000
k 127 193 72 3000
k 159 193 49 600
k 144 193 66 900
k 126 186 4 4200
k 137 186 15 3200
k 135 186 4 4200
k 146 186 1 3600
k 151 186 16 3500
k 154 186 7 3300
k 142 186 9 3000
k 149 186 9 600
k 147 186 8 3800
k 122 186 6 1200
k 126 178 223 3300
k 150 178 34 3900
k 152 178 11 3800
k 137 178 857 2700
k 135 178 283 3700
k 146 178 208 3200
k 151 178 1219 3100
k 154 178 444 3100
k 145 178 41 4200
k 119 178 9 3700
k 138 178 37 4500
k 132 178 4 4300
k 129 178 10 3100
k 140 178 5 2500
k 141 178 35 2200
k 142 178 64 2500
k 156 178 52 500
k 157 178 17 3900
k 153 178 26 3500
k 123 178 2241 300
k 128 178 2 1600
k 133 178 270 300
k 158 178 24 4400
k 155 178 17 3600
k 130 178 24 3900
k 131 178 16 600
k 125 178 217 4100
k 147 178 158 3000
k 122 178 49 1400
k 121 178 5 4400
k 159 178 44 3400
k 144 178 157 3700
k 126 165 86 2900
k 150 165 6 3200
k 137 165 95 2600
k 135 165 35 2500
k 146 165 8 4200
k 151 165 54 2800
k 154 165 48 2800
k 145 165 2 3300
k 141 165 1 2400
k 142 165 38 2500
k 156 165 2 800
k 123 165 10 2800
k 149 165 276 300
k 130 165 1 3500
k 125 165 8 3600
k 147 165 6 3200
k 122 165 9 1400
k 144 165 2 3700
k 137 176 7 1300
k 154 176 4 700
k 132 176 2 1300
k 140 176 6 1400
k 141 176 2 1500
k 142 176 4 1300
k 149 176 12 3900
k 155 176 27 1000
k 125 176 59 1400
k 147 176 5 900
k 122 176 16 2700
k 136 176 3 3000
k 143 160 5 3200
k 137 160 2 1100
k 151 160 12 800
k 154 160 136 300
k 132 160 1 900
k 140 160 1 1000
k 141 160 4 1100
k 123 160 33 1000
k 149 160 30 4900
k 158 160 45 900
k 130 160 5 1000
k 147 160 78 500
k 122 160 49 3200
k 124 160 2 3200
k 136 160 6 2600
k 127 160 24 3500
k 159 160 7 800
k 144 160 21 1000
k 126 166 33 1300
k 150 166 7 900
k 137 166 29 800
k 135 166 17 1200
k 146 166 28 800
k 151 166 3 600
k 154 166 28 600
k 145 166 2 300
k 119 166 2 300
k 138 166 3 400
k 132 166 6 1100
k 140 166 12 1100
k 141 166 8 1100
k 142 166 39 1000
k 156 166 1 3700
k 153 166 1 300
k 123 166 165 300
k 149 166 24 4400
k 125 166 24 300
k 134 166 36 800
k 147 166 34 700
k 122 166 28 2600
k 124 166 2 2900
k 136 166 5 3400
k 127 166 5 4100
k 121 166 3 500
k 159 166 12 700
k 144 166 8 300
k 126 163 10 4100
k 150 163 1 3600
k 137 163 29 3100
k 135 163 9 4100
k 146 163 6 3500
k 151 163 31 3400
k 154 163 20 3700
k 145 163 1 4900
k 138 163 3 4500
k 142 163 9 2800
k 156 163 3 400
k 123 163 2 4700
k 149 163 20 600
k 125 163 11 4600
k 147 163 8 3700
k 122 163 71 1000
k 121 163 3 4300
k 144 163 3 4600
k 143 194 2 3600
k 126 194 3 1700
k 150 194 7 1100
k 137 194 31 1100
k 135 194 7 1300
k 146 194 5 1200
k 154 194 6 1000
k 145 194 13 500
k 138 194 12 600
k 139 194 28 1400
k 140 194 34 1300
k 141 194 89 1400
k 142 194 21 1200
k 120 194 3 3800
k 156 194 1 4400
k 157 194 1 500
k 153 194 5 600
k 123 194 169 300
k 149 194 53 4100
k 133 194 3 5000
k 158 194 3 1400
k 130 194 52 300
k 134 194 21 1000
k 147 194 90 900
k 122 194 35 3500
k 124 194 3 3700
k 136 194 14 3400
k 159 194 11 900
k 144 194 8 300
k 123 175 60 3600
k 121 175 9 1600
k 159 175 19 1000
k 144 175 39 1400
k 143 184 9 3200
k 154 184 27 400
k 145 184 5 800
k 119 184 1 1200
k 138 184 2 1300
k 140 184 16 600
k 141 184 5 700
k 142 184 10 1000
k 156 184 4 3700
k 123 184 77 1000
k 128 184 4 3700
k 149 184 188 3000
k 133 184 8 3500
k 158 184 1 500
k 155 184 102 600
k 130 184 32 1200
k 131 184 15 3900
k 125 184 49 1000
k 122 184 231 2500
k 136 184 7 2100
k 127 184 17 3500
k 121 184 9 1400
k 159 184 33 400
k 144 184 58 500
k 126 196 12 2900
k 150 196 111 2800
k 152 196 67 2200
k 137 196 823 1700
k 135 196 267 1700
k 146 196 250 2100
k 151 196 1817 2000
k 154 196 673 1800
k 145 196 109 3200
k 119 196 14 7000
k 138 196 15 7000
k 132 196 45 2600
k 129 196 148 1700
k 148 196 11 1700
k 140 196 69 1800
k 141 196 247 1600
k 142 196 376 2000
k 156 196 54 1100
k 157 196 18 3800
k 153 196 77 3200
k 123 196 250 2800
k 128 196 2 1400
k 149 196 11 1000
k 133 196 2 1500
k 158 196 22 7000
k 155 196 37 2900
k 130 196 34 2800
k 131 196 39 1200
k 125 196 369 2800
k 147 196 161 2700
k 159 196 41 2800
k 144 196 296 2500
k 126 172 320 2100
k 137 172 267 1800
k 126 199 49 2700
k 150 199 7 2300
k 152 199 2 3400
k 137 199 198 2200
k 135 199 14 2500
k 146 199 43 2000
k 151 199 95 1900
k 154 199 53 2800
k 145 199 7 2700
k 138 199 2 3800
k 132 199 2 3100
k 129 199 29 1900
k 140 199 36 2000
k 141 199 47 1800
k 142 199 35 2200
k 153 199 2 3300
k 123 199 33 3400
k 128 199 2 2400
k 133 199 2 2600
k 155 199 6 2400
k 130 199 2 3100
k 125 199 21 3400
k 147 199 14 3000
k 159 199 3 2100
k 144 199 15 3100
k 126 197 63 2100
k 150 197 6 2600
k 152 197 4 1900
k 137 197 109 1600
k 135 197 10 2600
k 146 197 139 2800
k 151 197 267 2000
k 154 197 114 1900
k 145 197 15 3200
k 119 197 6 3500
k 138 197 2 3600
k 140 197 1 1800
k 141 197 4 2200
k 142 197 2 1300
k 157 197 1 2800
k 153 197 21 2500
k 123 197 44 2500
k 158 197 19 2600
k 155 197 5 2900
k 130 197 7 2700
k 125 197 74 3100
k 147 197 68 1700
k 159 197 26 2800
k 144 197 24 3000
k 142 161 2 1500
k 123 161 5 2000
k 130 161 6 500
k 125 161 3 1100
k 122 161 2 3200
k 143 177 8 2800
k 135 177 3 1100
k 132 177 6 1000
k 129 177 4 1200
k 140 177 9 800
k 141 177 28 1000
k 157 177 9 800
k 153 177 6 1000
k 123 177 74 1200
k 149 177 20 4500
k 155 177 12 900
k 130 177 36 700
k 125 177 41 1100
k 134 177 7 700
k 147 177 20 300
k 122 177 36 3300
k 136 177 2 2900
k 127 177 3 2900
k 126 179 12 1000
k 137 179 10 1200
k 146 179 3 900
k 154 179 5 1100
k 145 179 7 900
k 138 179 3 600
k 132 179 4 900
k 140 179 10 1300
k 141 179 25 1300
k 157 179 4 600
k 153 179 13 300
k 123 179 181 300
k 149 179 22 4900
k 155 179 7 1100
k 130 179 35 300
k 125 179 218 300
k 134 179 7 1100
k 147 179 90 1200
k 122 179 35 3600
k 124 179 3 3400
k 136 179 3 2600
k 127 179 6 3800
c
c source target cost capacity resource_consumptions
a 0 4 0 5600 316
a 4 11 0 5600 353
a 11 8 0 5600 201
a 8 1 0 5600 227
a 1 2 0 5600 2
a 2 12 0 5600 201
a 12 3 0 5600 659
a 3 5 0 5600 404
a 5 6 0 5600 210
a 6 9 0 5600 78
a 9 7 0 5600 11
a 7 10 0 5600 282
a 10 0 0 5600 655
a 69 61 0 15600 460
a 61 62 0 15600 181
a 62 60 0 15600 90
a 60 59 0 15600 1305
a 59 72 0 15600 32
a 72 63 0 15600 1382
a 63 66 0 15600 224
a 66 71 0 15600 1244
a 71 67 0 15600 431
a 67 70 0 15600 353
a 70 65 0 15600 1612
a 65 64 0 15600 1
a 64 68 0 15600 375
a 68 69 0 15600 8
a 75 73 0 21600 616
a 73 74 0 21600 286
a 74 76 0 21600 2113
a 76 75 0 21600 2885
a 77 79 0 7200 309
a 79 80 0 7200 516
a 80 78 0 7200 766
a 78 77 0 7200 109
a 85 82 0 31200 315
a 82 87 0 31200 94
a 87 83 0 31200 339
a 83 84 0 31200 59
a 84 88 0 31200 1331
a 88 81 0 31200 1575
a 81 86 0 31200 2359
a 86 85 0 31200 2229
a 96 92 0 16800 1390
a 92 93 0 16800 409
a 93 90 0 16800 184
a 90 91 0 16800 123
a 91 89 0 16800 109
a 89 95 0 16800 1769
a 95 94 0 16800 2
a 94 96 0 16800 115
a 101 97 0 19200 440
a 97 99 0 19200 348
a 99 104 0 19200 1495
a 104 103 0 19200 114
a 103 98 0 19200 1471
a 98 102 0 19200 406
a 102 100 0 19200 516
a 100 101 0 19200 10
a 109 107 0 1800 457
a 107 108 0 1800 301
a 108 107 0 1800 301
a 107 106 0 1800 316
a 106 105 0 1800 90
a 105 110 0 1800 437
a 110 109 0 1800 197
a 112 113 0 900 264
a 113 111 0 900 275
a 111 114 0 900 236
a 114 112 0 900 225
a 118 117 0 4800 428
a 117 116 0 4800 64
a 116 115 0 4800 421
a 115 118 0 4800 87
a 14 13 0 3200 330
a 13 16 0 3200 846
a 16 15 0 3200 267
a 15 17 0 3200 304
a 17 14 0 3200 553
a 21 19 0 8000 2181
a 19 18 0 8000 276
a 18 20 0 8000 164
a 20 24 0 8000 1646
a 24 23 0 8000 820
a 23 22 0 8000 279
a 22 21 0 8000 934
a 26 27 0 1600 9
a 27 25 0 1600 253
a 25 28 0 1600 95
a 28 26 0 1600 280
a 38 37 0 6000 9
a 37 32 0 6000 421
a 32 31 0 6000 320
a 31 36 0 6000 141
a 36 29 0 6000 205
a 29 33 0 6000 300
a 33 35 0 6000 36
a 35 34 0 6000 101
a 34 30 0 6000 224
a 30 39 0 6000 170
a 39 38 0 6000 473
a 40 45 0 4800 298
a 45 44 0 4800 92
a 44 46 0 4800 93
a 46 41 0 4800 128
a 41 43 0 4800 289
a 43 47 0 4800 381
a 47 42 0 4800 383
a 42 40 0 4800 336
a 49 55 0 2700 118
a 55 52 0 2700 439
a 52 48 0 2700 605
a 48 50 0 2700 861
a 50 54 0 2700 459
a 54 51 0 2700 270
a 51 53 0 2700 11
a 53 56 0 2700 222
a 56 49 0 2700 315
a 58 57 0 800 200
a 57 58 0 800 200
a 40 60 74 44060 300
a 40 77 74 44060 300
a 40 89 74 44060 300
a 60 40 74 44060 300
a 60 77 74 44060 300
a 60 89 74 44060 300
a 77 40 74 44060 300
a 77 60 74 44060 300
a 77 89 74 44060 300
a 89 40 74 44060 300
a 89 60 74 44060 300
a 89 77 74 44060 300
a 18 30 62 44060 300
a 18 48 62 44060 300
a 18 73 62 44060 300
a 18 90 62 44060 300
a 30 18 62 44060 300
a 30 48 62 44060 300
a 30 73 62 44060 300
a 30 90 62 44060 300
a 48 18 62 44060 300
a 48 30 62 44060 300
a 48 73 62 44060 300
a 48 90 62 44060 300
a 73 18 62 44060 300
a 73 30 62 44060 300
a 73 48 62 44060 300
a 73 90 62 44060 300
a 90 18 62 44060 300
a 90 30 62 44060 300
a 90 48 62 44060 300
a 90 73 62 44060 300
a 31 41 25 44060 300
a 31 62 25 44060 300
a 31 78 25 44060 300
a 31 81 25 44060 300
a 31 91 25 44060 300
a 41 31 25 44060 300
a 41 62 25 44060 300
a 41 78 25 44060 300
a 41 81 25 44060 300
a 41 91 25 44060 300
a 62 31 25 44060 300
a 62 41 25 44060 300
a 62 78 25 44060 300
a 62 81 25 44060 300
a 62 91 25 44060 300
a 78 31 25 44060 300
a 78 41 25 44060 300
a 78 62 25 44060 300
a 78 81 25 44060 300
a 78 91 25 44060 300
a 81 31 25 44060 300
a 81 41 25 44060 300
a 81 62 25 44060 300
a 81 78 25 44060 300
a 81 91 25 44060 300
a 91 31 25 44060 300
a 91 41 25 44060 300
a 91 62 25 44060 300
a 91 78 25 44060 300
a 91 81 25 44060 300
a 0 63 57 44060 300
a 0 79 57 44060 300
a 63 0 57 44060 300
a 63 79 57 44060 300
a 79 0 57 44060 300
a 79 63 57 44060 300
a 1 32 78 44060 300
a 1 42 78 44060 300
a 1 49 78 44060 300
a 1 57 78 44060 300
a 1 64 78 44060 300
a 1 115 78 44060 300
a 32 1 78 44060 300
a 32 42 78 44060 300
a 32 49 78 44060 300
a 32 57 78 44060 300
a 32 64 78 44060 300
a 32 115 78 44060 300
a 42 1 78 44060 300
a 42 32 78 44060 300
a 42 49 78 44060 300
a 42 57 78 44060 300
a 42 64 78 44060 300
a 42 115 78 44060 300
a 49 1 78 44060 300
a 49 32 78 44060 300
a 49 42 78 44060 300
a 49 57 78 44060 300
a 49 64 78 44060 300
a 49 115 78 44060 300
a 57 1 78 44060 300
a 57 32 78 44060 300
a 57 42 78 44060 300
a 57 49 78 44060 300
a 57 64 78 44060 300
a 57 115 78 44060 300
a 64 1 78 44060 300
a 64 32 78 44060 300
a 64 42 78 44060 300
a 64 49 78 44060 300
a 64 57 78 44060 300
a 64 115 78 44060 300
a 115 1 78 44060 300
a 115 32 78 44060 300
a 115 42 78 44060 300
a 115 49 78 44060 300
a 115 57 78 44060 300
a 115 64 78 44060 300
a 2 19 93 44060 300
a 2 43 93 44060 300
a 2 65 93 44060 300
a 2 82 93 44060 300
a 2 97 93 44060 300
a 19 2 93 44060 300
a 19 43 93 44060 300
a 19 65 93 44060 300
a 19 82 93 44060 300
a 19 97 93 44060 300
a 43 2 93 44060 300
a 43 19 93 44060 300
a 43 65 93 44060 300
a 43 82 93 44060 300
a 43 97 93 44060 300
a 65 2 93 44060 300
a 65 19 93 44060 300
a 65 43 93 44060 300
a 65 82 93 44060 300
a 65 97 93 44060 300
a 82 2 93 44060 300
a 82 19 93 44060 300
a 82 43 93 44060 300
a 82 65 93 44060 300
a 82 97 93 44060 300
a 97 2 93 44060 300
a 97 19 93 44060 300
a 97 43 93 44060 300
a 97 65 93 44060 300
a 97 82 93 44060 300
a 50 105 62 44060 300
a 105 50 62 44060 300
a 34 44 63 44060 300
a 44 34 63 44060 300
a 27 35 68 44060 300
a 27 45 68 44060 300
a 27 74 68 44060 300
a 27 84 68 44060 300
a 27 92 68 44060 300
a 27 98 68 44060 300
a 35 27 68 44060 300
a 35 45 68 44060 300
a 35 74 68 44060 300
a 35 84 68 44060 300
a 35 92 68 44060 300
a 35 98 68 44060 300
a 45 27 68 44060 300
a 45 35 68 44060 300
a 45 74 68 44060 300
a 45 84 68 44060 300
a 45 92 68 44060 300
a 45 98 68 44060 300
a 74 27 68 44060 300
a 74 35 68 44060 300
a 74 45 68 44060 300
a 74 84 68 44060 300
a 74 92 68 44060 300
a 74 98 68 44060 300
a 84 27 68 44060 300
a 84 35 68 44060 300
a 84 45 68 44060 300
a 84 74 68 44060 300
a 84 92 68 44060 300
a 84 98 68 44060 300
a 92 27 68 44060 300
a 92 35 68 44060 300
a 92 45 68 44060 300
a 92 74 68 44060 300
