c resource constrained multi commodity flow
c EuropeAsia
c 145 R8_NLRTM
c 146 R8_SEGOT
c 147 R9_ESALG
c 148 R9_ESBCN
c 149 R9_ESVGO
c 150 R9_ESVLC
c 151 R9_FRFOS
c 152 R9_ITGIT
c 153 R9_ITGOA
c 154 R9_ITTRS
c 155 R9_JOAQB
c 156 R9_MAPTM
c 157 R9_SAJED
c 158 O_AEJEA
c 159 O_BDCGP
c 160 O_BEANR
c 161 O_BEZEE
c 162 O_CNDLC
c 163 O_CNLYG
c 164 O_CNSHA
c 165 O_CNTAO
c 166 O_CNXMN
c 167 O_CNYTN
c 168 O_DEBRV
c 169 O_DEHAM
c 170 O_DKAAR
c 171 O_DZALG
c 172 O_DZBJA
c 173 O_EGALY
c 174 O_EGPSD
c 175 O_ESALG
c 176 O_ESBCN
c 177 O_ESVGO
c 178 O_ESVLC
c 179 O_FRDKK
c 180 O_FRFOS
c 181 O_FRLEH
c 182 O_GBFXT
c 183 O_GBSOU
c 184 O_GRPIR
c 185 O_GRSKG
c 186 O_HKHKG
c 187 O_IDJKT
c 188 O_IDSUB
c 189 O_IEDUB
c 190 O_ILASH
c 191 O_ILHFA
c 192 O_INCOK
c 193 O_INMAA
c 194 O_INNSA
c 195 O_INPAV
c 196 O_IRBND
c 197 O_ITGIT
c 198 O_ITGOA
c 199 O_ITSAL
c 200 O_ITTRS
c 201 O_JOAQB
c 202 O_JPHKT
c 203 O_JPNGO
c 204 O_JPSMZ
c 205 O_JPTYO
c 206 O_JPUKB
c 207 O_JPYOK
c 208 O_KRPUS
c 209 O_LBBEY
c 210 O_LKCMB
c 211 O_MAAGA
c 212 O_MACAS
c 213 O_MAPTM
c 214 O_MYPKG
c 215 O_MYTPP
c 216 O_NLRTM
c 217 O_OMSLL
c 218 O_PHMNL
c 219 O_PKBQM
c 220 O_PTLEI
c 221 O_RULED
c 222 O_SADMM
c 223 O_SAJED
c 224 O_SEGOT
c 225 O_SGSIN
c 226 O_SYLTK
c 227 O_THLCH
c 228 O_TNTUN
c 229 O_TRAMB
c 230 O_TRIZM
c 231 O_TRMER
c 232 O_TWKEL
c 233 O_TWKHH
c 234 O_VNHPH
c 235 O_VNSGN
c 236 O_YEADE
c 237 D_AEJEA
c 238 D_BDCGP
c 239 D_BEANR
c 240 D_BEZEE
c 241 D_CNDLC
c 242 D_CNLYG
c 243 D_CNSHA
c 244 D_CNTAO
c 245 D_CNXMN
c 246 D_CNYTN
c 247 D_DEBRV
c 248 D_DEHAM
c 249 D_DKAAR
c 250 D_DZALG
c 251 D_DZBJA
c 252 D_EGALY
c 253 D_EGPSD
c 254 D_ESALG
c 255 D_ESBCN
c 256 D_ESVGO
c 257 D_ESVLC
c 258 D_FRDKK
c 259 D_FRFOS
c 260 D_FRLEH
c 261 D_GBFXT
c 262 D_GBSOU
c 263 D_GRPIR
c 264 D_GRSKG
c 265 D_HKHKG
c 266 D_IDJKT
c 267 D_IDSUB
c 268 D_IEDUB
c 269 D_ILASH
c 270 D_ILHFA
c 271 D_INCOK
c 272 D_INMAA
c 273 D_INNSA
c 274 D_INPAV
c 275 D_IRBND
c 276 D_ITGIT
c 277 D_ITGOA
c 278 D_ITSAL
c 279 D_ITTRS
c 280 D_JOAQB
c 281 D_JPHKT
c 282 D_JPNGO
c 283 D_JPSMZ
c 284 D_JPTYO
c 285 D_JPUKB
c 286 D_JPYOK
c 287 D_KRPUS
c 288 D_LBBEY
c 289 D_LKCMB
c 290 D_MAAGA
c 291 D_MACAS
c 292 D_MAPTM
c 293 D_MYPKG
c 294 D_MYTPP
c 295 D_NLRTM
c 296 D_OMSLL
c 297 D_PHMNL
c 298 D_PKBQM
c 299 D_PTLEI
c 300 D_RULED
c 301 D_SADMM
c 302 D_SAJED
c 303 D_SEGOT
c 304 D_SGSIN
c 305 D_SYLTK
c 306 D_THLCH
c 307 D_TNTUN
c 308 D_TRAMB
c 309 D_TRIZM
c 310 D_TRMER
c 311 D_TWKEL
c 312 D_TWKHH
c 313 D_VNHPH
c 314 D_VNSGN
c 315 D_YEADE
c
c problem vertices edges commodities resources
p rcmcf 316 1012 2973 1
c
c origin destination demand resource_limits
k 159 237 4 2600
k 160 237 32 2700
k 161 237 79 2800
k 162 237 192 2900
k 164 237 388 2500
k 165 237 77 2600
k 166 237 51 2100
k 167 237 301 2000
k 168 237 262 2200
k 169 237 10 2700
k 170 237 17 2900
k 171 237 1 2400
k 173 237 26 1800
k 174 237 100 1100
k 175 237 95 600
k 176 237 34 2500
k 177 237 6 3000
k 178 237 12 2600
k 179 237 7 2300
k 180 237 21 2100
k 181 237 14 2700
k 182 237 127 2500
k 183 237 1 2500
k 184 237 11 2100
k 185 237 7 1900
k 186 237 137 2200
k 187 237 45 2400
k 188 237 3 2500
k 189 237 13 2600
k 192 237 19 2700
k 193 237 21 1300
k 194 237 85 600
k 195 237 2 700
k 196 237 13 3900
k 197 237 103 1700
k 198 237 91 2000
k 199 237 2 2500
k 200 237 30 2000
k 201 237 3 900
k 202 237 67 3900
k 203 237 111 3700
k 206 237 61 2900
k 207 237 174 3000
k 208 237 118 3000
k 209 237 13 2100
k 210 237 25 1000
k 212 237 5 2600
k 213 237 2 2300
k 214 237 37 1500
k 215 237 161 1100
k 216 237 186 2200
k 217 237 19 600
k 218 237 3 2600
k 219 237 6 1300
k 220 237 8 2400
k 221 237 6 3200
k 222 237 2 900
k 223 237 34 900
k 224 237 33 2700
k 225 237 15 1500
k 226 237 3 2200
k 227 237 133 2300
k 228 237 6 2200
k 229 237 56 2300
k 230 237 16 1800
k 231 237 14 2000
k 232 237 12 3000
k 233 237 18 2500
k 234 237 4 2600
k 235 237 12 2300
k 236 237 4 1800
k 158 238 19 2200
k 160 238 5 3700
k 161 238 7 4200
k 162 238 6 1900
k 163 238 2 2200
k 164 238 175 2300
k 165 238 22 1900
k 166 238 1 1700
k 167 238 11 1800
k 168 238 7 4400
k 169 238 10 4800
k 170 238 9 4900
k 173 238 3 3400
k 174 238 1 3000
k 175 238 54 3400
k 181 238 1 4000
k 182 238 12 4300
k 184 238 1 3600
k 186 238 45 1900
k 187 238 14 1200
k 188 238 5 900
k 191 238 1 2700
k 192 238 13 1100
k 194 238 5 2200
k 196 238 41 3500
k 197 238 3 2800
k 203 238 12 2300
k 206 238 8 2000
k 207 238 2 2300
k 208 238 162 1800
k 210 238 6 1100
k 215 238 14 1000
k 216 238 5 4200
k 217 238 5 2900
k 218 238 2 1800
k 219 238 23 1900
k 222 238 3 1700
k 223 238 15 2400
k 224 238 1 4700
k 225 238 33 1100
k 227 238 26 2200
k 229 238 1 3100
k 231 238 3 3900
k 233 238 12 2400
k 234 238 10 1500
k 235 238 5 900
k 158 239 2 3000
k 159 239 1 4000
k 162 239 1 4800
k 165 239 2 4600
k 166 239 1 4000
k 168 239 6 400
k 173 239 7 1900
k 175 239 290 600
k 182 239 2 1000
k 184 239 2 2500
k 193 239 9 2800
k 194 239 2 2600
k 195 239 1 2500
k 197 239 25 1400
k 208 239 2 4300
k 209 239 1 2400
k 210 239 1 3100
k 211 239 1 1300
k 213 239 2 1000
k 215 239 2 4000
k 217 239 2 3900
k 219 239 2 3000
k 222 239 1 3900
k 223 239 3 1900
k 227 239 1 4100
k 228 239 2 1300
k 229 239 4 2200
k 230 239 9 2400
k 158 240 20 2800
k 159 240 43 3800
k 162 240 2 4900
k 164 240 183 4200
k 165 240 15 4700
k 166 240 15 4000
k 167 240 186 3500
k 173 240 1 1700
k 174 240 3 1700
k 175 240 2 1900
k 186 240 99 3900
k 187 240 33 4100
k 188 240 10 4200
k 191 240 5 2200
k 192 240 3 3100
k 193 240 25 2700
k 194 240 24 2700
k 195 240 12 2500
k 197 240 2 1300
k 202 240 7 5200
k 203 240 1 5300
k 207 240 12 4700
k 208 240 3 4300
k 210 240 21 2400
k 214 240 13 3400
k 215 240 85 3000
k 217 240 8 2000
k 219 240 13 2900
k 222 240 33 3700
k 223 240 62 1600
k 225 240 7 3700
k 227 240 118 4000
k 229 240 18 1700
k 230 240 2 1600
k 231 240 14 2500
k 233 240 22 4300
k 234 240 9 4400
k 235 240 48 4000
k 158 241 9 3800
k 161 241 4 3300
k 168 241 320 4500
k 169 241 6 4900
k 170 241 11 4900
k 174 241 18 3300
k 175 241 33 3300
k 177 241 3 5500
k 178 241 2 5500
k 179 241 4 4000
k 180 241 1 5300
k 181 241 7 4500
k 182 241 27 4600
k 189 241 2 3500
k 190 241 1 3700
k 191 241 3 4800
k 193 241 2 2500
k 194 241 4 3200
k 195 241 4 2100
k 196 241 4 4500
k 197 241 9 4500
k 198 241 15 4300
k 199 241 2 4300
k 212 241 2 4500
k 215 241 89 1100
k 216 241 122 4200
k 217 241 18 3100
k 220 241 3 5600
k 221 241 3 5300
k 223 241 2 3700
k 224 241 22 4600
k 225 241 18 1100
k 227 241 6 1300
k 229 241 4 4700
k 230 241 6 3600
k 231 241 24 4200
k 158 242 2 3000
k 175 242 1 4900
k 158 243 6 2400
k 161 243 7 3800
k 168 243 193 3900
k 169 243 51 4300
k 170 243 4 4500
k 174 243 15 2600
k 175 243 198 2300
k 176 243 2 4200
k 177 243 2 4800
k 178 243 3 4400
k 179 243 1 3300
k 180 243 7 3800
k 181 243 16 3900
k 182 243 6 4000
k 183 243 56 3500
k 184 243 8 4100
k 185 243 15 4600
k 186 243 50 500
k 189 243 1 3700
k 191 243 4 3400
k 192 243 3 2500
k 194 243 9 2500
k 195 243 3 2700
k 196 243 1 2800
k 197 243 18 3500
k 198 243 8 3700
k 200 243 2 3700
k 203 243 2 700
k 208 243 2 400
k 210 243 15 1500
k 211 243 3 4300
k 215 243 94 1000
k 216 243 152 3700
k 217 243 2 2600
k 220 243 7 4100
k 221 243 5 4800
k 223 243 11 2900
k 224 243 54 4200
k 225 243 21 1000
k 227 243 15 1300
k 228 243 3 4800
k 229 243 3 4300
k 230 243 4 4100
k 231 243 4 3700
k 158 244 3 2700
k 168 244 11 4500
k 170 244 10 4900
k 173 244 1 4200
k 175 244 20 3500
k 176 244 1 5400
k 177 244 3 6000
k 179 244 4 4100
k 180 244 2 4200
k 182 244 21 4400
k 183 244 2 4400
k 185 244 10 3900
k 189 244 2 3600
k 191 244 4 4200
k 194 244 6 3100
k 195 244 2 2900
k 196 244 10 4400
k 198 244 1 4100
k 210 244 3 2200
k 211 244 2 5300
k 214 244 2 1100
k 215 244 42 2100
k 216 244 56 4200
k 217 244 17 2100
k 221 244 14 5300
k 223 244 12 3300
k 224 244 12 4700
k 225 244 8 1100
k 227 244 1 1600
k 229 244 3 3600
k 158 245 14 2800
k 161 245 9 3400
k 168 245 36 4400
k 169 245 13 3700
k 174 245 40 3500
k 175 245 10 3900
k 179 245 22 3600
k 181 245 1 2900
k 182 245 7 3500
k 183 245 68 3800
k 189 245 3 5400
k 190 245 1 3400
k 191 245 2 3200
k 193 245 6 3100
k 194 245 3 1800
k 195 245 5 2500
k 196 245 4 3200
k 197 245 1 3600
k 198 245 3 4500
k 207 245 1 1200
k 209 245 1 3500
k 210 245 5 1100
k 215 245 9 1400
k 216 245 117 3000
k 217 245 5 3500
k 220 245 11 5000
k 223 245 4 3300
k 225 245 6 700
k 227 245 14 1900
k 229 245 20 4200
k 231 245 1 3600
k 236 245 1 2800
k 158 246 11 2400
k 161 246 1 3900
k 168 246 18 3400
k 170 246 16 3900
k 175 246 18 3400
k 176 246 6 3700
k 194 246 3 2100
k 196 246 9 2800
k 197 246 2 4400
k 203 246 3 800
k 207 246 15 800
k 215 246 19 700
k 216 246 8 3200
k 217 246 2 3700
k 219 246 2 1700
k 220 246 9 4000
k 221 246 3 4300
k 222 246 1 2600
k 224 246 10 4300
k 225 246 26 600
k 227 246 11 1100
k 158 247 25 2300
k 159 247 46 4000
k 161 247 1 400
k 162 247 148 4500
k 163 247 2 4600
k 164 247 882 3700
k 165 247 269 4200
k 166 247 156 3400
k 167 247 451 3200
k 173 247 3 1500
k 174 247 3 1000
k 175 247 134 900
k 177 247 2 1400
k 178 247 8 1100
k 182 247 2 300
k 184 247 4 2000
k 185 247 6 2300
k 186 247 334 3600
k 187 247 55 3800
k 188 247 16 3900
k 190 247 5 1500
k 191 247 6 1800
k 192 247 6 3300
k 193 247 20 2900
k 194 247 53 2800
k 195 247 25 2800
k 197 247 17 1400
k 198 247 2 1400
k 201 247 3 1800
k 202 247 34 5000
k 203 247 26 4800
k 204 247 12 4400
k 206 247 22 4300
k 207 247 54 4400
k 208 247 310 4100
k 210 247 35 2600
k 211 247 15 1000
k 212 247 4 1200
k 213 247 2 1100
k 214 247 35 2900
k 215 247 82 2600
k 216 247 3 400
k 218 247 24 3900
k 219 247 27 2700
k 221 247 4 900
k 223 247 7 1900
k 225 247 15 3200
k 227 247 115 3700
k 229 247 92 1800
k 230 247 32 2000
k 231 247 7 1600
k 233 247 108 3900
k 234 247 9 4000
k 235 247 148 3700
k 158 248 3 3100
k 159 248 25 4200
k 162 248 41 4800
k 164 248 198 4600
k 165 248 20 4500
k 166 248 49 3900
k 167 248 114 4100
k 175 248 13 700
k 178 248 8 1200
k 186 248 59 3900
k 187 248 9 3900
k 188 248 2 4800
k 192 248 1 5000
k 193 248 4 3700
k 194 248 12 3000
k 195 248 5 2700
k 202 248 17 5300
k 203 248 8 5200
k 204 248 7 5300
k 206 248 19 5200
k 207 248 10 5300
k 208 248 9 4400
k 209 248 5 2300
k 210 248 7 7000
k 214 248 4 2900
k 215 248 65 3500
k 218 248 3 4800
k 219 248 6 3100
k 220 248 5 1000
k 223 248 1 1800
k 225 248 6 4100
k 227 248 36 4500
k 228 248 2 2700
k 232 248 3 3700
k 233 248 45 4800
k 234 248 7 4900
k 235 248 23 4000
k 159 249 10 4700
k 162 249 26 5700
k 163 249 2 5900
k 164 249 139 4600
k 165 249 28 5500
k 166 249 48 4800
k 167 249 107 4200
k 173 249 1 2600
k 175 249 1 2700
k 178 249 5 1300
k 186 249 33 4500
k 187 249 1 4700
k 188 249 11 5800
k 191 249 1 2400
k 193 249 3 3500
k 194 249 16 3600
k 195 249 4 3400
k 197 249 3 1600
k 203 249 2 4500
k 204 249 5 4000
k 206 249 2 3900
k 208 249 3 4300
k 210 249 4 2500
k 214 249 3 3900
k 215 249 37 3600
k 219 249 6 3800
k 221 249 1 1100
k 227 249 20 4700
k 229 249 11 2000
k 230 249 5 2600
k 231 249 7 2800
k 233 249 20 4900
k 234 249 2 5000
k 235 249 24 4600
k 158 250 23 2800
k 159 250 1 4400
k 160 250 1 1800
k 161 250 2 1800
k 162 250 8 5000
k 163 250 2 5100
k 164 250 90 4100
k 165 250 32 4700
k 166 250 5 3800
k 167 250 69 3600
k 168 250 14 1500
k 169 250 2 2400
k 170 250 2 2500
k 174 250 3 1500
k 175 250 14 1700
k 176 250 7 1600
k 180 250 5 1800
k 181 250 3 1400
k 182 250 1 1800
k 183 250 4 2400
k 186 250 19 3900
k 187 250 2 4100
k 188 250 1 4200
k 189 250 3 2600
k 192 250 2 4400
k 193 250 1 4200
k 194 250 5 3300
k 198 250 5 1800
k 200 250 3 2400
k 201 250 2 1800
k 207 250 2 4500
k 212 250 3 1500
k 214 250 6 3900
k 215 250 22 3000
k 216 250 21 1600
k 217 250 1 5000
k 219 250 9 3700
k 220 250 11 1400
k 222 250 1 3800
k 223 250 6 2100
k 224 250 3 2300
k 225 250 2 3800
k 227 250 4 4700
k 228 250 4 2100
k 233 250 6 5200
k 158 251 5 3000
k 159 251 1 4500
k 160 251 3 1900
k 161 251 2 2100
k 162 251 3 5200
k 164 251 8 4300
k 165 251 6 4900
k 167 251 3 3800
k 168 251 3 1700
k 169 251 3 2500
k 175 251 2 7000
k 186 251 8 3500
k 194 251 1 3500
k 197 251 2 1600
k 208 251 1 4700
k 212 251 7 2300
k 214 251 2 3000
k 215 251 18 3200
k 216 251 6 1800
k 222 251 2 3900
k 223 251 5 2300
k 227 251 6 4300
k 233 251 2 4700
k 158 252 12 2000
k 161 252 2 1700
k 162 252 7 3400
k 164 252 14 3600
k 165 252 15 4100
k 166 252 1 3500
k 167 252 13 3000
k 168 252 37 1100
k 169 252 17 1900
k 170 252 2 1500
k 175 252 14 600
k 177 252 2 1900
k 182 252 20 1500
k 184 252 2 1000
k 185 252 3 1400
k 186 252 4 2800
k 187 252 11 3400
k 188 252 4 3700
k 189 252 2 2300
k 193 252 13 3400
k 194 252 33 2500
k 195 252 1 2700
k 196 252 2 3400
k 197 252 2 600
k 200 252 3 1500
k 202 252 17 4600
k 206 252 20 4200
k 207 252 22 4300
k 208 252 17 3600
k 210 252 4 2800
k 212 252 4 2000
k 213 252 10 1000
k 214 252 2 2100
k 215 252 11 4100
k 216 252 63 1300
k 219 252 1 2300
k 220 252 8 1400
k 221 252 39 1900
k 223 252 9 1500
k 224 252 12 1600
k 225 252 3 3000
k 227 252 6 3600
k 229 252 3 2000
k 231 252 4 1000
k 233 252 6 3800
k 236 252 1 2500
k 158 253 19 1000
k 159 253 1 2800
k 160 253 2 2500
k 162 253 2 3100
k 164 253 20 2700
k 165 253 3 2900
k 166 253 8 2600
k 167 253 13 3200
k 168 253 17 1300
k 169 253 2 2300
k 175 253 4 600
k 180 253 1 1000
k 182 253 3 1300
k 183 253 1 1600
k 185 253 2 800
k 186 253 3 2400
k 190 253 4 300
k 192 253 2 1900
k 193 253 13 1600
k 194 253 26 1600
k 197 253 11 600
k 198 253 7 800
k 199 253 4 1600
k 202 253 22 3600
k 203 253 2 2700
k 206 253 9 3000
k 207 253 66 3400
k 208 253 133 2700
k 209 253 16 1000
k 210 253 6 1400
k 212 253 2 2200
k 214 253 9 1700
k 215 253 11 1600
k 216 253 46 1500
k 217 253 5 900
k 219 253 3 1400
k 220 253 2 2500
k 221 253 2 1800
k 222 253 5 3100
k 223 253 11 600
k 227 253 56 2700
k 229 253 1 1400
k 231 253 2 300
k 233 253 4 2900
k 236 253 1 1100
k 158 254 732 600
k 159 254 9 1700
k 160 254 266 300
k 161 254 5 2500
k 162 254 314 3600
k 163 254 16 4300
k 164 254 1257 3200
k 165 254 322 3300
k 166 254 130 2500
k 167 254 552 2700
k 168 254 225 600
k 169 254 21 2600
k 170 254 16 1100
k 171 254 14 1300
k 173 254 53 1100
k 174 254 59 600
k 176 254 32 1400
k 177 254 10 2100
k 178 254 81 1700
k 179 254 7 3200
k 180 254 75 1500
k 181 254 99 500
k 182 254 77 2100
k 183 254 1 2800
k 184 254 11 2300
k 185 254 10 1500
k 186 254 712 3000
k 187 254 129 3300
k 188 254 29 3400
k 189 254 51 3100
k 190 254 21 900
k 191 254 11 1400
k 192 254 8 5000
k 193 254 71 2300
k 194 254 385 1000
k 195 254 72 2400
k 196 254 54 1900
k 197 254 68 400
k 198 254 101 700
k 199 254 122 800
k 201 254 8 900
k 202 254 47 3300
k 203 254 22 3300
k 204 254 7 3000
k 205 254 9 4100
k 206 254 37 3600
k 207 254 38 3700
k 208 254 284 3400
k 209 254 57 2400
k 210 254 42 2300
k 211 254 38 300
k 212 254 45 1500
k 213 254 2 1900
k 214 254 175 2400
k 215 254 223 1800
k 216 254 350 700
k 217 254 16 300
k 218 254 3 4700
k 219 254 58 1400
k 220 254 177 1200
k 221 254 25 1500
k 222 254 11 1900
k 223 254 115 700
k 224 254 30 1400
k 225 254 137 2500
k 226 254 21 2900
k 227 254 219 2500
k 228 254 60 1400
k 229 254 53 1700
k 230 254 20 1200
k 231 254 76 1300
k 232 254 3 5100
k 233 254 55 3400
k 234 254 3 3500
k 235 254 57 3200
k 158 255 6 2800
k 159 255 8 3600
k 162 255 28 4200
k 164 255 217 3500
k 165 255 41 4100
k 166 255 41 3400
k 167 255 199 2800
k 174 255 4 700
k 175 255 7 1800
k 186 255 90 3100
k 187 255 8 3400
k 188 255 2 3500
k 190 255 5 1300
k 191 255 3 1000
k 192 255 1 5000
k 193 255 1 3600
k 194 255 9 3000
k 195 255 1 2700
k 202 255 12 3100
k 203 255 31 4800
k 204 255 9 4100
k 206 255 11 4000
k 207 255 31 4100
k 208 255 27 3500
k 210 255 4 2000
k 212 255 2 2600
k 214 255 6 3200
k 215 255 4 2200
k 217 255 2 1500
k 218 255 4 3600
k 219 255 6 3200
k 222 255 1 3700
k 223 255 2 2200
k 225 255 2 3200
k 227 255 55 3300
k 229 255 2 1500
k 233 255 24 3600
k 234 255 20 3600
k 235 255 29 3300
k 158 256 9 4000
k 159 256 1 4600
k 162 256 2 4600
k 164 256 23 4300
k 165 256 3 4900
k 166 256 3 4000
k 167 256 7 3800
k 174 256 1 1500
k 175 256 18 2000
k 186 256 19 4200
k 187 256 4 3100
k 191 256 1 1900
k 192 256 6 4600
k 193 256 1 3700
k 194 256 2 3800
k 195 256 3 3500
k 208 256 2 4100
k 210 256 3 2400
k 211 256 4 800
k 215 256 4 4300
k 217 256 4 3800
k 219 256 1 3900
k 223 256 3 1600
k 227 256 8 4300
k 233 256 3 3900
k 235 256 4 4300
k 236 256 1 2400
k 158 257 5 2000
k 159 257 17 3400
k 161 257 4 1600
k 162 257 30 4000
k 164 257 168 3200
k 165 257 47 3900
k 166 257 25 2800
k 167 257 185 2600
k 168 257 4 1500
k 173 257 1 1000
k 175 257 16 1500
k 186 257 33 2900
k 187 257 14 3200
k 188 257 3 3300
k 192 257 8 5000
k 193 257 5 3100
k 194 257 6 1900
k 195 257 5 1700
k 202 257 9 3200
k 203 257 5 4500
k 204 257 6 3900
k 206 257 12 3700
k 207 257 5 3900
k 208 257 8 3300
k 210 257 8 2600
k 214 257 1 2500
k 215 257 18 2000
k 217 257 1 1300
k 218 257 5 3400
k 219 257 10 2100
k 221 257 3 2100
k 223 257 5 800
k 225 257 3 2900
k 227 257 24 3100
k 233 257 23 3300
k 234 257 12 3400
k 235 257 19 3100
k 236 257 2 1600
k 159 258 10 3700
k 164 258 22 4200
k 165 258 6 4800
k 166 258 2 3900
k 167 258 29 3200
k 175 258 3 7000
k 186 258 6 4300
k 188 258 3 3100
k 193 258 1 3300
k 194 258 3 2800
k 195 258 1 2700
k 202 258 1 3800
k 207 258 17 3700
k 208 258 4 3900
k 210 258 1 2600
k 215 258 6 3100
k 227 258 8 3200
k 158 259 1 2600
k 159 259 7 4100
k 162 259 33 4600
k 164 259 60 3800
k 165 259 23 4400
k 166 259 13 4300
k 167 259 73 3300
k 174 259 2 1000
k 175 259 19 1100
k 186 259 19 3700
k 187 259 4 3900
k 188 259 6 4000
k 192 259 1 4100
k 193 259 2 3000
k 194 259 5 2700
k 195 259 2 3000
k 202 259 4 5200
k 204 259 4 4600
k 208 259 7 3600
k 210 259 3 3100
k 211 259 3 1700
k 214 259 1 2900
k 215 259 11 2800
k 218 259 4 4100
k 219 259 3 2400
k 227 259 12 3800
k 233 259 4 4000
k 234 259 1 4100
k 235 259 7 3800
k 158 260 2 3500
k 159 260 15 3600
k 162 260 20 4200
k 164 260 111 3600
k 165 260 8 3800
k 166 260 15 2900
k 167 260 128 3100
k 175 260 12 2000
k 186 260 56 3400
k 187 260 6 3400
k 188 260 6 3700
k 191 260 4 2100
k 192 260 3 3600
k 193 260 2 3100
k 194 260 10 3200
k 195 260 1 3000
k 203 260 5 4600
k 206 260 12 4100
k 207 260 8 4300
k 208 260 23 3900
k 210 260 10 2800
k 214 260 3 2400
k 215 260 23 2500
k 218 260 1 3600
k 219 260 3 3400
k 225 260 3 3000
k 227 260 20 3500
k 231 260 13 2400
k 233 260 14 3800
k 234 260 3 3900
k 235 260 13 3500
k 158 261 39 2400
k 159 261 128 3700
k 162 261 38 4700
k 164 261 464 3600
k 165 261 81 3800
k 166 261 50 3400
k 167 261 675 3100
k 168 261 7 300
k 174 261 82 1000
k 175 261 22 1700
k 184 261 5 2000
k 185 261 3 1800
k 186 261 231 3200
k 187 261 47 3600
k 188 261 20 3700
k 190 261 17 1200
k 191 261 7 1500
k 192 261 10 3000
k 193 261 29 2500
k 194 261 71 2500
k 195 261 30 2200
k 197 261 95 900
k 200 261 2 1500
k 201 261 2 1800
