c resource constrained multi commodity flow
c EuropeAsia
c 369 D_PHGES
c 370 D_PHMNL
c 371 D_PKBQM
c 372 D_PLGDY
c 373 D_PTLEI
c 374 D_RUKGD
c 375 D_RULED
c 376 D_SADMM
c 377 D_SAJED
c 378 D_SEGOT
c 379 D_SGSIN
c 380 D_SIKOP
c 381 D_THLCH
c 382 D_TNTUN
c 383 D_TRAMB
c 384 D_TRIZM
c 385 D_TRMER
c 386 D_TWKEL
c 387 D_TWKHH
c 388 D_UAODS
c 389 D_VNHPH
c 390 D_VNSGN
c 391 D_YEADE
c
c problem vertices edges commodities resources
p rcmcf 392 1241 3681 1
c
c origin destination demand resource_limits
k 201 296 4 2600
k 202 296 32 2700
k 203 296 79 2800
k 204 296 17 2800
k 205 296 192 2900
k 206 296 7 2700
k 207 296 388 2500
k 208 296 77 2600
k 209 296 51 2100
k 210 296 301 2000
k 211 296 1 1700
k 212 296 262 2200
k 213 296 10 2700
k 214 296 17 2900
k 215 296 1 2400
k 218 296 26 1800
k 219 296 10 1500
k 220 296 100 1100
k 221 296 95 600
k 222 296 34 2500
k 224 296 6 3000
k 225 296 12 2600
k 226 296 9 3600
k 227 296 7 2300
k 228 296 21 2100
k 229 296 14 2700
k 230 296 6 2700
k 231 296 127 2500
k 232 296 1 2500
k 233 296 4 2300
k 234 296 11 2100
k 235 296 7 1900
k 236 296 137 2200
k 237 296 45 2400
k 239 296 3 2500
k 240 296 13 2600
k 243 296 19 2700
k 244 296 21 1300
k 245 296 85 600
k 246 296 2 700
k 247 296 13 3900
k 248 296 103 1700
k 249 296 91 2000
k 250 296 2 2500
k 251 296 30 2000
k 252 296 3 900
k 253 296 67 3900
k 254 296 111 3700
k 256 296 61 2900
k 257 296 174 3000
k 258 296 118 3000
k 259 296 8 700
k 260 296 13 2100
k 261 296 25 1000
k 263 296 5 2600
k 264 296 2 2300
k 265 296 7 1400
k 266 296 37 1500
k 267 296 161 1100
k 268 296 186 2200
k 269 296 2 3200
k 270 296 5 2900
k 271 296 19 600
k 272 296 1 2500
k 273 296 3 2600
k 274 296 6 1300
k 275 296 29 2900
k 276 296 8 2400
k 277 296 1 3100
k 278 296 6 3200
k 279 296 2 900
k 281 296 34 900
k 282 296 33 2700
k 283 296 15 1500
k 284 296 28 2500
k 285 296 133 2300
k 286 296 6 2200
k 287 296 56 2300
k 288 296 16 1800
k 289 296 14 2000
k 290 296 12 3000
k 291 296 18 2500
k 292 296 29 2200
k 293 296 4 2600
k 294 296 12 2300
k 295 296 4 1800
k 200 297 19 2200
k 202 297 5 3700
k 203 297 7 4200
k 204 297 1 3200
k 205 297 6 1900
k 207 297 175 2300
k 208 297 22 1900
k 209 297 1 1700
k 210 297 11 1800
k 212 297 7 4400
k 213 297 10 4800
k 214 297 9 4900
k 218 297 3 3400
k 220 297 1 3000
k 221 297 54 3400
k 229 297 1 4000
k 231 297 12 4300
k 233 297 3 3700
k 234 297 1 3600
k 236 297 45 1900
k 237 297 14 1200
k 238 297 2 1200
k 239 297 5 900
k 242 297 1 2700
k 243 297 13 1100
k 245 297 5 2200
k 247 297 41 3500
k 248 297 3 2800
k 254 297 12 2300
k 256 297 8 2000
k 257 297 2 2300
k 258 297 162 1800
k 259 297 8 3000
k 261 297 6 1100
k 267 297 14 1000
k 268 297 5 4200
k 271 297 5 2900
k 273 297 2 1800
k 274 297 23 1900
k 279 297 3 1700
k 281 297 15 2400
k 282 297 1 4700
k 283 297 33 1100
k 285 297 26 2200
k 287 297 1 3100
k 289 297 3 3900
k 291 297 12 2400
k 293 297 10 1500
k 294 297 5 900
k 200 298 2 3000
k 201 298 1 4000
k 204 298 7 2600
k 205 298 1 4800
k 208 298 2 4600
k 209 298 1 4000
k 212 298 6 400
k 218 298 7 1900
k 221 298 290 600
k 231 298 2 1000
k 234 298 2 2500
k 244 298 9 2800
k 245 298 2 2600
k 246 298 1 2500
k 248 298 25 1400
k 258 298 2 4300
k 260 298 1 2400
k 261 298 1 3100
k 262 298 1 1300
k 264 298 2 1000
k 267 298 2 4000
k 271 298 2 3900
k 274 298 2 3000
k 279 298 1 3900
k 280 298 3 3900
k 281 298 3 1900
k 285 298 1 4100
k 286 298 2 1300
k 287 298 4 2200
k 288 298 9 2400
k 200 299 20 2800
k 201 299 43 3800
k 205 299 2 4900
k 206 299 11 4300
k 207 299 183 4200
k 208 299 15 4700
k 209 299 15 4000
k 210 299 186 3500
k 218 299 1 1700
k 220 299 3 1700
k 221 299 2 1900
k 236 299 99 3900
k 237 299 33 4100
k 238 299 9 4000
k 239 299 10 4200
k 242 299 5 2200
k 243 299 3 3100
k 244 299 25 2700
k 245 299 24 2700
k 246 299 12 2500
k 248 299 2 1300
k 253 299 7 5200
k 254 299 1 5300
k 257 299 12 4700
k 258 299 3 4300
k 261 299 21 2400
k 265 299 4 4000
k 266 299 13 3400
k 267 299 85 3000
k 271 299 8 2000
k 274 299 13 2900
k 279 299 33 3700
k 280 299 45 3700
k 281 299 62 1600
k 283 299 7 3700
k 285 299 118 4000
k 287 299 18 1700
k 288 299 2 1600
k 289 299 14 2500
k 291 299 22 4300
k 293 299 9 4400
k 294 299 48 4000
k 200 300 12 2900
k 203 300 1 2100
k 205 300 21 4500
k 207 300 72 3900
k 208 300 23 4400
k 209 300 20 3700
k 210 300 43 3400
k 212 300 2 3000
k 213 300 2 3200
k 214 300 3 2300
k 220 300 2 900
k 221 300 4 1800
k 224 300 4 3300
k 233 300 2 1900
k 236 300 31 3700
k 237 300 4 2500
k 240 300 1 2900
k 241 300 11 1300
k 242 300 2 1000
k 244 300 19 3800
k 245 300 10 3600
k 246 300 1 3000
k 248 300 1 1000
k 250 300 2 5000
k 254 300 9 5000
k 256 300 8 3600
k 257 300 3 4600
k 258 300 17 4200
k 261 300 2 3100
k 266 300 1 2700
k 267 300 4 2300
k 268 300 10 2500
k 272 300 1 4500
k 273 300 1 3600
k 274 300 9 3400
k 276 300 2 2300
k 283 300 11 3000
k 285 300 22 3900
k 290 300 2 3100
k 291 300 10 4100
k 294 300 2 3800
k 200 301 9 3800
k 203 301 4 3300
k 212 301 320 4500
k 213 301 6 4900
k 214 301 11 4900
k 220 301 18 3300
k 221 301 33 3300
k 224 301 3 5500
k 225 301 2 5500
k 227 301 4 4000
k 228 301 1 5300
k 229 301 7 4500
k 231 301 27 4600
k 240 301 2 3500
k 241 301 1 3700
k 242 301 3 4800
k 244 301 2 2500
k 245 301 4 3200
k 246 301 4 2100
k 247 301 4 4500
k 248 301 9 4500
k 249 301 15 4300
k 250 301 2 4300
k 259 301 1 4900
k 263 301 2 4500
k 265 301 4 1200
k 267 301 89 1100
k 268 301 122 4200
k 269 301 5 4000
k 271 301 18 3100
k 276 301 3 5600
k 278 301 3 5300
k 280 301 2 2600
k 281 301 2 3700
k 282 301 22 4600
k 283 301 18 1100
k 285 301 6 1300
k 287 301 4 4700
k 288 301 6 3600
k 289 301 24 4200
k 292 301 1 4700
k 213 302 5 5200
k 221 302 2 3700
k 246 302 3 2100
k 257 302 2 900
k 261 302 2 2100
k 266 302 2 1500
k 268 302 6 4800
k 200 303 6 2400
k 203 303 7 3800
k 204 303 7 4600
k 212 303 193 3900
k 213 303 51 4300
k 214 303 4 4500
k 220 303 15 2600
k 221 303 198 2300
k 222 303 2 4200
k 224 303 2 4800
k 225 303 3 4400
k 227 303 1 3300
k 228 303 7 3800
k 229 303 16 3900
k 230 303 7 3600
k 231 303 6 4000
k 232 303 56 3500
k 234 303 8 4100
k 235 303 15 4600
k 236 303 50 500
k 240 303 1 3700
k 242 303 4 3400
k 243 303 3 2500
k 245 303 9 2500
k 246 303 3 2700
k 247 303 1 2800
k 248 303 18 3500
k 249 303 8 3700
k 251 303 2 3700
k 254 303 2 700
k 258 303 2 400
k 261 303 15 1500
k 262 303 3 4300
k 267 303 94 1000
k 268 303 152 3700
k 269 303 1 5200
k 271 303 2 2600
k 272 303 3 1100
k 275 303 5 3900
k 276 303 7 4100
k 278 303 5 4800
k 280 303 3 2800
k 281 303 11 2900
k 282 303 54 4200
k 283 303 21 1000
k 284 303 5 3400
k 285 303 15 1300
k 286 303 3 4800
k 287 303 3 4300
k 288 303 4 4100
k 289 303 4 3700
k 292 303 15 3700
k 200 304 3 2700
k 212 304 11 4500
k 214 304 10 4900
k 218 304 1 4200
k 221 304 20 3500
k 222 304 1 5400
k 224 304 3 6000
k 227 304 4 4100
k 228 304 2 4200
k 230 304 6 3500
k 231 304 21 4400
k 232 304 2 4400
k 235 304 10 3900
k 240 304 2 3600
k 242 304 4 4200
k 245 304 6 3100
k 246 304 2 2900
k 247 304 10 4400
k 249 304 1 4100
k 261 304 3 2200
k 262 304 2 5300
k 265 304 2 1500
k 266 304 2 1100
k 267 304 42 2100
k 268 304 56 4200
k 269 304 5 4200
k 271 304 17 2100
k 275 304 2 4100
k 278 304 14 5300
k 280 304 3 2700
k 281 304 12 3300
k 282 304 12 4700
k 283 304 8 1100
k 285 304 1 1600
k 287 304 3 3600
k 200 305 14 2800
k 203 305 9 3400
k 204 305 1 3800
k 212 305 36 4400
k 213 305 13 3700
k 220 305 40 3500
k 221 305 10 3900
k 226 305 7 7000
k 227 305 22 3600
k 229 305 1 2900
k 231 305 7 3500
k 232 305 68 3800
k 240 305 3 5400
k 241 305 1 3400
k 242 305 2 3200
k 244 305 6 3100
k 245 305 3 1800
k 246 305 5 2500
k 247 305 4 3200
k 248 305 1 3600
k 249 305 3 4500
k 257 305 1 1200
k 260 305 1 3500
k 261 305 5 1100
k 265 305 1 1700
k 267 305 9 1400
k 268 305 117 3000
k 270 305 17 3300
k 271 305 5 3500
k 276 305 11 5000
k 281 305 4 3300
k 283 305 6 700
k 285 305 14 1900
k 287 305 20 4200
k 289 305 1 3600
k 292 305 3 4000
k 295 305 1 2800
k 200 306 11 2400
k 203 306 1 3900
k 212 306 18 3400
k 214 306 16 3900
k 221 306 18 3400
k 222 306 6 3700
k 230 306 29 3900
k 245 306 3 2100
k 247 306 9 2800
k 248 306 2 4400
k 254 306 3 800
k 257 306 15 800
k 265 306 2 800
k 267 306 19 700
k 268 306 8 3200
k 271 306 2 3700
k 274 306 2 1700
k 276 306 9 4000
k 278 306 3 4300
k 279 306 1 2600
k 282 306 10 4300
k 283 306 26 600
k 285 306 11 1100
k 200 307 8 1800
k 207 307 1 3500
k 209 307 1 3400
k 210 307 5 2900
k 212 307 4 1800
k 221 307 2 2900
k 231 307 6 2100
k 236 307 4 3100
k 244 307 1 5000
k 253 307 3 4500
k 260 307 6 300
k 267 307 5 4100
k 268 307 4 2000
k 271 307 2 5000
k 274 307 1 2200
k 275 307 2 2500
k 281 307 4 1100
k 283 307 2 3000
k 285 307 5 2900
k 291 307 2 3700
k 200 308 25 2300
k 201 308 46 4000
k 203 308 1 400
k 204 308 5 2800
k 205 308 148 4500
k 206 308 12 3900
k 207 308 882 3700
k 208 308 269 4200
k 209 308 156 3400
k 210 308 451 3200
k 211 308 1 2500
k 218 308 3 1500
k 220 308 3 1000
k 221 308 134 900
k 224 308 2 1400
k 225 308 8 1100
k 231 308 2 300
k 233 308 1 2000
k 234 308 4 2000
k 235 308 6 2300
k 236 308 334 3600
k 237 308 55 3800
k 238 308 9 3700
k 239 308 16 3900
k 241 308 5 1500
k 242 308 6 1800
k 243 308 6 3300
k 244 308 20 2900
k 245 308 53 2800
k 246 308 25 2800
k 248 308 17 1400
k 249 308 2 1400
k 252 308 3 1800
k 253 308 34 5000
k 254 308 26 4800
k 256 308 22 4300
k 257 308 54 4400
k 258 308 310 4100
k 259 308 1 3400
k 261 308 35 2600
k 262 308 15 1000
k 263 308 4 1200
k 264 308 2 1100
k 265 308 13 3600
k 266 308 35 2900
k 267 308 82 2600
k 268 308 3 400
k 272 308 2 4200
k 273 308 24 3900
k 274 308 27 2700
k 277 308 6 300
k 278 308 4 900
k 281 308 7 1900
k 283 308 15 3200
k 285 308 115 3700
k 287 308 92 1800
k 288 308 32 2000
k 289 308 7 1600
k 291 308 108 3900
k 293 308 9 4000
k 294 308 148 3700
k 200 309 3 3100
k 201 309 25 4200
k 205 309 41 4800
k 206 309 5 6600
k 207 309 198 4600
k 208 309 20 4500
k 209 309 49 3900
k 210 309 114 4100
k 221 309 13 700
k 225 309 8 1200
k 236 309 59 3900
k 237 309 9 3900
k 238 309 5 4600
k 239 309 2 4800
k 243 309 1 5000
k 244 309 4 3700
k 245 309 12 3000
k 246 309 5 2700
k 253 309 17 5300
k 254 309 8 5200
k 256 309 19 5200
k 257 309 10 5300
k 258 309 9 4400
k 260 309 5 2300
k 261 309 7 7000
k 265 309 6 3800
k 266 309 4 2900
k 267 309 65 3500
k 273 309 3 4800
k 274 309 6 3100
k 276 309 5 1000
k 281 309 1 1800
k 283 309 6 4100
k 285 309 36 4500
k 286 309 2 2700
k 290 309 3 3700
k 291 309 45 4800
k 293 309 7 4900
k 294 309 23 4000
k 201 310 10 4700
k 205 310 26 5700
k 206 310 7 5700
k 207 310 139 4600
k 208 310 28 5500
k 209 310 48 4800
k 210 310 107 4200
k 218 310 1 2600
k 221 310 1 2700
k 225 310 5 1300
k 236 310 33 4500
k 237 310 1 4700
k 238 310 2 4700
k 239 310 11 5800
k 242 310 1 2400
k 244 310 3 3500
k 245 310 16 3600
k 246 310 4 3400
k 248 310 3 1600
k 254 310 2 4500
k 256 310 2 3900
k 258 310 3 4300
k 261 310 4 2500
k 266 310 3 3900
k 267 310 37 3600
k 274 310 6 3800
k 278 310 1 1100
k 285 310 20 4700
k 287 310 11 2000
k 288 310 5 2600
k 289 310 7 2800
k 291 310 20 4900
k 293 310 2 5000
k 294 310 24 4600
k 200 311 23 2800
k 201 311 1 4400
k 202 311 1 1800
k 203 311 2 1800
k 205 311 8 5000
k 206 311 2 4400
k 207 311 90 4100
k 208 311 32 4700
k 209 311 5 3800
k 210 311 69 3600
k 212 311 14 1500
k 213 311 2 2400
k 214 311 2 2500
k 220 311 3 1500
k 221 311 14 1700
k 222 311 7 1600
k 226 311 2 2700
k 228 311 5 1800
k 229 311 3 1400
k 231 311 1 1800
k 232 311 4 2400
k 236 311 19 3900
k 237 311 2 4100
k 239 311 1 4200
k 240 311 3 2600
k 243 311 2 4400
k 244 311 1 4200
k 245 311 5 3300
k 249 311 5 1800
k 251 311 3 2400
k 252 311 2 1800
k 257 311 2 4500
k 263 311 3 1500
k 266 311 6 3900
k 267 311 22 3000
k 268 311 21 1600
k 271 311 1 5000
k 274 311 9 3700
k 275 311 10 5000
k 276 311 11 1400
k 279 311 1 3800
k 281 311 6 2100
k 282 311 3 2300
k 283 311 2 3800
k 284 311 6 2200
k 285 311 4 4700
k 286 311 4 2100
k 291 311 6 5200
k 292 311 2 2300
k 200 312 5 3000
k 201 312 1 4500
k 202 312 3 1900
k 203 312 2 2100
k 205 312 3 5200
k 207 312 8 4300
k 208 312 6 4900
k 210 312 3 3800
k 212 312 3 1700
k 213 312 3 2500
k 221 312 2 7000
k 236 312 8 3500
k 245 312 1 3500
k 248 312 2 1600
k 258 312 1 4700
k 263 312 7 2300
k 266 312 2 3000
k 267 312 18 3200
k 268 312 6 1800
k 279 312 2 3900
k 281 312 5 2300
k 285 312 6 4300
k 291 312 2 4700
k 200 313 5 2500
k 201 313 4 4500
k 203 313 12 1500
k 205 313 3 5100
k 207 313 23 4200
k 208 313 1 4900
k 209 313 2 3900
k 210 313 10 3700
k 212 313 8 2200
k 221 313 5 300
k 224 313 1 1200
k 229 313 3 1100
k 236 313 4 4100
k 243 313 1 5000
k 244 313 2 4300
k 245 313 1 3000
k 246 313 1 3500
k 258 313 2 4600
k 263 313 3 1000
k 267 313 5 3200
k 268 313 2 1300
k 274 313 1 2800
k 275 313 2 1900
k 279 313 3 3400
k 281 313 9 7000
k 284 313 5 1800
k 285 313 2 4200
k 291 313 7 4400
k 200 314 9 3200
k 205 314 5 5800
k 207 314 5 4900
k 208 314 2 5500
k 210 314 8 4400
k 212 314 4 2400
k 218 314 1 1500
k 220 314 7 1200
k 221 314 2 1300
k 231 314 1 2000
k 235 314 3 1500
k 236 314 1 4700
k 245 314 1 2300
k 249 314 4 1900
k 258 314 2 5300
k 282 314 2 2300
k 283 314 2 4600
k 291 314 6 5100
k 200 315 12 2000
k 203 315 2 1700
k 205 315 7 3400
k 207 315 14 3600
k 208 315 15 4100
k 209 315 1 3500
k 210 315 13 3000
k 212 315 37 1100
k 213 315 17 1900
k 214 315 2 1500
k 221 315 14 600
k 224 315 2 1900
k 230 315 13 1900
k 231 315 20 1500
k 234 315 2 1000
k 235 315 3 1400
k 236 315 4 2800
k 237 315 11 3400
k 239 315 4 3700
k 240 315 2 2300
k 244 315 13 3400
k 245 315 33 2500
k 246 315 1 2700
k 247 315 2 3400
k 248 315 2 600
k 251 315 3 1500
k 253 315 17 4600
k 256 315 20 4200
k 257 315 22 4300
k 258 315 17 3600
k 261 315 4 2800
k 263 315 4 2000
k 264 315 10 1000
k 266 315 2 2100
k 267 315 11 4100
k 268 315 63 1300
k 274 315 1 2300
k 275 315 3 2100
k 276 315 8 1400
k 278 315 39 1900
k 281 315 9 1500
k 282 315 12 1600
k 283 315 3 3000
k 284 315 5 2000
k 285 315 6 3600
k 287 315 3 2000
k 289 315 4 1000
k 291 315 6 3800
k 292 315 3 2000
k 295 315 1 2500
k 200 316 2 2300
k 221 316 4 2600
k 245 316 1 1600
k 274 316 2 1600
k 295 316 1 1300
k 200 317 19 1000
k 201 317 1 2800
k 202 317 2 2500
k 205 317 2 3100
k 206 317 4 3600
k 207 317 20 2700
k 208 317 3 2900
k 209 317 8 2600
k 210 317 13 3200
k 212 317 17 1300
k 213 317 2 2300
k 221 317 4 600
k 228 317 1 1000
k 230 317 3 1500
k 231 317 3 1300
k 232 317 1 1600
k 235 317 2 800
k 236 317 3 2400
k 241 317 4 300
k 243 317 2 1900
k 244 317 13 1600
k 245 317 26 1600
k 248 317 11 600
k 249 317 7 800
k 250 317 4 1600
k 253 317 22 3600
k 254 317 2 2700
k 256 317 9 3000
k 257 317 66 3400
k 258 317 133 2700
k 259 317 5 2400
k 260 317 16 1000
k 261 317 6 1400
k 263 317 2 2200
k 266 317 9 1700
k 267 317 11 1600
k 268 317 46 1500
k 271 317 5 900
k 274 317 3 1400
k 276 317 2 2500
k 278 317 2 1800
k 279 317 5 3100
k 281 317 11 600
k 284 317 2 800
k 285 317 56 2700
k 287 317 1 1400
k 289 317 2 300
k 291 317 4 2900
k 292 317 12 1000
k 295 317 1 1100
k 200 318 732 600
k 201 318 9 1700
k 202 318 266 300
k 203 318 5 2500
k 204 318 25 2300
k 205 318 314 3600
