c resource constrained multi commodity flow
c WorldSmall
k 194 212 300 1100
k 195 212 51 3300
k 196 212 355 2200
k 197 212 42 3300
k 198 212 29 600
k 200 212 9 3900
k 201 212 7 1300
k 202 212 48 600
k 203 212 19 1500
k 204 212 60 2200
k 205 212 18 2500
k 206 212 435 2500
k 207 212 383 2300
k 208 212 13 4400
k 209 212 114 3500
k 210 212 7 4800
k 211 212 256 1900
k 165 213 212 3500
k 168 213 28 2500
k 170 213 133 2800
k 171 213 24 5200
k 173 213 2 5000
k 174 213 163 3200
k 175 213 46 3900
k 176 213 55 3000
k 177 213 13 2600
k 180 213 31 2800
k 181 213 22 1700
k 182 213 3 2900
k 185 213 71 3200
k 186 213 100 2800
k 187 213 169 1900
k 188 213 12 3600
k 190 213 7 4500
k 191 213 8 2800
k 192 213 1 2400
k 193 213 9 2400
k 194 213 41 2300
k 195 213 8 1500
k 196 213 36 2700
k 197 213 5 5000
k 198 213 3 3700
k 202 213 5 2900
k 203 213 23 2500
k 204 213 9 3100
k 205 213 3 4600
k 206 213 31 3300
k 207 213 18 4200
k 208 213 2 4600
k 209 213 21 4000
k 210 213 93 2000
k 211 213 53 1100
k 165 214 97 2400
k 168 214 6 5000
k 169 214 4 5200
k 170 214 1 6400
k 172 214 12 3000
k 173 214 57 3300
k 174 214 231 1500
k 175 214 164 1900
k 176 214 126 1500
k 177 214 179 4000
k 178 214 38 4900
k 179 214 7 2900
k 180 214 23 3600
k 181 214 17 4200
k 182 214 2 5600
k 183 214 113 4500
k 185 214 270 1300
k 186 214 23 3300
k 187 214 151 3500
k 188 214 74 2300
k 190 214 174 2000
k 191 214 6 3000
k 193 214 25 1400
k 194 214 301 800
k 196 214 259 3500
k 197 214 341 400
k 199 214 10 3000
k 200 214 12 3600
k 201 214 19 3800
k 202 214 12 3100
k 203 214 84 900
k 204 214 16 3500
k 205 214 74 2000
k 206 214 211 2800
k 208 214 83 2400
k 209 214 35 3700
k 210 214 22 6300
k 211 214 6 3700
k 165 215 12 2500
k 169 215 11 1500
k 170 215 111 1800
k 171 215 15 2000
k 172 215 4 5900
k 173 215 12 2600
k 174 215 158 3600
k 175 215 38 3800
k 176 215 167 3100
k 177 215 15 400
k 179 215 23 2200
k 180 215 20 1900
k 181 215 18 300
k 183 215 1 1000
k 184 215 15 1700
k 185 215 82 2900
k 186 215 18 2500
k 187 215 50 1300
k 188 215 40 3700
k 189 215 35 3800
k 190 215 29 3800
k 191 215 50 2600
k 192 215 4 1000
k 193 215 2 2400
k 194 215 92 2500
k 195 215 276 1500
k 196 215 2 1300
k 197 215 8 4000
k 198 215 5 3400
k 199 215 3 2600
k 200 215 13 2700
k 201 215 5 2800
k 202 215 14 1900
k 203 215 2 3000
k 204 215 3 2200
k 205 215 20 3800
k 206 215 13 1500
k 207 215 14 1400
k 209 215 18 1800
k 210 215 20 2600
k 211 215 133 2600
k 165 216 65 2800
k 167 216 9 5500
k 170 216 14 1800
k 174 216 193 4200
k 175 216 16 4700
k 176 216 185 3500
k 179 216 6 2300
k 180 216 16 1700
k 184 216 1 1900
k 185 216 114 3900
k 186 216 38 2500
k 187 216 8 1300
k 188 216 12 4700
k 189 216 11 3600
k 190 216 9 4300
k 191 216 88 2400
k 193 216 13 3400
k 194 216 259 3000
k 195 216 1 2100
k 197 216 43 4900
k 198 216 40 2000
k 200 216 4 1900
k 201 216 13 2900
k 202 216 62 1600
k 203 216 6 3700
k 204 216 17 1700
k 205 216 22 4300
k 210 216 4 3300
k 165 217 3 4200
k 167 217 3 5700
k 168 217 72 2700
k 169 217 10 2500
k 174 217 477 4200
k 175 217 114 4000
k 176 217 99 3700
k 177 217 19 2100
k 178 217 7 1900
k 179 217 10 3600
k 180 217 4 3500
k 181 217 18 1800
k 183 217 13 2600
k 185 217 319 3500
k 186 217 37 4200
k 187 217 15 2500
k 188 217 92 4600
k 190 217 139 4500
k 191 217 20 4400
k 192 217 1 2700
k 193 217 9 3800
k 194 217 121 3100
k 195 217 1 2500
k 196 217 37 2600
k 197 217 1 6000
k 198 217 3 3500
k 199 217 16 2200
k 200 217 30 2000
k 201 217 2 4600
k 202 217 5 2900
k 203 217 1 3200
k 205 217 42 3500
k 211 217 7 3500
k 168 218 11 1400
k 170 218 3 4600
k 177 218 153 1600
k 181 218 3 2300
k 183 218 3 1900
k 189 218 5 4500
k 191 218 3 4700
k 192 218 1 3300
k 195 218 4 3400
k 196 218 129 1500
k 202 218 5 3400
k 210 218 27 7000
k 165 219 13 3100
k 166 219 1 4800
k 167 219 30 1500
k 168 219 38 3500
k 174 219 346 1600
k 175 219 192 1900
k 176 219 513 1900
k 177 219 10 3800
k 183 219 5 4000
k 185 219 418 1900
k 186 219 17 4500
k 187 219 6 5200
k 188 219 116 1800
k 189 219 2 6300
k 190 219 37 1300
k 191 219 13 2700
k 193 219 26 2500
k 194 219 301 2100
k 196 219 31 2700
k 197 219 6 2100
k 198 219 1 3800
k 199 219 11 2900
k 200 219 3 2400
k 201 219 1 4700
k 202 219 2 5000
k 203 219 11 2200
k 205 219 83 1700
k 211 219 2 4600
k 165 220 1 4900
k 166 220 1 5300
k 167 220 4 3700
k 168 220 7 3200
k 169 220 2 3200
k 170 220 1 3000
k 174 220 80 3800
k 175 220 54 4500
k 176 220 15 4200
k 177 220 55 3100
k 178 220 11 2600
k 179 220 9 900
k 181 220 33 2800
k 182 220 2 4900
k 183 220 4 2900
k 185 220 126 3600
k 186 220 2 5800
k 187 220 27 3300
k 188 220 68 3200
k 190 220 86 3700
k 193 220 2 5600
k 194 220 109 3900
k 196 220 55 2300
k 197 220 1 3300
k 198 220 3 6900
k 199 220 23 300
k 200 220 16 2000
k 201 220 8 5200
k 202 220 3 5700
k 205 220 13 4500
k 206 220 36 2300
k 207 220 38 2300
k 208 220 18 2900
k 209 220 82 1600
k 211 220 2 4800
k 165 221 9 2400
k 166 221 7 3700
k 167 221 46 2100
k 168 221 15 3300
k 169 221 7 3800
k 170 221 31 3800
k 172 221 109 1800
k 173 221 34 4000
k 177 221 217 3900
k 178 221 55 4300
k 179 221 10 3400
k 180 221 18 2600
k 181 221 29 3500
k 182 221 1 4200
k 183 221 12 3600
k 184 221 62 4700
k 185 221 49 500
k 186 221 15 2100
k 187 221 90 3400
k 188 221 3 700
k 189 221 15 3000
k 190 221 1 400
k 191 221 16 1500
k 193 221 2 1500
k 194 221 31 1000
k 195 221 110 4200
k 196 221 272 3500
k 197 221 34 2200
k 198 221 1 2600
k 199 221 20 2800
k 200 221 40 2400
k 202 221 15 2300
k 203 221 21 1000
k 204 221 2 4300
k 206 221 196 4400
k 207 221 143 4600
k 208 221 307 1700
k 209 221 10 4200
k 210 221 38 4700
k 211 221 131 2400
k 165 222 30 2600
k 167 222 72 2100
k 168 222 13 4000
k 169 222 3 3300
k 170 222 6 5700
k 172 222 113 1700
k 173 222 28 3900
k 177 222 411 4100
k 178 222 6 4900
k 179 222 46 5100
k 180 222 43 3300
k 181 222 14 4200
k 182 222 1 5400
k 183 222 52 3500
k 184 222 30 5900
k 186 222 13 2100
k 187 222 50 3600
k 189 222 14 3400
k 191 222 5 2200
k 192 222 1 4500
k 193 222 1 1100
k 194 222 17 1100
k 195 222 15 4900
k 196 222 244 3500
k 197 222 54 2500
k 198 222 35 2100
k 199 222 50 3000
k 200 222 8 2500
k 202 222 17 3300
k 203 222 25 1100
k 204 222 6 3600
k 206 222 27 3300
k 207 222 20 5000
k 208 222 354 1900
k 209 222 7 4800
k 210 222 27 4600
k 211 222 174 2500
k 165 223 19 2400
k 166 223 4 3600
k 167 223 4 2700
k 169 223 2 3900
k 170 223 3 4200
k 172 223 71 1900
k 173 223 6 4100
k 174 223 2 1100
k 177 223 43 3400
k 178 223 3 4500
k 179 223 3 4600
k 181 223 18 3400
k 182 223 5 3700
k 183 223 37 3900
k 184 223 3 5500
k 185 223 136 300
k 186 223 4 2100
k 187 223 12 3800
k 188 223 21 800
k 189 223 1 3700
k 190 223 1 900
k 191 223 2 1800
k 194 223 95 700
k 195 223 16 5400
k 196 223 60 3200
k 197 223 49 2400
k 198 223 2 2600
k 199 223 5 4500
k 200 223 9 3100
k 201 223 6 1700
k 203 223 29 600
k 205 223 78 500
k 206 223 90 4100
k 207 223 7 5300
k 208 223 67 2000
k 210 223 1 5200
k 211 223 17 2900
k 165 224 70 2300
k 166 224 9 3300
k 167 224 41 5000
k 168 224 22 1100
k 169 224 1 400
k 170 224 881 1800
k 171 224 220 1600
k 172 224 36 5700
k 173 224 135 3200
k 174 224 1860 3600
k 175 224 840 4000
k 176 224 922 3200
k 179 224 759 2100
k 180 224 47 1000
k 181 224 159 900
k 182 224 95 2300
k 183 224 14 300
k 184 224 23 2400
k 185 224 819 3400
k 186 224 145 2800
k 187 224 207 1400
k 188 224 157 4300
k 189 224 91 3400
k 190 224 1605 4100
k 191 224 205 2600
k 192 224 22 1100
k 193 224 140 2900
k 194 224 1041 2600
k 195 224 57 2000
k 196 224 138 400
k 197 224 34 4700
k 199 224 10 2400
k 200 224 105 2400
k 201 224 90 2700
k 202 224 20 1800
k 203 224 34 3200
k 204 224 96 1800
k 205 224 164 3900
k 206 224 539 1500
k 207 224 162 1200
k 208 224 2 5000
k 209 224 175 1800
k 210 224 364 2700
k 211 224 251 2300
k 165 225 2 3100
k 167 225 7 4600
k 170 225 6 2000
k 173 225 3 2800
k 174 225 202 4600
k 175 225 60 4500
k 176 225 115 4100
k 179 225 3 2500
k 180 225 4 2300
k 181 225 10 700
k 184 225 8 3500
k 185 225 109 3700
k 186 225 16 2700
k 187 225 5 1000
k 188 225 43 5200
k 189 225 1 3800
k 190 225 25 4400
k 191 225 34 3700
k 193 225 3 2900
k 194 225 117 3500
k 195 225 2 2000
k 197 225 26 4400
k 200 225 9 2700
k 201 225 6 3100
k 202 225 1 1800
k 203 225 5 4100
k 205 225 45 4800
k 206 225 1 1700
k 207 225 2 1400
k 209 225 6 1700
k 210 225 5 3600
k 211 225 7 2600
k 167 226 1 4200
k 168 226 1 3100
k 170 226 2 2900
k 173 226 2 2200
k 174 226 46 3800
k 175 226 31 4300
k 177 226 19 2700
k 178 226 2 2900
k 181 226 8 2900
k 183 226 14 3400
k 184 226 3 5100
k 185 226 58 3300
k 186 226 5 5500
k 187 226 4 3000
k 188 226 3 3200
k 190 226 19 3500
k 191 226 7 4300
k 194 226 17 5400
k 196 226 18 2100
k 197 226 2 3200
k 198 226 6 6100
k 199 226 68 900
k 200 226 45 500
k 201 226 1 4800
k 202 226 11 5400
k 203 226 1 3900
k 205 226 9 4200
k 206 226 42 1400
k 207 226 10 1800
k 208 226 16 2600
k 209 226 38 1200
k 211 226 1 4400
k 165 227 122 1000
k 167 227 14 3800
k 168 227 1 1900
k 169 227 5 1700
k 170 227 123 2600
k 171 227 23 2500
k 173 227 11 3400
k 174 227 162 2700
k 175 227 88 2900
k 176 227 173 2900
k 177 227 323 1100
k 178 227 22 1900
k 181 227 28 600
k 182 227 3 2200
k 183 227 54 1300
k 184 227 3 2800
k 185 227 188 2400
k 186 227 132 1600
k 187 227 98 600
k 188 227 153 2700
k 189 227 32 2100
k 190 227 281 2700
k 191 227 106 1400
k 192 227 19 1000
k 193 227 29 1700
k 194 227 228 1600
k 195 227 23 2200
k 196 227 211 1300
k 197 227 16 4000
k 198 227 43 900
k 200 227 1 3100
k 201 227 13 1400
k 202 227 47 600
k 203 227 13 3000
k 204 227 8 1200
k 205 227 86 2900
k 206 227 98 1700
k 207 227 17 2800
k 208 227 1 4500
k 209 227 201 2400
k 210 227 50 3000
k 211 227 9 2300
k 165 228 75 1800
k 166 228 19 1900
k 167 228 7 3500
k 168 228 22 500
k 169 228 7 1600
k 170 228 113 1100
k 171 228 3 2000
k 172 228 2 4300
k 173 228 54 2100
k 174 228 541 3200
k 175 228 281 3900
k 176 228 426 2600
k 177 228 150 600
k 178 228 5 1600
k 179 228 118 2000
k 180 228 30 600
k 182 228 9 1300
k 183 228 32 1000
k 184 228 27 500
k 185 228 203 2800
k 186 228 62 1700
k 187 228 75 400
k 188 228 51 3300
k 189 228 7 2700
k 190 228 54 3200
k 191 228 61 2300
k 192 228 9 1500
k 193 228 7 2500
k 194 228 231 2000
k 195 228 48 1400
k 196 228 104 700
k 197 228 22 4300
k 198 228 21 1300
k 199 228 2 1400
k 200 228 54 1400
k 201 228 27 2100
k 202 228 91 800
k 203 228 12 2900
k 204 228 2 2100
k 205 228 51 3300
k 206 228 44 1100
k 207 228 12 2200
k 209 228 34 1700
k 210 228 93 300
k 211 228 61 1300
k 165 229 6 2800
k 167 229 1 5000
k 170 229 4 2500
k 173 229 10 3400
k 174 229 222 3500
k 175 229 68 4100
k 176 229 202 2800
k 179 229 6 2900
k 180 229 8 700
k 185 229 130 3100
k 186 229 9 2700
k 187 229 4 1000
k 188 229 80 4000
k 189 229 1 2800
k 190 229 39 3100
k 191 229 12 2000
k 192 229 1 2600
k 193 229 5 3200
k 194 229 120 2200
k 195 229 6 1800
k 197 229 1 5400
k 198 229 2 1500
k 200 229 5 3300
k 201 229 5 3200
k 202 229 2 2200
k 203 229 1 3200
k 204 229 1 1500
k 205 229 23 3600
k 206 229 30 2100
k 209 229 2 2700
k 210 229 1 4600
k 211 229 15 2800
k 165 230 79 2400
k 167 230 52 3900
k 170 230 145 2100
k 171 230 2 2000
k 173 230 78 2700
k 174 230 485 3600
k 175 230 119 3800
k 176 230 710 3100
k 177 230 14 300
k 179 230 60 2500
k 180 230 105 1000
k 181 230 2 900
k 184 230 9 1900
k 185 230 289 3200
k 186 230 115 2200
k 187 230 208 900
k 188 230 33 4100
k 189 230 25 3300
k 190 230 49 3800
k 191 230 242 2200
k 192 230 6 7000
k 193 230 38 3000
k 194 230 435 2500
k 195 230 12 1700
k 196 230 6 900
k 197 230 35 4400
k 198 230 12 1800
k 199 230 1 2500
k 200 230 142 1500
k 201 230 31 2600
k 202 230 43 1400
k 203 230 16 2900
k 204 230 29 2200
k 205 230 44 3800
k 206 230 126 1300
k 207 230 38 1300
k 208 230 1 4700
k 209 230 51 1600
k 210 230 24 2400
k 211 230 313 2100
k 165 231 192 2700
k 167 231 6 4800
k 168 231 69 1300
k 170 231 40 2700
k 171 231 19 3700
k 174 231 281 4000
k 175 231 123 4700
k 176 231 156 3600
k 177 231 96 1600
k 178 231 2 3600
k 180 231 86 1500
k 181 231 63 600
k 182 231 10 1400
k 183 231 17 2100
k 185 231 220 3400
k 186 231 97 3400
k 187 231 131 1200
k 188 231 11 4500
k 190 231 21 4100
k 191 231 19 2800
k 192 231 10 1500
k 193 231 44 3500
k 194 231 129 2900
k 195 231 17 1200
k 196 231 178 1500
k 197 231 2 5300
k 198 231 1 4500
k 200 231 1 2500
k 201 231 17 3700
k 202 231 23 1900
k 203 231 20 3700
k 204 231 13 2400
k 205 231 3 4100
k 206 231 52 2200
k 207 231 88 3500
k 208 231 6 4200
k 209 231 25 3000
k 210 231 8 3300
k 211 231 25 1900
k 165 232 138 1400
k 166 232 10 3000
k 167 232 145 1900
k 168 232 47 2900
k 169 232 17 3400
k 170 232 106 3700
k 172 232 157 1900
k 173 232 36 4900
k 176 232 95 400
k 177 232 313 3300
k 178 232 19 3700
k 179 232 37 3200
k 180 232 54 2400
k 181 232 41 3500
k 182 232 26 3800
k 183 232 165 3500
k 184 232 40 3200
k 186 232 26 1600
k 187 232 136 3200
k 188 232 25 800
k 189 232 43 3200
k 190 232 49 600
k 191 232 23 1100
k 192 232 6 4600
k 194 232 267 300
k 195 232 43 3800
k 196 232 769 3000
k 197 232 74 2200
k 198 232 12 3500
k 199 232 48 2200
k 200 232 35 2700
k 201 232 15 2500
k 202 232 21 2700
k 203 232 47 600
k 204 232 29 4000
k 205 232 27 300
k 206 232 113 4100
k 207 232 136 3300
k 208 232 346 1900
k 209 232 32 4400
k 210 232 43 4500
k 211 232 293 1800
k 165 233 158 1000
k 167 233 15 2900
k 168 233 41 3200
k 169 233 55 3400
k 170 233 6 3900
k 171 233 59 5800
k 172 233 14 4700
k 174 233 124 2100
k 175 233 41 2800
k 176 233 77 1600
k 177 233 538 3100
k 178 233 9 3300
k 179 233 9 5700
k 180 233 20 1800
k 181 233 18 3200
k 182 233 10 7000
k 183 233 184 3100
k 184 233 97 3800
k 185 233 52 1700
k 187 233 117 2300
k 188 233 31 2700
k 189 233 28 2400
k 190 233 322 2300
k 191 233 7 900
k 192 233 5 4000
k 193 233 1 1900
k 194 233 34 1000
k 195 233 88 300
k 196 233 127 2800
k 197 233 10 2900
k 198 233 28 1000
k 199 233 50 4000
k 200 233 22 4500
k 202 233 58 1400
k 203 233 13 1900
k 204 233 2 3600
k 205 233 14 2300
k 206 233 111 3900
k 207 233 254 3700
k 208 233 20 4000
k 209 233 69 4900
k 210 233 3 5600
k 211 233 93 2400
k 165 234 231 1400
k 166 234 6 2400
k 167 234 22 3200
k 168 234 75 900
k 169 234 9 1300
k 170 234 285 2100
k 171 234 6 3900
k 172 234 30 4600
k 173 234 37 2600
k 174 234 704 2700
k 175 234 400 3300
k 176 234 531 2800
k 177 234 211 900
k 178 234 11 1700
k 179 234 63 2400
k 180 234 51 600
k 181 234 91 300
k 182 234 14 1000
k 183 234 54 1700
k 184 234 81 1600
k 185 234 434 2700
k 186 234 222 1800
k 188 234 181 3200
k 189 234 21 2400
k 190 234 195 2900
k 191 234 197 1700
k 192 234 7 1700
k 193 234 36 2100
k 194 234 517 2200
k 195 234 86 1600
k 196 234 126 1200
k 197 234 18 3700
k 198 234 49 1500
k 200 234 9 2300
k 201 234 116 1800
k 202 234 80 800
k 203 234 30 2900
k 204 234 21 700
k 205 234 171 3000
k 206 234 176 1800
k 207 234 46 2500
k 208 234 7 4900
k 209 234 120 2000
k 210 234 71 300
k 211 234 100 2300
k 165 235 6 2100
k 166 235 5 4500
k 167 235 246 1300
k 168 235 22 4200
k 170 235 52 3600
k 172 235 468 1000
k 173 235 60 4300
k 174 235 9 1100
k 175 235 13 1000
k 176 235 12 700
k 177 235 555 3600
k 178 235 28 4500
k 179 235 64 3400
k 180 235 3 3200
k 181 235 82 4100
k 182 235 5 5000
k 183 235 11 4300
k 184 235 21 4200
k 185 235 60 700
k 186 235 8 2400
k 187 235 86 3600
k 189 235 13 4100
k 190 235 16 500
k 191 235 45 1700
k 192 235 3 5100
k 193 235 3 1400
k 194 235 620 900
k 195 235 16 4900
k 196 235 664 3600
k 197 235 66 1500
k 198 235 5 2500
k 199 235 65 2300
k 200 235 29 2200
k 202 235 1 3100
k 203 235 83 1100
k 204 235 8 3800
k 205 235 6 1000
k 206 235 53 3800
k 207 235 16 4400
k 208 235 426 1600
k 209 235 38 3800
k 210 235 16 300
k 211 235 104 2800
k 165 236 229 1700
k 167 236 2 3500
k 168 236 18 3700
k 169 236 89 4000
k 170 236 10 4800
k 172 236 6 4800
k 174 236 165 2800
k 175 236 78 3400
k 176 236 101 2200
k 177 236 64 3800
k 178 236 15 4600
k 180 236 78 2100
k 181 236 12 2900
k 182 236 6 3600
k 183 236 81 4200
k 185 236 102 2500
k 186 236 102 2100
k 187 236 55 2800
k 188 236 89 3200
k 190 236 35 3100
k 191 236 60 2000
k 192 236 2 3400
k 193 236 4 2500
k 194 236 71 1600
k 195 236 6 5200
k 196 236 92 3200
k 197 236 1 4100
k 198 236 46 1300
k 201 236 62 2500
k 202 236 50 1500
k 203 236 16 2700
k 204 236 13 3400
k 205 236 10 3300
k 206 236 66 4000
k 207 236 42 4300
k 208 236 6 4800
k 209 236 19 4600
k 210 236 6 5000
k 211 236 5 2900
k 165 237 8 1800
k 166 237 1 5500
k 167 237 145 1800
k 168 237 12 3800
k 169 237 2 3000
k 170 237 62 4100
k 172 237 397 1400
k 173 237 7 3900
k 174 237 3 400
k 175 237 9 500
k 176 237 10 600
k 177 237 189 3500
k 178 237 17 3500
k 179 237 27 3500
k 180 237 8 3600
k 181 237 18 3100
k 182 237 16 5200
k 183 237 63 4000
k 184 237 8 3700
k 185 237 50 700
k 186 237 8 1900
k 187 237 51 4100
k 188 237 59 400
k 189 237 9 3800
k 191 237 18 1300
k 192 237 2 4600
k 194 237 45 900
k 195 237 13 4100
k 196 237 357 3300
k 197 237 42 1900
k 198 237 1 2300
k 199 237 53 2200
k 200 237 28 3000
k 202 237 5 2800
k 203 237 43 1100
k 204 237 2 5000
k 205 237 10 1000
k 206 237 56 3800
k 207 237 17 4900
k 208 237 396 2300
k 209 237 9 4500
k 210 237 27 300
k 211 237 122 2900
k 165 238 278 1000
k 167 238 12 1700
k 168 238 31 3000
