c resource constrained multi commodity flow
c EuropeAsia
c 306 O_ESVGO
c 307 O_NLRTM
c 308 O_JPUKB
c 309 O_KRPUS
c 310 O_SAJBI
c 311 O_BEZEE
c 312 O_INNSA
c 313 O_FRBES
c 314 O_PHGES
c 315 O_OMSLL
c 316 O_RUKGD
c 317 O_GRSKG
c 318 O_IDSRG
c 319 O_FIRAU
c 320 O_DZALG
c 321 O_MYTPP
c 322 O_SYLTK
c 323 O_PLGDY
c 324 O_IEDUB
c 325 O_THLCH
c 326 O_FRDKK
c 327 O_ILASH
c 328 O_ILHFA
c 329 O_CNDLC
c 330 O_AEJEA
c 331 O_NOAES
c 332 O_JPYOK
c 333 O_GBSOU
c 334 O_ESBCN
c 335 O_VNSGN
c 336 O_IDJKT
c 337 O_TWKHH
c 338 O_CNFOC
c 339 O_HKHKG
c 340 O_GBABD
c 341 O_GEPTI
c 342 O_INMAA
c 343 O_ITSAL
c 344 O_VNHPH
c 345 O_PKBQM
c 346 D_PHMNL
c 347 D_VNDAD
c 348 D_CNTAO
c 349 D_ILHFA
c 350 D_ITGOA
c 351 D_ITSAL
c 352 D_GBSOU
c 353 D_CNSHA
c 354 D_SYLTK
c 355 D_DEHAM
c 356 D_TRAMB
c 357 D_VNSGN
c 358 D_NOBGO
c 359 D_INPAV
c 360 D_NOSVG
c 361 D_DEBRV
c 362 D_PKBQM
c 363 D_ESALG
c 364 D_KRPUS
c 365 D_UAODS
c 366 D_MYTPP
c 367 D_OMSLL
c 368 D_PKKHI
c 369 D_MAAGA
c 370 D_CNDLC
c 371 D_BEANR
c 372 D_TRIZM
c 373 D_EGPSD
c 374 D_SGSIN
c 375 D_SIKOP
c 376 D_PLGDY
c 377 D_GEPTI
c 378 D_JPTYO
c 379 D_GBFXT
c 380 D_JPHKT
c 381 D_TRMER
c 382 D_CNXMN
c 383 D_GRPIR
c 384 D_AEJEA
c 385 D_BDCGP
c 386 D_CYLMS
c 387 D_FIKTK
c 388 D_GBABD
c 389 D_IDSRG
c 390 D_DZORN
c 391 D_IDJKT
c 392 D_PTLEI
c 393 D_ILASH
c 394 D_RUKGD
c 395 D_EGALY
c 396 D_ESBCN
c 397 D_JPSMZ
c 398 D_DKAAR
c 399 D_NLRTM
c 400 D_SEGOT
c 401 D_IEDUB
c 402 D_IDSUB
c 403 D_MYPKG
c 404 D_INMAA
c 405 D_VNHPH
c 406 D_GRSKG
c 407 D_FIRAU
c 408 D_JPYOK
c 409 D_JPUKB
c 410 D_SAJED
c 411 D_DZBJA
c 412 D_FRLEH
c 413 D_NOAES
c 414 D_CNYTN
c 415 D_JPNGO
c 416 D_INNSA
c 417 D_MAPTM
c 418 D_BEZEE
c 419 D_FRBES
c 420 D_SADMM
c 421 D_ITGIT
c 422 D_EGDAM
c 423 D_HKHKG
c 424 D_DZALG
c 425 D_ESAGP
c 426 D_FRFOS
c 427 D_KWSWK
c 428 D_TWKEL
c 429 D_PHGES
c 430 D_INCOK
c 431 D_FRDKK
c 432 D_ESVLC
c 433 D_JOAQB
c 434 D_ESVGO
c 435 D_TWKHH
c 436 D_MACAS
c 437 D_BGVAR
c 438 D_TNTUN
c 439 D_CNFOC
c 440 D_TNSFA
c 441 D_IRBND
c 442 D_LKCMB
c 443 D_LBBEY
c 444 D_MYPEN
c 445 D_THLCH
c 446 D_RULED
c 447 D_YEADE
c 448 D_ITTRS
c
c problem vertices edges commodities resources
p rcmcf 449 1744 3895 1
c
c origin destination demand resource_limits
k 255 384 4 2600
k 267 384 32 2700
k 311 384 79 2800
k 270 384 17 2800
k 329 384 192 2900
k 338 384 7 2700
k 278 384 388 2500
k 277 384 77 2600
k 258 384 51 2100
k 259 384 301 2000
k 293 384 1 1700
k 249 384 262 2200
k 296 384 10 2700
k 286 384 17 2900
k 320 384 1 2400
k 266 384 26 1800
k 280 384 10 1500
k 273 384 100 1100
k 290 384 2 1800
k 305 384 95 600
k 334 384 34 2500
k 306 384 6 3000
k 289 384 12 2600
k 245 384 9 3600
k 319 384 4 3400
k 313 384 2 4200
k 326 384 7 2300
k 283 384 21 2100
k 261 384 14 2700
k 340 384 6 2700
k 243 384 127 2500
k 333 384 1 2500
k 341 384 4 2300
k 297 384 11 2100
k 317 384 7 1900
k 339 384 137 2200
k 336 384 45 2400
k 303 384 3 2500
k 324 384 13 2600
k 246 384 19 2700
k 342 384 21 1300
k 312 384 85 600
k 256 384 2 700
k 272 384 13 3900
k 247 384 103 1700
k 252 384 91 2000
k 343 384 2 2500
k 264 384 30 2000
k 298 384 3 900
k 251 384 67 3900
k 299 384 111 3700
k 308 384 61 2900
k 332 384 174 3000
k 309 384 118 3000
k 254 384 8 700
k 304 384 13 2100
k 260 384 25 1000
k 250 384 5 2600
k 275 384 2 2300
k 288 384 7 1400
k 282 384 37 1500
k 321 384 161 1100
k 307 384 186 2200
k 291 384 2 3200
k 287 384 5 2900
k 315 384 19 600
k 314 384 1 2500
k 284 384 3 2600
k 345 384 6 1300
k 269 384 19 700
k 323 384 29 2900
k 292 384 8 2400
k 316 384 1 3100
k 248 384 6 3200
k 268 384 2 900
k 265 384 34 900
k 285 384 33 2700
k 300 384 15 1500
k 257 384 28 2500
k 322 384 3 2200
k 325 384 133 2300
k 271 384 6 2200
k 244 384 56 2300
k 301 384 16 1800
k 295 384 14 2000
k 276 384 12 3000
k 337 384 18 2500
k 302 384 29 2200
k 344 384 4 2600
k 335 384 12 2300
k 253 384 4 1800
k 330 385 19 2200
k 267 385 5 3700
k 311 385 7 4200
k 270 385 1 3200
k 329 385 6 1900
k 278 385 175 2300
k 277 385 22 1900
k 258 385 1 1700
k 259 385 11 1800
k 249 385 7 4400
k 296 385 10 4800
k 286 385 9 4900
k 266 385 3 3400
k 273 385 1 3000
k 305 385 54 3400
k 261 385 1 4000
k 243 385 12 4300
k 341 385 3 3700
k 297 385 1 3600
k 339 385 45 1900
k 336 385 14 1200
k 318 385 2 1200
k 303 385 5 900
k 328 385 1 2700
k 246 385 13 1100
k 312 385 5 2200
k 272 385 41 3500
k 247 385 3 2800
k 299 385 12 2300
k 308 385 8 2000
k 332 385 2 2300
k 309 385 162 1800
k 254 385 8 3000
k 260 385 6 1100
k 321 385 14 1000
k 307 385 5 4200
k 315 385 5 2900
k 284 385 2 1800
k 345 385 23 1900
k 269 385 4 2100
k 268 385 3 1700
k 265 385 15 2400
k 285 385 1 4700
k 300 385 33 1100
k 325 385 26 2200
k 244 385 1 3100
k 295 385 3 3900
k 337 385 12 2400
k 344 385 10 1500
k 335 385 5 900
k 330 371 2 3000
k 255 371 1 4000
k 270 371 7 2600
k 329 371 1 4800
k 277 371 2 4600
k 258 371 1 4000
k 249 371 6 400
k 266 371 7 1900
k 305 371 290 600
k 243 371 2 1000
k 297 371 2 2500
k 342 371 9 2800
k 312 371 2 2600
k 256 371 1 2500
k 247 371 25 1400
k 309 371 2 4300
k 304 371 1 2400
k 260 371 1 3100
k 263 371 1 1300
k 275 371 2 1000
k 321 371 2 4000
k 315 371 2 3900
k 345 371 2 3000
k 268 371 1 3900
k 310 371 3 3900
k 265 371 3 1900
k 325 371 1 4100
k 271 371 2 1300
k 244 371 4 2200
k 301 371 9 2400
k 330 418 20 2800
k 255 418 43 3800
k 329 418 2 4900
k 338 418 11 4300
k 278 418 183 4200
k 277 418 15 4700
k 258 418 15 4000
k 259 418 186 3500
k 266 418 1 1700
k 273 418 3 1700
k 305 418 2 1900
k 339 418 99 3900
k 336 418 33 4100
k 318 418 9 4000
k 303 418 10 4200
k 328 418 5 2200
k 246 418 3 3100
k 342 418 25 2700
k 312 418 24 2700
k 256 418 12 2500
k 247 418 2 1300
k 251 418 7 5200
k 299 418 1 5300
k 332 418 12 4700
k 309 418 3 4300
k 260 418 21 2400
k 288 418 4 4000
k 282 418 13 3400
k 321 418 85 3000
k 315 418 8 2000
k 345 418 13 2900
k 268 418 33 3700
k 310 418 45 3700
k 265 418 62 1600
k 300 418 7 3700
k 325 418 118 4000
k 244 418 18 1700
k 301 418 2 1600
k 295 418 14 2500
k 337 418 22 4300
k 242 418 1 4300
k 344 418 9 4400
k 335 418 48 4000
k 330 437 12 2900
k 311 437 1 2100
k 329 437 21 4500
k 278 437 72 3900
k 277 437 23 4400
k 258 437 20 3700
k 259 437 43 3400
k 249 437 2 3000
k 296 437 2 3200
k 286 437 3 2300
k 273 437 2 900
k 305 437 4 1800
k 306 437 4 3300
k 341 437 2 1900
k 339 437 31 3700
k 336 437 4 2500
k 324 437 1 2900
k 327 437 11 1300
k 328 437 2 1000
k 342 437 19 3800
k 312 437 10 3600
k 256 437 1 3000
k 247 437 1 1000
k 343 437 2 5000
k 299 437 9 5000
k 308 437 8 3600
k 332 437 3 4600
k 309 437 17 4200
k 260 437 2 3100
k 282 437 1 2700
k 321 437 4 2300
k 307 437 10 2500
k 314 437 1 4500
k 284 437 1 3600
k 345 437 9 3400
k 292 437 2 2300
k 300 437 11 3000
k 325 437 22 3900
k 276 437 2 3100
k 337 437 10 4100
k 335 437 2 3800
k 330 370 9 3800
k 311 370 4 3300
k 249 370 320 4500
k 296 370 6 4900
k 286 370 11 4900
k 273 370 18 3300
k 305 370 33 3300
k 306 370 3 5500
k 289 370 2 5500
k 313 370 2 3800
k 326 370 4 4000
k 283 370 1 5300
k 261 370 7 4500
k 243 370 27 4600
k 324 370 2 3500
k 327 370 1 3700
k 328 370 3 4800
k 342 370 2 2500
k 312 370 4 3200
k 256 370 4 2100
k 272 370 4 4500
k 247 370 9 4500
k 252 370 15 4300
k 343 370 2 4300
k 254 370 1 4900
k 250 370 2 4500
k 288 370 4 1200
k 321 370 89 1100
k 307 370 122 4200
k 331 370 3 5600
k 291 370 5 4000
k 315 370 18 3100
k 292 370 3 5600
k 248 370 3 5300
k 310 370 2 2600
k 265 370 2 3700
k 285 370 22 4600
k 300 370 18 1100
k 325 370 6 1300
k 244 370 4 4700
k 301 370 6 3600
k 295 370 24 4200
k 302 370 1 4700
k 296 439 5 5200
k 305 439 2 3700
k 256 439 3 2100
k 332 439 2 900
k 260 439 2 2100
k 282 439 2 1500
k 307 439 6 4800
k 330 353 6 2400
k 311 353 7 3800
k 270 353 7 4600
k 249 353 193 3900
k 296 353 51 4300
k 286 353 4 4500
k 273 353 15 2600
k 305 353 198 2300
k 334 353 2 4200
k 306 353 2 4800
k 289 353 3 4400
k 313 353 2 4900
k 326 353 1 3300
k 283 353 7 3800
k 261 353 16 3900
k 340 353 7 3600
k 243 353 6 4000
k 333 353 56 3500
k 297 353 8 4100
k 317 353 15 4600
k 339 353 50 500
k 324 353 1 3700
k 328 353 4 3400
k 246 353 3 2500
k 312 353 9 2500
k 256 353 3 2700
k 272 353 1 2800
k 247 353 18 3500
k 252 353 8 3700
k 264 353 2 3700
k 299 353 2 700
k 309 353 2 400
k 260 353 15 1500
k 263 353 3 4300
k 321 353 94 1000
k 307 353 152 3700
k 291 353 1 5200
k 315 353 2 2600
k 314 353 3 1100
k 323 353 5 3900
k 292 353 7 4100
k 248 353 5 4800
k 310 353 3 2800
k 265 353 11 2900
k 285 353 54 4200
k 300 353 21 1000
k 257 353 5 3400
k 325 353 15 1300
k 271 353 3 4800
k 244 353 3 4300
k 301 353 4 4100
k 295 353 4 3700
k 302 353 15 3700
k 330 348 3 2700
k 249 348 11 4500
k 286 348 10 4900
k 266 348 1 4200
k 305 348 20 3500
k 334 348 1 5400
k 306 348 3 6000
k 313 348 1 3900
k 326 348 4 4100
k 283 348 2 4200
k 340 348 6 3500
k 243 348 21 4400
k 333 348 2 4400
k 317 348 10 3900
k 324 348 2 3600
k 328 348 4 4200
k 312 348 6 3100
k 256 348 2 2900
k 272 348 10 4400
k 252 348 1 4100
k 260 348 3 2200
k 263 348 2 5300
k 288 348 2 1500
k 282 348 2 1100
k 321 348 42 2100
k 307 348 56 4200
k 331 348 13 5600
k 291 348 5 4200
k 315 348 17 2100
k 323 348 2 4100
k 248 348 14 5300
k 310 348 3 2700
k 265 348 12 3300
k 285 348 12 4700
k 300 348 8 1100
k 325 348 1 1600
k 244 348 3 3600
k 330 382 14 2800
k 311 382 9 3400
k 270 382 1 3800
k 249 382 36 4400
k 296 382 13 3700
k 273 382 40 3500
k 290 382 2 3600
k 305 382 10 3900
k 245 382 7 7000
k 326 382 22 3600
k 261 382 1 2900
k 243 382 7 3500
k 333 382 68 3800
k 324 382 3 5400
k 327 382 1 3400
k 328 382 2 3200
k 342 382 6 3100
k 312 382 3 1800
k 256 382 5 2500
k 272 382 4 3200
k 247 382 1 3600
k 252 382 3 4500
k 332 382 1 1200
k 304 382 1 3500
k 260 382 5 1100
k 288 382 1 1700
k 321 382 9 1400
k 307 382 117 3000
k 287 382 17 3300
k 315 382 5 3500
k 292 382 11 5000
k 265 382 4 3300
k 300 382 6 700
k 325 382 14 1900
k 244 382 20 4200
k 295 382 1 3600
k 302 382 3 4000
k 253 382 1 2800
k 330 414 11 2400
k 311 414 1 3900
k 249 414 18 3400
k 286 414 16 3900
k 305 414 18 3400
k 334 414 6 3700
k 340 414 29 3900
k 312 414 3 2100
k 272 414 9 2800
k 247 414 2 4400
k 299 414 3 800
k 332 414 15 800
k 288 414 2 800
k 321 414 19 700
k 307 414 8 3200
k 315 414 2 3700
k 345 414 2 1700
k 292 414 9 4000
k 248 414 3 4300
k 268 414 1 2600
k 285 414 10 4300
k 300 414 26 600
k 325 414 11 1100
k 330 386 8 1800
k 278 386 1 3500
k 258 386 1 3400
k 259 386 5 2900
k 249 386 4 1800
k 305 386 2 2900
k 243 386 6 2100
k 339 386 4 3100
k 342 386 1 5000
k 251 386 3 4500
k 304 386 6 300
k 321 386 5 4100
k 307 386 4 2000
k 315 386 2 5000
k 345 386 1 2200
k 323 386 2 2500
k 265 386 4 1100
k 300 386 2 3000
k 325 386 5 2900
k 337 386 2 3700
k 330 361 25 2300
k 255 361 46 4000
k 311 361 1 400
k 270 361 5 2800
k 329 361 148 4500
k 338 361 12 3900
k 278 361 882 3700
k 277 361 269 4200
k 258 361 156 3400
k 259 361 451 3200
k 293 361 1 2500
k 266 361 3 1500
k 273 361 3 1000
k 305 361 134 900
k 306 361 2 1400
k 289 361 8 1100
k 243 361 2 300
k 341 361 1 2000
k 297 361 4 2000
k 317 361 6 2300
k 339 361 334 3600
k 336 361 55 3800
k 318 361 9 3700
k 303 361 16 3900
k 327 361 5 1500
k 328 361 6 1800
k 246 361 6 3300
k 342 361 20 2900
k 312 361 53 2800
k 256 361 25 2800
k 247 361 17 1400
k 252 361 2 1400
k 298 361 3 1800
k 251 361 34 5000
k 299 361 26 4800
k 281 361 12 4400
k 308 361 22 4300
k 332 361 54 4400
k 309 361 310 4100
k 254 361 1 3400
k 260 361 35 2600
k 263 361 15 1000
k 250 361 4 1200
k 275 361 2 1100
k 288 361 13 3600
k 282 361 35 2900
k 321 361 82 2600
k 307 361 3 400
k 331 361 2 600
k 314 361 2 4200
k 284 361 24 3900
k 345 361 27 2700
k 316 361 6 300
k 248 361 4 900
k 265 361 7 1900
k 300 361 15 3200
k 325 361 115 3700
k 244 361 92 1800
k 301 361 32 2000
k 295 361 7 1600
k 337 361 108 3900
k 242 361 6 4000
k 344 361 9 4000
k 335 361 148 3700
k 330 355 3 3100
k 255 355 25 4200
k 329 355 41 4800
k 338 355 5 6600
k 278 355 198 4600
k 277 355 20 4500
k 258 355 49 3900
k 259 355 114 4100
k 305 355 13 700
k 289 355 8 1200
k 339 355 59 3900
k 336 355 9 3900
k 318 355 5 4600
k 303 355 2 4800
k 246 355 1 5000
k 342 355 4 3700
k 312 355 12 3000
k 256 355 5 2700
k 251 355 17 5300
k 299 355 8 5200
k 281 355 7 5300
k 308 355 19 5200
k 332 355 10 5300
k 309 355 9 4400
k 304 355 5 2300
k 260 355 7 7000
k 288 355 6 3800
k 282 355 4 2900
k 321 355 65 3500
k 284 355 3 4800
k 345 355 6 3100
k 292 355 5 1000
k 265 355 1 1800
k 300 355 6 4100
k 325 355 36 4500
k 271 355 2 2700
k 276 355 3 3700
k 337 355 45 4800
k 242 355 2 4900
k 344 355 7 4900
k 335 355 23 4000
k 255 398 10 4700
k 329 398 26 5700
k 338 398 7 5700
k 278 398 139 4600
k 277 398 28 5500
k 258 398 48 4800
k 259 398 107 4200
k 266 398 1 2600
k 305 398 1 2700
k 289 398 5 1300
k 339 398 33 4500
k 336 398 1 4700
k 318 398 2 4700
k 303 398 11 5800
k 328 398 1 2400
k 342 398 3 3500
k 312 398 16 3600
k 256 398 4 3400
k 247 398 3 1600
k 299 398 2 4500
k 281 398 5 4000
k 308 398 2 3900
k 309 398 3 4300
k 260 398 4 2500
k 282 398 3 3900
k 321 398 37 3600
k 345 398 6 3800
k 248 398 1 1100
k 325 398 20 4700
k 244 398 11 2000
k 301 398 5 2600
k 295 398 7 2800
k 337 398 20 4900
k 242 398 9 4900
k 344 398 2 5000
k 335 398 24 4600
k 330 424 23 2800
k 255 424 1 4400
k 267 424 1 1800
k 311 424 2 1800
k 329 424 8 5000
k 338 424 2 4400
k 278 424 90 4100
k 277 424 32 4700
k 258 424 5 3800
k 259 424 69 3600
k 249 424 14 1500
k 296 424 2 2400
k 286 424 2 2500
k 273 424 3 1500
k 305 424 14 1700
k 334 424 7 1600
k 245 424 2 2700
k 283 424 5 1800
k 261 424 3 1400
k 243 424 1 1800
k 333 424 4 2400
k 339 424 19 3900
k 336 424 2 4100
k 303 424 1 4200
k 324 424 3 2600
k 246 424 2 4400
k 342 424 1 4200
k 312 424 5 3300
k 252 424 5 1800
k 264 424 3 2400
k 298 424 2 1800
k 332 424 2 4500
k 250 424 3 1500
k 282 424 6 3900
k 321 424 22 3000
k 307 424 21 1600
k 315 424 1 5000
k 345 424 9 3700
k 323 424 10 5000
k 292 424 11 1400
k 268 424 1 3800
k 265 424 6 2100
k 285 424 3 2300
k 300 424 2 3800
k 257 424 6 2200
k 325 424 4 4700
k 271 424 4 2100
k 337 424 6 5200
k 302 424 2 2300
k 330 411 5 3000
k 255 411 1 4500
k 267 411 3 1900
k 311 411 2 2100
k 329 411 3 5200
k 278 411 8 4300
k 277 411 6 4900
k 259 411 3 3800
k 249 411 3 1700
k 296 411 3 2500
k 305 411 2 7000
k 339 411 8 3500
k 312 411 1 3500
k 247 411 2 1600
k 309 411 1 4700
k 250 411 7 2300
k 282 411 2 3000
k 321 411 18 3200
k 307 411 6 1800
k 268 411 2 3900
k 265 411 5 2300
k 325 411 6 4300
k 337 411 2 4700
k 330 390 5 2500
k 255 390 4 4500
k 311 390 12 1500
k 329 390 3 5100
k 278 390 23 4200
k 277 390 1 4900
k 258 390 2 3900
k 259 390 10 3700
k 249 390 8 2200
k 305 390 5 300
k 306 390 1 1200
k 261 390 3 1100
k 339 390 4 4100
k 246 390 1 5000
k 342 390 2 4300
k 312 390 1 3000
k 256 390 1 3500
k 309 390 2 4600
k 250 390 3 1000
k 321 390 5 3200
k 307 390 2 1300
k 345 390 1 2800
k 323 390 2 1900
k 268 390 3 3400
k 265 390 9 7000
k 257 390 5 1800
k 325 390 2 4200
k 337 390 7 4400
k 330 395 12 2000
k 311 395 2 1700
k 329 395 7 3400
k 278 395 14 3600
k 277 395 15 4100
k 258 395 1 3500
k 259 395 13 3000
k 249 395 37 1100
k 296 395 17 1900
k 286 395 2 1500
k 305 395 14 600
k 306 395 2 1900
k 340 395 13 1900
k 243 395 20 1500
k 297 395 2 1000
k 317 395 3 1400
k 339 395 4 2800
k 336 395 11 3400
k 303 395 4 3700
k 324 395 2 2300
k 342 395 13 3400
k 312 395 33 2500
k 256 395 1 2700
k 272 395 2 3400
k 247 395 2 600
k 264 395 3 1500
k 251 395 17 4600
k 308 395 20 4200
k 332 395 22 4300
k 309 395 17 3600
k 260 395 4 2800
k 250 395 4 2000
k 275 395 10 1000
k 282 395 2 2100
k 321 395 11 4100
k 307 395 63 1300
k 345 395 1 2300
k 323 395 3 2100
k 292 395 8 1400
k 248 395 39 1900
k 265 395 9 1500
k 285 395 12 1600
k 300 395 3 3000
k 257 395 5 2000
