c resource constrained multi commodity flow
c EuropeAsia
c 366 D_EGPSD
c 367 D_ESAGP
c 368 D_ESALG
c 369 D_ESBCN
c 370 D_ESVGO
c 371 D_ESVLC
c 372 D_FIKTK
c 373 D_FIRAU
c 374 D_FRBES
c 375 D_FRDKK
c 376 D_FRFOS
c 377 D_FRLEH
c 378 D_GBABD
c 379 D_GBFXT
c 380 D_GBSOU
c 381 D_GEPTI
c 382 D_GRPIR
c 383 D_GRSKG
c 384 D_HKHKG
c 385 D_IDJKT
c 386 D_IDSRG
c 387 D_IDSUB
c 388 D_IEDUB
c 389 D_ILASH
c 390 D_ILHFA
c 391 D_INCOK
c 392 D_INMAA
c 393 D_INNSA
c 394 D_INPAV
c 395 D_IRBND
c 396 D_ITGIT
c 397 D_ITGOA
c 398 D_ITSAL
c 399 D_ITTRS
c 400 D_JOAQB
c 401 D_JPHKT
c 402 D_JPNGO
c 403 D_JPSMZ
c 404 D_JPTYO
c 405 D_JPUKB
c 406 D_JPYOK
c 407 D_KRPUS
c 408 D_KWSWK
c 409 D_LBBEY
c 410 D_LKCMB
c 411 D_MAAGA
c 412 D_MACAS
c 413 D_MAPTM
c 414 D_MYPEN
c 415 D_MYPKG
c 416 D_MYTPP
c 417 D_NLRTM
c 418 D_NOAES
c 419 D_NOBGO
c 420 D_NOSVG
c 421 D_OMSLL
c 422 D_PHGES
c 423 D_PHMNL
c 424 D_PKBQM
c 425 D_PKKHI
c 426 D_PLGDY
c 427 D_PTLEI
c 428 D_RUKGD
c 429 D_RULED
c 430 D_SADMM
c 431 D_SAJED
c 432 D_SEGOT
c 433 D_SGSIN
c 434 D_SIKOP
c 435 D_SYLTK
c 436 D_THLCH
c 437 D_TNSFA
c 438 D_TNTUN
c 439 D_TRAMB
c 440 D_TRIZM
c 441 D_TRMER
c 442 D_TWKEL
c 443 D_TWKHH
c 444 D_UAODS
c 445 D_VNDAD
c 446 D_VNHPH
c 447 D_VNSGN
c 448 D_YEADE
c
c problem vertices edges commodities resources
p rcmcf 449 1744 3895 1
c
c origin destination demand resource_limits
k 243 346 4 2600
k 244 346 32 2700
k 245 346 79 2800
k 246 346 17 2800
k 247 346 192 2900
k 248 346 7 2700
k 249 346 388 2500
k 250 346 77 2600
k 251 346 51 2100
k 252 346 301 2000
k 253 346 1 1700
k 254 346 262 2200
k 255 346 10 2700
k 256 346 17 2900
k 257 346 1 2400
k 260 346 26 1800
k 261 346 10 1500
k 262 346 100 1100
k 263 346 2 1800
k 264 346 95 600
k 265 346 34 2500
k 266 346 6 3000
k 267 346 12 2600
k 268 346 9 3600
k 269 346 4 3400
k 270 346 2 4200
k 271 346 7 2300
k 272 346 21 2100
k 273 346 14 2700
k 274 346 6 2700
k 275 346 127 2500
k 276 346 1 2500
k 277 346 4 2300
k 278 346 11 2100
k 279 346 7 1900
k 280 346 137 2200
k 281 346 45 2400
k 283 346 3 2500
k 284 346 13 2600
k 287 346 19 2700
k 288 346 21 1300
k 289 346 85 600
k 290 346 2 700
k 291 346 13 3900
k 292 346 103 1700
k 293 346 91 2000
k 294 346 2 2500
k 295 346 30 2000
k 296 346 3 900
k 297 346 67 3900
k 298 346 111 3700
k 301 346 61 2900
k 302 346 174 3000
k 303 346 118 3000
k 304 346 8 700
k 305 346 13 2100
k 306 346 25 1000
k 308 346 5 2600
k 309 346 2 2300
k 310 346 7 1400
k 311 346 37 1500
k 312 346 161 1100
k 313 346 186 2200
k 315 346 2 3200
k 316 346 5 2900
k 317 346 19 600
k 318 346 1 2500
k 319 346 3 2600
k 320 346 6 1300
k 321 346 19 700
k 322 346 29 2900
k 323 346 8 2400
k 324 346 1 3100
k 325 346 6 3200
k 326 346 2 900
k 328 346 34 900
k 329 346 33 2700
k 330 346 15 1500
k 331 346 28 2500
k 332 346 3 2200
k 333 346 133 2300
k 335 346 6 2200
k 336 346 56 2300
k 337 346 16 1800
k 338 346 14 2000
k 339 346 12 3000
k 340 346 18 2500
k 341 346 29 2200
k 343 346 4 2600
k 344 346 12 2300
k 345 346 4 1800
k 242 347 19 2200
k 244 347 5 3700
k 245 347 7 4200
k 246 347 1 3200
k 247 347 6 1900
k 249 347 175 2300
k 250 347 22 1900
k 251 347 1 1700
k 252 347 11 1800
k 254 347 7 4400
k 255 347 10 4800
k 256 347 9 4900
k 260 347 3 3400
k 262 347 1 3000
k 264 347 54 3400
k 273 347 1 4000
k 275 347 12 4300
k 277 347 3 3700
k 278 347 1 3600
k 280 347 45 1900
k 281 347 14 1200
k 282 347 2 1200
k 283 347 5 900
k 286 347 1 2700
k 287 347 13 1100
k 289 347 5 2200
k 291 347 41 3500
k 292 347 3 2800
k 298 347 12 2300
k 301 347 8 2000
k 302 347 2 2300
k 303 347 162 1800
k 304 347 8 3000
k 306 347 6 1100
k 312 347 14 1000
k 313 347 5 4200
k 317 347 5 2900
k 319 347 2 1800
k 320 347 23 1900
k 321 347 4 2100
k 326 347 3 1700
k 328 347 15 2400
k 329 347 1 4700
k 330 347 33 1100
k 333 347 26 2200
k 336 347 1 3100
k 338 347 3 3900
k 340 347 12 2400
k 343 347 10 1500
k 344 347 5 900
k 242 348 2 3000
k 243 348 1 4000
k 246 348 7 2600
k 247 348 1 4800
k 250 348 2 4600
k 251 348 1 4000
k 254 348 6 400
k 260 348 7 1900
k 264 348 290 600
k 275 348 2 1000
k 278 348 2 2500
k 288 348 9 2800
k 289 348 2 2600
k 290 348 1 2500
k 292 348 25 1400
k 303 348 2 4300
k 305 348 1 2400
k 306 348 1 3100
k 307 348 1 1300
k 309 348 2 1000
k 312 348 2 4000
k 317 348 2 3900
k 320 348 2 3000
k 326 348 1 3900
k 327 348 3 3900
k 328 348 3 1900
k 333 348 1 4100
k 335 348 2 1300
k 336 348 4 2200
k 337 348 9 2400
k 242 349 20 2800
k 243 349 43 3800
k 247 349 2 4900
k 248 349 11 4300
k 249 349 183 4200
k 250 349 15 4700
k 251 349 15 4000
k 252 349 186 3500
k 260 349 1 1700
k 262 349 3 1700
k 264 349 2 1900
k 280 349 99 3900
k 281 349 33 4100
k 282 349 9 4000
k 283 349 10 4200
k 286 349 5 2200
k 287 349 3 3100
k 288 349 25 2700
k 289 349 24 2700
k 290 349 12 2500
k 292 349 2 1300
k 297 349 7 5200
k 298 349 1 5300
k 302 349 12 4700
k 303 349 3 4300
k 306 349 21 2400
k 310 349 4 4000
k 311 349 13 3400
k 312 349 85 3000
k 317 349 8 2000
k 320 349 13 2900
k 326 349 33 3700
k 327 349 45 3700
k 328 349 62 1600
k 330 349 7 3700
k 333 349 118 4000
k 336 349 18 1700
k 337 349 2 1600
k 338 349 14 2500
k 340 349 22 4300
k 342 349 1 4300
k 343 349 9 4400
k 344 349 48 4000
k 242 350 12 2900
k 245 350 1 2100
k 247 350 21 4500
k 249 350 72 3900
k 250 350 23 4400
k 251 350 20 3700
k 252 350 43 3400
k 254 350 2 3000
k 255 350 2 3200
k 256 350 3 2300
k 262 350 2 900
k 264 350 4 1800
k 266 350 4 3300
k 277 350 2 1900
k 280 350 31 3700
k 281 350 4 2500
k 284 350 1 2900
k 285 350 11 1300
k 286 350 2 1000
k 288 350 19 3800
k 289 350 10 3600
k 290 350 1 3000
k 292 350 1 1000
k 294 350 2 5000
k 298 350 9 5000
k 301 350 8 3600
k 302 350 3 4600
k 303 350 17 4200
k 306 350 2 3100
k 311 350 1 2700
k 312 350 4 2300
k 313 350 10 2500
k 318 350 1 4500
k 319 350 1 3600
k 320 350 9 3400
k 323 350 2 2300
k 330 350 11 3000
k 333 350 22 3900
k 339 350 2 3100
k 340 350 10 4100
k 344 350 2 3800
k 242 351 9 3800
k 245 351 4 3300
k 254 351 320 4500
k 255 351 6 4900
k 256 351 11 4900
k 262 351 18 3300
k 264 351 33 3300
k 266 351 3 5500
k 267 351 2 5500
k 270 351 2 3800
k 271 351 4 4000
k 272 351 1 5300
k 273 351 7 4500
k 275 351 27 4600
k 284 351 2 3500
k 285 351 1 3700
k 286 351 3 4800
k 288 351 2 2500
k 289 351 4 3200
k 290 351 4 2100
k 291 351 4 4500
k 292 351 9 4500
k 293 351 15 4300
k 294 351 2 4300
k 304 351 1 4900
k 308 351 2 4500
k 310 351 4 1200
k 312 351 89 1100
k 313 351 122 4200
k 314 351 3 5600
k 315 351 5 4000
k 317 351 18 3100
k 323 351 3 5600
k 325 351 3 5300
k 327 351 2 2600
k 328 351 2 3700
k 329 351 22 4600
k 330 351 18 1100
k 333 351 6 1300
k 336 351 4 4700
k 337 351 6 3600
k 338 351 24 4200
k 341 351 1 4700
k 255 352 5 5200
k 264 352 2 3700
k 290 352 3 2100
k 302 352 2 900
k 306 352 2 2100
k 311 352 2 1500
k 313 352 6 4800
k 242 353 6 2400
k 245 353 7 3800
k 246 353 7 4600
k 254 353 193 3900
k 255 353 51 4300
k 256 353 4 4500
k 262 353 15 2600
k 264 353 198 2300
k 265 353 2 4200
k 266 353 2 4800
k 267 353 3 4400
k 270 353 2 4900
k 271 353 1 3300
k 272 353 7 3800
k 273 353 16 3900
k 274 353 7 3600
k 275 353 6 4000
k 276 353 56 3500
k 278 353 8 4100
k 279 353 15 4600
k 280 353 50 500
k 284 353 1 3700
k 286 353 4 3400
k 287 353 3 2500
k 289 353 9 2500
k 290 353 3 2700
k 291 353 1 2800
k 292 353 18 3500
k 293 353 8 3700
k 295 353 2 3700
k 298 353 2 700
k 303 353 2 400
k 306 353 15 1500
k 307 353 3 4300
k 312 353 94 1000
k 313 353 152 3700
k 315 353 1 5200
k 317 353 2 2600
k 318 353 3 1100
k 322 353 5 3900
k 323 353 7 4100
k 325 353 5 4800
k 327 353 3 2800
k 328 353 11 2900
k 329 353 54 4200
k 330 353 21 1000
k 331 353 5 3400
k 333 353 15 1300
k 335 353 3 4800
k 336 353 3 4300
k 337 353 4 4100
k 338 353 4 3700
k 341 353 15 3700
k 242 354 3 2700
k 254 354 11 4500
k 256 354 10 4900
k 260 354 1 4200
k 264 354 20 3500
k 265 354 1 5400
k 266 354 3 6000
k 270 354 1 3900
k 271 354 4 4100
k 272 354 2 4200
k 274 354 6 3500
k 275 354 21 4400
k 276 354 2 4400
k 279 354 10 3900
k 284 354 2 3600
k 286 354 4 4200
k 289 354 6 3100
k 290 354 2 2900
k 291 354 10 4400
k 293 354 1 4100
k 306 354 3 2200
k 307 354 2 5300
k 310 354 2 1500
k 311 354 2 1100
k 312 354 42 2100
k 313 354 56 4200
k 314 354 13 5600
k 315 354 5 4200
k 317 354 17 2100
k 322 354 2 4100
k 325 354 14 5300
k 327 354 3 2700
k 328 354 12 3300
k 329 354 12 4700
k 330 354 8 1100
k 333 354 1 1600
k 336 354 3 3600
k 242 355 14 2800
k 245 355 9 3400
k 246 355 1 3800
k 254 355 36 4400
k 255 355 13 3700
k 262 355 40 3500
k 263 355 2 3600
k 264 355 10 3900
k 268 355 7 7000
k 271 355 22 3600
k 273 355 1 2900
k 275 355 7 3500
k 276 355 68 3800
k 284 355 3 5400
k 285 355 1 3400
k 286 355 2 3200
k 288 355 6 3100
k 289 355 3 1800
k 290 355 5 2500
k 291 355 4 3200
k 292 355 1 3600
k 293 355 3 4500
k 302 355 1 1200
k 305 355 1 3500
k 306 355 5 1100
k 310 355 1 1700
k 312 355 9 1400
k 313 355 117 3000
k 316 355 17 3300
k 317 355 5 3500
k 323 355 11 5000
k 328 355 4 3300
k 330 355 6 700
k 333 355 14 1900
k 336 355 20 4200
k 338 355 1 3600
k 341 355 3 4000
k 345 355 1 2800
k 242 356 11 2400
k 245 356 1 3900
k 254 356 18 3400
k 256 356 16 3900
k 264 356 18 3400
k 265 356 6 3700
k 274 356 29 3900
k 289 356 3 2100
k 291 356 9 2800
k 292 356 2 4400
k 298 356 3 800
k 302 356 15 800
k 310 356 2 800
k 312 356 19 700
k 313 356 8 3200
k 317 356 2 3700
k 320 356 2 1700
k 323 356 9 4000
k 325 356 3 4300
k 326 356 1 2600
k 329 356 10 4300
k 330 356 26 600
k 333 356 11 1100
k 242 357 8 1800
k 249 357 1 3500
k 251 357 1 3400
k 252 357 5 2900
k 254 357 4 1800
k 264 357 2 2900
k 275 357 6 2100
k 280 357 4 3100
k 288 357 1 5000
k 297 357 3 4500
k 305 357 6 300
k 312 357 5 4100
k 313 357 4 2000
k 317 357 2 5000
k 320 357 1 2200
k 322 357 2 2500
k 328 357 4 1100
k 330 357 2 3000
k 333 357 5 2900
k 340 357 2 3700
k 242 358 25 2300
k 243 358 46 4000
k 245 358 1 400
k 246 358 5 2800
k 247 358 148 4500
k 248 358 12 3900
k 249 358 882 3700
k 250 358 269 4200
k 251 358 156 3400
k 252 358 451 3200
k 253 358 1 2500
k 260 358 3 1500
k 262 358 3 1000
k 264 358 134 900
k 266 358 2 1400
k 267 358 8 1100
k 275 358 2 300
k 277 358 1 2000
k 278 358 4 2000
k 279 358 6 2300
k 280 358 334 3600
k 281 358 55 3800
k 282 358 9 3700
k 283 358 16 3900
k 285 358 5 1500
k 286 358 6 1800
k 287 358 6 3300
k 288 358 20 2900
k 289 358 53 2800
k 290 358 25 2800
k 292 358 17 1400
k 293 358 2 1400
k 296 358 3 1800
k 297 358 34 5000
k 298 358 26 4800
k 299 358 12 4400
k 301 358 22 4300
k 302 358 54 4400
k 303 358 310 4100
k 304 358 1 3400
k 306 358 35 2600
k 307 358 15 1000
k 308 358 4 1200
k 309 358 2 1100
k 310 358 13 3600
k 311 358 35 2900
k 312 358 82 2600
k 313 358 3 400
k 314 358 2 600
k 318 358 2 4200
k 319 358 24 3900
k 320 358 27 2700
k 324 358 6 300
k 325 358 4 900
k 328 358 7 1900
k 330 358 15 3200
k 333 358 115 3700
k 336 358 92 1800
k 337 358 32 2000
k 338 358 7 1600
k 340 358 108 3900
k 342 358 6 4000
k 343 358 9 4000
k 344 358 148 3700
k 242 359 3 3100
k 243 359 25 4200
k 247 359 41 4800
k 248 359 5 6600
k 249 359 198 4600
k 250 359 20 4500
k 251 359 49 3900
k 252 359 114 4100
k 264 359 13 700
k 267 359 8 1200
k 280 359 59 3900
k 281 359 9 3900
k 282 359 5 4600
k 283 359 2 4800
k 287 359 1 5000
k 288 359 4 3700
k 289 359 12 3000
k 290 359 5 2700
k 297 359 17 5300
k 298 359 8 5200
k 299 359 7 5300
k 301 359 19 5200
k 302 359 10 5300
k 303 359 9 4400
k 305 359 5 2300
k 306 359 7 7000
k 310 359 6 3800
k 311 359 4 2900
k 312 359 65 3500
k 319 359 3 4800
k 320 359 6 3100
k 323 359 5 1000
k 328 359 1 1800
k 330 359 6 4100
k 333 359 36 4500
k 335 359 2 2700
k 339 359 3 3700
k 340 359 45 4800
k 342 359 2 4900
k 343 359 7 4900
k 344 359 23 4000
k 243 360 10 4700
k 247 360 26 5700
k 248 360 7 5700
k 249 360 139 4600
k 250 360 28 5500
k 251 360 48 4800
k 252 360 107 4200
k 260 360 1 2600
k 264 360 1 2700
k 267 360 5 1300
k 280 360 33 4500
k 281 360 1 4700
k 282 360 2 4700
k 283 360 11 5800
k 286 360 1 2400
k 288 360 3 3500
k 289 360 16 3600
k 290 360 4 3400
k 292 360 3 1600
k 298 360 2 4500
k 299 360 5 4000
k 301 360 2 3900
k 303 360 3 4300
k 306 360 4 2500
k 311 360 3 3900
k 312 360 37 3600
k 320 360 6 3800
k 325 360 1 1100
k 333 360 20 4700
k 336 360 11 2000
k 337 360 5 2600
k 338 360 7 2800
k 340 360 20 4900
k 342 360 9 4900
k 343 360 2 5000
k 344 360 24 4600
k 242 361 23 2800
k 243 361 1 4400
k 244 361 1 1800
k 245 361 2 1800
k 247 361 8 5000
k 248 361 2 4400
k 249 361 90 4100
k 250 361 32 4700
k 251 361 5 3800
k 252 361 69 3600
k 254 361 14 1500
k 255 361 2 2400
k 256 361 2 2500
k 262 361 3 1500
k 264 361 14 1700
k 265 361 7 1600
k 268 361 2 2700
k 272 361 5 1800
k 273 361 3 1400
k 275 361 1 1800
k 276 361 4 2400
k 280 361 19 3900
k 281 361 2 4100
k 283 361 1 4200
k 284 361 3 2600
k 287 361 2 4400
k 288 361 1 4200
k 289 361 5 3300
k 293 361 5 1800
k 295 361 3 2400
k 296 361 2 1800
k 302 361 2 4500
k 308 361 3 1500
k 311 361 6 3900
k 312 361 22 3000
k 313 361 21 1600
k 317 361 1 5000
k 320 361 9 3700
k 322 361 10 5000
k 323 361 11 1400
k 326 361 1 3800
k 328 361 6 2100
k 329 361 3 2300
k 330 361 2 3800
k 331 361 6 2200
k 333 361 4 4700
k 335 361 4 2100
k 340 361 6 5200
k 341 361 2 2300
k 242 362 5 3000
k 243 362 1 4500
k 244 362 3 1900
k 245 362 2 2100
k 247 362 3 5200
k 249 362 8 4300
k 250 362 6 4900
k 252 362 3 3800
k 254 362 3 1700
k 255 362 3 2500
k 264 362 2 7000
k 280 362 8 3500
k 289 362 1 3500
k 292 362 2 1600
k 303 362 1 4700
k 308 362 7 2300
k 311 362 2 3000
k 312 362 18 3200
k 313 362 6 1800
k 326 362 2 3900
k 328 362 5 2300
k 333 362 6 4300
k 340 362 2 4700
k 242 363 5 2500
k 243 363 4 4500
k 245 363 12 1500
k 247 363 3 5100
k 249 363 23 4200
k 250 363 1 4900
k 251 363 2 3900
k 252 363 10 3700
k 254 363 8 2200
k 264 363 5 300
k 266 363 1 1200
k 273 363 3 1100
k 280 363 4 4100
k 287 363 1 5000
k 288 363 2 4300
k 289 363 1 3000
k 290 363 1 3500
k 303 363 2 4600
k 308 363 3 1000
k 312 363 5 3200
k 313 363 2 1300
k 320 363 1 2800
k 322 363 2 1900
k 326 363 3 3400
k 328 363 9 7000
k 331 363 5 1800
k 333 363 2 4200
k 340 363 7 4400
k 242 364 12 2000
k 245 364 2 1700
k 247 364 7 3400
k 249 364 14 3600
k 250 364 15 4100
k 251 364 1 3500
k 252 364 13 3000
k 254 364 37 1100
k 255 364 17 1900
k 256 364 2 1500
k 264 364 14 600
k 266 364 2 1900
k 274 364 13 1900
k 275 364 20 1500
k 278 364 2 1000
k 279 364 3 1400
k 280 364 4 2800
k 281 364 11 3400
k 283 364 4 3700
k 284 364 2 2300
k 288 364 13 3400
k 289 364 33 2500
k 290 364 1 2700
k 291 364 2 3400
k 292 364 2 600
k 295 364 3 1500
k 297 364 17 4600
k 301 364 20 4200
k 302 364 22 4300
k 303 364 17 3600
k 306 364 4 2800
k 308 364 4 2000
k 309 364 10 1000
k 311 364 2 2100
k 312 364 11 4100
k 313 364 63 1300
k 320 364 1 2300
k 322 364 3 2100
k 323 364 8 1400
k 325 364 39 1900
k 328 364 9 1500
k 329 364 12 1600
k 330 364 3 3000
k 331 364 5 2000
k 333 364 6 3600
