c resource constrained multi commodity flow
c WorldSmall
k 230 246 4 1900
k 231 246 13 2900
k 232 246 62 1600
k 233 246 6 3700
k 234 246 17 1700
k 235 246 22 4300
k 240 246 4 3300
k 195 247 3 4200
k 197 247 3 5700
k 198 247 72 2700
k 199 247 10 2500
k 204 247 477 4200
k 205 247 114 4000
k 206 247 99 3700
k 207 247 19 2100
k 208 247 7 1900
k 209 247 10 3600
k 210 247 4 3500
k 211 247 18 1800
k 213 247 13 2600
k 215 247 319 3500
k 216 247 37 4200
k 217 247 15 2500
k 218 247 92 4600
k 220 247 139 4500
k 221 247 20 4400
k 222 247 1 2700
k 223 247 9 3800
k 224 247 121 3100
k 225 247 1 2500
k 226 247 37 2600
k 227 247 1 6000
k 228 247 3 3500
k 229 247 16 2200
k 230 247 30 2000
k 231 247 2 4600
k 232 247 5 2900
k 233 247 1 3200
k 235 247 42 3500
k 241 247 7 3500
k 198 248 11 1400
k 200 248 3 4600
k 207 248 153 1600
k 211 248 3 2300
k 213 248 3 1900
k 219 248 5 4500
k 221 248 3 4700
k 222 248 1 3300
k 225 248 4 3400
k 226 248 129 1500
k 232 248 5 3400
k 240 248 27 7000
k 195 249 13 3100
k 196 249 1 4800
k 197 249 30 1500
k 198 249 38 3500
k 204 249 346 1600
k 205 249 192 1900
k 206 249 513 1900
k 207 249 10 3800
k 213 249 5 4000
k 215 249 418 1900
k 216 249 17 4500
k 217 249 6 5200
k 218 249 116 1800
k 219 249 2 6300
k 220 249 37 1300
k 221 249 13 2700
k 223 249 26 2500
k 224 249 301 2100
k 226 249 31 2700
k 227 249 6 2100
k 228 249 1 3800
k 229 249 11 2900
k 230 249 3 2400
k 231 249 1 4700
k 232 249 2 5000
k 233 249 11 2200
k 235 249 83 1700
k 241 249 2 4600
k 195 250 1 4900
k 196 250 1 5300
k 197 250 4 3700
k 198 250 7 3200
k 199 250 2 3200
k 200 250 1 3000
k 204 250 80 3800
k 205 250 54 4500
k 206 250 15 4200
k 207 250 55 3100
k 208 250 11 2600
k 209 250 9 900
k 211 250 33 2800
k 212 250 2 4900
k 213 250 4 2900
k 215 250 126 3600
k 216 250 2 5800
k 217 250 27 3300
k 218 250 68 3200
k 220 250 86 3700
k 223 250 2 5600
k 224 250 109 3900
k 226 250 55 2300
k 227 250 1 3300
k 228 250 3 6900
k 229 250 23 300
k 230 250 16 2000
k 231 250 8 5200
k 232 250 3 5700
k 235 250 13 4500
k 236 250 36 2300
k 237 250 38 2300
k 238 250 18 2900
k 239 250 82 1600
k 241 250 2 4800
k 195 251 9 2400
k 196 251 7 3700
k 197 251 46 2100
k 198 251 15 3300
k 199 251 7 3800
k 200 251 31 3800
k 202 251 109 1800
k 203 251 34 4000
k 207 251 217 3900
k 208 251 55 4300
k 209 251 10 3400
k 210 251 18 2600
k 211 251 29 3500
k 212 251 1 4200
k 213 251 12 3600
k 214 251 62 4700
k 215 251 49 500
k 216 251 15 2100
k 217 251 90 3400
k 218 251 3 700
k 219 251 15 3000
k 220 251 1 400
k 221 251 16 1500
k 223 251 2 1500
k 224 251 31 1000
k 225 251 110 4200
k 226 251 272 3500
k 227 251 34 2200
k 228 251 1 2600
k 229 251 20 2800
k 230 251 40 2400
k 232 251 15 2300
k 233 251 21 1000
k 234 251 2 4300
k 236 251 196 4400
k 237 251 143 4600
k 238 251 307 1700
k 239 251 10 4200
k 240 251 38 4700
k 241 251 131 2400
k 195 252 30 2600
k 197 252 72 2100
k 198 252 13 4000
k 199 252 3 3300
k 200 252 6 5700
k 202 252 113 1700
k 203 252 28 3900
k 207 252 411 4100
k 208 252 6 4900
k 209 252 46 5100
k 210 252 43 3300
k 211 252 14 4200
k 212 252 1 5400
k 213 252 52 3500
k 214 252 30 5900
k 216 252 13 2100
k 217 252 50 3600
k 219 252 14 3400
k 221 252 5 2200
k 222 252 1 4500
k 223 252 1 1100
k 224 252 17 1100
k 225 252 15 4900
k 226 252 244 3500
k 227 252 54 2500
k 228 252 35 2100
k 229 252 50 3000
k 230 252 8 2500
k 232 252 17 3300
k 233 252 25 1100
k 234 252 6 3600
k 236 252 27 3300
k 237 252 20 5000
k 238 252 354 1900
k 239 252 7 4800
k 240 252 27 4600
k 241 252 174 2500
k 195 253 19 2400
k 196 253 4 3600
k 197 253 4 2700
k 199 253 2 3900
k 200 253 3 4200
k 202 253 71 1900
k 203 253 6 4100
k 204 253 2 1100
k 207 253 43 3400
k 208 253 3 4500
k 209 253 3 4600
k 211 253 18 3400
k 212 253 5 3700
k 213 253 37 3900
k 214 253 3 5500
k 215 253 136 300
k 216 253 4 2100
k 217 253 12 3800
k 218 253 21 800
k 219 253 1 3700
k 220 253 1 900
k 221 253 2 1800
k 224 253 95 700
k 225 253 16 5400
k 226 253 60 3200
k 227 253 49 2400
k 228 253 2 2600
k 229 253 5 4500
k 230 253 9 3100
k 231 253 6 1700
k 233 253 29 600
k 235 253 78 500
k 236 253 90 4100
k 237 253 7 5300
k 238 253 67 2000
k 240 253 1 5200
k 241 253 17 2900
k 195 254 70 2300
k 196 254 9 3300
k 197 254 41 5000
k 198 254 22 1100
k 199 254 1 400
k 200 254 881 1800
k 201 254 220 1600
k 202 254 36 5700
k 203 254 135 3200
k 204 254 1860 3600
k 205 254 840 4000
k 206 254 922 3200
k 209 254 759 2100
k 210 254 47 1000
k 211 254 159 900
k 212 254 95 2300
k 213 254 14 300
k 214 254 23 2400
k 215 254 819 3400
k 216 254 145 2800
k 217 254 207 1400
k 218 254 157 4300
k 219 254 91 3400
k 220 254 1605 4100
k 221 254 205 2600
k 222 254 22 1100
k 223 254 140 2900
k 224 254 1041 2600
k 225 254 57 2000
k 226 254 138 400
k 227 254 34 4700
k 229 254 10 2400
k 230 254 105 2400
k 231 254 90 2700
k 232 254 20 1800
k 233 254 34 3200
k 234 254 96 1800
k 235 254 164 3900
k 236 254 539 1500
k 237 254 162 1200
k 238 254 2 5000
k 239 254 175 1800
k 240 254 364 2700
k 241 254 251 2300
k 195 255 2 3100
k 197 255 7 4600
k 200 255 6 2000
k 203 255 3 2800
k 204 255 202 4600
k 205 255 60 4500
k 206 255 115 4100
k 209 255 3 2500
k 210 255 4 2300
k 211 255 10 700
k 214 255 8 3500
k 215 255 109 3700
k 216 255 16 2700
k 217 255 5 1000
k 218 255 43 5200
k 219 255 1 3800
k 220 255 25 4400
k 221 255 34 3700
k 223 255 3 2900
k 224 255 117 3500
k 225 255 2 2000
k 227 255 26 4400
k 230 255 9 2700
k 231 255 6 3100
k 232 255 1 1800
k 233 255 5 4100
k 235 255 45 4800
k 236 255 1 1700
k 237 255 2 1400
k 239 255 6 1700
k 240 255 5 3600
k 241 255 7 2600
k 197 256 1 4200
k 198 256 1 3100
k 200 256 2 2900
k 203 256 2 2200
k 204 256 46 3800
k 205 256 31 4300
k 207 256 19 2700
k 208 256 2 2900
k 211 256 8 2900
k 213 256 14 3400
k 214 256 3 5100
k 215 256 58 3300
k 216 256 5 5500
k 217 256 4 3000
k 218 256 3 3200
k 220 256 19 3500
k 221 256 7 4300
k 224 256 17 5400
k 226 256 18 2100
k 227 256 2 3200
k 228 256 6 6100
k 229 256 68 900
k 230 256 45 500
k 231 256 1 4800
k 232 256 11 5400
k 233 256 1 3900
k 235 256 9 4200
k 236 256 42 1400
k 237 256 10 1800
k 238 256 16 2600
k 239 256 38 1200
k 241 256 1 4400
k 195 257 122 1000
k 197 257 14 3800
k 198 257 1 1900
k 199 257 5 1700
k 200 257 123 2600
k 201 257 23 2500
k 203 257 11 3400
k 204 257 162 2700
k 205 257 88 2900
k 206 257 173 2900
k 207 257 323 1100
k 208 257 22 1900
k 211 257 28 600
k 212 257 3 2200
k 213 257 54 1300
k 214 257 3 2800
k 215 257 188 2400
k 216 257 132 1600
k 217 257 98 600
k 218 257 153 2700
k 219 257 32 2100
k 220 257 281 2700
k 221 257 106 1400
k 222 257 19 1000
k 223 257 29 1700
k 224 257 228 1600
k 225 257 23 2200
k 226 257 211 1300
k 227 257 16 4000
k 228 257 43 900
k 230 257 1 3100
k 231 257 13 1400
k 232 257 47 600
k 233 257 13 3000
k 234 257 8 1200
k 235 257 86 2900
k 236 257 98 1700
k 237 257 17 2800
k 238 257 1 4500
k 239 257 201 2400
k 240 257 50 3000
k 241 257 9 2300
k 195 258 75 1800
k 196 258 19 1900
k 197 258 7 3500
k 198 258 22 500
k 199 258 7 1600
k 200 258 113 1100
k 201 258 3 2000
k 202 258 2 4300
k 203 258 54 2100
k 204 258 541 3200
k 205 258 281 3900
k 206 258 426 2600
k 207 258 150 600
k 208 258 5 1600
k 209 258 118 2000
k 210 258 30 600
k 212 258 9 1300
k 213 258 32 1000
k 214 258 27 500
k 215 258 203 2800
k 216 258 62 1700
k 217 258 75 400
k 218 258 51 3300
k 219 258 7 2700
k 220 258 54 3200
k 221 258 61 2300
k 222 258 9 1500
k 223 258 7 2500
k 224 258 231 2000
k 225 258 48 1400
k 226 258 104 700
k 227 258 22 4300
k 228 258 21 1300
k 229 258 2 1400
k 230 258 54 1400
k 231 258 27 2100
k 232 258 91 800
k 233 258 12 2900
k 234 258 2 2100
k 235 258 51 3300
k 236 258 44 1100
k 237 258 12 2200
k 239 258 34 1700
k 240 258 93 300
k 241 258 61 1300
k 195 259 6 2800
k 197 259 1 5000
k 200 259 4 2500
k 203 259 10 3400
k 204 259 222 3500
k 205 259 68 4100
k 206 259 202 2800
k 209 259 6 2900
k 210 259 8 700
k 215 259 130 3100
k 216 259 9 2700
k 217 259 4 1000
k 218 259 80 4000
k 219 259 1 2800
k 220 259 39 3100
k 221 259 12 2000
k 222 259 1 2600
k 223 259 5 3200
k 224 259 120 2200
k 225 259 6 1800
k 227 259 1 5400
k 228 259 2 1500
k 230 259 5 3300
k 231 259 5 3200
k 232 259 2 2200
k 233 259 1 3200
k 234 259 1 1500
k 235 259 23 3600
k 236 259 30 2100
k 239 259 2 2700
k 240 259 1 4600
k 241 259 15 2800
k 195 260 79 2400
k 197 260 52 3900
k 200 260 145 2100
k 201 260 2 2000
k 203 260 78 2700
k 204 260 485 3600
k 205 260 119 3800
k 206 260 710 3100
k 207 260 14 300
k 209 260 60 2500
k 210 260 105 1000
k 211 260 2 900
k 214 260 9 1900
k 215 260 289 3200
k 216 260 115 2200
k 217 260 208 900
k 218 260 33 4100
k 219 260 25 3300
k 220 260 49 3800
k 221 260 242 2200
k 222 260 6 7000
k 223 260 38 3000
k 224 260 435 2500
k 225 260 12 1700
k 226 260 6 900
k 227 260 35 4400
k 228 260 12 1800
k 229 260 1 2500
k 230 260 142 1500
k 231 260 31 2600
k 232 260 43 1400
k 233 260 16 2900
k 234 260 29 2200
k 235 260 44 3800
k 236 260 126 1300
k 237 260 38 1300
k 238 260 1 4700
k 239 260 51 1600
k 240 260 24 2400
k 241 260 313 2100
k 195 261 192 2700
k 197 261 6 4800
k 198 261 69 1300
k 200 261 40 2700
k 201 261 19 3700
k 204 261 281 4000
k 205 261 123 4700
k 206 261 156 3600
k 207 261 96 1600
k 208 261 2 3600
k 210 261 86 1500
k 211 261 63 600
k 212 261 10 1400
k 213 261 17 2100
k 215 261 220 3400
k 216 261 97 3400
k 217 261 131 1200
k 218 261 11 4500
k 220 261 21 4100
k 221 261 19 2800
k 222 261 10 1500
k 223 261 44 3500
k 224 261 129 2900
k 225 261 17 1200
k 226 261 178 1500
k 227 261 2 5300
k 228 261 1 4500
k 230 261 1 2500
k 231 261 17 3700
k 232 261 23 1900
k 233 261 20 3700
k 234 261 13 2400
k 235 261 3 4100
k 236 261 52 2200
k 237 261 88 3500
k 238 261 6 4200
k 239 261 25 3000
k 240 261 8 3300
k 241 261 25 1900
k 195 262 138 1400
k 196 262 10 3000
k 197 262 145 1900
k 198 262 47 2900
k 199 262 17 3400
k 200 262 106 3700
k 202 262 157 1900
k 203 262 36 4900
k 206 262 95 400
k 207 262 313 3300
k 208 262 19 3700
k 209 262 37 3200
k 210 262 54 2400
k 211 262 41 3500
k 212 262 26 3800
k 213 262 165 3500
k 214 262 40 3200
k 216 262 26 1600
k 217 262 136 3200
k 218 262 25 800
k 219 262 43 3200
k 220 262 49 600
k 221 262 23 1100
k 222 262 6 4600
k 224 262 267 300
k 225 262 43 3800
k 226 262 769 3000
k 227 262 74 2200
k 228 262 12 3500
k 229 262 48 2200
k 230 262 35 2700
k 231 262 15 2500
k 232 262 21 2700
k 233 262 47 600
k 234 262 29 4000
k 235 262 27 300
k 236 262 113 4100
k 237 262 136 3300
k 238 262 346 1900
k 239 262 32 4400
k 240 262 43 4500
k 241 262 293 1800
k 195 263 158 1000
k 197 263 15 2900
k 198 263 41 3200
k 199 263 55 3400
k 200 263 6 3900
k 201 263 59 5800
k 202 263 14 4700
k 204 263 124 2100
k 205 263 41 2800
k 206 263 77 1600
k 207 263 538 3100
k 208 263 9 3300
k 209 263 9 5700
k 210 263 20 1800
k 211 263 18 3200
k 212 263 10 7000
k 213 263 184 3100
k 214 263 97 3800
k 215 263 52 1700
k 217 263 117 2300
k 218 263 31 2700
k 219 263 28 2400
k 220 263 322 2300
k 221 263 7 900
k 222 263 5 4000
k 223 263 1 1900
k 224 263 34 1000
k 225 263 88 300
k 226 263 127 2800
k 227 263 10 2900
k 228 263 28 1000
k 229 263 50 4000
k 230 263 22 4500
k 232 263 58 1400
k 233 263 13 1900
k 234 263 2 3600
k 235 263 14 2300
k 236 263 111 3900
k 237 263 254 3700
k 238 263 20 4000
k 239 263 69 4900
k 240 263 3 5600
k 241 263 93 2400
k 195 264 231 1400
k 196 264 6 2400
k 197 264 22 3200
k 198 264 75 900
k 199 264 9 1300
k 200 264 285 2100
k 201 264 6 3900
k 202 264 30 4600
k 203 264 37 2600
k 204 264 704 2700
k 205 264 400 3300
k 206 264 531 2800
k 207 264 211 900
k 208 264 11 1700
k 209 264 63 2400
k 210 264 51 600
k 211 264 91 300
k 212 264 14 1000
k 213 264 54 1700
k 214 264 81 1600
k 215 264 434 2700
k 216 264 222 1800
k 218 264 181 3200
k 219 264 21 2400
k 220 264 195 2900
k 221 264 197 1700
k 222 264 7 1700
k 223 264 36 2100
k 224 264 517 2200
k 225 264 86 1600
k 226 264 126 1200
k 227 264 18 3700
k 228 264 49 1500
k 230 264 9 2300
k 231 264 116 1800
k 232 264 80 800
k 233 264 30 2900
k 234 264 21 700
k 235 264 171 3000
k 236 264 176 1800
k 237 264 46 2500
k 238 264 7 4900
k 239 264 120 2000
k 240 264 71 300
k 241 264 100 2300
k 195 265 6 2100
k 196 265 5 4500
k 197 265 246 1300
k 198 265 22 4200
k 200 265 52 3600
k 202 265 468 1000
k 203 265 60 4300
k 204 265 9 1100
k 205 265 13 1000
k 206 265 12 700
k 207 265 555 3600
k 208 265 28 4500
k 209 265 64 3400
k 210 265 3 3200
k 211 265 82 4100
k 212 265 5 5000
k 213 265 11 4300
k 214 265 21 4200
k 215 265 60 700
k 216 265 8 2400
k 217 265 86 3600
k 219 265 13 4100
k 220 265 16 500
k 221 265 45 1700
k 222 265 3 5100
k 223 265 3 1400
k 224 265 620 900
k 225 265 16 4900
k 226 265 664 3600
k 227 265 66 1500
k 228 265 5 2500
k 229 265 65 2300
k 230 265 29 2200
k 232 265 1 3100
k 233 265 83 1100
k 234 265 8 3800
k 235 265 6 1000
k 236 265 53 3800
k 237 265 16 4400
k 238 265 426 1600
k 239 265 38 3800
k 240 265 16 300
k 241 265 104 2800
k 195 266 229 1700
k 197 266 2 3500
k 198 266 18 3700
k 199 266 89 4000
k 200 266 10 4800
k 202 266 6 4800
k 204 266 165 2800
k 205 266 78 3400
k 206 266 101 2200
k 207 266 64 3800
k 208 266 15 4600
k 210 266 78 2100
k 211 266 12 2900
k 212 266 6 3600
k 213 266 81 4200
k 215 266 102 2500
k 216 266 102 2100
k 217 266 55 2800
k 218 266 89 3200
k 220 266 35 3100
k 221 266 60 2000
k 222 266 2 3400
k 223 266 4 2500
k 224 266 71 1600
k 225 266 6 5200
k 226 266 92 3200
k 227 266 1 4100
k 228 266 46 1300
k 231 266 62 2500
k 232 266 50 1500
k 233 266 16 2700
k 234 266 13 3400
k 235 266 10 3300
k 236 266 66 4000
k 237 266 42 4300
k 238 266 6 4800
k 239 266 19 4600
k 240 266 6 5000
k 241 266 5 2900
k 195 267 8 1800
k 196 267 1 5500
k 197 267 145 1800
k 198 267 12 3800
k 199 267 2 3000
k 200 267 62 4100
k 202 267 397 1400
k 203 267 7 3900
k 204 267 3 400
k 205 267 9 500
k 206 267 10 600
