c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 315 200
c
c origin destination demand
a 2 7 10 43 28509
a 2 5 93 68 11296
a 2 13 16 54 44646
a 2 17 34 110 15600
a 3 4 100 10631 53790
a 3 14 45 92 38729
a 3 13 39 165 21516
a 3 2 13 143 41419
a 3 18 42 142 26358
a 3 11 44 112 29585
a 3 17 72 35 37653
a 3 1 43 140 51639
a 3 9 57 136 36040
a 3 15 75 39 10758
a 3 0 89 48 24206
a 3 10 71 66 42495
a 3 6 48 44 11296
a 3 7 37 90 30661
a 3 19 27 85 28509
a 3 16 75 123 30123
a 4 5 100 10631 53790
a 4 0 33 140 47336
a 4 1 72 70 38191
a 4 7 10 147 20441
a 4 10 58 103 50563
a 4 6 79 114 45722
a 4 8 75 138 18289
a 4 14 26 147 35502
a 4 18 94 22 37653
a 4 17 58 26 25820
a 4 12 48 98 28509
a 4 2 41 28 32812
a 4 11 56 175 24206
a 4 9 83 142 40881
a 5 6 100 10631 53790
a 5 7 81 70 23668
a 5 17 42 59 32274
a 5 14 18 87 47874
a 5 16 79 48 51101
a 5 2 55 92 11834
a 5 12 31 180 16137
a 5 13 73 101 47874
a 5 3 66 59 9683
a 5 11 41 136 36040
a 5 8 13 143 13986
a 5 18 95 35 7531
a 5 10 15 90 52715
a 6 7 100 10631 53790
a 6 12 34 79 41957
a 6 15 47 182 15600
a 6 10 80 50 32274
a 6 11 98 21 20979
a 6 17 86 154 31199
a 6 4 29 54 53253
a 6 18 36 30 22054
a 6 2 88 35 49487
a 6 5 34 136 20979
a 6 16 24 85 5917
a 6 14 59 28 41957
a 6 3 28 156 6993
a 6 19 73 101 13448
a 7 8 100 10631 53790
a 7 14 56 88 40881
a 7 1 69 59 44646
a 7 19 58 145 17751
a 7 15 37 145 20979
a 7 3 19 57 46260
a 7 2 82 57 52177
a 7 10 64 70 12372
a 7 5 86 74 27433
a 7 9 97 175 5917
a 7 17 55 33 24206
a 7 11 53 30 31737
a 7 6 21 26 12910
a 7 0 55 156 19903
a 8 9 100 10631 53790
a 8 5 64 63 17213
a 8 15 62 149 48949
a 8 19 79 55 44108
a 8 18 26 116 38191
a 8 12 29 50 27971
a 8 7 88 149 5379
a 8 1 74 136 49487
a 8 3 91 30 27433
a 8 6 64 153 48949
a 8 4 88 30 10221
a 8 10 16 87 15600
a 8 2 80 59 29047
a 8 13 99 143 14524
a 8 11 72 176 15062
a 8 14 70 50 33888
a 8 17 63 142 38191
a 9 10 100 10631 53790
a 9 3 32 24 21516
a 9 0 35 110 36578
a 9 16 37 50 37653
a 9 15 25 109 43570
a 9 5 36 165 20441
a 9 12 10 19 29047
a 9 14 59 132 34426
a 9 18 88 99 15062
a 9 4 24 169 51101
a 9 11 38 94 40881
a 9 7 24 109 18827
a 9 2 58 22 30661
a 9 17 19 173 49487
a 9 19 25 125 44108
a 10 11 100 10631 53790
a 10 1 91 158 33888
a 10 8 70 164 10758
a 10 0 82 19 12372
a 10 7 14 99 27971
a 10 12 57 114 32274
a 10 14 61 96 6455
a 10 13 79 88 25820
a 10 6 76 101 22592
a 10 19 15 151 27971
a 10 5 78 164 47874
a 10 4 47 178 47336
a 10 9 70 142 36040
a 10 17 59 173 38191
a 10 16 88 178 27433
a 10 15 65 68 10221
a 10 2 79 52 26895
a 11 12 100 10631 53790
a 11 8 60 83 15062
a 11 14 19 109 28509
a 11 9 10 92 11834
a 11 15 41 103 49487
a 11 16 41 74 42495
a 11 6 35 134 12372
a 11 18 58 167 20979
a 11 19 16 127 38729
a 11 1 52 24 28509
a 11 13 88 112 28509
a 11 5 58 41 13448
a 11 17 66 57 17751
a 12 13 100 10631 53790
a 12 16 56 46 26358
a 12 8 18 35 27433
a 12 4 45 98 22054
a 12 19 29 178 12910
a 12 5 49 35 39267
a 12 15 87 44 15062
a 12 2 26 22 5379
a 12 11 72 129 24744
a 12 17 90 103 42495
a 12 1 65 66 51639
a 12 10 24 154 43032
a 12 6 45 103 47336
a 12 18 33 156 10221
a 12 9 30 154 18827
a 12 3 33 41 29047
a 12 14 66 112 31199
a 13 14 100 10631 53790
a 13 2 93 107 12910
a 13 19 49 132 37653
a 13 6 90 55 15600
a 13 1 81 54 44108
a 13 8 26 114 25282
a 13 16 83 145 29585
a 13 10 99 142 22592
a 13 17 63 162 31199
a 13 0 25 43 32812
a 13 3 55 142 13986
a 13 15 33 127 32812
a 13 4 77 160 28509
a 13 5 12 136 7531
a 13 18 10 125 52177
a 13 12 97 52 19903
a 13 9 53 98 15062
a 13 7 50 176 53253
a 14 15 100 10631 53790
a 14 2 64 44 8069
a 14 9 13 54 38191
a 14 10 97 57 35502
a 14 8 72 149 23130
a 14 19 72 176 20979
a 14 1 72 149 47874
a 14 16 10 46 37116
a 14 6 90 65 30123
a 14 18 72 94 14524
a 14 4 25 22 31199
a 14 5 86 103 52715
a 14 12 59 26 51639
a 14 7 20 21 5379
a 14 0 79 68 36040
a 14 11 59 85 11296
a 14 13 89 50 44108
a 15 16 100 10631 53790
a 15 14 39 147 36578
a 15 7 30 131 23668
a 15 18 42 37 27971
a 15 0 18 66 38191
a 15 8 64 74 14524
a 15 2 34 129 18289
a 15 9 43 164 48411
a 15 1 29 167 15600
a 15 5 79 46 9145
a 15 10 56 151 43570
a 15 19 55 164 22054
a 15 13 23 66 34964
a 16 17 100 10631 53790
a 16 8 84 175 22054
a 16 9 78 46 29585
a 16 2 33 147 25282
a 16 11 78 72 47874
a 16 14 72 54 25820
a 16 12 30 74 30123
a 16 6 40 77 8607
a 16 1 54 37 11296
a 16 15 80 127 37653
a 16 0 28 68 23130
a 16 5 79 28 18827
a 16 18 31 116 17213
a 16 4 61 167 32274
a 17 18 100 10631 53790
a 17 8 42 98 18827
a 17 13 86 173 36578
a 17 12 35 143 41419
a 17 15 26 79 37653
a 17 16 45 21 51639
a 17 6 75 114 38191
a 17 11 27 85 30123
a 17 2 41 57 25282
a 17 7 44 110 8607
a 17 19 46 22 9683
a 17 14 81 167 7531
a 17 0 21 61 24744
a 17 9 88 147 20979
a 17 3 39 127 52177
a 17 1 90 54 49487
a 17 5 18 74 34964
a 17 10 65 173 23668
a 17 4 34 68 42495
a 18 19 100 10631 53790
a 18 8 83 61 13448
a 18 11 96 26 19903
a 18 14 89 48 35502
a 18 3 94 145 27971
a 18 0 76 74 14524
a 18 16 55 39 42495
a 18 15 34 114 31737
a 18 2 71 46 8607
a 18 17 51 112 26358
a 18 5 54 145 18289
a 18 7 22 171 16675
a 18 4 64 57 43570
a 18 9 46 107 51101
a 18 13 33 142 13986
a 19 0 100 10631 53790
a 19 18 97 77 25820
a 19 11 48 85 39267
a 19 4 41 116 31737
a 19 3 73 77 22592
a 19 17 70 154 16137
a 19 12 37 63 11296
a 19 13 77 145 17751
a 19 10 98 46 30661
a 19 6 52 109 23668
a 19 7 79 94 7531
a 19 2 52 39 29047
a 19 5 58 123 13448
a 19 9 73 22 44646
a 19 8 86 129 8607
a 19 16 67 120 41419
a 19 15 19 68 33350
a 19 14 25 114 44646
