c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 30 520 400
c
c origin destination demand
a 11 21 8 382 383
a 12 4 9 220 593
a 12 25 9 444 188
a 12 16 8 319 506
a 12 19 3 276 622
a 12 22 8 682 651
a 12 2 1 211 398
a 12 26 9 453 607
a 12 8 9 192 224
a 12 24 1 615 145
a 12 7 6 453 716
a 12 5 5 447 513
a 12 15 8 161 665
a 12 6 4 440 347
a 12 23 8 678 694
a 13 23 3 715 456
a 13 15 3 663 615
a 13 16 1 182 492
a 13 7 1 682 542
a 13 5 3 430 615
a 13 14 8 471 131
a 13 9 5 411 340
a 13 18 8 361 528
a 13 28 8 512 253
a 13 1 1 320 289
a 13 24 1 189 513
a 13 3 5 498 102
a 13 22 6 387 564
a 13 8 4 342 456
a 13 29 1 355 398
a 13 0 3 298 492
a 13 17 5 525 174
a 13 11 6 173 665
a 13 26 8 477 376
a 13 12 3 709 80
a 14 18 3 376 333
a 14 25 7 285 232
a 14 15 4 147 217
a 14 9 2 646 716
a 14 20 1 295 239
a 14 17 2 720 687
a 14 13 1 665 448
a 14 27 2 276 492
a 14 24 1 268 333
a 14 12 3 404 174
a 14 28 5 370 492
a 14 1 7 488 318
a 14 3 5 618 333
a 14 8 5 170 622
a 14 26 5 458 528
a 14 22 5 598 333
a 14 29 5 447 123
a 14 23 3 430 362
a 14 0 8 364 441
a 15 20 6 450 196
a 15 29 5 710 615
a 15 10 1 703 694
a 15 22 6 713 210
a 15 23 9 690 109
a 15 16 7 186 246
a 15 5 9 653 434
a 15 12 1 690 463
a 15 1 2 647 289
a 15 13 8 196 694
a 15 11 9 395 412
a 15 17 2 547 578
a 15 2 7 661 680
a 15 0 7 455 420
a 15 9 8 468 102
a 16 14 3 272 644
a 16 8 8 481 434
a 16 24 8 434 282
a 16 22 4 517 318
a 16 11 8 709 232
a 16 6 4 236 665
a 16 26 3 368 340
a 16 17 7 592 326
a 16 4 3 493 203
a 16 27 9 665 167
a 16 5 4 636 607
a 16 12 2 411 636
a 16 20 5 725 355
a 16 15 1 420 210
a 16 25 2 674 716
a 16 2 3 420 333
a 16 9 2 655 521
a 16 13 8 577 333
a 17 29 4 655 289
a 17 11 2 515 311
a 17 12 5 347 239
a 17 8 5 218 600
a 17 6 3 544 289
a 17 28 7 567 268
a 17 23 2 634 492
a 17 22 8 560 470
a 17 21 6 271 535
a 17 2 8 398 131
a 17 13 3 611 232
a 17 10 5 266 636
a 17 19 8 666 217
a 17 20 6 725 528
a 17 9 2 488 665
a 17 3 5 729 203
a 17 14 8 269 586
a 17 27 8 345 87
a 17 1 7 310 557
a 17 25 5 650 253
a 17 5 3 707 116
a 18 28 5 347 131
a 18 10 7 523 405
a 18 6 9 460 131
a 18 21 3 237 289
a 18 17 8 208 398
a 18 22 4 215 535
a 18 26 9 593 622
a 18 23 8 459 629
a 18 14 3 631 398
a 18 8 9 198 651
a 18 24 5 357 188
a 18 20 8 198 347
a 18 5 6 453 217
a 18 27 1 479 123
a 18 2 4 696 499
a 18 16 7 639 477
a 18 9 6 675 203
a 19 5 9 453 217
a 19 13 6 617 434
a 19 16 7 241 80
a 19 17 5 614 477
a 19 10 8 393 456
a 19 11 6 326 607
a 19 23 2 455 701
a 19 25 6 224 456
a 19 6 4 234 636
a 19 1 8 252 116
a 19 12 4 293 311
a 19 26 3 447 347
a 19 28 9 217 427
a 19 21 9 491 333
a 19 7 1 203 289
a 20 1 2 618 188
a 20 24 2 274 116
a 20 8 9 487 571
a 20 28 6 567 253
a 20 23 9 494 246
a 20 2 9 456 333
a 20 29 2 154 347
a 20 14 2 571 694
a 20 25 6 536 318
a 20 15 1 189 261
a 20 16 1 385 232
a 20 0 1 409 123
a 20 4 2 639 224
a 20 19 3 366 420
a 20 5 6 209 615
a 20 9 5 274 109
a 20 26 9 662 174
a 20 12 7 341 622
a 20 7 1 173 159
a 21 15 9 663 571
a 21 26 8 604 109
a 21 2 8 621 477
a 21 23 2 155 644
a 21 1 4 231 333
a 21 10 9 425 340
a 21 12 5 281 672
a 21 4 6 710 261
a 21 7 8 182 391
a 21 19 9 643 282
a 21 29 9 696 102
a 21 3 2 519 680
a 21 17 4 370 701
a 21 20 9 621 181
a 21 13 6 656 333
a 21 5 1 693 123
a 21 9 5 481 680
a 21 16 3 519 282
a 21 11 5 482 521
a 21 24 5 463 420
a 21 8 1 271 701
a 22 23 8 335 275
a 22 2 1 684 716
a 22 16 8 294 542
a 22 10 9 164 593
a 22 8 8 542 318
a 22 0 4 706 253
a 22 24 7 566 485
a 22 19 1 681 80
a 22 12 6 358 383
a 22 27 8 726 434
a 22 21 3 548 304
a 22 9 4 203 398
a 22 28 5 545 102
a 23 13 9 614 441
a 23 25 1 658 535
a 23 22 3 335 210
a 23 18 2 249 513
a 23 0 7 571 557
a 23 17 1 336 239
a 23 9 8 719 232
a 23 12 8 290 672
a 23 28 1 650 694
a 23 14 5 395 80
a 23 27 5 519 557
a 23 21 3 373 289
a 23 20 8 183 239
a 23 2 7 201 87
a 23 5 7 259 427
a 23 3 8 274 564
a 23 26 3 539 593
a 24 1 5 186 716
a 24 13 7 166 434
a 24 14 6 179 174
a 24 11 9 566 709
a 24 15 1 652 326
a 24 20 7 288 239
a 24 5 8 570 87
a 24 17 1 460 123
a 24 23 8 532 347
a 24 25 6 323 658
a 24 9 5 366 355
a 24 6 3 298 571
a 24 8 9 434 347
a 24 12 3 567 564
a 24 27 5 450 73
a 24 19 6 446 174
a 24 29 1 481 398
a 24 2 4 490 499
a 24 4 5 618 282
a 24 7 4 373 318
a 25 22 8 564 701
a 25 28 5 573 174
a 25 17 6 317 123
a 25 21 4 550 550
a 25 10 8 487 470
a 25 0 1 729 196
a 25 11 3 458 550
a 25 7 3 685 593
a 25 2 1 497 434
a 25 24 3 440 383
a 25 6 1 589 578
a 25 20 1 723 362
a 25 3 3 463 427
a 25 15 4 472 600
a 25 12 5 335 521
a 25 1 2 249 275
a 25 27 8 341 586
a 25 5 6 367 694
a 26 14 9 576 412
a 26 1 4 639 535
a 26 2 8 477 369
a 26 19 8 199 636
a 26 20 4 536 622
a 26 24 3 458 528
a 26 3 5 440 571
a 26 25 4 490 456
a 26 15 1 604 615
a 26 17 8 431 405
a 26 5 7 558 528
a 26 29 9 462 571
a 26 23 4 423 224
a 26 27 6 164 282
a 26 13 3 399 167
a 26 7 8 653 275
a 26 11 9 322 636
a 26 18 8 230 528
a 26 9 7 331 615
a 27 25 4 290 246
a 27 18 2 599 550
a 27 17 6 420 261
a 27 16 2 215 261
a 27 22 4 431 376
a 27 5 1 538 398
a 27 29 6 642 239
a 27 0 1 668 217
a 27 1 7 171 513
a 27 12 7 479 709
a 27 8 5 706 383
a 27 4 6 726 152
a 27 9 5 344 485
a 27 3 8 650 217
a 27 13 5 282 282
a 27 7 6 531 694
a 28 19 5 498 73
a 28 27 4 515 340
a 28 7 6 634 311
a 28 0 6 436 672
a 28 4 8 167 542
a 28 14 1 414 550
a 28 11 5 203 571
a 28 25 4 677 535
a 28 26 7 180 369
a 28 16 9 225 521
a 28 17 3 576 542
a 28 23 2 345 658
a 28 10 4 255 261
a 28 15 2 469 203
a 28 8 5 385 521
a 28 9 9 450 246
a 29 9 4 279 138
a 29 3 1 379 80
a 29 14 2 555 716
a 29 7 9 423 224
a 29 22 9 252 224
a 29 2 6 212 333
a 29 0 9 411 297
a 29 28 9 726 615
a 29 4 8 658 109
a 29 18 8 427 210
a 29 26 1 481 499
a 29 25 3 725 246
a 29 8 1 171 232
a 29 12 4 393 506
a 29 27 9 399 246
a 29 17 2 393 369
a 29 1 7 333 261
