c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 315 200
c
c origin destination demand
a 2 7 10 43 57018
a 2 5 93 68 22592
a 2 13 16 54 89292
a 2 17 34 110 31199
a 3 4 100 10631 107580
a 3 14 45 92 77458
a 3 13 39 165 43032
a 3 2 13 143 82837
a 3 18 42 142 52715
a 3 11 44 112 59169
a 3 17 72 35 75306
a 3 1 43 140 103277
a 3 9 57 136 72079
a 3 15 75 39 21516
a 3 0 89 48 48411
a 3 10 71 66 84989
a 3 6 48 44 22592
a 3 7 37 90 61321
a 3 19 27 85 57018
a 3 16 75 123 60245
a 4 5 100 10631 107580
a 4 0 33 140 94671
a 4 1 72 70 76382
a 4 7 10 147 40881
a 4 10 58 103 101126
a 4 6 79 114 91443
a 4 8 75 138 36578
a 4 14 26 147 71003
a 4 18 94 22 75306
a 4 17 58 26 51639
a 4 12 48 98 57018
a 4 2 41 28 65624
a 4 11 56 175 48411
a 4 9 83 142 81761
a 5 6 100 10631 107580
a 5 7 81 70 47336
a 5 17 42 59 64548
a 5 14 18 87 95747
a 5 16 79 48 102201
a 5 2 55 92 23668
a 5 12 31 180 32274
a 5 13 73 101 95747
a 5 3 66 59 19365
a 5 11 41 136 72079
a 5 8 13 143 27971
a 5 18 95 35 15062
a 5 10 15 90 105429
a 6 7 100 10631 107580
a 6 12 34 79 83913
a 6 15 47 182 31199
a 6 10 80 50 64548
a 6 11 98 21 41957
a 6 17 86 154 62397
a 6 4 29 54 106505
a 6 18 36 30 44108
a 6 2 88 35 98974
a 6 5 34 136 41957
a 6 16 24 85 11834
a 6 14 59 28 83913
a 6 3 28 156 13986
a 6 19 73 101 26895
a 7 8 100 10631 107580
a 7 14 56 88 81761
a 7 1 69 59 89292
a 7 19 58 145 35502
a 7 15 37 145 41957
a 7 3 19 57 92519
a 7 2 82 57 104353
a 7 10 64 70 24744
a 7 5 86 74 54866
a 7 9 97 175 11834
a 7 17 55 33 48411
a 7 11 53 30 63473
a 7 6 21 26 25820
a 7 0 55 156 39805
a 8 9 100 10631 107580
a 8 5 64 63 34426
a 8 15 62 149 97898
a 8 19 79 55 88216
a 8 18 26 116 76382
a 8 12 29 50 55942
a 8 7 88 149 10758
a 8 1 74 136 98974
a 8 3 91 30 54866
a 8 6 64 153 97898
a 8 4 88 30 20441
a 8 10 16 87 31199
a 8 2 80 59 58094
a 8 13 99 143 29047
a 8 11 72 176 30123
a 8 14 70 50 67776
a 8 17 63 142 76382
a 9 10 100 10631 107580
a 9 3 32 24 43032
a 9 0 35 110 73155
a 9 16 37 50 75306
a 9 15 25 109 87140
a 9 5 36 165 40881
a 9 12 10 19 58094
a 9 14 59 132 68852
a 9 18 88 99 30123
a 9 4 24 169 102201
a 9 11 38 94 81761
a 9 7 24 109 37653
a 9 2 58 22 61321
a 9 17 19 173 98974
a 9 19 25 125 88216
a 10 11 100 10631 107580
a 10 1 91 158 67776
a 10 8 70 164 21516
a 10 0 82 19 24744
a 10 7 14 99 55942
a 10 12 57 114 64548
a 10 14 61 96 12910
a 10 13 79 88 51639
a 10 6 76 101 45184
a 10 19 15 151 55942
a 10 5 78 164 95747
a 10 4 47 178 94671
a 10 9 70 142 72079
a 10 17 59 173 76382
a 10 16 88 178 54866
a 10 15 65 68 20441
a 10 2 79 52 53790
a 11 12 100 10631 107580
a 11 8 60 83 30123
a 11 14 19 109 57018
a 11 9 10 92 23668
a 11 15 41 103 98974
a 11 16 41 74 84989
a 11 6 35 134 24744
a 11 18 58 167 41957
a 11 19 16 127 77458
a 11 1 52 24 57018
a 11 13 88 112 57018
a 11 5 58 41 26895
a 11 17 66 57 35502
a 12 13 100 10631 107580
a 12 16 56 46 52715
a 12 8 18 35 54866
a 12 4 45 98 44108
a 12 19 29 178 25820
a 12 5 49 35 78534
a 12 15 87 44 30123
a 12 2 26 22 10758
a 12 11 72 129 49487
a 12 17 90 103 84989
a 12 1 65 66 103277
a 12 10 24 154 86064
a 12 6 45 103 94671
a 12 18 33 156 20441
a 12 9 30 154 37653
a 12 3 33 41 58094
a 12 14 66 112 62397
a 13 14 100 10631 107580
a 13 2 93 107 25820
a 13 19 49 132 75306
a 13 6 90 55 31199
a 13 1 81 54 88216
a 13 8 26 114 50563
a 13 16 83 145 59169
a 13 10 99 142 45184
a 13 17 63 162 62397
a 13 0 25 43 65624
a 13 3 55 142 27971
a 13 15 33 127 65624
a 13 4 77 160 57018
a 13 5 12 136 15062
a 13 18 10 125 104353
a 13 12 97 52 39805
a 13 9 53 98 30123
a 13 7 50 176 106505
a 14 15 100 10631 107580
a 14 2 64 44 16137
a 14 9 13 54 76382
a 14 10 97 57 71003
a 14 8 72 149 46260
a 14 19 72 176 41957
a 14 1 72 149 95747
a 14 16 10 46 74231
a 14 6 90 65 60245
a 14 18 72 94 29047
a 14 4 25 22 62397
a 14 5 86 103 105429
a 14 12 59 26 103277
a 14 7 20 21 10758
a 14 0 79 68 72079
a 14 11 59 85 22592
a 14 13 89 50 88216
a 15 16 100 10631 107580
a 15 14 39 147 73155
a 15 7 30 131 47336
a 15 18 42 37 55942
a 15 0 18 66 76382
a 15 8 64 74 29047
a 15 2 34 129 36578
a 15 9 43 164 96822
a 15 1 29 167 31199
a 15 5 79 46 18289
a 15 10 56 151 87140
a 15 19 55 164 44108
a 15 13 23 66 69927
a 16 17 100 10631 107580
a 16 8 84 175 44108
a 16 9 78 46 59169
a 16 2 33 147 50563
a 16 11 78 72 95747
a 16 14 72 54 51639
a 16 12 30 74 60245
a 16 6 40 77 17213
a 16 1 54 37 22592
a 16 15 80 127 75306
a 16 0 28 68 46260
a 16 5 79 28 37653
a 16 18 31 116 34426
a 16 4 61 167 64548
a 17 18 100 10631 107580
a 17 8 42 98 37653
a 17 13 86 173 73155
a 17 12 35 143 82837
a 17 15 26 79 75306
a 17 16 45 21 103277
a 17 6 75 114 76382
a 17 11 27 85 60245
a 17 2 41 57 50563
a 17 7 44 110 17213
a 17 19 46 22 19365
a 17 14 81 167 15062
a 17 0 21 61 49487
a 17 9 88 147 41957
a 17 3 39 127 104353
a 17 1 90 54 98974
a 17 5 18 74 69927
a 17 10 65 173 47336
a 17 4 34 68 84989
a 18 19 100 10631 107580
a 18 8 83 61 26895
a 18 11 96 26 39805
a 18 14 89 48 71003
a 18 3 94 145 55942
a 18 0 76 74 29047
a 18 16 55 39 84989
a 18 15 34 114 63473
a 18 2 71 46 17213
a 18 17 51 112 52715
a 18 5 54 145 36578
a 18 7 22 171 33350
a 18 4 64 57 87140
a 18 9 46 107 102201
a 18 13 33 142 27971
a 19 0 100 10631 107580
a 19 18 97 77 51639
a 19 11 48 85 78534
a 19 4 41 116 63473
a 19 3 73 77 45184
a 19 17 70 154 32274
a 19 12 37 63 22592
a 19 13 77 145 35502
a 19 10 98 46 61321
a 19 6 52 109 47336
a 19 7 79 94 15062
a 19 2 52 39 58094
a 19 5 58 123 26895
a 19 9 73 22 89292
a 19 8 86 129 17213
a 19 16 67 120 82837
a 19 15 19 68 66700
a 19 14 25 114 89292
