c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 315 200
c
c origin destination demand
a 2 12 72 910 1507
a 2 7 10 338 5702
a 2 5 93 543 2260
a 2 13 16 426 8930
a 2 17 34 880 3120
a 3 4 100 10631 10758
a 3 14 45 734 7746
a 3 13 39 1320 4304
a 3 2 13 1144 8284
a 3 18 42 1130 5272
a 3 11 44 895 5917
a 3 17 72 279 7531
a 3 1 43 1115 10328
a 3 9 57 1086 7208
a 3 15 75 308 2152
a 3 0 89 382 4842
a 3 10 71 528 8499
a 3 6 48 352 2260
a 3 7 37 719 6133
a 3 19 27 675 5702
a 3 16 75 983 6025
a 4 5 100 10631 10758
a 4 0 33 1115 9468
a 4 1 72 558 7639
a 4 7 10 1174 4089
a 4 10 58 822 10113
a 4 6 79 910 9145
a 4 8 75 1100 3658
a 4 14 26 1174 7101
a 4 18 94 176 7531
a 4 17 58 206 5164
a 4 12 48 778 5702
a 4 2 41 220 6563
a 4 11 56 1394 4842
a 4 9 83 1130 8177
a 5 6 100 10631 10758
a 5 7 81 558 4734
a 5 17 42 470 6455
a 5 14 18 690 9575
a 5 16 79 382 10221
a 5 2 55 734 2367
a 5 12 31 1438 3228
a 5 13 73 807 9575
a 5 3 66 470 1937
a 5 11 41 1086 7208
a 5 8 13 1144 2798
a 5 18 95 279 1507
a 5 10 15 719 10543
a 6 7 100 10631 10758
a 6 12 34 631 8392
a 6 15 47 1452 3120
a 6 10 80 396 6455
a 6 11 98 162 4196
a 6 17 86 1232 6240
a 6 4 29 426 10651
a 6 18 36 235 4411
a 6 2 88 279 9898
a 6 5 34 1086 4196
a 6 16 24 675 1184
a 6 14 59 220 8392
a 6 3 28 1247 1399
a 6 19 73 807 2690
a 7 8 100 10631 10758
a 7 14 56 704 8177
a 7 1 69 470 8930
a 7 19 58 1159 3551
a 7 15 37 1159 4196
a 7 3 19 455 9252
a 7 2 82 455 10436
a 7 10 64 558 2475
a 7 5 86 587 5487
a 7 9 97 1394 1184
a 7 17 55 264 4842
a 7 11 53 235 6348
a 7 6 21 206 2582
a 7 0 55 1247 3981
a 8 9 100 10631 10758
a 8 5 64 499 3443
a 8 15 62 1188 9790
a 8 19 79 440 8822
a 8 18 26 924 7639
a 8 12 29 396 5595
a 8 7 88 1188 1076
a 8 1 74 1086 9898
a 8 3 91 235 5487
a 8 6 64 1218 9790
a 8 4 88 235 2045
a 8 10 16 690 3120
a 8 2 80 470 5810
a 8 13 99 1144 2905
a 8 11 72 1408 3013
a 8 14 70 396 6778
a 8 17 63 1130 7639
a 9 10 100 10631 10758
a 9 3 32 191 4304
a 9 0 35 880 7316
a 9 16 37 396 7531
a 9 15 25 866 8714
a 9 5 36 1320 4089
a 9 12 10 147 5810
a 9 14 59 1056 6886
a 9 18 88 792 3013
a 9 4 24 1350 10221
a 9 11 38 748 8177
a 9 7 24 866 3766
a 9 2 58 176 6133
a 9 17 19 1379 9898
a 9 19 25 998 8822
a 10 11 100 10631 10758
a 10 1 91 1262 6778
a 10 8 70 1306 2152
a 10 0 82 147 2475
a 10 7 14 792 5595
a 10 12 57 910 6455
a 10 14 61 763 1291
a 10 13 79 704 5164
a 10 6 76 807 4519
a 10 19 15 1203 5595
a 10 5 78 1306 9575
a 10 4 47 1423 9468
a 10 9 70 1130 7208
a 10 17 59 1379 7639
a 10 16 88 1423 5487
a 10 15 65 543 2045
a 10 2 79 411 5379
a 11 12 100 10631 10758
a 11 8 60 660 3013
a 11 14 19 866 5702
a 11 9 10 734 2367
a 11 15 41 822 9898
a 11 16 41 587 8499
a 11 6 35 1071 2475
a 11 18 58 1335 4196
a 11 19 16 1012 7746
a 11 1 52 191 5702
a 11 13 88 895 5702
a 11 5 58 323 2690
a 11 17 66 455 3551
a 12 13 100 10631 10758
a 12 16 56 367 5272
a 12 8 18 279 5487
a 12 4 45 778 4411
a 12 19 29 1423 2582
a 12 5 49 279 7854
a 12 15 87 352 3013
a 12 2 26 176 1076
a 12 11 72 1027 4949
a 12 17 90 822 8499
a 12 1 65 528 10328
a 12 10 24 1232 8607
a 12 6 45 822 9468
a 12 18 33 1247 2045
a 12 9 30 1232 3766
a 12 3 33 323 5810
a 12 14 66 895 6240
a 13 14 100 10631 10758
a 13 2 93 851 2582
a 13 19 49 1056 7531
a 13 6 90 440 3120
a 13 1 81 426 8822
a 13 8 26 910 5057
a 13 16 83 1159 5917
a 13 10 99 1130 4519
a 13 17 63 1291 6240
a 13 0 25 338 6563
a 13 3 55 1130 2798
a 13 15 33 1012 6563
a 13 4 77 1276 5702
a 13 5 12 1086 1507
a 13 18 10 998 10436
a 13 12 97 411 3981
a 13 9 53 778 3013
a 13 7 50 1408 10651
a 14 15 100 10631 10758
a 14 2 64 352 1614
a 14 9 13 426 7639
a 14 10 97 455 7101
a 14 8 72 1188 4626
a 14 19 72 1408 4196
a 14 1 72 1188 9575
a 14 16 10 367 7424
a 14 6 90 514 6025
a 14 18 72 748 2905
a 14 4 25 176 6240
a 14 5 86 822 10543
a 14 12 59 206 10328
a 14 7 20 162 1076
a 14 0 79 543 7208
a 14 11 59 675 2260
a 14 13 89 396 8822
a 15 16 100 10631 10758
a 15 14 39 1174 7316
a 15 7 30 1042 4734
a 15 18 42 294 5595
a 15 0 18 528 7639
a 15 8 64 587 2905
a 15 2 34 1027 3658
a 15 9 43 1306 9683
a 15 1 29 1335 3120
a 15 5 79 367 1829
a 15 10 56 1203 8714
a 15 19 55 1306 4411
a 15 13 23 528 6993
a 16 17 100 10631 10758
a 16 8 84 1394 4411
a 16 9 78 367 5917
a 16 2 33 1174 5057
a 16 11 78 572 9575
a 16 14 72 426 5164
a 16 12 30 587 6025
a 16 6 40 616 1722
a 16 1 54 294 2260
a 16 15 80 1012 7531
a 16 0 28 543 4626
a 16 5 79 220 3766
a 16 18 31 924 3443
a 16 4 61 1335 6455
a 17 18 100 10631 10758
a 17 8 42 778 3766
a 17 13 86 1379 7316
a 17 12 35 1144 8284
a 17 15 26 631 7531
a 17 16 45 162 10328
a 17 6 75 910 7639
a 17 11 27 675 6025
a 17 2 41 455 5057
a 17 7 44 880 1722
a 17 19 46 176 1937
a 17 14 81 1335 1507
a 17 0 21 484 4949
a 17 9 88 1174 4196
a 17 3 39 1012 10436
a 17 1 90 426 9898
a 17 5 18 587 6993
a 17 10 65 1379 4734
a 17 4 34 543 8499
a 18 19 100 10631 10758
a 18 8 83 484 2690
a 18 11 96 206 3981
a 18 14 89 382 7101
a 18 3 94 1159 5595
a 18 0 76 587 2905
a 18 16 55 308 8499
a 18 15 34 910 6348
a 18 2 71 367 1722
a 18 17 51 895 5272
a 18 5 54 1159 3658
a 18 7 22 1364 3335
a 18 4 64 455 8714
a 18 9 46 851 10221
a 18 13 33 1130 2798
a 19 0 100 10631 10758
a 19 18 97 616 5164
a 19 11 48 675 7854
a 19 4 41 924 6348
a 19 3 73 616 4519
a 19 17 70 1232 3228
a 19 12 37 499 2260
a 19 13 77 1159 3551
a 19 10 98 367 6133
a 19 6 52 866 4734
a 19 7 79 748 1507
a 19 2 52 308 5810
a 19 5 58 983 2690
a 19 9 73 176 8930
a 19 8 86 1027 1722
a 19 16 67 954 8284
a 19 15 19 543 6670
a 19 14 25 910 8930
