c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 228 200
c
c origin destination demand
k 7 14 55
k 18 7 54
k 0 19 63
k 3 6 32
k 0 16 26
k 18 4 18
k 17 13 22
k 9 14 38
k 4 14 57
k 9 2 21
k 0 1 37
k 16 0 41
k 0 4 29
k 19 17 46
k 1 0 33
k 8 10 26
k 9 3 49
k 18 0 49
k 2 9 20
k 6 8 33
k 3 0 68
k 9 6 32
k 6 9 54
k 18 19 61
k 18 13 60
k 18 12 36
k 5 10 22
k 5 18 40
k 0 3 32
k 10 6 36
k 19 13 31
k 8 6 36
k 8 14 74
k 0 12 27
k 1 8 31
k 9 17 58
k 3 19 21
k 17 19 15
k 13 11 74
k 14 5 15
k 1 17 36
k 16 8 31
k 3 14 48
k 16 6 22
k 11 7 41
k 10 12 15
k 9 13 67
k 19 2 72
k 4 18 63
k 6 16 35
k 11 16 30
k 14 8 42
k 14 16 48
k 12 9 48
c
c source target cost capacity fixed
a 0 4 6 638 905
a 0 15 6 501 856
a 0 13 1 855 367
a 0 14 6 244 2420
a 0 3 5 249 1174
a 0 18 2 867 2029
a 0 2 2 722 1149
a 0 11 1 218 1296
a 0 10 2 638 318
a 0 8 5 767 1907
a 0 12 1 552 1907
a 1 5 8 533 880
a 1 4 2 177 1345
a 1 7 1 445 1491
a 1 2 9 552 2151
a 1 3 6 557 709
a 1 18 8 808 440
a 1 11 5 787 807
a 1 14 9 363 1785
a 1 19 4 725 1100
a 1 15 9 613 1198
a 1 12 9 401 1467
a 2 17 5 471 831
a 2 10 9 309 538
a 2 9 4 408 1834
a 2 5 9 424 392
a 2 6 5 414 1320
a 2 0 4 617 1369
a 2 15 2 356 343
a 2 3 6 729 245
a 2 4 3 500 538
a 3 2 8 792 343
a 3 8 2 559 1907
a 3 10 2 780 1491
a 3 4 6 580 294
a 3 11 4 508 1247
a 3 16 9 340 1369
a 3 7 7 400 734
a 3 17 3 636 1491
a 3 1 2 760 2176
a 3 13 2 671 367
a 3 5 8 855 1027
a 3 18 4 690 2298
a 4 0 7 419 1198
a 4 19 3 816 1760
a 4 10 7 587 2200
a 4 17 4 265 880
a 4 9 4 599 1638
a 4 3 4 260 1418
a 4 5 9 179 1956
a 4 15 4 528 929
a 4 11 6 626 563
a 4 1 6 596 2200
a 5 7 8 457 2322
a 5 16 1 477 1931
a 5 19 5 757 2396
a 5 8 4 209 440
a 5 11 3 235 367
a 5 12 1 836 1638
a 5 6 6 855 318
a 5 10 4 741 416
a 6 1 4 694 2273
a 6 12 3 424 1100
a 6 2 9 850 1589
a 6 0 2 871 1760
a 6 19 5 708 1100
a 6 8 3 428 1882
a 6 16 8 720 343
a 6 10 7 802 1760
a 6 9 4 382 440
a 7 2 7 471 1100
a 7 17 9 400 685
a 7 0 9 631 2054
a 7 5 4 612 1980
a 7 11 6 694 1760
a 7 3 8 291 294
a 7 15 3 226 440
a 7 18 9 478 1076
a 7 16 5 298 489
a 8 3 5 676 1980
a 8 9 6 356 1711
a 8 18 6 713 954
a 8 7 3 764 1638
a 8 15 6 813 1760
a 8 17 6 857 392
a 8 6 7 622 954
a 8 10 1 372 2347
a 8 1 3 468 2249
a 8 14 3 384 612
a 8 12 7 731 367
a 8 5 1 718 660
a 8 2 3 515 2200
a 8 4 2 372 1589
a 8 19 2 857 1100
a 9 13 3 685 1223
a 9 5 1 370 783
a 9 4 7 827 1711
a 9 12 1 428 563
a 9 11 8 517 1956
a 9 1 8 207 734
a 9 7 3 326 2005
a 9 10 2 449 880
a 9 18 8 494 294
a 9 16 6 687 1027
a 9 17 7 517 489
a 9 14 3 596 1076
a 9 2 4 734 1369
a 9 3 4 773 1834
a 10 4 5 274 1589
a 10 13 2 333 1956
a 10 5 1 529 294
a 10 14 4 433 2225
a 10 19 9 258 1491
a 10 18 3 710 392
a 10 11 7 414 709
a 10 0 4 307 1931
a 10 3 3 748 1785
a 10 7 5 503 1051
a 10 9 7 794 1736
a 10 6 3 176 2322
a 10 17 8 305 294
a 10 8 2 333 245
a 11 4 4 403 954
a 11 15 4 762 929
a 11 0 4 431 1638
a 11 7 4 410 1320
a 11 5 7 429 1980
a 11 9 2 422 856
a 11 17 1 207 978
a 11 14 6 386 1516
a 11 8 7 767 1662
a 11 19 6 470 2078
a 11 3 3 221 831
a 11 16 6 459 1638
a 11 12 9 715 1662
a 11 6 9 613 1980
a 11 13 9 522 2249
a 11 1 7 193 1223
a 11 18 1 655 1662
a 11 10 8 256 1174
a 12 0 8 696 636
a 12 4 6 795 1882
a 12 14 2 648 2225
a 12 5 3 732 1345
a 12 11 3 627 660
a 12 8 4 543 929
a 12 1 4 837 1931
a 13 15 2 492 2322
a 13 11 6 228 1051
a 13 12 3 223 1394
a 13 0 2 253 1882
a 13 6 1 806 783
a 13 3 8 435 245
a 13 19 6 802 1320
a 13 5 9 214 294
a 13 16 5 718 636
a 13 9 3 267 1491
a 13 17 8 617 1320
a 13 14 6 780 1834
a 14 13 6 584 2249
a 14 10 3 288 1467
a 14 6 3 321 1174
a 14 8 1 640 1565
a 14 9 3 489 1491
a 14 15 9 769 1736
a 14 3 2 631 269
a 14 0 9 205 660
a 14 12 3 382 1662
a 14 11 4 561 1687
a 15 17 1 570 2102
a 15 18 9 671 514
a 15 12 9 559 2396
a 15 8 4 612 2127
a 15 19 3 816 2225
a 15 11 1 484 2371
a 15 9 7 549 538
a 15 10 1 345 1467
a 15 1 4 524 783
a 15 5 8 225 2127
a 15 6 6 275 245
a 15 16 5 207 416
a 16 9 1 543 734
a 16 11 5 703 1076
a 16 15 7 298 2176
a 16 10 4 498 1589
a 16 14 6 394 392
a 16 1 2 650 1345
a 16 12 9 745 783
a 16 6 8 841 905
a 16 19 2 767 1369
a 16 8 7 704 1345
a 16 7 5 321 1467
a 16 17 6 508 2371
a 16 4 4 848 1174
a 17 12 2 554 978
a 17 15 3 431 1394
a 17 11 2 528 2029
a 17 14 9 858 245
a 17 7 7 682 245
a 17 19 2 508 1320
a 17 16 2 214 856
a 17 18 3 605 318
a 17 2 2 836 440
a 18 6 2 235 1907
a 18 2 3 323 2151
a 18 11 2 815 1296
a 18 5 6 874 1027
a 18 19 4 184 2371
a 18 14 6 204 1516
a 18 4 7 627 1516
a 18 7 3 396 2200
a 18 13 6 634 1320
a 18 1 2 361 1345
a 19 15 7 797 440
a 19 18 1 270 1760
a 19 6 8 181 1076
a 19 2 5 359 758
a 19 3 3 454 1467
a 19 0 9 436 294
a 19 14 5 529 1687
a 19 17 4 825 807
a 19 16 6 379 2249
a 19 9 3 482 1907
a 19 12 9 461 1442
a 19 7 5 550 1003
a 19 10 1 820 1198
a 19 1 2 438 1003
a 19 13 2 533 2396
