c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 230 200
c
c origin destination demand
a 2 16 2 287 3839
a 2 17 8 687 4886
a 2 13 1 691 3391
a 2 3 6 484 1546
a 2 0 9 458 3191
a 2 12 6 546 2194
a 2 9 7 669 1745
a 3 17 9 630 1745
a 3 6 7 256 3740
a 3 13 9 885 2743
a 3 18 6 916 3441
a 3 9 6 820 2294
a 3 7 5 626 1396
a 4 2 1 228 4188
a 4 13 6 496 1845
a 4 7 4 758 4587
a 4 5 6 887 2842
a 4 17 2 535 2244
a 4 9 2 285 3141
a 4 14 3 403 2144
a 4 15 9 229 4737
a 4 10 2 505 2992
a 4 6 3 909 4438
a 4 19 1 646 1795
a 5 10 7 661 2743
a 5 19 9 295 1297
a 5 11 1 581 2842
a 5 12 6 524 549
a 5 9 2 581 3141
a 5 7 1 793 2693
a 5 1 3 406 4388
a 5 15 1 259 3790
a 5 18 9 607 3989
a 5 17 7 518 2144
a 5 14 2 516 4537
a 5 13 6 302 2045
a 6 19 3 635 4139
a 6 4 1 909 2493
a 6 1 8 792 4637
a 6 0 6 702 3889
a 6 2 9 581 599
a 6 10 7 916 1945
a 6 5 8 864 2543
a 6 3 8 488 3141
a 6 8 1 256 1646
a 6 12 6 302 4886
a 7 0 6 408 1596
a 7 16 5 725 4587
a 7 3 6 609 1895
a 7 9 6 561 1496
a 7 1 5 336 1795
a 7 6 6 229 1197
a 7 14 1 810 3590
a 7 5 3 568 3839
a 7 11 7 632 4637
a 8 13 6 246 2992
a 8 19 7 300 2144
a 8 9 7 769 948
a 8 16 8 596 3291
a 8 4 6 373 2593
a 8 14 1 909 2094
a 8 10 6 196 1995
a 8 0 1 555 3640
a 8 7 2 786 1396
a 8 6 4 868 3939
a 8 18 3 654 3790
a 8 5 5 203 1147
a 9 2 5 516 1147
a 9 4 4 434 1895
a 9 12 5 900 3790
a 9 19 8 782 998
a 9 8 7 494 549
a 9 11 9 207 4637
a 9 13 1 665 2593
a 9 3 4 706 1396
a 9 5 6 360 1745
a 10 7 1 868 898
a 10 3 5 879 3092
a 10 6 7 758 2942
a 10 12 3 401 3790
a 10 19 6 922 898
a 10 18 6 544 4587
a 10 2 9 821 3490
a 10 15 2 812 4886
a 10 11 4 896 2443
a 10 8 9 827 1596
a 10 1 3 507 649
a 11 8 5 196 4338
a 11 19 2 447 3441
a 11 5 6 881 1546
a 11 12 6 404 1197
a 11 16 3 758 2094
a 11 9 9 326 4687
a 11 10 7 440 4338
a 11 17 7 324 3191
a 11 1 5 821 2892
a 11 14 3 555 3490
a 11 7 7 431 798
a 11 6 2 431 748
a 11 3 3 218 3989
a 12 4 7 425 1396
a 12 7 9 224 2543
a 12 8 2 393 4188
a 12 5 4 877 2144
a 12 10 9 483 3291
a 12 2 8 306 3241
a 12 0 9 842 3391
a 12 16 4 568 1696
a 12 15 1 449 2194
a 12 11 6 460 1995
a 13 5 1 708 1347
a 13 8 3 617 3341
a 13 9 6 295 3690
a 13 3 9 563 1496
a 13 4 8 486 3341
a 13 19 7 352 3989
a 13 14 4 228 1496
a 13 7 9 820 1696
a 13 2 3 712 1845
a 13 1 2 715 3740
a 13 18 2 550 4089
a 13 16 4 272 3740
a 13 15 3 885 3690
a 13 6 6 520 4089
a 14 6 3 486 848
a 14 19 8 414 4488
a 14 4 3 838 4089
a 14 1 4 669 1496
a 14 2 7 583 1696
a 14 11 7 244 1496
a 14 7 1 272 2543
a 14 5 3 498 2144
a 14 12 4 885 4587
a 14 9 7 371 2443
a 14 8 5 501 4039
a 15 1 8 228 2194
a 15 8 3 857 1945
a 15 9 1 336 1646
a 15 6 9 345 3391
a 15 2 6 377 3989
a 15 18 6 529 1646
a 15 11 8 535 4837
a 15 5 6 369 649
a 15 12 7 605 898
a 15 7 7 779 2842
a 16 1 4 654 2443
a 16 7 1 740 2394
a 16 6 7 881 2992
a 16 14 7 367 499
a 16 10 1 540 2294
a 16 9 6 740 1546
a 16 5 3 814 798
a 16 11 8 228 2743
a 16 2 5 820 798
a 16 18 1 758 3889
a 16 0 7 218 998
a 16 15 3 911 1047
a 16 3 6 516 1396
a 16 17 9 438 4886
a 17 1 3 323 948
a 17 5 8 187 3092
a 17 0 2 209 4188
a 17 4 1 810 1845
a 17 16 3 671 3042
a 17 3 3 488 4039
a 17 7 7 799 3989
a 17 15 7 473 1297
a 17 13 6 615 4438
a 18 3 5 888 4637
a 18 7 6 354 3989
a 18 4 3 319 4039
a 18 2 2 756 1247
a 18 16 1 911 4886
a 18 13 3 397 3640
a 18 5 3 330 3191
a 18 10 3 879 499
a 18 17 3 492 3989
a 18 1 5 341 4936
a 18 19 9 391 898
a 18 12 3 202 3740
a 18 9 8 445 1297
a 18 6 6 479 1297
a 18 11 8 317 948
a 18 8 1 315 2344
a 19 14 7 382 1945
a 19 17 9 561 2144
a 19 8 6 369 4188
a 19 16 5 192 3441
a 19 1 7 215 2144
a 19 12 5 237 2792
a 19 15 2 583 3092
a 19 18 4 877 3241
a 19 4 8 738 1197
a 19 2 2 619 1845
a 19 5 5 308 4139
a 19 11 5 334 3790
a 19 7 9 285 4886
a 19 10 5 604 2593
a 19 6 4 862 599
