c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 120 200
c
c origin destination demand
a 2 0 31 299 34315
a 2 6 59 393 40554
a 2 14 18 77 69670
a 2 11 56 475 48873
a 3 4 100 10631 103985
a 3 14 45 293 74869
a 3 13 39 527 41594
a 3 2 13 457 80069
a 3 18 42 451 50953
a 4 5 100 10631 103985
a 4 0 33 445 91507
a 4 1 72 223 73830
a 4 7 10 469 39515
a 4 10 58 328 97746
a 5 6 100 10631 103985
a 5 7 81 223 45754
a 5 17 42 188 62391
a 5 14 18 276 92547
a 5 16 79 153 98786
a 6 7 100 10631 103985
a 6 12 34 252 81108
a 6 15 47 580 30156
a 6 10 80 159 62391
a 6 11 98 65 40554
a 6 17 86 492 60312
a 6 4 29 170 102945
a 6 18 36 94 42634
a 6 2 88 112 95666
a 7 8 100 10631 103985
a 7 14 56 282 79029
a 7 1 69 188 86308
a 7 19 58 463 34315
a 8 9 100 10631 103985
a 8 5 64 200 33276
a 8 15 62 475 94626
a 8 19 79 176 85268
a 8 18 26 369 73830
a 8 12 29 159 54072
a 8 7 88 475 10399
a 9 10 100 10631 103985
a 9 3 32 77 41594
a 9 0 35 352 70710
a 9 16 37 159 72790
a 9 15 25 346 84228
a 10 11 100 10631 103985
a 10 1 91 504 65511
a 10 8 70 522 20797
a 10 0 82 59 23917
a 11 12 100 10631 103985
a 11 8 60 264 29116
a 11 14 19 346 55112
a 11 9 10 293 22877
a 11 15 41 328 95666
a 11 16 41 235 82148
a 11 6 35 428 23917
a 12 13 100 10631 103985
a 12 16 56 147 50953
a 12 8 18 112 53033
a 12 4 45 311 42634
a 12 19 29 568 24957
a 13 14 100 10631 103985
a 13 2 93 340 24957
a 13 19 49 422 72790
a 13 6 90 176 30156
a 13 1 81 170 85268
a 13 8 26 364 48873
a 13 16 83 463 57192
a 14 15 100 10631 103985
a 14 2 64 141 15598
a 14 9 13 170 73830
a 14 10 97 182 68630
a 14 8 72 475 44714
a 14 19 72 563 40554
a 15 16 100 10631 103985
a 15 14 39 469 70710
a 15 7 30 416 45754
a 15 18 42 118 54072
a 15 0 18 211 73830
a 15 8 64 235 28076
a 16 17 100 10631 103985
a 16 8 84 557 42634
a 16 9 78 147 57192
a 16 2 33 469 48873
a 16 11 78 229 92547
a 17 18 100 10631 103985
a 17 8 42 311 36395
a 17 13 86 551 70710
a 17 12 35 457 80069
a 17 15 26 252 72790
a 17 16 45 65 99826
a 17 6 75 364 73830
a 17 11 27 270 58232
a 17 2 41 182 48873
a 17 7 44 352 16638
a 18 19 100 10631 103985
a 18 8 83 194 25997
a 18 11 96 82 38475
a 18 14 89 153 68630
a 18 3 94 463 54072
a 18 0 76 235 28076
a 19 0 100 10631 103985
a 19 18 97 246 49913
a 19 11 48 270 75909
a 19 4 41 369 61351
a 19 3 73 246 43674
a 19 17 70 492 31196
a 19 12 37 200 21837
a 19 13 77 463 34315
a 19 10 98 147 59272
