c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 315 200
c
c origin destination demand
a 2 12 72 910 15062
a 2 7 10 338 57018
a 2 5 93 543 22592
a 2 13 16 426 89292
a 2 17 34 880 31199
a 3 4 100 10631 107580
a 3 14 45 734 77458
a 3 13 39 1320 43032
a 3 2 13 1144 82837
a 3 18 42 1130 52715
a 3 11 44 895 59169
a 3 17 72 279 75306
a 3 1 43 1115 103277
a 3 9 57 1086 72079
a 3 15 75 308 21516
a 3 0 89 382 48411
a 3 10 71 528 84989
a 3 6 48 352 22592
a 3 7 37 719 61321
a 3 19 27 675 57018
a 3 16 75 983 60245
a 4 5 100 10631 107580
a 4 0 33 1115 94671
a 4 1 72 558 76382
a 4 7 10 1174 40881
a 4 10 58 822 101126
a 4 6 79 910 91443
a 4 8 75 1100 36578
a 4 14 26 1174 71003
a 4 18 94 176 75306
a 4 17 58 206 51639
a 4 12 48 778 57018
a 4 2 41 220 65624
a 4 11 56 1394 48411
a 4 9 83 1130 81761
a 5 6 100 10631 107580
a 5 7 81 558 47336
a 5 17 42 470 64548
a 5 14 18 690 95747
a 5 16 79 382 102201
a 5 2 55 734 23668
a 5 12 31 1438 32274
a 5 13 73 807 95747
a 5 3 66 470 19365
a 5 11 41 1086 72079
a 5 8 13 1144 27971
a 5 18 95 279 15062
a 5 10 15 719 105429
a 6 7 100 10631 107580
a 6 12 34 631 83913
a 6 15 47 1452 31199
a 6 10 80 396 64548
a 6 11 98 162 41957
a 6 17 86 1232 62397
a 6 4 29 426 106505
a 6 18 36 235 44108
a 6 2 88 279 98974
a 6 5 34 1086 41957
a 6 16 24 675 11834
a 6 14 59 220 83913
a 6 3 28 1247 13986
a 6 19 73 807 26895
a 7 8 100 10631 107580
a 7 14 56 704 81761
a 7 1 69 470 89292
a 7 19 58 1159 35502
a 7 15 37 1159 41957
a 7 3 19 455 92519
a 7 2 82 455 104353
a 7 10 64 558 24744
a 7 5 86 587 54866
a 7 9 97 1394 11834
a 7 17 55 264 48411
a 7 11 53 235 63473
a 7 6 21 206 25820
a 7 0 55 1247 39805
a 8 9 100 10631 107580
a 8 5 64 499 34426
a 8 15 62 1188 97898
a 8 19 79 440 88216
a 8 18 26 924 76382
a 8 12 29 396 55942
a 8 7 88 1188 10758
a 8 1 74 1086 98974
a 8 3 91 235 54866
a 8 6 64 1218 97898
a 8 4 88 235 20441
a 8 10 16 690 31199
a 8 2 80 470 58094
a 8 13 99 1144 29047
a 8 11 72 1408 30123
a 8 14 70 396 67776
a 8 17 63 1130 76382
a 9 10 100 10631 107580
a 9 3 32 191 43032
a 9 0 35 880 73155
a 9 16 37 396 75306
a 9 15 25 866 87140
a 9 5 36 1320 40881
a 9 12 10 147 58094
a 9 14 59 1056 68852
a 9 18 88 792 30123
a 9 4 24 1350 102201
a 9 11 38 748 81761
a 9 7 24 866 37653
a 9 2 58 176 61321
a 9 17 19 1379 98974
a 9 19 25 998 88216
a 10 11 100 10631 107580
a 10 1 91 1262 67776
a 10 8 70 1306 21516
a 10 0 82 147 24744
a 10 7 14 792 55942
a 10 12 57 910 64548
a 10 14 61 763 12910
a 10 13 79 704 51639
a 10 6 76 807 45184
a 10 19 15 1203 55942
a 10 5 78 1306 95747
a 10 4 47 1423 94671
a 10 9 70 1130 72079
a 10 17 59 1379 76382
a 10 16 88 1423 54866
a 10 15 65 543 20441
a 10 2 79 411 53790
a 11 12 100 10631 107580
a 11 8 60 660 30123
a 11 14 19 866 57018
a 11 9 10 734 23668
a 11 15 41 822 98974
a 11 16 41 587 84989
a 11 6 35 1071 24744
a 11 18 58 1335 41957
a 11 19 16 1012 77458
a 11 1 52 191 57018
a 11 13 88 895 57018
a 11 5 58 323 26895
a 11 17 66 455 35502
a 12 13 100 10631 107580
a 12 16 56 367 52715
a 12 8 18 279 54866
a 12 4 45 778 44108
a 12 19 29 1423 25820
a 12 5 49 279 78534
a 12 15 87 352 30123
a 12 2 26 176 10758
a 12 11 72 1027 49487
a 12 17 90 822 84989
a 12 1 65 528 103277
a 12 10 24 1232 86064
a 12 6 45 822 94671
a 12 18 33 1247 20441
a 12 9 30 1232 37653
a 12 3 33 323 58094
a 12 14 66 895 62397
a 13 14 100 10631 107580
a 13 2 93 851 25820
a 13 19 49 1056 75306
a 13 6 90 440 31199
a 13 1 81 426 88216
a 13 8 26 910 50563
a 13 16 83 1159 59169
a 13 10 99 1130 45184
a 13 17 63 1291 62397
a 13 0 25 338 65624
a 13 3 55 1130 27971
a 13 15 33 1012 65624
a 13 4 77 1276 57018
a 13 5 12 1086 15062
a 13 18 10 998 104353
a 13 12 97 411 39805
a 13 9 53 778 30123
a 13 7 50 1408 106505
a 14 15 100 10631 107580
a 14 2 64 352 16137
a 14 9 13 426 76382
a 14 10 97 455 71003
a 14 8 72 1188 46260
a 14 19 72 1408 41957
a 14 1 72 1188 95747
a 14 16 10 367 74231
a 14 6 90 514 60245
a 14 18 72 748 29047
a 14 4 25 176 62397
a 14 5 86 822 105429
a 14 12 59 206 103277
a 14 7 20 162 10758
a 14 0 79 543 72079
a 14 11 59 675 22592
a 14 13 89 396 88216
a 15 16 100 10631 107580
a 15 14 39 1174 73155
a 15 7 30 1042 47336
a 15 18 42 294 55942
a 15 0 18 528 76382
a 15 8 64 587 29047
a 15 2 34 1027 36578
a 15 9 43 1306 96822
a 15 1 29 1335 31199
a 15 5 79 367 18289
a 15 10 56 1203 87140
a 15 19 55 1306 44108
a 15 13 23 528 69927
a 16 17 100 10631 107580
a 16 8 84 1394 44108
a 16 9 78 367 59169
a 16 2 33 1174 50563
a 16 11 78 572 95747
a 16 14 72 426 51639
a 16 12 30 587 60245
a 16 6 40 616 17213
a 16 1 54 294 22592
a 16 15 80 1012 75306
a 16 0 28 543 46260
a 16 5 79 220 37653
a 16 18 31 924 34426
a 16 4 61 1335 64548
a 17 18 100 10631 107580
a 17 8 42 778 37653
a 17 13 86 1379 73155
a 17 12 35 1144 82837
a 17 15 26 631 75306
a 17 16 45 162 103277
a 17 6 75 910 76382
a 17 11 27 675 60245
a 17 2 41 455 50563
a 17 7 44 880 17213
a 17 19 46 176 19365
a 17 14 81 1335 15062
a 17 0 21 484 49487
a 17 9 88 1174 41957
a 17 3 39 1012 104353
a 17 1 90 426 98974
a 17 5 18 587 69927
a 17 10 65 1379 47336
a 17 4 34 543 84989
a 18 19 100 10631 107580
a 18 8 83 484 26895
a 18 11 96 206 39805
a 18 14 89 382 71003
a 18 3 94 1159 55942
a 18 0 76 587 29047
a 18 16 55 308 84989
a 18 15 34 910 63473
a 18 2 71 367 17213
a 18 17 51 895 52715
a 18 5 54 1159 36578
a 18 7 22 1364 33350
a 18 4 64 455 87140
a 18 9 46 851 102201
a 18 13 33 1130 27971
a 19 0 100 10631 107580
a 19 18 97 616 51639
a 19 11 48 675 78534
a 19 4 41 924 63473
a 19 3 73 616 45184
a 19 17 70 1232 32274
a 19 12 37 499 22592
a 19 13 77 1159 35502
a 19 10 98 367 61321
a 19 6 52 866 47336
a 19 7 79 748 15062
a 19 2 52 308 58094
a 19 5 58 983 26895
a 19 9 73 176 89292
a 19 8 86 1027 17213
a 19 16 67 954 82837
a 19 15 19 543 66700
a 19 14 25 910 89292
