c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 291 200
c
c origin destination demand
a 6 14 2 342 1282
a 6 5 6 358 1692
a 6 17 7 194 1037
a 6 1 9 312 2592
a 6 16 3 273 328
a 6 4 9 212 2237
a 7 8 1 279 2292
a 7 19 1 461 573
a 7 0 6 436 1910
a 7 9 6 350 1637
a 7 15 2 427 1064
a 7 10 3 305 2319
a 7 17 4 537 273
a 7 14 6 388 491
a 7 5 9 257 710
a 7 4 1 530 2428
a 7 12 7 358 2592
a 7 18 1 287 1501
a 7 3 9 429 1555
a 7 6 5 474 2019
a 7 13 9 336 1337
a 7 1 2 489 464
a 8 7 5 385 791
a 8 15 8 342 1992
a 8 18 1 358 2264
a 8 16 4 293 1255
a 8 17 5 493 2564
a 8 3 8 312 1555
a 8 1 7 115 1037
a 8 5 7 418 2619
a 8 12 4 255 2101
a 9 17 3 476 2564
a 9 4 5 356 1855
a 9 11 5 399 2292
a 9 3 3 369 2701
a 9 16 7 404 355
a 9 6 7 320 1146
a 9 0 9 371 764
a 9 8 3 121 2019
a 9 15 1 431 1419
a 9 2 9 491 573
a 9 19 4 227 1119
a 9 1 4 140 1310
a 9 12 2 288 955
a 9 10 8 224 655
a 10 5 1 302 1419
a 10 15 8 179 273
a 10 12 9 489 2537
a 10 6 2 190 273
a 10 14 8 526 2237
a 10 3 4 237 1228
a 10 13 4 489 328
a 10 19 1 233 1582
a 10 7 7 152 2373
a 10 11 1 440 1228
a 10 18 5 138 519
a 10 1 1 327 1692
a 10 9 4 532 1010
a 10 0 4 426 901
a 10 16 8 469 1992
a 11 6 2 485 2019
a 11 19 6 523 355
a 11 12 8 122 873
a 11 7 5 459 2564
a 11 9 4 192 2483
a 11 17 8 180 710
a 11 2 1 230 2210
a 11 18 8 128 1446
a 11 4 4 157 2346
a 11 8 7 234 301
a 11 14 4 224 437
a 11 16 6 425 1664
a 11 3 9 480 1746
a 11 1 4 400 764
a 11 10 1 518 2128
a 11 13 3 285 1146
a 11 0 9 372 1310
a 12 14 1 460 1664
a 12 3 6 530 2510
a 12 18 4 385 2046
a 12 4 3 453 2237
a 12 0 2 258 1146
a 12 7 1 214 655
a 12 10 2 476 1392
a 12 17 2 494 1037
a 12 2 1 302 1773
a 12 16 6 479 1964
a 12 6 7 438 2619
a 13 4 5 236 1419
a 13 17 1 139 1582
a 13 6 4 141 1555
a 13 18 3 271 1228
a 13 5 9 356 437
a 13 8 7 461 846
a 13 16 1 227 2483
a 13 7 3 176 2428
a 13 12 5 341 2510
a 13 2 2 170 1473
a 13 19 3 157 1883
a 13 1 3 206 1473
a 13 14 6 380 1910
a 14 15 2 323 2128
a 14 0 9 415 2128
a 14 17 8 226 1419
a 14 4 6 494 2428
a 14 11 1 530 1255
a 14 12 6 195 2455
a 14 16 9 443 1228
a 14 13 5 498 1419
a 14 8 9 454 1010
a 14 3 5 428 2292
a 14 2 8 212 1310
a 14 19 3 459 2401
a 14 7 5 197 2210
a 14 1 5 453 1582
a 14 18 1 387 1582
a 14 5 5 314 982
a 14 6 1 297 573
a 14 10 9 237 1719
a 15 2 8 249 2592
a 15 7 2 198 2401
a 15 13 8 142 1801
a 15 12 3 124 655
a 15 4 6 315 1855
a 15 0 1 157 1419
a 15 5 5 459 2455
a 15 18 7 361 2564
a 15 19 3 468 1855
a 15 17 9 170 2046
a 15 6 3 132 2019
a 15 11 1 120 1883
a 15 14 9 390 955
a 15 3 3 302 1855
a 15 8 1 531 791
a 16 2 2 505 1855
a 16 4 2 444 1473
a 16 9 2 162 2455
a 16 11 3 129 2619
a 16 6 4 112 491
a 16 1 8 151 2155
a 16 13 2 236 2155
a 16 15 5 127 928
a 16 8 7 154 1992
a 16 10 4 423 573
a 16 18 2 136 2564
a 16 17 3 252 1910
a 16 14 6 377 846
a 17 1 9 527 1883
a 17 14 5 242 628
a 17 10 5 335 2155
a 17 7 7 455 1146
a 17 11 5 395 328
a 17 12 9 437 1773
a 17 2 6 210 2046
a 17 15 3 453 2646
a 17 18 9 443 1310
a 17 3 5 483 1228
a 17 9 8 140 1364
a 17 0 1 288 1010
a 17 5 6 359 2646
a 17 19 1 176 2455
a 17 6 2 244 1883
a 18 17 3 530 764
a 18 13 7 229 819
a 18 3 9 451 1228
a 18 7 7 513 464
a 18 19 3 208 2019
a 18 8 5 237 410
a 18 4 1 163 328
a 18 9 4 269 982
a 18 15 7 373 901
a 18 11 1 512 2428
a 18 0 3 317 2673
a 18 1 2 244 601
a 18 14 5 455 1173
a 18 5 3 409 1883
a 18 12 9 427 2183
a 18 6 7 154 2264
a 18 16 5 447 955
a 18 10 4 515 1146
a 19 6 9 126 819
a 19 7 5 309 1828
a 19 4 5 229 1392
a 19 5 9 309 464
a 19 9 5 354 1501
a 19 13 9 179 1610
a 19 16 6 197 2701
a 19 12 3 298 819
a 19 1 5 287 1337
a 19 8 4 458 2237
a 19 11 2 268 873
a 19 10 6 341 1364
a 19 15 2 186 982
a 19 14 9 254 2101
a 19 3 6 350 2673
a 19 0 7 432 1637
a 19 2 1 510 1173
a 19 17 8 180 1228
