c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 220 200
c
c origin destination demand
k 16 13 60
k 12 6 38
k 13 15 60
k 3 19 31
k 10 3 82
k 9 5 48
k 0 11 11
k 18 15 98
k 12 2 41
k 18 8 29
k 3 13 54
k 6 0 67
k 19 11 87
k 8 10 61
k 11 15 87
k 10 15 33
k 0 19 92
k 18 5 46
k 2 6 78
k 11 19 78
k 2 7 81
k 7 17 50
k 8 4 63
k 0 13 96
k 4 15 66
k 1 12 59
k 6 2 38
k 10 7 72
k 14 9 80
k 14 8 32
k 4 16 58
k 7 19 81
k 14 19 66
k 6 3 62
k 0 16 73
k 4 2 37
k 4 10 93
k 14 13 97
k 11 12 34
k 4 9 11
k 9 15 39
k 9 18 87
k 3 18 35
k 0 12 13
k 17 19 14
k 13 11 77
k 7 0 38
k 15 18 29
k 19 9 71
k 11 9 67
k 18 3 74
k 18 17 60
k 10 16 78
k 12 9 47
k 10 9 31
k 11 10 10
k 7 8 24
k 12 5 46
k 19 17 76
k 8 18 80
k 0 1 19
k 18 7 14
k 3 17 66
k 14 1 92
k 10 5 15
k 11 0 80
k 17 16 97
k 14 11 28
k 3 4 51
k 5 6 26
k 0 10 12
k 18 1 18
c
c source target cost capacity fixed
a 0 1 100 10631 54676
a 0 15 38 577 51396
a 0 10 33 954 39914
a 0 18 60 336 38274
a 0 16 11 713 38820
a 0 13 12 682 42101
a 0 6 84 535 9295
a 0 14 14 797 31713
a 0 19 75 933 25698
a 0 4 71 116 50302
a 0 12 55 692 17497
a 0 11 37 1007 13123
a 1 2 100 10631 54676
a 1 8 13 1028 45928
a 1 10 59 944 20777
a 1 17 96 441 46475
a 1 16 45 829 53036
a 1 11 45 126 25698
a 1 15 18 514 21871
a 1 9 96 650 43194
a 1 7 70 252 31166
a 1 6 23 399 50302
a 2 3 100 10631 54676
a 2 0 31 535 18044
a 2 6 59 703 21324
a 2 14 18 137 36633
a 2 11 56 849 25698
a 2 16 25 147 10936
a 2 19 23 829 15857
a 2 1 12 158 40461
a 2 4 17 556 24058
a 2 8 67 525 20777
a 2 9 72 734 22418
a 2 10 44 231 37727
a 2 12 72 650 7655
a 2 7 10 242 28979
a 3 4 100 10631 54676
a 3 14 45 525 39367
a 3 13 39 944 21871
a 3 2 13 818 42101
a 3 18 42 808 26792
a 3 11 44 640 30072
a 3 17 72 200 38274
a 3 1 43 797 52489
a 3 9 57 776 36633
a 3 15 75 221 10936
a 3 0 89 273 24605
a 3 10 71 378 43194
a 4 5 100 10631 54676
a 4 0 33 797 48115
a 4 1 72 399 38820
a 4 7 10 839 20777
a 4 10 58 587 51396
a 4 6 79 650 46475
a 4 8 75 787 18590
a 4 14 26 839 36087
a 5 6 100 10631 54676
a 5 7 81 399 24058
a 5 17 42 336 32806
a 5 14 18 493 48662
a 5 16 79 273 51943
a 5 2 55 525 12029
a 5 12 31 1028 16403
a 5 13 73 577 48662
a 6 7 100 10631 54676
a 6 12 34 451 42648
a 6 15 47 1038 15857
a 6 10 80 283 32806
a 6 11 98 116 21324
a 6 17 86 881 31713
a 6 4 29 304 54130
a 6 18 36 168 22418
a 6 2 88 200 50302
a 6 5 34 776 21324
a 6 16 24 483 6015
a 6 14 59 158 42648
a 7 8 100 10631 54676
a 7 14 56 504 41554
a 7 1 69 336 45382
a 7 19 58 829 18044
a 7 15 37 829 21324
a 7 3 19 325 47022
a 7 2 82 325 53036
a 7 10 64 399 12576
a 8 9 100 10631 54676
a 8 5 64 357 17497
a 8 15 62 849 49756
a 8 19 79 315 44835
a 8 18 26 661 38820
a 8 12 29 283 28432
a 8 7 88 849 5468
a 8 1 74 776 50302
a 8 3 91 168 27885
a 8 6 64 870 49756
a 8 4 88 168 10389
a 8 10 16 493 15857
a 8 2 80 336 29525
a 8 13 99 818 14763
a 9 10 100 10631 54676
a 9 3 32 137 21871
a 9 0 35 629 37180
a 9 16 37 283 38274
a 9 15 25 619 44288
a 9 5 36 944 20777
a 9 12 10 105 29525
a 9 14 59 755 34993
a 9 18 88 566 15310
a 9 4 24 965 51943
a 10 11 100 10631 54676
a 10 1 91 902 34446
a 10 8 70 933 10936
a 10 0 82 105 12576
a 10 7 14 566 28432
a 10 12 57 650 32806
a 10 14 61 546 6562
a 10 13 79 504 26245
a 10 6 76 577 22964
a 10 19 15 860 28432
a 11 12 100 10631 54676
a 11 8 60 472 15310
a 11 14 19 619 28979
a 11 9 10 525 12029
a 11 15 41 587 50302
a 11 16 41 420 43194
a 11 6 35 766 12576
a 11 18 58 954 21324
a 11 19 16 724 39367
a 11 1 52 137 28979
a 11 13 88 640 28979
a 12 13 100 10631 54676
a 12 16 56 263 26792
a 12 8 18 200 27885
a 12 4 45 556 22418
a 12 19 29 1017 13123
a 12 5 49 200 39914
a 12 15 87 252 15310
a 12 2 26 126 5468
a 12 11 72 734 25151
a 13 14 100 10631 54676
a 13 2 93 608 13123
a 13 19 49 755 38274
a 13 6 90 315 15857
a 13 1 81 304 44835
a 13 8 26 650 25698
a 13 16 83 829 30072
a 13 10 99 808 22964
a 13 17 63 923 31713
a 13 0 25 242 33353
a 13 3 55 808 14216
a 13 15 33 724 33353
a 13 4 77 912 28979
a 13 5 12 776 7655
a 14 15 100 10631 54676
a 14 2 64 252 8202
a 14 9 13 304 38820
a 14 10 97 325 36087
a 14 8 72 849 23511
a 14 19 72 1007 21324
a 14 1 72 849 48662
a 14 16 10 263 37727
a 14 6 90 367 30619
a 14 18 72 535 14763
a 15 16 100 10631 54676
a 15 14 39 839 37180
a 15 7 30 745 24058
a 15 18 42 210 28432
a 15 0 18 378 38820
a 15 8 64 420 14763
a 15 2 34 734 18590
a 15 9 43 933 49209
a 15 1 29 954 15857
a 15 5 79 263 9295
a 16 17 100 10631 54676
a 16 8 84 996 22418
a 16 9 78 263 30072
a 16 2 33 839 25698
a 16 11 78 409 48662
a 16 14 72 304 26245
a 16 12 30 420 30619
a 16 6 40 441 8749
a 16 1 54 210 11482
a 16 15 80 724 38274
a 16 0 28 388 23511
a 17 18 100 10631 54676
a 17 8 42 556 19137
a 17 13 86 986 37180
a 17 12 35 818 42101
a 17 15 26 451 38274
a 17 16 45 116 52489
a 17 6 75 650 38820
a 17 11 27 483 30619
a 17 2 41 325 25698
a 17 7 44 629 8749
a 17 19 46 126 9842
a 17 14 81 954 7655
a 17 0 21 346 25151
a 17 9 88 839 21324
a 18 19 100 10631 54676
a 18 8 83 346 13669
a 18 11 96 147 20231
a 18 14 89 273 36087
a 18 3 94 829 28432
a 18 0 76 420 14763
a 18 16 55 221 43194
a 18 15 34 650 32259
a 18 2 71 263 8749
a 18 17 51 640 26792
a 18 5 54 829 18590
a 19 0 100 10631 54676
a 19 18 97 441 26245
a 19 11 48 483 39914
a 19 4 41 661 32259
a 19 3 73 441 22964
a 19 17 70 881 16403
a 19 12 37 357 11482
a 19 13 77 829 18044
a 19 10 98 263 31166
a 19 6 52 619 24058
a 19 7 79 535 7655
a 19 2 52 221 29525
