c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 30 518 400
c
c origin destination demand
a 4 18 3 265 959
a 4 14 4 391 340
a 4 23 6 466 559
a 4 8 3 280 850
a 4 13 1 430 1032
a 4 7 7 375 255
a 4 24 6 317 377
a 4 16 3 428 486
a 4 5 9 413 134
a 4 29 2 312 1007
a 4 20 1 261 1153
a 4 9 4 431 765
a 4 26 7 215 328
a 4 6 6 345 280
a 4 27 7 363 1056
a 4 28 9 574 728
a 4 10 1 239 789
a 5 12 4 456 862
a 5 24 6 474 522
a 5 26 1 524 874
a 5 2 7 276 983
a 5 16 5 476 1153
a 5 11 8 207 716
a 5 6 8 160 486
a 5 25 8 315 656
a 5 18 4 135 534
a 5 7 9 132 280
a 5 8 6 415 292
a 5 9 6 203 231
a 5 19 6 282 923
a 5 1 7 384 134
a 5 28 1 288 959
a 5 23 6 439 267
a 5 22 8 514 741
a 5 20 2 348 449
a 5 15 1 415 280
a 6 19 1 372 546
a 6 23 7 491 207
a 6 27 2 327 838
a 6 7 1 205 158
a 6 1 3 379 935
a 6 21 3 184 619
a 6 29 2 538 813
a 6 5 3 582 631
a 6 13 2 391 170
a 6 26 8 234 316
a 6 3 4 243 328
a 6 4 5 587 656
a 6 15 1 304 704
a 6 28 9 385 510
a 6 14 7 410 546
a 6 22 2 392 619
a 6 24 9 341 680
a 6 25 2 467 753
a 6 2 7 215 219
a 6 0 2 510 546
a 7 6 1 257 789
a 7 27 6 468 583
a 7 19 9 149 583
a 7 12 9 288 292
a 7 13 6 422 607
a 7 14 7 363 195
a 7 9 5 494 170
a 7 4 7 292 437
a 7 20 3 406 1153
a 7 29 9 488 182
a 7 26 7 580 292
a 7 16 1 136 619
a 7 21 9 262 413
a 7 3 8 279 474
a 7 8 8 351 534
a 7 17 9 419 631
a 7 5 8 231 377
a 7 2 3 497 704
a 7 15 7 303 267
a 7 28 6 280 971
a 8 10 1 574 838
a 8 6 3 355 559
a 8 2 2 442 886
a 8 17 4 265 959
a 8 13 6 488 813
a 8 9 5 547 1068
a 8 28 2 140 1165
a 8 21 6 545 777
a 8 0 5 359 389
a 9 4 7 414 583
a 9 13 6 347 486
a 9 20 9 478 1007
a 9 27 6 342 352
a 9 1 8 448 413
a 9 10 4 318 182
a 9 3 8 498 352
a 9 28 8 210 935
a 9 24 5 353 207
a 9 6 5 443 959
a 9 7 7 557 704
a 9 5 5 381 122
a 9 14 8 146 486
a 9 12 1 184 437
a 9 23 6 443 122
a 9 2 4 551 1117
a 9 29 9 330 546
a 10 2 1 472 559
a 10 5 3 463 122
a 10 6 3 410 1177
a 10 3 9 275 656
a 10 14 6 170 656
a 10 21 2 557 571
a 10 17 6 538 364
a 10 22 9 235 231
a 10 13 4 522 449
a 10 25 2 534 401
a 10 12 6 215 1117
a 10 9 3 508 231
a 10 28 1 464 765
a 10 0 9 413 474
a 10 11 1 226 959
a 11 19 4 419 825
a 11 21 7 196 728
a 11 6 4 366 656
a 11 12 3 197 389
a 11 27 9 373 850
a 11 22 9 433 765
a 11 24 3 135 146
a 11 9 7 576 462
a 11 3 4 377 413
a 11 4 2 331 656
a 11 25 2 132 813
a 11 14 5 271 1080
a 11 16 8 451 328
a 11 1 2 205 158
a 11 10 6 211 546
a 11 18 5 349 413
a 11 29 7 354 656
a 11 28 4 168 316
a 11 17 4 348 352
a 11 15 5 346 170
a 12 22 1 468 741
a 12 17 2 251 134
a 12 9 9 137 522
a 12 1 8 400 340
a 12 19 3 364 534
a 12 21 5 124 1129
a 12 5 9 400 777
a 12 16 9 470 243
a 12 20 9 257 643
a 12 0 4 462 462
a 12 3 2 285 838
a 12 15 7 188 158
a 12 26 2 508 182
a 12 24 7 246 134
a 12 2 6 192 1129
a 12 6 2 239 838
a 12 18 2 273 534
a 12 11 5 261 765
a 12 10 9 346 971
a 12 8 8 191 377
a 13 21 2 304 280
a 13 7 9 569 1104
a 13 4 7 588 462
a 13 22 1 552 122
a 13 0 2 458 437
a 13 23 5 138 1092
a 13 27 7 593 947
a 13 29 8 210 559
a 13 24 1 473 825
a 13 18 1 529 595
a 13 25 6 180 1044
a 13 12 6 233 498
a 13 8 4 234 207
a 13 3 6 415 546
a 14 6 8 478 534
a 14 21 5 426 510
a 14 20 6 548 983
a 14 0 7 468 328
a 14 5 1 263 1141
a 14 10 2 388 741
a 14 11 2 468 668
a 14 13 2 559 449
a 14 9 9 480 898
a 14 1 8 147 1032
a 14 23 4 404 643
a 14 18 6 443 449
a 14 2 1 213 1032
a 15 17 5 120 874
a 15 16 4 570 777
a 15 23 4 494 898
a 15 27 1 235 656
a 15 28 6 375 1153
a 15 20 5 261 255
a 15 22 8 582 801
a 15 8 8 379 1189
a 15 11 9 347 304
a 15 26 5 466 304
a 15 18 6 384 1153
a 15 9 8 474 583
a 15 14 9 203 255
a 15 5 9 331 583
a 15 4 5 520 122
a 15 6 4 454 995
a 15 7 2 234 631
a 15 25 8 499 462
a 15 13 4 297 995
a 16 8 7 553 631
a 16 21 2 377 971
a 16 23 1 207 340
a 16 28 3 130 328
a 16 20 5 307 1202
a 16 29 4 137 255
a 16 9 8 551 146
a 16 5 2 421 1032
a 16 1 3 148 716
a 16 0 1 565 716
a 16 26 6 528 207
a 16 4 1 527 364
a 16 24 7 438 935
a 16 15 6 199 462
a 16 12 8 268 643
a 17 1 5 360 243
a 17 21 8 120 437
a 17 0 7 464 134
a 17 8 9 357 777
a 17 29 1 371 886
a 17 20 8 367 474
a 17 15 9 288 1007
a 17 18 2 171 534
a 17 11 8 293 1104
a 17 23 5 150 534
a 17 5 7 198 1177
a 17 14 4 438 546
a 17 2 5 297 595
a 18 3 9 451 643
a 18 21 4 208 947
a 18 23 9 164 1032
a 18 8 2 126 825
a 18 13 5 456 389
a 18 2 2 241 838
a 18 27 3 245 850
a 18 9 2 565 255
a 18 7 9 512 825
a 18 28 4 494 1202
a 18 6 1 538 243
a 18 24 2 191 898
a 18 11 5 410 462
a 18 25 1 282 498
a 18 17 4 162 364
a 19 25 5 394 716
a 19 3 5 510 146
a 19 7 5 264 377
a 19 9 2 336 571
a 19 28 2 474 486
a 19 14 8 316 1104
a 19 20 4 202 1032
a 19 5 7 506 583
a 19 29 5 171 910
a 19 4 8 509 874
a 19 1 3 219 316
a 19 23 4 190 583
a 19 8 4 138 449
a 19 12 8 473 267
a 19 27 5 390 668
a 19 17 2 580 304
a 19 22 8 458 935
a 19 6 7 590 534
a 19 13 4 518 643
a 20 18 1 419 498
a 20 14 4 140 862
a 20 6 7 274 328
a 20 27 3 323 862
a 20 19 6 279 267
a 20 0 4 419 413
a 20 2 6 472 316
a 20 1 6 577 474
a 20 29 2 251 692
a 20 23 2 388 1007
a 20 24 7 166 777
a 20 9 7 442 947
a 20 17 4 526 413
a 20 25 5 234 777
a 21 25 4 199 692
a 21 14 7 343 753
a 21 18 1 324 546
a 21 29 9 333 1104
a 21 5 3 180 340
a 21 16 7 371 1177
a 21 17 5 558 522
a 21 2 3 588 595
a 21 10 2 391 377
a 21 27 4 343 134
a 21 24 8 325 898
a 21 0 9 440 231
a 21 28 1 122 1189
a 21 11 4 552 619
a 21 7 9 470 789
a 21 19 4 280 474
a 21 13 3 231 158
a 21 6 6 485 983
a 21 12 3 381 825
a 21 8 2 505 243
a 21 23 2 161 195
a 21 4 6 510 1020
a 22 27 4 553 959
a 22 12 5 358 425
a 22 13 6 328 389
a 22 2 8 173 1165
a 22 6 9 542 1056
a 22 9 5 304 886
a 22 4 6 522 704
a 22 16 9 384 825
a 22 26 9 545 389
a 22 24 3 282 801
a 22 3 7 490 1020
a 22 17 8 273 510
a 22 25 6 538 862
a 22 5 4 387 923
a 22 21 5 289 474
a 22 18 8 231 1104
a 22 19 4 451 134
a 22 23 9 565 1080
a 22 29 1 463 959
a 22 8 9 240 158
a 23 29 1 324 1141
a 23 2 7 323 1153
a 23 7 8 381 741
a 23 12 7 208 643
a 23 15 4 140 813
a 23 28 3 544 619
a 23 5 1 414 583
a 23 9 8 599 971
a 23 4 7 333 158
a 23 1 4 521 195
a 23 13 1 396 716
a 23 22 5 313 413
a 23 17 3 404 389
a 23 6 4 312 862
a 23 27 7 258 280
a 23 3 9 299 462
a 23 10 4 342 862
a 23 16 2 371 862
a 24 13 7 443 352
a 24 8 8 306 971
a 24 11 6 462 825
a 24 12 7 208 413
a 24 20 2 273 352
a 24 0 2 577 1032
a 24 4 7 319 607
a 24 21 3 409 1044
a 24 15 5 208 486
a 24 27 8 217 1153
a 24 18 3 408 231
a 24 7 5 138 947
a 24 25 1 588 898
a 24 28 2 454 1141
a 24 5 5 340 1141
a 24 2 7 335 1177
a 24 1 6 164 195
a 24 9 9 289 377
a 25 15 4 463 425
a 25 1 9 246 267
a 25 29 9 223 304
a 25 19 9 468 255
a 25 22 8 571 971
a 25 27 2 486 886
a 25 17 5 493 874
a 25 21 9 161 1165
a 25 12 9 476 753
a 25 28 7 468 462
a 25 8 4 183 692
a 25 16 9 318 1104
a 25 10 1 184 243
a 26 22 7 388 741
a 26 0 8 510 923
a 26 11 6 282 534
a 26 4 6 367 158
a 26 29 7 379 377
a 26 3 9 257 389
a 26 14 5 170 923
a 26 27 4 394 546
a 26 12 8 315 935
a 26 13 5 234 146
a 26 15 5 530 910
a 26 8 3 577 1056
a 26 10 3 185 207
a 26 1 5 587 474
a 26 16 1 226 947
a 26 18 3 533 643
a 26 28 3 473 813
a 26 2 7 309 158
a 26 20 6 347 995
a 26 6 6 413 413
a 26 19 9 358 716
a 26 21 5 214 510
a 27 22 1 256 292
a 27 18 8 557 1068
a 27 13 2 327 486
a 27 23 5 490 340
a 27 1 7 597 692
a 27 7 4 545 389
a 27 3 6 205 1165
a 27 15 9 281 328
a 27 25 3 294 704
a 27 0 8 585 219
a 27 20 4 331 449
a 27 8 3 538 243
a 27 14 4 208 959
a 27 5 2 354 486
a 27 11 5 245 462
a 27 12 2 551 886
a 27 24 7 311 1165
a 27 6 2 400 1177
a 28 20 4 279 1044
a 28 11 7 168 643
a 28 22 4 147 219
a 28 16 9 289 292
a 28 23 2 416 910
a 28 10 4 564 631
a 28 18 8 295 898
a 28 15 8 484 704
a 28 24 6 396 1153
a 28 25 9 475 134
a 28 4 4 428 571
a 28 27 7 159 1141
a 28 19 1 198 753
a 28 13 7 185 1020
a 28 26 6 292 631
a 28 5 7 182 559
a 28 7 8 194 1007
a 28 21 6 164 643
a 28 8 1 563 413
a 28 29 4 408 498
a 28 14 5 502 1092
a 29 20 8 584 364
a 29 14 6 401 838
a 29 12 8 307 995
a 29 26 1 403 680
a 29 0 5 392 401
a 29 3 4 541 1032
a 29 6 9 210 510
a 29 9 2 437 1007
a 29 8 5 251 1177
a 29 19 1 414 656
a 29 28 2 397 207
a 29 7 6 156 364
a 29 24 6 360 1202
a 29 25 6 480 1202
a 29 21 4 463 498
a 29 4 4 286 716
a 29 17 6 570 680
a 29 1 2 387 571
a 29 16 4 288 983
a 29 13 7 430 923
a 29 18 1 148 910
