c multi commodity flow
k 290 335 64
k 447 232 39
k 548 396 93
k 103 496 73
k 472 264 24
k 469 191 77
k 511 89 26
k 225 88 100
k 311 347 51
k 195 339 92
k 455 288 26
k 554 550 29
k 294 392 58
k 515 167 12
k 520 237 70
k 126 245 87
k 252 438 55
k 46 156 11
k 546 139 18
k 624 233 82
k 602 77 50
k 503 527 52
k 10 134 28
k 491 419 30
k 143 455 63
k 288 584 18
k 154 516 72
k 271 213 82
k 356 62 90
k 69 172 62
k 600 413 63
k 294 63 45
k 213 118 80
k 43 53 31
k 540 548 97
k 269 510 49
k 180 42 21
k 174 220 13
k 540 440 81
k 6 125 58
k 124 588 75
k 238 60 17
k 144 199 43
k 129 556 30
k 382 295 42
k 374 464 89
k 410 20 45
k 244 216 92
k 16 167 77
k 580 507 94
k 156 422 60
k 478 572 23
k 492 225 83
k 290 320 24
k 365 553 46
k 160 605 15
k 38 279 28
k 420 249 95
k 193 539 34
k 40 330 91
k 428 230 30
k 522 586 42
k 586 538 56
k 206 38 62
k 236 329 43
k 115 407 18
k 90 586 94
k 585 162 59
k 289 193 65
k 6 299 79
k 282 494 78
k 311 107 46
k 476 14 80
k 329 344 69
k 460 585 65
k 27 390 94
k 504 242 92
k 485 616 28
k 286 12 89
k 286 208 84
k 30 69 13
k 216 565 61
k 619 335 90
k 113 373 96
k 118 361 35
k 123 179 56
k 4 469 32
k 136 623 47
k 202 119 64
k 220 537 96
k 177 55 83
k 611 619 22
k 12 236 36
k 483 400 40
k 531 484 70
k 612 519 40
k 8 516 43
k 100 194 29
k 558 19 57
k 599 427 66
k 414 585 99
k 613 46 38
k 189 350 95
k 609 520 17
k 100 322 25
k 190 185 71
k 515 617 77
k 304 208 61
k 486 109 63
k 405 616 76
k 291 107 71
k 619 389 23
k 86 558 51
k 386 216 42
k 457 51 45
k 319 540 64
k 168 547 32
k 52 272 93
k 377 76 61
k 451 35 55
k 600 292 49
k 622 201 97
k 438 378 90
k 144 219 71
k 575 273 17
k 99 370 96
k 576 312 17
k 603 139 37
k 596 287 45
k 183 536 91
k 558 522 37
k 269 420 42
k 375 44 13
k 589 105 57
k 232 483 64
k 91 49 26
k 51 541 50
k 152 461 37
k 152 563 12
k 624 554 18
k 14 163 59
k 54 550 18
k 186 469 92
k 532 490 53
k 507 342 31
k 446 360 75
k 258 65 43
k 83 312 69
k 19 347 30
k 167 352 32
k 204 53 21
k 458 570 80
k 530 442 43
k 209 229 26
k 393 378 88
k 594 378 91
k 490 447 31
k 5 103 53
k 93 96 49
k 502 328 88
k 472 461 88
k 314 568 61
k 242 311 59
k 286 569 84
k 504 159 72
k 537 375 29
k 93 192 88
k 53 85 15
k 273 277 47
k 473 69 48
k 20 149 98
k 558 394 21
k 571 220 84
k 609 310 39
k 585 316 81
k 407 336 86
k 315 397 54
k 335 99 19
k 139 297 42
k 285 157 17
k 5 85 16
k 31 502 96
k 458 198 41
k 25 319 11
k 320 68 47
k 192 358 35
k 158 144 36
k 250 114 79
k 477 214 14
k 398 176 79
k 405 186 78
k 18 256 14
k 46 618 32
k 44 84 93
k 167 294 63
k 319 169 75
k 103 221 43
k 524 542 57
k 511 468 53
k 503 382 98
k 528 282 57
k 146 426 57
k 210 31 84
k 592 123 96
k 590 375 41
k 232 568 14
k 268 525 35
k 309 533 59
k 247 514 92
k 544 493 80
k 264 12 88
k 292 466 35
k 549 224 62
k 5 177 64
k 380 74 24
k 48 276 81
k 586 32 79
k 218 199 67
k 126 204 31
k 17 593 18
k 601 562 50
k 250 236 64
k 125 240 22
k 415 206 96
k 592 347 52
k 207 524 70
k 487 548 39
k 470 67 58
k 286 20 41
k 161 600 71
k 251 592 95
k 105 47 86
k 406 278 74
k 99 585 90
k 167 610 56
k 177 428 95
k 517 5 11
k 578 571 28
k 181 157 60
k 205 420 56
k 237 78 73
k 376 240 93
k 150 94 25
k 314 45 79
k 332 506 58
k 199 533 18
k 132 554 69
k 80 165 37
k 515 160 18
k 617 122 54
k 45 207 56
k 391 149 82
k 437 505 37
k 153 379 17
k 34 599 88
k 362 446 36
k 83 74 93
k 445 341 44
k 87 266 42
k 429 157 82
k 428 500 90
k 55 367 33
k 245 529 99
k 548 45 22
k 568 198 46
k 66 362 71
k 566 161 72
k 229 416 60
k 308 262 74
k 552 15 16
k 315 209 15
k 587 566 31
k 44 559 55
k 438 49 54
k 547 551 29
k 146 496 25
k 48 574 69
k 468 51 71
k 167 71 26
k 199 313 38
k 368 495 59
k 531 13 91
k 268 176 68
k 208 536 89
k 323 207 53
k 445 526 71
k 581 411 52
k 301 595 41
k 63 442 57
k 459 0 51
k 330 266 11
k 99 623 27
k 43 4 28
k 559 109 25
k 469 302 62
k 298 70 91
k 251 191 50
k 467 333 90
k 188 450 78
k 2 110 40
k 57 326 34
k 51 294 35
k 327 483 44
k 601 268 82
k 502 520 48
k 149 139 39
k 309 509 71
k 427 589 25
k 529 600 69
k 412 158 94
k 607 239 37
k 385 407 28
k 232 43 74
k 406 516 81
k 504 501 87
k 393 47 50
k 109 363 83
k 585 421 26
k 7 136 70
k 581 256 13
k 29 433 64
k 10 103 23
k 62 487 41
k 227 69 50
k 30 531 54
k 522 543 72
k 564 619 87
k 226 422 85
k 391 622 28
k 529 586 40
k 297 494 82
k 219 453 93
k 619 528 55
k 595 126 82
k 168 217 44
k 544 56 92
k 392 613 15
k 236 243 18
k 146 92 99
k 133 10 61
k 241 32 29
k 3 233 83
k 616 232 80
k 521 110 93
k 18 524 72
k 124 538 92
k 443 71 21
k 210 398 72
k 406 319 16
k 405 257 77
k 597 289 48
k 200 260 85
k 551 493 99
k 165 137 60
k 607 611 19
k 521 515 46
k 174 229 92
k 414 334 48
k 468 370 30
k 477 130 26
k 499 193 53
k 163 98 75
k 257 304 68
k 563 180 17
k 486 479 25
k 326 556 96
k 81 582 21
k 618 440 86
k 197 455 51
k 233 230 37
k 124 420 33
k 333 614 33
k 290 95 96
k 210 104 61
k 277 533 65
k 392 319 14
k 85 126 11
k 252 373 89
k 380 21 20
k 392 468 91
k 86 573 12
k 105 53 86
k 553 196 92
k 560 170 83
k 146 36 97
k 176 352 65
k 147 69 79
k 282 525 100
k 398 275 63
k 451 472 38
k 410 379 33
k 477 82 82
k 532 325 59
k 588 481 60
k 44 261 83
k 310 193 66
k 162 315 13
k 255 576 47
k 604 306 91
k 301 36 53
k 223 503 22
k 359 106 40
k 288 482 38
k 432 174 29
k 41 43 57
k 497 48 86
k 590 432 100
k 312 35 74
k 617 374 74
k 162 451 21
k 590 604 29
k 6 58 50
k 35 275 47
k 258 275 40
k 248 490 57
k 464 155 69
k 283 562 36
k 603 510 19
k 591 537 60
k 273 207 35
k 137 500 66
k 595 519 69
k 285 279 83
k 175 518 22
k 275 149 25
k 583 358 29
k 234 495 62
k 199 438 53
k 286 76 82
k 517 253 24
k 65 53 27
k 221 564 36
k 600 178 18
k 266 12 44
k 41 266 76
k 52 507 57
k 246 281 53
k 75 164 64
k 349 528 46
k 494 114 70
k 371 510 32
k 537 90 94
k 79 574 60
k 214 510 83
k 22 353 93
k 559 589 43
k 343 613 88
k 494 362 67
k 380 37 27
k 192 508 67
k 585 213 41
k 9 39 91
k 490 47 52
k 385 560 18
k 410 142 95
k 264 343 44
k 364 562 30
k 254 555 91
k 529 423 66
k 328 98 63
k 102 340 41
k 545 454 52
k 600 209 15
k 367 489 52
k 229 293 13
k 130 491 51
k 596 213 89
k 493 228 68
k 379 82 85
k 231 274 73
k 143 152 73
k 613 366 46
k 618 277 59
k 302 602 85
k 334 353 94
k 388 139 75
k 487 296 89
k 67 482 84
k 296 374 54
k 394 214 46
k 383 438 82
k 563 527 22
k 477 265 58
k 311 606 70
k 222 358 49
k 449 496 81
k 585 448 50
k 234 243 56
k 23 423 52
k 410 290 20
k 373 211 29
k 290 472 18
k 463 171 95
k 62 282 55
k 576 173 35
k 295 91 40
k 546 326 38
k 177 297 89
k 342 592 24
k 262 450 35
k 441 68 78
k 256 623 32
k 314 240 76
k 355 93 22
k 376 401 57
k 531 622 100
k 209 232 84
k 487 597 62
k 533 326 44
k 285 182 49
k 65 10 63
k 27 588 46
k 305 380 90
k 330 221 100
k 244 520 59
k 317 208 99
k 0 291 66
k 278 608 84
k 601 519 77
k 461 523 68
k 242 274 95
k 328 441 24
k 169 416 91
k 333 133 38
k 252 236 68
k 67 324 100
k 279 230 100
k 29 358 76
k 267 162 89
k 257 321 80
k 567 434 17
k 327 15 60
k 549 325 84
k 129 99 37
k 176 383 89
k 246 516 51
k 342 214 45
k 502 573 78
k 480 614 98
k 35 452 78
k 491 445 56
k 262 429 19
k 386 581 23
k 49 377 63
k 583 319 41
k 272 604 61
k 541 605 40
k 92 80 26
k 561 262 76
k 365 82 56
k 620 243 45
k 314 324 29
k 194 581 51
k 372 464 65
k 410 601 64
k 106 75 87
k 81 145 67
k 208 189 42
k 101 284 38
k 475 582 55
k 80 164 68
k 592 210 94
k 507 19 76
k 77 457 62
k 100 442 96
k 59 143 63
k 506 28 11
k 386 608 85
k 379 130 48
k 451 449 38
k 536 156 94
k 194 61 24
k 574 374 30
k 298 279 22
k 77 615 18
k 535 269 41
k 411 255 17
k 171 298 79
k 437 206 21
k 227 183 23
k 589 280 95
k 10 114 99
k 162 506 65
k 0 328 75
k 434 460 80
k 25 265 43
k 8 390 47
k 409 22 92
k 388 350 64
k 190 251 80
k 416 608 100
k 253 348 58
k 187 595 55
k 524 61 50
k 319 315 48
k 54 168 15
k 193 220 63
k 313 458 71
k 188 246 78
k 465 261 84
k 488 467 90
k 358 68 33
k 61 73 45
k 154 388 32
k 194 46 92
k 129 171 70
k 440 258 18
k 526 619 20
k 373 90 95
k 181 247 91
k 550 319 35
k 588 461 45
k 468 566 91
k 447 164 31
k 600 64 45
k 566 263 80
k 408 178 66
k 392 199 70
k 39 89 73
k 72 302 32
k 185 269 71
k 404 391 42
k 328 599 63
k 75 157 87
k 300 372 35
k 391 418 80
k 451 470 69
k 79 18 36
k 497 303 63
k 593 258 97
k 588 605 49
k 388 286 16
k 182 196 99
k 577 322 56
k 279 388 38
k 256 504 19
k 464 236 52
k 174 57 73
k 257 31 57
k 527 203 50
k 561 254 81
k 200 596 62
k 536 123 51
k 323 213 11
k 407 307 75
k 470 451 16
k 164 545 46
k 150 146 18
k 320 533 75
k 449 444 20
k 2 63 99
k 324 600 30
k 184 157 53
k 48 6 100
k 170 25 40
k 240 181 59
k 269 187 85
k 277 401 77
k 395 317 26
k 497 234 24
k 509 296 39
k 33 146 74
k 549 417 16
k 275 535 40
k 360 63 95
k 582 52 39
k 208 557 87
k 121 81 44
k 443 57 29
k 285 26 17
k 164 198 54
k 8 587 99
k 580 455 48
k 497 65 81
k 345 103 55
k 354 593 73
k 438 156 11
k 180 84 27
k 189 196 15
k 229 290 51
k 514 347 77
k 168 380 66
k 311 112 17
k 424 582 83
k 295 486 16
k 252 502 51
k 257 272 25
k 14 257 84
k 80 11 94
k 14 203 52
k 561 373 94
k 308 398 25
k 172 22 64
k 326 233 11
k 147 617 50
k 461 530 51
k 183 92 90
k 219 423 37
k 409 97 48
k 520 27 42
k 267 89 97
k 373 303 51
k 153 146 83
k 530 506 54
k 173 302 66
k 465 322 86
k 223 183 51
k 257 237 76
k 418 355 81
k 361 180 17
k 116 137 52
k 620 50 78
k 219 222 40
k 518 457 55
k 423 91 95
k 157 518 61
k 252 67 100
k 334 299 40
k 258 601 81
k 127 518 96
k 480 344 41
k 426 467 51
k 401 587 19
k 289 73 45
k 506 144 74
k 99 145 81
k 62 9 14
k 245 84 43
k 198 211 96
k 327 550 46
k 486 457 63
k 251 601 88
k 520 500 12
k 408 1 45
k 196 256 12
k 119 237 81
k 469 556 21
k 489 360 47
k 79 339 65
k 134 258 100
k 28 110 64
k 609 121 21
k 615 609 53
k 105 323 98
k 51 35 19
k 337 329 40
k 88 543 83
k 461 33 68
k 239 426 36
k 290 451 18
k 450 16 62
k 273 136 40
k 479 335 82
k 213 411 58
k 286 344 16
k 493 51 54
k 479 286 47
k 538 268 85
k 331 269 15
k 391 555 19
k 464 250 32
k 246 621 92
k 337 18 28
k 517 170 44
k 361 423 20
k 419 242 30
k 248 31 43
k 138 352 82
k 232 7 69
k 79 244 53
k 120 612 53
k 615 504 96
k 23 93 49
k 574 49 57
k 462 349 69
k 180 427 27
k 138 193 66
k 87 95 21
k 601 192 19
k 300 610 80
k 265 180 48
k 180 277 99
k 462 394 70
k 364 456 48
k 473 287 11
k 318 326 88
k 255 336 51
k 251 481 78
k 132 291 94
k 387 500 80
k 345 320 47
k 4 467 80
k 554 564 84
k 307 25 53
k 151 349 35
k 545 206 92
k 23 457 51
k 491 413 25
k 242 597 85
k 292 465 60
k 239 472 90
k 364 491 46
k 217 472 80
k 358 175 70
k 357 564 77
k 593 243 38
k 290 339 35
k 58 594 61
k 118 376 50
k 597 306 23
k 423 321 53
k 417 585 39
k 162 33 41
k 119 479 27
k 532 233 88
k 523 611 83
k 371 405 66
k 181 327 99
k 14 64 17
k 48 243 12
k 584 216 96
k 323 252 17
k 101 80 76
k 278 513 65
k 174 162 75
k 591 473 16
k 411 573 18
k 91 286 21
k 186 164 78
k 145 36 36
k 91 324 19
k 501 481 25
k 156 545 53
k 343 191 88
k 536 74 49
k 422 328 82
k 184 126 52
k 435 495 45
k 87 59 40
k 415 102 44
k 394 172 20
k 572 86 16
k 183 397 81
k 206 151 27
k 211 282 54
k 282 23 69
k 251 276 78
k 465 31 22
k 217 173 35
k 237 353 78
k 188 336 99
k 269 70 80
k 273 331 70
k 458 320 14
k 203 464 45
k 120 430 93
k 420 456 95
k 298 377 11
k 18 499 21
k 65 592 31
k 108 573 23
k 211 19 54
k 315 453 64
k 275 601 86
k 406 596 14
k 14 133 93
k 285 258 65
k 520 124 65
k 356 95 100
k 553 105 54
k 444 608 59
k 267 396 98
k 253 317 17
k 334 259 90
k 178 570 23
k 216 105 93
k 518 186 76
k 277 512 28
k 442 387 62
k 119 311 25
k 192 224 63
k 44 170 44
k 443 147 52
k 577 52 14
k 591 497 70
k 336 388 87
k 607 257 51
k 531 246 20
k 21 260 52
k 250 473 98
k 41 619 15
k 27 37 15
k 119 427 34
k 325 159 55
k 165 98 50
k 588 68 89
k 303 274 26
k 368 307 95
k 217 45 71
k 265 583 94
k 302 126 28
k 209 389 27
k 59 333 41
k 94 88 83
k 369 201 84
k 579 223 95
k 374 423 84
k 269 601 67
k 389 471 49
k 397 559 55
k 32 177 41
k 255 215 78
k 615 472 21
k 154 614 46
k 117 423 98
k 537 260 52
k 250 165 18
k 186 275 54
k 3 491 74
k 223 283 70
k 347 164 31
k 390 70 99
k 592 233 83
k 64 16 11
k 373 558 28
k 185 388 92
k 121 616 54
k 129 292 72
k 546 381 49
k 271 524 68
k 125 392 33
k 425 201 30
k 521 90 47
k 598 298 92
k 113 450 90
k 594 584 49
k 305 365 79
k 497 448 93
k 404 225 44
k 93 523 13
k 201 202 49
k 365 167 16
k 430 254 77
k 606 52 85
k 66 105 48
k 243 474 76
k 86 274 32
k 244 119 37
k 291 251 53
k 295 563 82
k 184 68 72
k 0 530 28
k 402 37 22
k 406 178 44
k 201 577 57
k 168 27 21
k 224 139 57
k 170 150 23
k 18 613 37
k 301 477 77
k 95 369 41
k 206 421 19
k 97 437 21
k 419 582 54
k 90 72 49
k 474 169 93
k 514 48 14
k 177 458 53
k 382 6 37
k 275 607 87
k 195 301 58
k 567 610 49
k 159 534 11
k 593 96 32
k 523 345 30
k 497 420 51
k 386 91 100
k 355 235 64
k 274 119 25
k 316 286 43
k 324 10 90
k 383 96 53
k 425 138 65
k 256 20 44
k 578 274 16
k 359 379 88
k 190 443 60
k 231 174 97
k 100 433 32
k 93 276 54
k 299 314 24
k 225 119 68
k 547 219 46
k 404 86 74
k 514 5 41
k 193 186 45
k 409 374 59
k 524 476 39
k 526 461 47
k 593 451 72
k 436 94 80
k 471 196 19
k 591 411 33
k 597 331 75
k 290 338 95
k 297 621 30
k 433 549 92
k 91 338 77
k 428 50 41
k 282 210 63
k 268 435 92
k 27 147 17
k 413 163 83
k 230 355 14
k 606 345 49
k 347 580 100
k 152 549 89
k 54 82 54
k 300 557 51
k 47 543 80
k 254 415 90
k 451 483 15
k 135 318 17
k 482 259 15
k 512 439 16
k 218 53 32
k 174 228 23
k 221 577 20
k 291 244 94
k 49 20 50
k 177 58 61
k 538 438 47
k 340 139 69
k 374 455 45
k 388 256 75
k 571 289 11
k 278 28 48
k 86 423 67
k 368 570 73
k 127 547 37
k 532 389 94
k 509 517 72
k 320 284 74
k 394 147 53
k 455 548 95
k 80 507 79
k 577 568 70
k 436 227 53
k 393 385 92
k 455 21 92
k 575 190 30
k 529 246 90
k 1 500 90
k 341 487 100
k 353 474 99
k 190 481 100
k 56 490 17
k 419 0 47
k 174 306 84
k 461 273 74
k 608 617 25
k 302 442 29
k 228 592 82
k 12 560 94
k 386 460 88
k 66 220 23
k 210 363 54
k 534 169 53
k 240 376 22
k 423 71 27
k 113 186 32
k 371 25 97
k 537 610 28
k 592 152 22
k 123 605 65
k 484 276 29
k 209 356 24
k 421 549 20
k 291 39 40
k 376 368 11
k 61 354 37
k 135 314 97
k 273 181 31
k 379 71 59
k 62 474 74
k 409 152 66
k 351 408 94
k 454 281 81
k 129 579 66
k 570 503 95
k 344 47 22
k 97 189 72
k 587 504 49
k 71 461 96
k 232 47 20
k 339 351 65
k 119 48 77
k 623 460 93
k 612 367 59
k 572 566 66
k 576 271 57
k 76 94 38
k 98 110 30
k 558 7 34
k 5 492 75
k 128 222 36
k 240 285 85
k 118 459 18
k 543 55 60
k 193 75 67
k 97 613 57
k 596 137 75
k 34 533 52
k 132 413 76
k 390 244 35
k 611 194 92
k 275 551 13
k 445 325 64
k 2 60 91
k 186 109 13
k 111 140 90
k 101 571 50
k 390 176 71
k 141 347 70
k 52 569 91
k 0 459 98
k 25 315 46
k 209 343 74
k 361 313 77
k 363 527 72
k 72 423 92
k 280 203 70
k 548 590 92
k 42 503 50
k 297 446 78
k 80 425 50
k 355 515 56
k 417 463 76
k 151 388 37
k 464 529 48
k 142 308 85
k 7 277 68
k 280 189 70
k 369 280 27
k 146 78 100
k 588 254 26
k 34 553 93
k 103 12 47
k 285 155 65
k 298 583 76
k 595 512 12
k 28 624 69
k 585 467 94
k 179 612 66
k 547 350 74
k 299 364 31
k 159 563 38
k 237 556 31
k 394 50 100
k 104 229 24
k 448 289 46
k 227 411 80
k 331 21 53
k 181 107 23
k 13 208 12
k 2 572 38
k 285 511 98
k 191 599 82
k 354 526 19
k 242 165 88
k 289 209 87
k 343 152 97
k 37 113 59
k 296 72 46
k 178 453 50
k 106 575 23
k 352 7 59
k 182 448 50
k 456 535 100
k 268 550 44
k 416 487 15
k 377 305 27
k 172 534 65
k 560 232 20
k 563 486 20
k 165 220 67
k 535 282 37
k 361 285 62
k 56 297 62
k 74 124 11
k 119 263 15
k 308 325 42
k 484 89 100
k 410 87 66
k 362 571 85
k 471 124 39
k 223 202 39
k 159 452 64
k 363 588 27
k 408 409 100
k 98 104 95
k 166 471 69
k 286 508 83
k 512 378 38
k 616 94 96
k 455 542 31
k 515 491 57
k 590 624 75
k 276 148 99
k 1 338 40
k 226 456 85
k 81 471 99
k 349 621 72
k 53 414 27
k 38 49 94
k 238 287 31
k 600 431 99
k 572 217 36
k 523 527 11
k 175 292 75
k 120 577 38
k 264 83 72
k 618 617 77
k 227 146 19
k 237 505 12
k 384 140 38
k 213 570 12
k 151 234 37
k 537 143 98
k 306 587 19
k 338 238 67
k 620 185 12
k 603 136 75
k 27 7 73
k 224 384 97
k 534 519 90
k 372 617 13
k 98 565 62
k 275 543 57
k 474 481 42
k 460 389 50
k 405 498 24
k 243 173 27
k 448 449 34
k 369 2 59
k 165 251 18
k 384 130 32
k 386 97 25
k 298 592 40
k 566 155 96
k 505 605 88
k 272 77 56
k 86 82 86
k 528 391 79
k 318 52 23
k 263 281 56
k 396 518 26
k 150 507 52
k 381 608 60
k 158 556 13
k 290 598 91
k 451 463 71
k 160 174 59
k 462 83 27
k 52 319 39
k 193 503 25
k 9 401 62
k 33 24 100
k 279 546 53
k 301 559 96
k 455 127 14
k 34 21 86
k 488 50 31
k 407 232 90
k 602 381 40
k 461 45 17
k 116 322 43
k 515 73 36
k 287 503 78
k 198 39 49
k 172 70 23
k 462 192 64
k 298 248 42
k 617 96 68
k 291 361 33
k 173 54 83
k 285 536 43
k 563 518 15
k 66 414 47
k 236 483 41
k 560 237 47
k 238 94 37
k 53 8 72
k 190 486 40
k 536 386 22
k 567 81 27
k 46 406 86
k 306 546 83
k 619 88 44
k 565 353 77
k 42 366 76
k 481 613 11
k 314 535 69
k 540 194 39
k 237 384 90
k 175 74 16
k 598 116 97
k 519 209 23
k 462 515 67
k 495 432 41
k 214 175 68
k 493 317 88
k 408 525 69
k 483 468 81
k 169 31 49
k 608 315 72
k 430 209 38
k 600 241 54
k 470 191 50
k 396 470 58
k 523 538 88
k 445 592 81
k 270 477 15
k 193 490 76
k 374 305 71
k 586 103 20
k 437 141 59
k 60 607 14
k 604 212 68
k 537 576 12
k 360 438 58
k 621 605 20
k 594 307 92
k 269 480 51
k 496 465 90
k 509 526 35
k 503 204 26
k 402 538 84
k 601 504 36
k 455 149 100
k 382 517 60
k 337 297 85
k 139 549 16
k 583 333 70
k 233 549 38
k 124 475 71
k 209 118 58
k 326 213 12
k 179 43 56
k 297 544 62
k 338 163 46
k 28 198 19
k 207 44 92
k 486 89 30
k 106 60 46
k 512 397 83
k 532 48 93
k 415 305 28
k 220 486 95
k 316 38 20
k 163 234 32
k 336 391 76
k 483 161 77
k 623 13 92
k 351 348 89
k 137 211 18
k 536 389 33
k 80 365 57
k 500 255 16
k 433 244 90
k 179 386 95
k 160 462 16
k 85 6 11
k 488 181 55
k 177 437 22
k 152 565 43
k 419 43 77
k 35 315 13
k 334 263 60
k 538 29 89
k 441 26 17
k 468 218 93
k 114 251 30
k 95 215 33
k 354 21 22
k 593 85 71
k 485 433 86
k 489 480 87
k 411 37 28
k 546 501 84
k 379 492 47
k 579 326 19
k 578 402 48
k 302 394 54
k 193 55 20
k 431 449 81
k 208 210 28
k 145 146 84
k 99 60 29
k 386 135 31
k 359 93 78
k 141 294 62
k 600 66 16
k 209 7 62
k 382 281 70
k 360 263 21
k 576 422 96
k 506 64 86
k 155 218 86
k 143 68 27
k 283 433 88
k 193 141 41
k 229 65 94
k 31 64 53
k 537 353 44
k 519 616 63
k 210 277 71
k 480 401 30
k 139 104 52
k 16 504 39
k 620 184 67
k 221 295 66
k 13 465 28
k 37 247 22
k 98 315 60
k 282 389 84
k 156 583 35
k 155 417 99
k 116 571 53
k 402 244 65
k 126 433 22
k 575 503 94
k 416 553 85
k 505 456 20
k 146 611 50
k 376 191 85
k 524 205 67
k 380 474 64
k 353 194 40
k 200 173 78
k 443 278 71
k 46 245 37
k 183 173 73
k 205 409 74
k 462 621 90
k 178 349 28
k 156 306 68
k 16 314 69
k 343 204 52
k 445 544 71
k 557 21 31
k 213 29 39
k 319 0 97
k 145 110 52
k 520 585 68
k 242 362 92
k 416 153 96
k 219 549 46
k 145 430 20
k 400 583 32
k 528 29 59
k 415 285 51
k 404 222 51
k 275 401 31
k 102 62 16
k 492 330 37
k 405 60 52
k 250 386 81
k 84 594 67
k 45 5 13
k 311 230 46
k 240 407 35
k 156 154 44
k 548 93 35
k 315 381 94
k 553 543 59
k 565 309 20
k 257 176 76
k 88 224 56
k 158 8 56
k 123 197 37
k 252 396 59
k 480 404 20
k 74 427 48
k 158 621 25
k 238 528 17
k 83 514 87
k 92 227 29
k 253 321 97
k 94 370 11
k 553 94 53
k 274 567 79
k 234 37 54
k 472 574 29
k 438 375 91
k 226 90 60
k 89 423 53
k 303 284 85
k 173 24 81
k 18 397 31
k 369 366 35
k 512 157 91
k 446 301 29
k 81 555 84
k 83 254 29
k 558 564 82
k 309 175 48
k 611 535 41
k 87 611 84
k 417 350 74
k 518 317 28
k 450 325 98
k 277 65 75
k 578 22 68
k 413 244 24
k 181 276 35
k 65 160 14
k 277 29 21
k 558 443 48
k 542 282 76
k 211 26 52
k 505 368 57
k 514 331 48
k 69 513 55
k 227 264 40
k 74 42 76
k 88 424 47
k 537 546 68
k 40 527 93
k 251 583 28
k 522 313 37
k 387 573 51
k 205 99 96
k 97 505 42
k 71 169 63
k 324 82 30
k 436 521 44
