c multi commodity flow
k 103 168 50
k 174 87 25
k 266 62 56
k 243 178 16
k 183 203 59
k 45 204 62
k 179 306 91
k 240 237 56
k 129 89 83
k 344 152 40
k 332 394 94
k 115 253 46
k 36 54 18
k 380 102 69
k 378 295 59
k 243 249 84
k 74 54 73
k 231 178 47
k 246 275 35
k 256 264 35
k 187 245 53
k 162 201 69
k 100 222 86
k 158 22 97
k 319 51 22
k 276 342 22
k 311 122 53
k 301 299 92
k 101 312 61
k 193 224 64
k 307 110 51
k 326 266 29
k 382 34 38
k 376 261 40
k 172 302 56
k 177 50 75
k 359 259 87
k 115 376 48
k 248 24 89
k 109 5 55
k 264 158 78
k 187 269 30
k 199 253 50
k 394 319 24
k 181 267 59
k 388 395 86
k 18 72 91
k 50 58 61
k 144 373 35
k 377 228 82
k 15 165 36
k 86 75 12
k 90 164 58
k 14 142 65
k 268 157 89
k 195 71 43
k 22 159 97
k 28 308 87
k 185 8 76
k 397 262 16
k 139 231 26
k 16 145 16
k 257 282 92
k 148 304 88
k 117 19 87
k 185 99 29
k 243 302 77
k 22 361 97
k 76 174 16
k 260 102 20
k 267 196 93
k 91 157 34
k 13 314 68
k 357 89 46
k 280 252 18
k 97 90 78
k 266 234 61
k 39 119 63
k 356 398 58
k 347 258 59
k 153 255 28
k 373 277 71
k 74 16 70
k 34 270 59
k 166 51 38
k 392 308 98
k 266 91 93
k 293 96 47
k 81 240 91
k 380 349 52
k 172 338 79
k 315 26 70
k 336 79 54
k 186 331 55
k 83 79 50
k 223 398 67
k 245 346 100
k 194 195 19
k 124 322 24
k 227 350 25
k 17 350 17
k 340 99 65
k 44 221 30
k 166 270 74
k 134 163 71
k 7 380 12
k 269 158 19
k 155 4 73
k 249 189 93
k 202 13 82
k 294 234 62
k 46 275 93
k 380 390 20
k 30 165 37
k 260 2 29
k 17 184 77
k 141 75 74
k 74 362 88
k 194 242 34
k 398 264 84
k 399 167 43
k 301 277 58
k 356 197 26
k 256 322 36
k 291 59 78
k 293 265 53
k 380 278 79
k 33 364 11
k 389 170 24
k 235 30 24
k 248 54 45
k 177 245 82
k 156 324 78
k 53 172 26
k 371 337 28
k 249 308 41
k 72 246 54
k 326 394 17
k 243 376 49
k 39 286 64
k 174 304 41
k 384 305 74
k 122 175 42
k 397 317 54
k 194 3 25
k 397 215 75
k 1 138 49
k 90 139 67
k 234 343 61
k 77 252 75
k 340 65 51
k 397 334 90
k 365 351 32
k 1 388 52
k 12 109 37
k 160 67 63
k 93 311 28
k 162 118 92
k 334 94 85
k 197 7 14
k 61 388 28
k 176 374 43
k 234 231 86
k 196 62 47
k 152 371 95
k 135 14 52
k 229 16 52
k 193 221 33
k 360 43 27
k 143 272 44
k 271 347 81
k 157 147 25
k 172 289 59
k 331 308 93
k 319 55 49
k 188 183 65
k 49 59 98
k 162 41 88
k 309 274 62
k 46 244 37
k 346 98 75
k 55 216 43
k 378 254 28
k 110 50 56
k 57 140 88
k 126 267 55
k 0 33 26
k 103 369 37
k 317 115 11
k 257 348 16
k 115 380 82
k 72 318 48
k 259 33 53
k 321 83 61
k 90 223 66
k 346 3 67
k 153 304 51
k 357 6 49
k 387 372 88
k 190 349 22
k 220 371 44
k 322 245 65
k 6 149 61
c
c source target cost capacity
a 0 1 91 463
a 0 20 97 610
a 1 0 95 429
a 1 2 82 465
a 1 21 92 477
a 2 1 85 679
a 2 3 95 742
a 2 22 97 616
a 3 2 93 502
a 3 4 83 469
a 3 23 85 519
a 4 3 99 468
a 4 5 87 437
a 4 24 80 454
a 5 4 85 809
a 5 6 98 638
a 5 25 88 581
a 6 5 93 769
a 6 7 84 751
a 6 26 85 550
a 7 6 81 676
a 7 8 96 484
a 7 27 96 610
a 8 7 88 608
a 8 9 87 521
a 8 28 98 712
a 9 8 84 536
a 9 10 97 745
a 9 29 100 595
a 10 9 83 609
a 10 11 99 543
a 10 30 94 740
a 11 10 88 479
a 11 12 86 724
a 11 31 96 630
a 12 11 83 627
a 12 13 98 703
a 12 32 85 777
a 13 12 93 559
a 13 14 86 594
a 13 33 93 627
a 14 13 94 708
a 14 15 82 591
a 14 34 96 709
a 15 14 91 765
a 15 16 88 477
a 15 35 92 704
a 16 15 98 646
a 16 17 83 576
a 16 36 82 659
a 17 16 88 799
a 17 18 94 583
a 17 37 96 509
a 18 17 94 521
a 18 19 80 608
a 18 38 94 608
a 19 18 86 554
a 19 39 100 816
a 20 0 100 618
a 20 21 94 623
a 20 40 82 469
a 21 1 89 778
a 21 20 98 723
a 21 22 88 496
a 21 41 100 732
a 22 2 89 571
a 22 21 81 711
a 22 23 92 423
a 22 42 98 597
a 23 3 92 654
a 23 22 92 511
a 23 24 92 458
a 23 43 96 701
a 24 4 94 530
a 24 23 99 701
a 24 25 97 796
a 24 44 97 605
a 25 5 92 730
a 25 24 89 788
a 25 26 95 536
a 25 45 82 698
a 26 6 84 516
a 26 25 89 589
a 26 27 99 520
a 26 46 96 472
a 27 7 81 739
a 27 26 94 606
a 27 28 94 789
a 27 47 95 582
a 28 8 80 732
a 28 27 81 717
a 28 29 95 629
a 28 48 94 697
a 29 9 95 701
a 29 28 81 698
a 29 30 88 565
a 29 49 81 563
a 30 10 94 464
a 30 29 80 681
a 30 31 98 665
a 30 50 94 693
a 31 11 80 810
a 31 30 86 664
a 31 32 95 521
a 31 51 82 476
a 32 12 98 742
a 32 31 85 793
a 32 33 81 467
a 32 52 95 548
a 33 13 86 459
a 33 32 91 710
a 33 34 93 591
a 33 53 87 809
a 34 14 96 546
a 34 33 99 500
a 34 35 99 719
a 34 54 89 519
a 35 15 98 429
a 35 34 93 738
a 35 36 87 708
a 35 55 91 677
a 36 16 83 564
a 36 35 85 547
a 36 37 96 645
a 36 56 97 688
a 37 17 96 619
a 37 36 82 787
a 37 38 82 675
a 37 57 84 753
a 38 18 94 503
a 38 37 86 487
a 38 39 100 457
a 38 58 93 762
a 39 19 93 530
a 39 38 96 818
a 39 59 87 783
a 40 20 94 741
a 40 41 87 742
a 40 60 83 748
a 41 21 83 545
a 41 40 96 425
a 41 42 96 496
a 41 61 89 655
a 42 22 83 785
a 42 41 91 605
a 42 43 92 741
a 42 62 92 448
a 43 23 85 625
a 43 42 94 638
a 43 44 94 471
a 43 63 95 475
a 44 24 84 810
a 44 43 83 743
a 44 45 84 603
a 44 64 94 557
a 45 25 89 438
a 45 44 85 694
a 45 46 92 756
a 45 65 85 645
a 46 26 98 642
a 46 45 92 716
a 46 47 99 576
a 46 66 97 813
a 47 27 89 787
a 47 46 84 614
a 47 48 80 686
a 47 67 80 513
a 48 28 97 533
a 48 47 98 521
a 48 49 86 514
a 48 68 94 785
a 49 29 85 541
a 49 48 91 505
a 49 50 84 462
a 49 69 88 548
a 50 30 84 776
a 50 49 81 424
a 50 51 82 484
a 50 70 83 684
a 51 31 86 773
a 51 50 91 458
a 51 52 100 532
a 51 71 83 623
a 52 32 95 426
a 52 51 85 528
a 52 53 80 526
a 52 72 91 735
a 53 33 84 462
a 53 52 86 599
a 53 54 94 526
a 53 73 85 463
a 54 34 85 770
a 54 53 82 507
a 54 55 84 756
a 54 74 97 683
a 55 35 94 533
a 55 54 95 493
a 55 56 81 540
a 55 75 85 626
a 56 36 85 745
a 56 55 100 680
a 56 57 91 629
a 56 76 82 660
a 57 37 80 655
a 57 56 85 693
a 57 58 96 763
a 57 77 83 448
a 58 38 84 713
a 58 57 88 436
a 58 59 88 542
a 58 78 91 601
a 59 39 94 784
a 59 58 86 443
a 59 79 92 666
a 60 40 92 529
a 60 61 93 576
a 60 80 83 811
a 61 41 99 598
a 61 60 86 606
a 61 62 84 662
a 61 81 88 730
a 62 42 86 532
a 62 61 88 571
a 62 63 85 649
a 62 82 94 818
a 63 43 98 506
a 63 62 88 654
a 63 64 94 460
a 63 83 81 684
a 64 44 93 539
a 64 63 98 571
a 64 65 100 483
a 64 84 93 719
a 65 45 87 646
a 65 64 91 468
a 65 66 95 572
a 65 85 100 532
a 66 46 91 594
a 66 65 84 556
a 66 67 97 430
a 66 86 85 652
a 67 47 89 672
a 67 66 93 727
a 67 68 95 564
a 67 87 84 696
a 68 48 82 515
a 68 67 97 475
a 68 69 89 765
a 68 88 88 614
a 69 49 91 472
a 69 68 100 433
a 69 70 86 466
a 69 89 98 647
a 70 50 96 561
a 70 69 88 637
a 70 71 92 759
a 70 90 98 578
a 71 51 94 676
a 71 70 89 425
a 71 72 93 818
a 71 91 82 708
a 72 52 85 720
a 72 71 82 699
a 72 73 98 498
a 72 92 85 775
a 73 53 97 712
a 73 72 96 639
a 73 74 85 668
a 73 93 84 802
a 74 54 85 739
a 74 73 84 806
a 74 75 87 649
a 74 94 81 521
a 75 55 99 816
a 75 74 93 726
a 75 76 86 711
a 75 95 94 556
a 76 56 82 508
a 76 75 85 482
a 76 77 88 589
a 76 96 81 793
a 77 57 81 789
a 77 76 82 816
a 77 78 96 793
a 77 97 98 750
a 78 58 82 789
a 78 77 91 465
a 78 79 92 466
a 78 98 96 552
a 79 59 94 703
a 79 78 86 429
a 79 99 93 549
a 80 60 85 524
a 80 81 88 705
a 80 100 88 699
a 81 61 88 426
a 81 80 88 425
a 81 82 94 761
a 81 101 98 743
a 82 62 87 802
a 82 81 91 722
a 82 83 84 768
a 82 102 81 473
a 83 63 94 581
a 83 82 94 528
a 83 84 97 706
a 83 103 88 603
a 84 64 81 507
a 84 83 100 601
a 84 85 93 663
a 84 104 83 707
a 85 65 83 529
a 85 84 93 443
a 85 86 96 776
a 85 105 97 692
a 86 66 87 448
a 86 85 99 676
a 86 87 82 582
a 86 106 81 798
a 87 67 84 423
a 87 86 94 546
a 87 88 80 611
a 87 107 87 639
a 88 68 82 479
a 88 87 81 527
a 88 89 88 505
a 88 108 93 799
a 89 69 98 795
a 89 88 91 682
a 89 90 97 515
a 89 109 89 685
a 90 70 92 725
a 90 89 93 748
a 90 91 95 637
a 90 110 88 567
a 91 71 93 723
a 91 90 89 594
a 91 92 86 661
a 91 111 91 698
a 92 72 96 724
a 92 91 96 646
a 92 93 80 583
a 92 112 81 647
a 93 73 98 754
a 93 92 100 495
a 93 94 100 649
a 93 113 97 537
a 94 74 80 523
a 94 93 88 499
a 94 95 82 489
a 94 114 80 515
a 95 75 89 571
a 95 94 93 600
a 95 96 85 613
a 95 115 81 564
a 96 76 99 522
a 96 95 100 753
a 96 97 96 519
a 96 116 80 562
a 97 77 97 616
a 97 96 96 797
a 97 98 91 683
a 97 117 91 710
a 98 78 83 472
a 98 97 96 571
a 98 99 94 692
a 98 118 81 636
a 99 79 98 459
a 99 98 96 481
a 99 119 94 786
a 100 80 88 489
a 100 101 87 819
a 100 120 88 544
a 101 81 87 661
a 101 100 92 734
a 101 102 95 721
a 101 121 93 520
a 102 82 97 810
a 102 101 89 762
a 102 103 89 798
a 102 122 87 731
a 103 83 88 650
a 103 102 82 634
a 103 104 97 539
a 103 123 97 593
a 104 84 82 709
a 104 103 96 450
a 104 105 98 481
a 104 124 88 470
a 105 85 84 731
a 105 104 97 490
a 105 106 94 590
a 105 125 81 659
a 106 86 89 560
a 106 105 84 599
a 106 107 91 768
a 106 126 96 724
a 107 87 82 465
a 107 106 89 768
a 107 108 87 463
a 107 127 96 585
a 108 88 89 574
a 108 107 81 593
a 108 109 97 539
a 108 128 98 584
a 109 89 93 476
a 109 108 87 738
a 109 110 100 774
a 109 129 93 725
a 110 90 80 650
a 110 109 89 519
a 110 111 97 542
a 110 130 80 722
a 111 91 86 790
a 111 110 81 709
a 111 112 80 442
a 111 131 84 643
a 112 92 84 685
a 112 111 96 483
a 112 113 96 444
a 112 132 86 590
a 113 93 97 716
a 113 112 95 422
a 113 114 100 706
a 113 133 88 793
a 114 94 99 432
a 114 113 87 471
a 114 115 94 624
a 114 134 94 574
a 115 95 93 677
a 115 114 88 785
a 115 116 96 693
a 115 135 95 744
a 116 96 94 507
a 116 115 97 761
a 116 117 92 716
a 116 136 82 694
a 117 97 80 795
a 117 116 83 567
a 117 118 80 546
a 117 137 88 754
a 118 98 80 547
a 118 117 81 495
a 118 119 91 510
a 118 138 86 657
a 119 99 93 625
a 119 118 81 433
a 119 139 91 486
a 120 100 83 703
a 120 121 91 517
a 120 140 84 785
a 121 101 95 790
a 121 120 83 456
a 121 122 97 433
a 121 141 89 735
a 122 102 80 638
a 122 121 94 763
a 122 123 85 770
a 122 142 88 781
a 123 103 89 539
a 123 122 88 726
a 123 124 98 434
a 123 143 96 649
a 124 104 80 798
a 124 123 95 628
a 124 125 80 454
a 124 144 80 686
a 125 105 83 472
a 125 124 89 439
a 125 126 97 772
a 125 145 92 667
a 126 106 80 554
a 126 125 98 490
a 126 127 85 666
a 126 146 89 515
a 127 107 95 543
a 127 126 81 761
a 127 128 99 654
a 127 147 85 436
a 128 108 93 560
a 128 127 98 565
a 128 129 94 767
a 128 148 91 614
a 129 109 96 583
a 129 128 86 654
a 129 130 95 631
a 129 149 96 743
a 130 110 95 550
a 130 129 88 770
a 130 131 86 633
a 130 150 89 725
a 131 111 93 498
a 131 130 97 623
a 131 132 95 432
a 131 151 81 457
a 132 112 89 511
a 132 131 98 549
a 132 133 86 469
a 132 152 85 794
a 133 113 95 815
a 133 132 83 620
a 133 134 80 750
a 133 153 94 421
a 134 114 85 607
a 134 133 82 452
a 134 135 82 560
a 134 154 88 741
a 135 115 91 773
a 135 134 96 497
a 135 136 94 567
a 135 155 85 685
a 136 116 83 644
a 136 135 95 657
a 136 137 87 584
a 136 156 83 769
a 137 117 82 775
a 137 136 95 605
a 137 138 91 445
a 137 157 80 697
a 138 118 82 692
a 138 137 87 451
a 138 139 99 468
a 138 158 89 633
a 139 119 91 777
a 139 138 81 547
a 139 159 96 554
a 140 120 84 447
a 140 141 91 456
a 140 160 87 654
a 141 121 97 797
a 141 140 99 653
a 141 142 87 640
a 141 161 92 479
a 142 122 96 657
a 142 141 95 549
a 142 143 82 598
a 142 162 84 597
a 143 123 88 769
a 143 142 97 473
a 143 144 91 817
a 143 163 95 563
a 144 124 93 440
a 144 143 100 484
a 144 145 98 803
a 144 164 91 446
a 145 125 94 505
a 145 144 87 782
a 145 146 92 604
a 145 165 89 567
a 146 126 89 599
a 146 145 84 588
a 146 147 81 602
a 146 166 87 483
a 147 127 88 508
a 147 146 95 775
a 147 148 97 737
a 147 167 87 815
a 148 128 98 669
a 148 147 95 592
a 148 149 82 543
a 148 168 99 528
a 149 129 83 668
a 149 148 100 565
a 149 150 85 731
a 149 169 94 493
a 150 130 95 810
a 150 149 91 709
a 150 151 95 509
a 150 170 99 719
a 151 131 97 421
a 151 150 86 550
a 151 152 96 580
a 151 171 92 497
a 152 132 91 737
a 152 151 83 476
a 152 153 93 791
a 152 172 98 436
a 153 133 83 456
a 153 152 96 527
a 153 154 82 800
a 153 173 83 436
a 154 134 80 603
a 154 153 96 541
a 154 155 88 706
a 154 174 87 580
a 155 135 81 776
a 155 154 94 556
a 155 156 87 426
a 155 175 95 583
a 156 136 97 635
a 156 155 88 601
a 156 157 88 768
a 156 176 87 795
a 157 137 91 701
a 157 156 97 770
a 157 158 97 559
a 157 177 95 776
a 158 138 81 715
a 158 157 83 696
a 158 159 83 809
a 158 178 83 452
a 159 139 98 431
a 159 158 89 546
a 159 179 97 654
a 160 140 95 672
a 160 161 98 708
a 160 180 81 641
a 161 141 97 449
a 161 160 98 569
a 161 162 87 548
a 161 181 83 613
a 162 142 84 775
a 162 161 100 546
a 162 163 85 756
a 162 182 94 820
a 163 143 95 716
a 163 162 96 691
a 163 164 96 680
a 163 183 92 520
a 164 144 98 582
a 164 163 85 643
a 164 165 86 698
a 164 184 99 726
a 165 145 99 817
a 165 164 81 714
a 165 166 80 503
a 165 185 80 648
a 166 146 93 682
a 166 165 99 681
a 166 167 93 662
a 166 186 100 443
a 167 147 91 455
a 167 166 88 465
a 167 168 98 703
a 167 187 97 774
a 168 148 94 721
a 168 167 98 701
a 168 169 85 794
a 168 188 83 696
a 169 149 83 506
a 169 168 80 624
a 169 170 98 682
a 169 189 95 787
a 170 150 95 632
a 170 169 86 469
a 170 171 82 542
a 170 190 93 628
a 171 151 89 434
a 171 170 92 606
a 171 172 95 617
a 171 191 86 749
a 172 152 87 627
a 172 171 82 627
a 172 173 100 688
a 172 192 87 550
a 173 153 89 461
a 173 172 100 583
a 173 174 96 665
a 173 193 89 713
a 174 154 84 745
a 174 173 96 798
a 174 175 88 531
a 174 194 97 422
a 175 155 83 491
a 175 174 93 464
a 175 176 81 526
a 175 195 89 684
a 176 156 83 747
a 176 175 85 632
a 176 177 94 620
a 176 196 95 495
a 177 157 98 578
a 177 176 89 617
a 177 178 96 544
a 177 197 92 733
a 178 158 87 760
a 178 177 87 612
a 178 179 80 636
a 178 198 88 504
a 179 159 81 547
a 179 178 99 750
a 179 199 95 770
a 180 160 96 462
a 180 181 81 673
a 180 200 91 603
a 181 161 89 427
a 181 180 82 598
a 181 182 92 762
a 181 201 81 538
a 182 162 95 770
a 182 181 100 620
a 182 183 91 683
a 182 202 96 554
a 183 163 85 589
a 183 182 82 438
a 183 184 81 450
a 183 203 97 794
a 184 164 81 578
a 184 183 85 463
a 184 185 83 589
a 184 204 85 553
a 185 165 92 599
a 185 184 85 432
a 185 186 83 769
a 185 205 97 801
a 186 166 97 809
a 186 185 91 472
a 186 187 81 637
a 186 206 84 622
a 187 167 84 497
a 187 186 86 723
a 187 188 91 630
a 187 207 95 587
a 188 168 92 713
a 188 187 88 815
a 188 189 85 720
a 188 208 95 675
a 189 169 92 522
a 189 188 91 731
a 189 190 87 465
a 189 209 84 551
a 190 170 88 586
a 190 189 91 758
a 190 191 80 716
a 190 210 97 615
a 191 171 87 691
a 191 190 100 439
a 191 192 80 749
a 191 211 92 438
a 192 172 92 525
a 192 191 80 638
a 192 193 87 787
a 192 212 87 588
a 193 173 95 734
a 193 192 87 636
a 193 194 96 469
a 193 213 94 470
a 194 174 80 739
a 194 193 95 766
a 194 195 92 428
a 194 214 85 584
a 195 175 87 775
a 195 194 99 501
a 195 196 95 747
a 195 215 86 618
a 196 176 91 603
a 196 195 91 501
a 196 197 80 654
a 196 216 87 588
a 197 177 92 768
a 197 196 80 547
a 197 198 99 807
a 197 217 81 432
a 198 178 80 468
a 198 197 83 656
a 198 199 82 552
a 198 218 95 482
a 199 179 98 678
a 199 198 84 507
a 199 219 92 696
a 200 180 89 615
a 200 201 91 620
a 200 220 81 469
a 201 181 94 574
a 201 200 88 499
a 201 202 94 612
a 201 221 86 573
a 202 182 92 758
a 202 201 93 751
a 202 203 100 584
a 202 222 97 710
a 203 183 80 583
a 203 202 84 617
a 203 204 100 504
a 203 223 93 788
a 204 184 92 648
a 204 203 91 781
a 204 205 89 787
a 204 224 80 552
a 205 185 85 648
a 205 204 85 521
a 205 206 91 548
a 205 225 94 582
a 206 186 82 709
a 206 205 97 630
a 206 207 95 560
a 206 226 94 580
a 207 187 83 586
a 207 206 95 496
a 207 208 83 780
a 207 227 84 462
a 208 188 85 485
a 208 207 98 782
a 208 209 94 502
a 208 228 84 758
a 209 189 100 666
a 209 208 93 484
a 209 210 99 610
a 209 229 84 650
a 210 190 83 801
a 210 209 83 611
a 210 211 80 782
a 210 230 87 540
a 211 191 80 643
a 211 210 98 481
a 211 212 82 708
a 211 231 82 675
a 212 192 100 571
a 212 211 83 451
a 212 213 92 600
a 212 232 100 738
a 213 193 84 764
a 213 212 80 693
a 213 214 93 431
a 213 233 88 711
a 214 194 95 781
a 214 213 93 628
a 214 215 96 794
a 214 234 96 733
a 215 195 80 704
a 215 214 91 635
a 215 216 95 814
a 215 235 93 662
a 216 196 94 799
a 216 215 87 634
a 216 217 100 800
a 216 236 95 642
a 217 197 99 468
a 217 216 82 781
a 217 218 96 693
a 217 237 94 608
a 218 198 82 651
a 218 217 94 454
a 218 219 81 756
a 218 238 80 426
a 219 199 100 435
a 219 218 93 772
a 219 239 89 797
a 220 200 92 588
a 220 221 99 442
a 220 240 94 443
a 221 201 97 762
a 221 220 99 764
a 221 222 86 551
a 221 241 86 559
a 222 202 86 576
a 222 221 95 543
a 222 223 99 521
a 222 242 94 552
a 223 203 86 487
a 223 222 91 456
a 223 224 98 674
a 223 243 87 512
a 224 204 87 583
a 224 223 82 803
a 224 225 83 805
a 224 244 98 504
a 225 205 89 729
a 225 224 89 795
a 225 226 80 474
a 225 245 94 465
a 226 206 91 810
a 226 225 81 726
a 226 227 95 451
a 226 246 95 522
a 227 207 93 520
a 227 226 94 479
a 227 228 83 474
a 227 247 97 524
a 228 208 86 570
a 228 227 98 690
a 228 229 84 673
a 228 248 80 607
a 229 209 89 584
a 229 228 99 674
a 229 230 97 645
a 229 249 94 813
a 230 210 99 726
a 230 229 87 627
a 230 231 87 713
a 230 250 80 759
a 231 211 91 746
a 231 230 85 626
a 231 232 94 556
a 231 251 86 581
a 232 212 92 681
a 232 231 81 717
a 232 233 98 561
a 232 252 80 559
a 233 213 82 492
a 233 232 93 632
a 233 234 91 663
a 233 253 91 647
a 234 214 89 502
a 234 233 82 623
a 234 235 95 429
a 234 254 94 494
a 235 215 98 672
a 235 234 87 746
a 235 236 83 760
a 235 255 100 807
a 236 216 95 612
a 236 235 84 484
a 236 237 88 565
a 236 256 86 631
a 237 217 91 761
a 237 236 87 449
a 237 238 91 771
a 237 257 92 585
a 238 218 81 615
a 238 237 91 451
a 238 239 84 630
a 238 258 87 649
a 239 219 94 464
a 239 238 98 460
a 239 259 81 695
a 240 220 81 531
a 240 241 84 485
a 240 260 83 776
a 241 221 86 612
a 241 240 84 809
a 241 242 80 480
a 241 261 85 701
a 242 222 82 503
a 242 241 89 475
a 242 243 81 494
a 242 262 86 454
a 243 223 82 500
a 243 242 82 686
a 243 244 95 801
a 243 263 95 811
a 244 224 97 785
a 244 243 87 731
a 244 245 87 696
a 244 264 91 809
a 245 225 89 707
a 245 244 91 442
a 245 246 96 577
a 245 265 91 809
a 246 226 96 539
a 246 245 87 643
a 246 247 96 763
a 246 266 81 436
a 247 227 100 432
a 247 246 87 656
a 247 248 83 722
a 247 267 83 711
a 248 228 95 524
a 248 247 83 490
a 248 249 88 564
a 248 268 88 686
a 249 229 98 788
a 249 248 92 697
a 249 250 93 469
a 249 269 82 691
a 250 230 89 550
a 250 249 91 738
a 250 251 85 700
a 250 270 95 509
a 251 231 100 669
a 251 250 100 452
a 251 252 91 680
a 251 271 92 595
a 252 232 93 724
a 252 251 85 641
a 252 253 92 583
a 252 272 84 641
a 253 233 94 572
a 253 252 85 603
a 253 254 82 705
a 253 273 100 810
a 254 234 98 649
a 254 253 85 592
a 254 255 87 477
a 254 274 86 744
a 255 235 93 765
a 255 254 83 654
a 255 256 86 788
a 255 275 95 469
a 256 236 88 565
a 256 255 93 623
a 256 257 84 672
a 256 276 82 693
a 257 237 81 609
a 257 256 80 705
a 257 258 83 425
a 257 277 100 626
a 258 238 84 445
a 258 257 92 660
a 258 259 97 621
a 258 278 83 820
a 259 239 81 627
a 259 258 91 583
a 259 279 88 672
a 260 240 87 759
a 260 261 91 643
a 260 280 93 522
a 261 241 94 422
a 261 260 83 695
a 261 262 83 526
a 261 281 100 714
a 262 242 80 803
a 262 261 93 645
a 262 263 86 487
a 262 282 100 476
a 263 243 97 652
a 263 262 100 474
a 263 264 97 766
a 263 283 89 752
a 264 244 88 519
a 264 263 88 763
a 264 265 91 425
a 264 284 92 732
a 265 245 100 550
a 265 264 85 781
a 265 266 97 482
a 265 285 94 754
a 266 246 85 502
a 266 265 88 469
a 266 267 80 520
a 266 286 97 701
a 267 247 81 546
a 267 266 100 753
a 267 268 92 551
a 267 287 86 509
a 268 248 89 527
a 268 267 89 700
a 268 269 96 494
a 268 288 92 795
a 269 249 82 747
a 269 268 82 622
a 269 270 98 617
a 269 289 83 614
a 270 250 81 719
a 270 269 85 446
a 270 271 91 528
a 270 290 93 775
a 271 251 84 571
a 271 270 93 461
a 271 272 80 456
a 271 291 100 498
a 272 252 81 757
a 272 271 80 559
a 272 273 93 801
a 272 292 86 657
a 273 253 83 728
a 273 272 81 670
a 273 274 89 501
a 273 293 86 600
a 274 254 91 639
a 274 273 86 520
a 274 275 82 591
a 274 294 88 562
a 275 255 87 751
a 275 274 80 613
a 275 276 84 709
a 275 295 95 697
a 276 256 98 582
a 276 275 97 551
a 276 277 94 516
a 276 296 97 717
a 277 257 80 482
a 277 276 82 611
a 277 278 91 584
a 277 297 96 779
a 278 258 80 485
a 278 277 86 681
a 278 279 84 731
a 278 298 93 807
a 279 259 100 704
a 279 278 100 480
a 279 299 88 745
a 280 260 98 477
