c multi commodity flow
a 151 136 99 479
a 151 150 97 181
a 151 152 86 310
a 151 166 96 340
a 152 137 92 257
a 152 151 91 497
a 152 153 83 236
a 152 167 93 551
a 153 138 98 196
a 153 152 83 216
a 153 154 96 287
a 153 168 82 560
a 154 139 83 196
a 154 153 80 363
a 154 155 96 301
a 154 169 88 466
a 155 140 87 340
a 155 154 81 536
a 155 156 94 316
a 155 170 87 186
a 156 141 95 343
a 156 155 97 395
a 156 157 88 361
a 156 171 88 528
a 157 142 87 555
a 157 156 91 461
a 157 158 97 530
a 157 172 97 319
a 158 143 95 536
a 158 157 81 475
a 158 159 83 456
a 158 173 83 569
a 159 144 83 212
a 159 158 98 191
a 159 160 89 306
a 159 174 97 414
a 160 145 95 432
a 160 159 98 468
a 160 161 81 401
a 160 175 97 209
a 161 146 98 329
a 161 160 87 308
a 161 162 83 373
a 161 176 84 535
a 162 147 100 306
a 162 161 85 516
a 162 163 94 580
a 162 177 95 476
a 163 148 96 451
a 163 162 96 440
a 163 164 92 280
a 163 178 98 342
a 164 149 85 403
a 164 163 86 458
a 164 179 99 486
a 165 150 99 577
a 165 166 81 474
a 165 180 80 263
a 166 151 80 408
a 166 165 93 442
a 166 167 99 441
a 166 181 93 422
a 167 152 100 203
a 167 166 91 215
a 167 168 88 225
a 167 182 98 463
a 168 153 97 534
a 168 167 94 481
a 168 169 98 461
a 168 183 85 554
a 169 154 83 456
a 169 168 83 266
a 169 170 80 384
a 169 184 98 442
a 170 155 95 547
a 170 169 95 392
a 170 171 86 229
a 170 185 82 302
a 171 156 93 388
a 171 170 89 194
a 171 172 92 366
a 171 186 95 377
a 172 157 86 509
a 172 171 87 387
a 172 173 82 387
a 172 187 100 448
a 173 158 87 310
a 173 172 89 221
a 173 174 100 343
a 173 188 96 425
a 174 159 89 473
a 174 173 84 505
a 174 175 96 558
a 174 189 88 291
a 175 160 97 182
a 175 174 83 251
a 175 176 93 224
a 175 190 81 286
a 176 161 89 444
a 176 175 83 507
a 176 177 85 392
a 176 191 94 380
a 177 162 95 255
a 177 176 98 338
a 177 178 89 377
a 177 192 96 304
a 178 163 92 493
a 178 177 87 520
a 178 179 87 372
a 178 193 80 396
a 179 164 88 264
a 179 178 81 307
a 179 194 99 510
a 180 165 95 530
a 180 181 96 222
a 180 195 81 433
a 181 166 91 363
a 181 180 89 187
a 181 182 82 358
a 181 196 92 522
a 182 167 81 298
a 182 181 95 530
a 182 183 100 380
a 182 197 91 443
a 183 168 96 314
a 183 182 85 349
a 183 184 82 198
a 183 198 81 210
a 184 169 97 554
a 184 183 81 338
a 184 185 85 223
a 184 199 83 349
a 185 170 85 313
a 185 184 92 359
a 185 186 85 192
a 185 200 83 529
a 186 171 97 561
a 186 185 97 569
a 186 187 91 232
a 186 201 81 397
a 187 172 84 382
a 187 186 84 257
a 187 188 86 483
a 187 202 91 390
a 188 173 95 347
a 188 187 92 473
a 188 189 88 575
a 188 203 85 480
a 189 174 95 435
a 189 188 92 282
a 189 190 91 491
a 189 204 87 225
a 190 175 84 311
a 190 189 88 346
a 190 191 91 518
a 190 205 80 476
a 191 176 97 375
a 191 190 87 451
a 191 192 100 199
a 191 206 80 509
a 192 177 92 198
a 192 191 92 285
a 192 193 80 398
a 192 207 87 547
a 193 178 87 348
a 193 192 95 494
a 193 194 87 396
a 193 208 96 229
a 194 179 94 230
a 194 193 80 499
a 194 209 95 526
a 195 180 92 188
a 195 196 85 344
a 195 210 87 535
a 196 181 99 261
a 196 195 95 507
a 196 197 86 378
a 196 211 91 363
a 197 182 91 261
a 197 196 80 414
a 197 198 87 348
a 197 212 92 528
a 198 183 80 307
a 198 197 99 567
a 198 199 81 192
a 198 213 80 228
a 199 184 83 416
a 199 198 82 312
a 199 200 95 242
a 199 214 98 438
a 200 185 84 267
a 200 199 92 456
a 200 201 89 375
a 200 215 91 380
a 201 186 81 229
a 201 200 94 334
a 201 202 88 259
a 201 216 94 372
a 202 187 86 333
a 202 201 92 518
a 202 203 93 511
a 202 217 100 344
a 203 188 97 470
a 203 202 80 343
a 203 204 84 377
a 203 218 100 264
a 204 189 93 548
a 204 203 92 408
a 204 205 91 541
a 204 219 89 547
a 205 190 80 312
a 205 204 85 408
a 205 206 85 281
a 205 220 91 308
a 206 191 94 342
a 206 205 82 469
a 206 207 97 390
a 206 221 95 320
a 207 192 94 340
a 207 206 83 346
a 207 208 95 256
a 207 222 83 540
a 208 193 84 222
a 208 207 85 245
a 208 209 98 542
a 208 223 94 262
a 209 194 84 518
a 209 208 100 426
a 209 224 93 244
a 210 195 99 370
a 210 211 84 410
a 211 196 83 561
a 211 210 83 371
a 211 212 80 542
a 212 197 87 300
a 212 211 80 403
a 212 213 98 241
a 213 198 82 468
a 213 212 82 435
a 213 214 100 331
a 214 199 83 211
a 214 213 92 360
a 214 215 100 498
a 215 200 84 524
a 215 214 80 453
a 215 216 93 191
a 216 201 88 471
a 216 215 95 541
a 216 217 93 388
a 217 202 96 554
a 217 216 96 493
a 217 218 80 464
a 218 203 91 395
a 218 217 95 574
a 218 219 93 422
a 219 204 94 559
a 219 218 87 394
a 219 220 100 560
a 220 205 95 402
a 220 219 99 228
a 220 221 82 541
a 221 206 96 453
a 221 220 94 368
a 221 222 82 411
a 222 207 94 214
a 222 221 81 516
a 222 223 80 186
a 223 208 100 195
a 223 222 93 532
a 223 224 89 557
a 224 209 92 348
a 224 223 99 202
