c multi commodity flow
k 11 259 2
k 11 265 2
k 11 270 9
k 12 31 7
k 12 51 7
k 12 67 6
k 12 159 7
k 12 169 5
k 12 171 8
k 12 192 2
k 12 220 7
k 12 223 8
k 12 248 11
k 12 254 7
k 12 272 10
k 12 275 8
k 12 282 9
k 13 79 7
k 13 106 8
k 13 114 2
k 13 135 8
k 13 150 9
k 13 159 6
k 13 195 5
k 13 213 5
k 13 219 11
k 13 224 10
k 13 248 3
k 13 256 2
k 13 295 8
k 14 5 8
k 14 6 3
k 14 46 10
k 14 98 11
k 14 109 11
k 14 127 5
k 14 132 8
k 14 142 7
k 14 143 11
k 14 163 5
k 14 172 4
k 14 186 8
k 14 212 9
k 14 225 6
k 14 230 9
k 14 272 5
k 14 290 4
k 15 22 7
k 15 24 9
k 15 50 11
k 15 52 4
k 15 59 9
k 15 72 6
k 15 125 4
k 15 190 2
k 15 210 10
k 15 219 11
k 15 237 9
k 15 285 3
k 16 12 10
k 16 17 8
k 16 18 7
k 16 62 8
k 16 96 3
k 16 116 4
k 16 129 11
k 16 146 7
k 16 153 7
k 16 203 7
k 16 205 6
k 16 233 6
k 16 266 8
k 16 270 6
k 17 3 5
k 17 12 5
k 17 41 6
k 17 63 4
k 17 97 3
k 17 108 4
k 17 206 2
k 17 212 3
k 17 264 8
k 17 266 3
k 18 98 4
k 18 118 2
k 18 155 6
k 18 157 8
k 18 163 3
k 18 185 10
k 18 247 11
k 18 271 2
k 19 32 8
k 19 41 11
k 19 107 7
k 19 122 10
k 19 162 2
k 19 184 11
k 19 191 7
k 19 211 4
k 19 260 10
k 19 287 4
k 20 22 8
k 20 56 8
k 20 64 8
k 20 68 7
k 20 87 3
k 20 101 4
k 20 102 4
k 20 152 5
k 20 168 10
k 20 177 4
k 20 189 5
k 20 210 11
k 20 221 4
k 20 241 8
k 20 251 6
k 20 278 7
k 21 10 3
k 21 15 5
k 21 36 2
k 21 100 4
k 21 171 11
k 21 243 9
k 22 8 11
k 22 20 11
k 22 51 10
k 22 59 6
k 22 77 10
k 22 99 8
k 22 101 3
k 22 175 8
k 22 200 2
k 22 247 2
k 22 255 6
k 22 259 6
k 22 264 10
k 23 49 3
k 23 74 9
k 23 145 8
k 23 153 3
k 23 171 8
k 23 213 5
k 23 231 5
k 23 235 5
k 23 241 7
k 23 251 7
k 23 281 7
k 23 299 2
k 24 16 5
k 24 38 8
k 24 59 10
k 24 77 11
k 24 81 2
k 24 121 10
k 24 181 3
k 24 204 11
k 24 220 3
k 24 224 7
k 24 226 9
k 24 246 11
k 24 256 3
k 24 274 6
k 24 275 11
k 25 23 3
k 25 77 8
k 25 78 4
k 25 91 9
k 25 94 7
k 25 128 4
k 25 130 8
k 25 211 7
k 25 224 11
k 25 281 5
k 25 294 6
k 26 33 8
k 26 52 7
k 26 54 5
k 26 66 3
k 26 67 6
k 26 77 2
k 26 183 11
k 26 188 10
k 26 197 4
k 26 200 8
k 26 212 6
k 26 219 8
k 26 242 9
k 26 250 6
k 27 12 7
k 27 13 10
k 27 39 4
k 27 96 3
k 27 132 8
k 27 241 5
k 27 242 6
k 27 248 11
k 27 260 9
k 28 18 8
k 28 31 5
k 28 46 5
k 28 48 10
k 28 92 8
k 28 96 10
k 28 97 9
k 28 123 9
k 28 136 8
k 28 138 10
k 28 168 9
k 28 176 10
k 28 211 7
k 28 243 9
k 28 256 8
k 28 283 4
k 29 24 4
k 29 56 2
k 29 124 10
k 29 134 3
k 29 199 10
k 29 212 2
k 29 214 2
k 29 217 6
k 29 230 3
k 29 241 7
k 29 266 6
k 29 290 5
k 29 293 8
k 29 296 3
k 30 38 7
k 30 46 7
k 30 68 5
k 30 118 7
k 30 192 5
k 30 217 11
k 30 219 3
k 30 258 6
k 30 262 5
k 30 265 8
k 30 272 7
k 30 285 10
k 30 287 11
k 30 294 11
k 31 7 5
k 31 28 10
k 31 36 10
k 31 76 11
k 31 85 8
k 31 102 10
k 31 167 7
k 31 177 4
k 31 180 11
k 31 201 8
k 31 202 10
k 31 217 3
k 31 236 10
k 31 258 10
k 31 262 6
k 32 97 2
k 32 109 4
k 32 195 8
k 32 225 3
k 32 231 8
k 32 238 5
k 32 241 5
k 32 262 2
k 32 273 10
k 33 3 6
k 33 10 7
k 33 73 8
k 33 89 10
k 33 133 11
k 33 163 9
k 33 177 4
k 33 182 10
k 33 235 3
k 33 238 11
k 33 249 4
k 33 253 6
k 33 258 9
k 33 278 10
k 33 291 4
k 34 3 4
k 34 35 7
k 34 96 10
k 34 107 8
k 34 120 9
k 34 121 11
k 34 137 5
k 34 143 2
k 34 147 2
k 34 230 5
k 34 241 4
k 35 43 5
k 35 107 11
k 35 118 5
k 35 153 3
k 35 191 11
k 35 238 5
k 35 281 9
k 35 295 2
k 36 12 5
k 36 23 5
k 36 46 3
k 36 61 6
k 36 114 4
k 36 171 2
k 36 176 2
k 36 184 5
k 36 249 4
k 36 265 6
k 36 298 9
k 37 67 7
k 37 78 2
k 37 84 5
k 37 100 10
k 37 139 5
k 37 241 7
k 37 245 11
k 38 0 5
k 38 15 10
k 38 70 11
k 38 101 3
k 38 116 2
k 38 134 9
k 38 142 10
k 38 161 4
k 38 230 3
k 38 238 8
k 38 297 9
k 39 3 4
k 39 25 8
k 39 31 8
k 39 54 6
k 39 87 3
k 39 113 5
k 39 115 7
k 39 140 5
k 39 225 8
k 39 288 9
k 40 0 4
k 40 33 7
k 40 38 8
k 40 61 6
k 40 70 9
k 40 80 9
k 40 147 8
k 40 164 11
k 40 173 9
k 40 185 4
k 40 196 4
k 40 210 4
k 40 257 6
k 40 262 8
k 41 30 11
k 41 36 11
k 41 91 6
k 41 118 10
k 41 131 3
k 41 133 11
k 41 136 10
k 41 198 2
k 41 220 6
k 41 221 4
k 41 224 4
k 41 226 3
k 41 229 6
k 41 238 10
k 41 249 7
k 41 271 5
k 42 21 2
k 42 32 5
k 42 65 4
k 42 85 2
k 42 104 7
k 42 209 8
k 42 233 5
k 42 236 5
k 42 255 6
k 42 270 10
k 43 28 4
k 43 48 3
k 43 60 5
k 43 80 9
k 43 128 8
k 43 227 8
k 43 253 8
k 43 269 2
k 43 274 11
k 43 276 3
k 44 36 5
k 44 63 5
k 44 74 10
k 44 180 3
k 44 186 4
k 44 209 3
k 44 210 4
k 44 250 10
k 44 253 3
k 44 258 9
k 44 270 6
k 44 274 6
k 44 291 2
k 45 9 8
k 45 13 2
k 45 19 10
k 45 43 8
k 45 55 7
k 45 63 3
k 45 75 5
k 45 106 10
k 45 118 10
k 45 123 9
k 45 135 2
k 45 136 4
k 45 140 7
k 45 150 11
k 45 282 10
k 46 13 8
k 46 18 8
k 46 38 6
k 46 87 11
k 46 88 6
k 46 235 6
k 47 9 6
k 47 48 6
k 47 75 2
k 47 95 11
k 47 108 6
k 47 110 2
k 47 114 8
k 47 117 10
k 47 134 9
k 47 190 10
k 47 273 4
k 47 276 8
k 48 25 10
k 48 40 10
k 48 75 6
k 48 113 7
k 48 125 5
k 48 147 3
k 48 155 6
k 48 165 5
k 48 168 2
k 48 220 5
k 48 231 7
k 48 263 6
k 48 280 3
k 49 7 9
k 49 64 11
k 49 83 6
k 49 106 3
k 49 111 4
k 49 122 6
k 49 181 7
k 49 209 2
k 49 235 6
k 49 262 10
k 49 291 6
k 50 19 7
k 50 29 5
k 50 57 11
k 50 79 8
k 50 94 10
k 50 108 9
k 50 109 11
k 50 151 8
k 50 153 5
k 50 184 3
k 50 196 7
k 50 225 11
k 50 251 10
k 50 271 4
k 50 288 10
k 51 23 6
k 51 41 8
k 51 42 3
k 51 138 11
k 51 152 4
k 51 165 2
k 51 186 2
k 51 200 10
k 51 224 2
k 51 235 9
k 51 262 8
k 51 294 4
k 52 2 4
k 52 15 2
k 52 33 8
k 52 76 10
k 52 91 4
k 52 107 6
k 52 114 5
k 52 118 7
k 52 125 7
k 52 127 4
k 52 214 9
k 52 264 2
k 52 293 8
k 52 299 10
k 53 11 2
k 53 54 7
k 53 55 3
k 53 97 4
k 53 98 3
k 53 104 11
k 53 106 2
k 53 108 5
k 53 138 7
k 53 161 3
k 53 199 11
k 53 213 11
k 53 256 2
k 53 274 6
k 53 276 9
k 53 287 10
k 54 15 11
k 54 65 3
k 54 86 6
k 54 115 3
k 54 119 4
k 54 122 11
k 54 135 11
k 54 153 7
k 54 280 5
k 54 294 11
k 55 67 3
k 55 70 11
k 55 104 11
k 55 108 5
k 55 115 6
k 55 123 4
k 55 147 7
k 55 171 2
k 55 207 6
k 55 257 9
k 56 52 3
k 56 71 5
k 56 101 6
k 56 133 2
k 56 137 5
k 56 138 4
k 56 144 7
k 56 163 3
k 56 193 5
k 56 292 2
k 56 297 10
k 57 27 4
k 57 40 5
k 57 41 7
k 57 69 11
k 57 74 4
k 57 121 9
k 57 126 2
k 57 140 4
k 57 156 4
k 57 183 11
k 57 195 11
k 57 196 3
k 57 197 10
k 57 211 9
k 57 237 6
k 58 11 7
k 58 59 3
k 58 97 5
k 58 137 9
k 58 142 8
k 58 161 10
k 58 174 9
k 58 232 8
k 58 259 5
k 58 269 7
k 58 298 11
k 59 4 7
k 59 17 6
k 59 34 5
k 59 62 3
k 59 72 10
k 59 129 8
k 59 206 7
k 59 219 7
k 59 248 7
k 59 251 3
k 60 17 10
k 60 80 4
k 60 110 10
k 60 177 10
k 60 199 3
k 60 217 5
k 60 248 6
k 60 258 2
k 60 286 6
k 61 57 2
k 61 70 9
k 61 95 11
k 61 116 4
k 61 131 7
k 61 165 10
k 61 168 4
k 61 177 5
k 61 183 3
k 61 209 6
k 61 234 4
k 61 288 3
k 62 16 11
k 62 71 7
k 62 108 8
k 62 109 4
k 62 151 8
k 62 189 4
k 62 203 4
k 62 257 8
k 62 263 7
k 62 286 11
k 62 296 9
k 63 1 5
k 63 16 3
k 63 37 7
k 63 41 7
k 63 47 10
k 63 94 5
k 63 134 10
k 63 163 2
k 63 198 7
k 63 227 2
k 63 281 11
k 63 285 7
k 63 288 8
k 63 291 2
k 64 9 6
k 64 23 2
k 64 45 5
k 64 46 11
k 64 101 8
k 64 113 6
k 64 141 7
k 64 191 6
k 64 192 6
k 64 201 3
k 64 212 10
k 64 213 6
k 64 217 6
k 64 268 6
k 64 273 8
k 64 297 4
k 65 7 4
k 65 45 6
k 65 75 5
k 65 95 11
k 65 149 11
k 65 170 11
k 65 221 8
k 65 223 7
k 65 278 11
k 65 279 11
k 66 33 6
k 66 85 3
k 66 86 3
k 66 132 2
k 66 143 3
k 66 153 11
k 66 187 2
k 66 216 6
k 66 222 2
k 66 243 3
k 66 271 6
k 66 272 6
k 67 95 2
k 67 119 3
k 67 153 3
k 67 206 9
k 67 250 7
k 67 262 9
k 67 284 2
k 68 9 2
k 68 11 11
k 68 16 6
k 68 20 9
k 68 28 9
k 68 74 5
k 68 108 5
k 68 131 4
k 68 137 5
k 68 160 4
k 68 208 11
k 68 218 2
k 68 219 10
k 68 226 8
k 68 229 4
k 68 237 8
k 68 243 9
k 68 259 8
k 68 263 2
k 68 294 6
k 68 299 10
k 69 30 5
k 69 63 8
k 69 84 7
k 69 98 8
k 69 107 9
k 69 145 7
k 69 185 11
k 69 246 11
k 69 262 11
k 69 265 10
k 69 288 2
k 69 294 4
k 70 40 7
k 70 71 9
k 70 93 11
k 70 124 3
k 70 130 6
k 70 139 7
k 70 185 10
k 70 213 10
k 70 240 8
k 70 255 10
k 70 265 8
k 70 292 9
k 71 16 7
k 71 34 3
k 71 39 8
k 71 42 3
k 71 78 2
k 71 79 6
k 71 128 11
k 71 166 10
k 71 201 4
k 71 220 4
k 71 232 4
k 71 238 10
k 71 244 4
k 71 265 5
k 71 273 2
k 72 1 8
k 72 3 10
k 72 7 10
k 72 41 5
k 72 84 7
k 72 88 6
k 72 156 3
k 72 168 11
k 72 212 10
k 72 213 7
k 72 240 11
k 72 241 8
k 72 258 7
k 72 265 11
k 72 274 8
k 73 20 8
k 73 26 4
k 73 97 4
k 73 126 3
k 73 128 4
k 73 154 10
k 73 177 9
k 73 204 5
k 73 217 6
k 73 230 5
k 73 289 5
k 74 35 10
k 74 48 3
k 74 85 3
k 74 94 11
k 74 110 8
k 74 164 9
k 74 204 4
k 74 207 5
k 74 208 6
k 74 210 10
k 74 236 9
k 74 244 11
k 75 9 6
k 75 30 5
k 75 115 5
k 75 119 8
k 75 153 9
k 75 234 11
k 75 245 8
k 76 49 4
k 76 122 8
k 76 131 10
k 76 166 11
k 76 170 4
k 76 182 6
k 76 210 9
k 76 214 11
k 76 266 2
k 77 47 7
k 77 97 7
k 77 98 4
k 77 148 3
k 77 172 9
k 77 196 9
k 77 218 7
k 77 234 7
k 77 278 6
k 77 281 4
k 78 33 9
k 78 52 2
k 78 66 11
k 78 142 8
k 78 171 3
k 78 173 10
k 78 179 10
k 78 204 6
k 78 214 8
k 78 220 2
k 78 237 3
k 78 245 10
k 79 4 4
k 79 48 4
k 79 113 6
k 79 141 9
k 79 176 5
k 79 184 3
k 79 193 9
k 79 211 5
k 79 216 5
k 79 226 10
k 79 230 9
k 79 233 10
k 79 247 7
k 79 257 8
k 79 293 6
k 79 296 9
k 80 27 7
k 80 32 4
k 80 40 11
k 80 41 5
k 80 55 4
k 80 61 9
k 80 71 3
k 80 90 10
k 80 125 4
k 80 156 11
k 80 181 9
k 80 207 8
k 80 227 3
k 80 237 10
k 80 253 7
k 80 255 8
k 80 279 2
k 80 294 10
k 81 20 3
k 81 33 5
k 81 37 6
k 81 56 10
k 81 61 11
k 81 64 10
k 81 86 10
k 81 102 9
k 81 103 2
k 81 110 6
k 81 129 11
k 81 134 5
k 81 138 5
k 81 185 11
k 81 190 4
k 81 216 9
k 81 220 6
k 81 232 3
k 81 249 6
k 81 256 4
k 81 283 4
k 82 6 4
k 82 19 8
k 82 35 6
k 82 44 8
k 82 59 11
k 82 81 7
k 82 195 9
k 82 245 8
k 82 250 7
k 82 290 7
k 83 19 11
k 83 31 2
k 83 35 2
k 83 54 4
k 83 63 2
k 83 68 11
k 83 72 11
k 83 79 4
k 83 137 6
k 83 139 9
k 83 173 9
k 83 203 8
k 83 216 9
k 83 219 3
k 83 222 5
k 83 258 9
k 83 270 11
k 83 292 7
k 83 296 7
k 83 299 6
k 84 66 2
k 84 99 10
k 84 114 7
k 84 175 6
k 84 194 2
k 84 221 8
k 84 223 5
k 84 224 7
k 84 234 3
k 84 247 2
k 84 252 2
k 84 256 11
k 84 263 4
k 85 19 2
k 85 30 4
k 85 160 6
k 85 239 10
k 85 250 3
k 85 282 7
k 86 2 11
k 86 57 10
k 86 107 10
k 86 115 4
k 86 117 4
k 86 129 7
k 86 163 4
k 86 172 3
k 86 210 9
k 86 233 11
k 86 264 10
k 86 283 3
k 87 36 4
k 87 111 3
k 87 137 2
k 87 241 11
k 87 284 9
k 88 17 11
k 88 44 10
k 88 121 6
k 88 146 10
k 88 180 11
k 88 198 5
k 88 207 4
k 88 268 8
k 89 44 3
k 89 65 2
k 89 94 9
k 89 124 4
k 89 128 6
k 89 149 5
k 89 183 10
k 89 216 7
k 89 226 10
k 89 270 2
k 89 275 4
k 89 296 9
k 90 22 10
k 90 40 7
k 90 44 6
k 90 81 8
k 90 113 6
k 90 188 5
k 90 210 9
k 90 243 8
k 90 244 5
k 90 247 3
k 91 78 7
k 91 98 10
k 91 155 6
k 91 189 5
k 91 191 2
k 91 206 6
k 91 222 2
k 91 242 3
k 91 254 7
k 91 283 8
k 92 53 3
k 92 100 7
k 92 102 6
k 92 137 7
k 92 147 8
k 92 205 6
k 92 263 11
k 92 276 2
k 92 280 9
k 93 32 6
k 93 39 8
k 93 49 7
k 93 79 9
k 93 121 8
k 93 202 3
k 93 212 3
k 93 224 2
k 93 232 8
k 93 234 7
k 93 240 2
k 93 265 8
k 94 10 9
k 94 14 8
k 94 31 9
k 94 47 2
k 94 93 5
k 94 147 6
k 94 170 2
k 94 191 9
k 94 228 8
k 94 268 5
k 94 277 6
k 94 290 10
k 94 295 10
k 95 36 4
k 95 68 11
k 95 94 4
k 95 105 4
k 95 157 9
k 95 175 4
k 95 179 6
k 95 218 5
k 95 239 9
k 95 252 9
k 95 284 7
k 95 294 3
k 96 73 5
k 96 82 4
k 96 85 7
k 96 103 3
k 96 104 2
k 96 121 4
k 96 122 11
k 96 128 4
k 96 194 9
k 96 208 3
k 96 288 4
k 97 2 10
k 97 3 3
k 97 6 10
k 97 19 5
k 97 41 11
k 97 47 6
k 97 89 11
k 97 163 8
k 97 239 6
k 98 20 7
k 98 31 10
k 98 39 2
k 98 79 9
k 98 95 9
k 98 144 2
k 98 158 2
k 98 189 7
k 98 216 11
k 98 232 3
k 98 249 2
k 98 283 7
k 99 1 9
k 99 10 7
k 99 18 2
k 99 39 3
k 99 60 8
k 99 103 2
k 99 113 2
k 99 184 3
k 99 204 5
k 99 211 7
k 99 213 4
k 99 223 4
k 99 251 9
k 99 254 4
k 99 268 9
k 100 0 5
k 100 16 11
k 100 21 4
k 100 28 2
k 100 30 4
k 100 34 6
k 100 48 4
k 100 75 7
k 100 104 6
k 100 122 4
k 100 156 7
k 100 174 7
k 100 195 5
k 100 201 2
k 100 229 3
k 100 235 6
k 101 26 2
k 101 37 11
k 101 50 11
k 101 53 8
k 101 59 8
k 101 79 6
k 101 93 3
k 101 99 7
k 101 102 8
k 101 108 4
k 101 112 3
k 101 128 10
k 101 137 6
k 101 173 6
k 101 195 2
k 101 207 8
k 101 254 5
k 101 255 9
k 101 256 11
k 101 280 9
k 102 42 3
k 102 70 5
k 102 108 7
k 102 111 4
k 102 118 11
k 102 124 8
k 102 163 9
k 102 186 9
k 102 212 4
k 102 217 5
k 102 245 3
k 102 274 2
k 102 277 4
k 103 55 7
k 103 56 4
k 103 69 5
k 103 86 11
k 103 119 9
k 103 125 4
k 103 135 2
k 103 158 6
k 103 173 7
k 103 214 6
k 103 250 5
k 104 35 2
k 104 51 10
k 104 165 3
k 104 200 8
k 104 204 6
k 104 255 6
k 104 260 2
k 105 27 3
k 105 59 7
k 105 173 8
k 105 178 9
k 105 202 8
k 105 214 4
k 105 230 7
k 105 277 7
k 105 281 3
k 105 296 7
k 106 9 8
k 106 53 4
k 106 59 8
k 106 76 6
k 106 83 6
k 106 124 4
k 106 167 11
k 106 254 5
k 106 276 6
k 106 278 11
k 106 280 8
k 106 285 6
k 106 287 4
k 107 19 4
k 107 29 8
k 107 38 11
k 107 53 10
k 107 70 7
k 107 128 11
k 107 171 4
k 107 190 6
k 107 225 9
k 107 242 5
k 107 257 8
k 107 267 11
k 107 278 5
k 108 31 5
k 108 32 5
k 108 95 3
k 108 110 10
k 108 133 9
k 108 162 8
k 108 165 10
k 108 179 8
k 109 18 10
k 109 53 7
k 109 55 5
k 109 76 7
k 109 153 9
k 109 197 7
k 110 62 11
k 110 80 3
k 110 111 10
k 110 114 6
k 110 132 5
k 110 189 11
k 110 199 2
k 110 216 9
k 110 217 6
k 110 219 2
k 110 222 4
k 110 228 2
k 110 266 9
k 110 280 10
k 111 46 3
k 111 78 11
k 111 92 4
k 111 117 7
k 111 121 7
k 111 126 3
k 111 132 4
k 111 149 11
k 111 173 8
k 111 204 5
k 111 236 3
k 111 284 6
k 111 290 2
k 112 0 8
k 112 25 4
k 112 30 9
k 112 34 10
k 112 56 2
k 112 72 5
k 112 147 4
k 112 183 5
k 112 197 11
k 112 230 2
k 113 22 8
k 113 23 7
k 113 50 2
k 113 70 8
k 113 95 6
k 113 97 10
k 113 128 8
k 113 175 8
k 113 181 7
k 113 184 11
k 113 188 4
k 113 255 3
k 113 261 3
k 113 284 5
k 114 84 10
k 114 107 10
k 114 127 3
k 114 159 4
k 114 163 9
k 114 187 10
k 114 198 11
k 114 202 10
k 114 208 9
k 114 242 6
k 114 252 5
k 115 31 3
k 115 45 4
k 115 69 9
k 115 100 6
k 115 120 6
k 115 140 3
k 115 184 2
k 115 190 11
k 115 196 11
k 115 216 2
k 115 269 5
k 115 293 10
k 115 297 11
k 116 39 2
k 116 86 7
k 116 152 8
k 116 195 6
k 116 244 7
k 116 293 11
k 116 298 3
k 117 1 2
k 117 41 8
k 117 89 11
k 117 101 6
k 117 103 8
k 117 107 2
k 117 180 8
k 117 198 4
k 117 233 6
k 117 284 5
k 117 295 6
k 118 8 6
k 118 10 3
k 118 27 8
k 118 41 5
k 118 60 3
k 118 74 9
k 118 101 4
k 118 162 10
k 118 239 11
k 118 285 4
k 119 34 6
k 119 39 2
k 119 95 4
k 119 128 7
k 119 129 6
k 119 130 5
k 119 141 8
k 119 237 6
k 119 239 4
k 119 250 10
k 119 256 3
k 119 270 5
k 119 291 3
k 120 12 3
k 120 60 8
k 120 119 4
k 120 203 9
k 120 230 9
k 120 243 5
k 120 287 8
k 120 299 3
k 121 44 9
k 121 55 7
k 121 87 4
k 121 106 6
k 121 154 7
k 121 163 3
k 121 192 3
k 122 6 7
k 122 19 9
k 122 48 11
k 122 60 9
k 122 157 9
k 122 159 7
k 122 162 4
k 122 190 9
k 122 198 10
k 122 209 4
k 122 214 3
k 122 237 5
k 122 271 10
k 122 292 7
k 123 30 10
k 123 31 6
k 123 77 8
k 123 109 10
k 123 115 10
k 123 167 6
k 123 202 6
k 123 285 10
k 124 7 3
k 124 24 5
k 124 36 2
k 124 45 10
k 124 55 11
k 124 120 3
k 124 134 3
k 124 140 2
k 124 143 4
k 124 147 10
k 124 173 10
k 124 215 2
k 124 217 7
k 124 246 3
k 125 26 4
k 125 55 6
k 125 63 3
k 125 69 6
k 125 100 6
k 125 120 5
k 125 126 9
k 125 156 6
k 125 163 9
k 125 170 9
k 125 184 3
k 125 223 2
k 125 227 3
k 125 272 3
k 125 282 6
k 126 3 10
k 126 80 2
k 126 127 2
k 126 128 8
k 126 139 10
k 126 156 11
k 126 168 9
k 126 169 10
k 126 188 4
k 126 208 4
k 126 230 9
k 126 242 8
k 126 246 11
k 126 261 7
k 126 269 2
k 126 276 8
k 126 291 7
k 127 5 9
k 127 14 8
k 127 40 8
k 127 48 5
k 127 73 6
k 127 84 2
k 127 126 9
k 127 135 7
k 127 138 5
k 127 172 2
k 127 191 9
k 127 260 8
k 127 298 4
k 128 27 10
k 128 38 8
k 128 49 7
k 128 77 5
k 128 110 4
k 128 135 8
k 128 253 10
k 128 299 9
k 129 19 11
k 129 50 9
k 129 91 8
k 129 155 11
k 129 173 3
k 129 206 10
k 129 225 2
k 129 229 11
k 129 241 9
k 129 252 9
k 129 258 6
k 129 262 6
k 129 277 8
k 130 5 4
k 130 37 10
k 130 42 11
k 130 110 8
k 130 115 7
k 130 128 8
k 130 165 8
k 130 179 8
k 130 209 8
k 130 217 7
k 130 242 9
k 130 256 8
k 130 262 5
k 131 38 2
k 131 67 11
k 131 70 7
k 131 141 10
k 131 143 9
k 131 144 5
k 131 159 4
k 131 192 5
k 131 195 5
k 131 220 8
k 131 252 3
k 131 258 9
k 131 275 7
k 131 280 4
k 132 2 10
k 132 4 6
k 132 11 7
k 132 46 10
k 132 48 2
k 132 50 2
k 132 80 11
k 132 99 2
k 132 144 2
k 132 160 11
k 132 165 11
k 132 221 7
k 132 224 9
k 132 241 11
k 132 247 6
k 132 294 3
k 133 17 2
k 133 86 5
k 133 102 3
k 133 112 4
k 133 117 8
k 133 168 4
k 133 200 10
k 133 246 8
k 133 259 4
k 134 23 9
k 134 29 7
k 134 51 3
k 134 112 3
k 134 123 9
k 134 143 6
k 134 159 4
k 134 234 11
k 134 240 11
k 134 286 2
k 135 37 2
k 135 50 6
k 135 58 10
k 135 149 2
k 135 158 7
k 135 201 7
k 135 202 11
k 135 228 9
k 135 246 6
k 135 258 9
k 136 135 2
k 136 138 7
k 136 144 11
k 136 173 6
k 136 186 9
k 136 194 6
k 136 216 7
k 136 252 4
k 136 271 9
k 136 275 11
k 136 278 9
k 136 280 5
k 137 9 9
k 137 130 6
k 137 170 11
k 137 174 5
k 137 195 8
k 137 210 9
k 137 219 8
k 137 285 10
k 137 294 6
k 138 5 8
k 138 27 8
k 138 86 5
k 138 164 3
k 138 194 7
k 138 198 4
k 138 233 8
k 138 236 9
k 138 240 7
k 139 26 2
k 139 38 4
k 139 43 3
k 139 62 5
k 139 68 6
k 139 78 4
k 139 122 11
k 139 136 9
k 139 146 6
k 139 150 8
k 139 179 6
k 139 216 4
k 140 6 9
k 140 59 9
k 140 62 6
k 140 67 6
k 140 86 2
k 140 94 8
k 140 122 4
k 140 132 4
k 140 148 2
k 140 192 8
k 140 199 6
k 140 215 10
k 140 270 4
k 140 279 10
k 140 296 2
k 141 9 10
k 141 24 10
k 141 29 6
k 141 39 2
k 141 45 3
k 141 55 5
k 141 91 3
k 141 150 4
k 141 151 3
k 141 181 8
k 141 187 6
k 141 207 2
k 141 213 9
k 141 241 6
k 141 246 4
k 141 286 6
k 142 17 9
k 142 48 3
k 142 56 4
k 142 70 4
k 142 95 7
k 142 121 2
k 142 131 8
k 142 133 8
k 142 138 9
k 142 176 3
k 142 189 10
k 142 194 5
k 142 225 5
k 142 233 9
k 142 240 4
k 143 4 6
k 143 13 8
k 143 32 7
k 143 55 10
k 143 84 5
k 143 97 4
k 143 142 11
k 143 156 6
k 143 183 8
k 143 201 5
k 143 202 5
k 143 208 7
k 143 210 9
k 143 213 10
k 143 235 11
