c resource constrained multi commodity flow
c EuropeAsia
c 145 R8_NLRTM
c 146 R8_SEGOT
c 147 R9_ESALG
c 148 R9_ESBCN
c 149 R9_ESVGO
c 150 R9_ESVLC
c 151 R9_FRFOS
c 152 R9_ITGIT
c 153 R9_ITGOA
c 154 R9_ITTRS
c 155 R9_JOAQB
c 156 R9_MAPTM
c 157 R9_SAJED
c 158 O_GBFXT
c 159 O_TRAMB
c 160 O_ITGIT
c 161 O_INCOK
c 162 O_RULED
c 163 O_DEBRV
c 164 O_MACAS
c 165 O_JPHKT
c 166 O_ITGOA
c 167 O_YEADE
c 168 O_BDCGP
c 169 O_INPAV
c 170 O_CNXMN
c 171 O_CNYTN
c 172 O_LKCMB
c 173 O_FRLEH
c 174 O_MAAGA
c 175 O_ITTRS
c 176 O_SAJED
c 177 O_EGALY
c 178 O_BEANR
c 179 O_SADMM
c 180 O_TNTUN
c 181 O_IRBND
c 182 O_EGPSD
c 183 O_DZBJA
c 184 O_MAPTM
c 185 O_TWKEL
c 186 O_CNTAO
c 187 O_CNSHA
c 188 O_JPTYO
c 189 O_JPSMZ
c 190 O_MYPKG
c 191 O_FRFOS
c 192 O_PHMNL
c 193 O_SEGOT
c 194 O_DKAAR
c 195 O_ESVLC
c 196 O_PTLEI
c 197 O_TRMER
c 198 O_DEHAM
c 199 O_GRPIR
c 200 O_JOAQB
c 201 O_JPNGO
c 202 O_SGSIN
c 203 O_TRIZM
c 204 O_IDSUB
c 205 O_LBBEY
c 206 O_ESALG
c 207 O_ESVGO
c 208 O_NLRTM
c 209 O_JPUKB
c 210 O_KRPUS
c 211 O_CNLYG
c 212 O_BEZEE
c 213 O_INNSA
c 214 O_OMSLL
c 215 O_GRSKG
c 216 O_DZALG
c 217 O_MYTPP
c 218 O_SYLTK
c 219 O_IEDUB
c 220 O_THLCH
c 221 O_FRDKK
c 222 O_ILASH
c 223 O_ILHFA
c 224 O_CNDLC
c 225 O_AEJEA
c 226 O_JPYOK
c 227 O_GBSOU
c 228 O_ESBCN
c 229 O_VNSGN
c 230 O_IDJKT
c 231 O_TWKHH
c 232 O_HKHKG
c 233 O_INMAA
c 234 O_ITSAL
c 235 O_VNHPH
c 236 O_PKBQM
c 237 D_PHMNL
c 238 D_CNTAO
c 239 D_ILHFA
c 240 D_ITGOA
c 241 D_ITSAL
c 242 D_GBSOU
c 243 D_CNSHA
c 244 D_SYLTK
c 245 D_DEHAM
c 246 D_TRAMB
c 247 D_VNSGN
c 248 D_INPAV
c 249 D_DEBRV
c 250 D_PKBQM
c 251 D_ESALG
c 252 D_KRPUS
c 253 D_MYTPP
c 254 D_OMSLL
c 255 D_MAAGA
c 256 D_CNDLC
c 257 D_BEANR
c 258 D_TRIZM
c 259 D_EGPSD
c 260 D_SGSIN
c 261 D_JPTYO
c 262 D_GBFXT
c 263 D_JPHKT
c 264 D_TRMER
c 265 D_CNXMN
c 266 D_GRPIR
c 267 D_AEJEA
c 268 D_BDCGP
c 269 D_IDJKT
c 270 D_PTLEI
c 271 D_ILASH
c 272 D_CNLYG
c 273 D_EGALY
c 274 D_ESBCN
c 275 D_JPSMZ
c 276 D_DKAAR
c 277 D_NLRTM
c 278 D_SEGOT
c 279 D_IEDUB
c 280 D_IDSUB
c 281 D_MYPKG
c 282 D_INMAA
c 283 D_VNHPH
c 284 D_GRSKG
c 285 D_JPYOK
c 286 D_JPUKB
c 287 D_SAJED
c 288 D_DZBJA
c 289 D_FRLEH
c 290 D_CNYTN
c 291 D_JPNGO
c 292 D_INNSA
c 293 D_MAPTM
c 294 D_BEZEE
c 295 D_SADMM
c 296 D_ITGIT
c 297 D_HKHKG
c 298 D_DZALG
c 299 D_FRFOS
c 300 D_TWKEL
c 301 D_INCOK
c 302 D_FRDKK
c 303 D_ESVLC
c 304 D_JOAQB
c 305 D_ESVGO
c 306 D_TWKHH
c 307 D_MACAS
c 308 D_TNTUN
c 309 D_IRBND
c 310 D_LKCMB
c 311 D_LBBEY
c 312 D_THLCH
c 313 D_RULED
c 314 D_YEADE
c 315 D_ITTRS
c
c problem vertices edges commodities resources
p rcmcf 316 1012 2973 1
c
c origin destination demand resource_limits
k 168 267 4 2600
k 178 267 32 2700
k 212 267 79 2800
k 224 267 192 2900
k 187 267 388 2500
k 186 267 77 2600
k 170 267 51 2100
k 171 267 301 2000
k 163 267 262 2200
k 198 267 10 2700
k 194 267 17 2900
k 216 267 1 2400
k 177 267 26 1800
k 182 267 100 1100
k 206 267 95 600
k 228 267 34 2500
k 207 267 6 3000
k 195 267 12 2600
k 221 267 7 2300
k 191 267 21 2100
k 173 267 14 2700
k 158 267 127 2500
k 227 267 1 2500
k 199 267 11 2100
k 215 267 7 1900
k 232 267 137 2200
k 230 267 45 2400
k 204 267 3 2500
k 219 267 13 2600
k 161 267 19 2700
k 233 267 21 1300
k 213 267 85 600
k 169 267 2 700
k 181 267 13 3900
k 160 267 103 1700
k 166 267 91 2000
k 234 267 2 2500
k 175 267 30 2000
k 200 267 3 900
k 165 267 67 3900
k 201 267 111 3700
k 209 267 61 2900
k 226 267 174 3000
k 210 267 118 3000
k 205 267 13 2100
k 172 267 25 1000
k 164 267 5 2600
k 184 267 2 2300
k 190 267 37 1500
k 217 267 161 1100
k 208 267 186 2200
k 214 267 19 600
k 192 267 3 2600
k 236 267 6 1300
k 196 267 8 2400
k 162 267 6 3200
k 179 267 2 900
k 176 267 34 900
k 193 267 33 2700
k 202 267 15 1500
k 218 267 3 2200
k 220 267 133 2300
k 180 267 6 2200
k 159 267 56 2300
k 203 267 16 1800
k 197 267 14 2000
k 185 267 12 3000
k 231 267 18 2500
k 235 267 4 2600
k 229 267 12 2300
k 167 267 4 1800
k 225 268 19 2200
k 178 268 5 3700
k 212 268 7 4200
k 224 268 6 1900
k 211 268 2 2200
k 187 268 175 2300
k 186 268 22 1900
k 170 268 1 1700
k 171 268 11 1800
k 163 268 7 4400
k 198 268 10 4800
k 194 268 9 4900
k 177 268 3 3400
k 182 268 1 3000
k 206 268 54 3400
k 173 268 1 4000
k 158 268 12 4300
k 199 268 1 3600
k 232 268 45 1900
k 230 268 14 1200
k 204 268 5 900
k 223 268 1 2700
k 161 268 13 1100
k 213 268 5 2200
k 181 268 41 3500
k 160 268 3 2800
k 201 268 12 2300
k 209 268 8 2000
k 226 268 2 2300
k 210 268 162 1800
k 172 268 6 1100
k 217 268 14 1000
k 208 268 5 4200
k 214 268 5 2900
k 192 268 2 1800
k 236 268 23 1900
k 179 268 3 1700
k 176 268 15 2400
k 193 268 1 4700
k 202 268 33 1100
k 220 268 26 2200
k 159 268 1 3100
k 197 268 3 3900
k 231 268 12 2400
k 235 268 10 1500
k 229 268 5 900
k 225 257 2 3000
k 168 257 1 4000
k 224 257 1 4800
k 186 257 2 4600
k 170 257 1 4000
k 163 257 6 400
k 177 257 7 1900
k 206 257 290 600
k 158 257 2 1000
k 199 257 2 2500
k 233 257 9 2800
k 213 257 2 2600
k 169 257 1 2500
k 160 257 25 1400
k 210 257 2 4300
k 205 257 1 2400
k 172 257 1 3100
k 174 257 1 1300
k 184 257 2 1000
k 217 257 2 4000
k 214 257 2 3900
k 236 257 2 3000
k 179 257 1 3900
k 176 257 3 1900
k 220 257 1 4100
k 180 257 2 1300
k 159 257 4 2200
k 203 257 9 2400
k 225 294 20 2800
k 168 294 43 3800
k 224 294 2 4900
k 187 294 183 4200
k 186 294 15 4700
k 170 294 15 4000
k 171 294 186 3500
k 177 294 1 1700
k 182 294 3 1700
k 206 294 2 1900
k 232 294 99 3900
k 230 294 33 4100
k 204 294 10 4200
k 223 294 5 2200
k 161 294 3 3100
k 233 294 25 2700
k 213 294 24 2700
k 169 294 12 2500
k 160 294 2 1300
k 165 294 7 5200
k 201 294 1 5300
k 226 294 12 4700
k 210 294 3 4300
k 172 294 21 2400
k 190 294 13 3400
k 217 294 85 3000
k 214 294 8 2000
k 236 294 13 2900
k 179 294 33 3700
k 176 294 62 1600
k 202 294 7 3700
k 220 294 118 4000
k 159 294 18 1700
k 203 294 2 1600
k 197 294 14 2500
k 231 294 22 4300
k 235 294 9 4400
k 229 294 48 4000
k 225 256 9 3800
k 212 256 4 3300
k 163 256 320 4500
k 198 256 6 4900
k 194 256 11 4900
k 182 256 18 3300
k 206 256 33 3300
k 207 256 3 5500
k 195 256 2 5500
k 221 256 4 4000
k 191 256 1 5300
k 173 256 7 4500
k 158 256 27 4600
k 219 256 2 3500
k 222 256 1 3700
k 223 256 3 4800
k 233 256 2 2500
k 213 256 4 3200
k 169 256 4 2100
k 181 256 4 4500
k 160 256 9 4500
k 166 256 15 4300
k 234 256 2 4300
k 164 256 2 4500
k 217 256 89 1100
k 208 256 122 4200
k 214 256 18 3100
k 196 256 3 5600
k 162 256 3 5300
k 176 256 2 3700
k 193 256 22 4600
k 202 256 18 1100
k 220 256 6 1300
k 159 256 4 4700
k 203 256 6 3600
k 197 256 24 4200
k 225 272 2 3000
k 206 272 1 4900
k 225 243 6 2400
k 212 243 7 3800
k 163 243 193 3900
k 198 243 51 4300
k 194 243 4 4500
k 182 243 15 2600
k 206 243 198 2300
k 228 243 2 4200
k 207 243 2 4800
k 195 243 3 4400
k 221 243 1 3300
k 191 243 7 3800
k 173 243 16 3900
k 158 243 6 4000
k 227 243 56 3500
k 199 243 8 4100
k 215 243 15 4600
k 232 243 50 500
k 219 243 1 3700
k 223 243 4 3400
k 161 243 3 2500
k 213 243 9 2500
k 169 243 3 2700
k 181 243 1 2800
k 160 243 18 3500
k 166 243 8 3700
k 175 243 2 3700
k 201 243 2 700
k 210 243 2 400
k 172 243 15 1500
k 174 243 3 4300
k 217 243 94 1000
k 208 243 152 3700
k 214 243 2 2600
k 196 243 7 4100
k 162 243 5 4800
k 176 243 11 2900
k 193 243 54 4200
k 202 243 21 1000
k 220 243 15 1300
k 180 243 3 4800
k 159 243 3 4300
k 203 243 4 4100
k 197 243 4 3700
k 225 238 3 2700
k 163 238 11 4500
k 194 238 10 4900
k 177 238 1 4200
k 206 238 20 3500
k 228 238 1 5400
k 207 238 3 6000
k 221 238 4 4100
k 191 238 2 4200
k 158 238 21 4400
k 227 238 2 4400
k 215 238 10 3900
k 219 238 2 3600
k 223 238 4 4200
k 213 238 6 3100
k 169 238 2 2900
k 181 238 10 4400
k 166 238 1 4100
k 172 238 3 2200
k 174 238 2 5300
k 190 238 2 1100
k 217 238 42 2100
k 208 238 56 4200
k 214 238 17 2100
k 162 238 14 5300
k 176 238 12 3300
k 193 238 12 4700
k 202 238 8 1100
k 220 238 1 1600
k 159 238 3 3600
k 225 265 14 2800
k 212 265 9 3400
k 163 265 36 4400
k 198 265 13 3700
k 182 265 40 3500
k 206 265 10 3900
k 221 265 22 3600
k 173 265 1 2900
k 158 265 7 3500
k 227 265 68 3800
k 219 265 3 5400
k 222 265 1 3400
k 223 265 2 3200
k 233 265 6 3100
k 213 265 3 1800
k 169 265 5 2500
k 181 265 4 3200
k 160 265 1 3600
k 166 265 3 4500
k 226 265 1 1200
k 205 265 1 3500
k 172 265 5 1100
k 217 265 9 1400
k 208 265 117 3000
k 214 265 5 3500
k 196 265 11 5000
k 176 265 4 3300
k 202 265 6 700
k 220 265 14 1900
k 159 265 20 4200
k 197 265 1 3600
k 167 265 1 2800
k 225 290 11 2400
k 212 290 1 3900
k 163 290 18 3400
k 194 290 16 3900
k 206 290 18 3400
k 228 290 6 3700
k 213 290 3 2100
k 181 290 9 2800
k 160 290 2 4400
k 201 290 3 800
k 226 290 15 800
k 217 290 19 700
k 208 290 8 3200
k 214 290 2 3700
k 236 290 2 1700
k 196 290 9 4000
k 162 290 3 4300
k 179 290 1 2600
k 193 290 10 4300
k 202 290 26 600
k 220 290 11 1100
k 225 249 25 2300
k 168 249 46 4000
k 212 249 1 400
k 224 249 148 4500
k 211 249 2 4600
k 187 249 882 3700
k 186 249 269 4200
k 170 249 156 3400
k 171 249 451 3200
k 177 249 3 1500
k 182 249 3 1000
k 206 249 134 900
k 207 249 2 1400
k 195 249 8 1100
k 158 249 2 300
k 199 249 4 2000
k 215 249 6 2300
k 232 249 334 3600
k 230 249 55 3800
k 204 249 16 3900
k 222 249 5 1500
k 223 249 6 1800
k 161 249 6 3300
k 233 249 20 2900
k 213 249 53 2800
k 169 249 25 2800
k 160 249 17 1400
k 166 249 2 1400
k 200 249 3 1800
k 165 249 34 5000
k 201 249 26 4800
k 189 249 12 4400
k 209 249 22 4300
k 226 249 54 4400
k 210 249 310 4100
k 172 249 35 2600
k 174 249 15 1000
k 164 249 4 1200
k 184 249 2 1100
k 190 249 35 2900
k 217 249 82 2600
k 208 249 3 400
k 192 249 24 3900
k 236 249 27 2700
k 162 249 4 900
k 176 249 7 1900
k 202 249 15 3200
k 220 249 115 3700
k 159 249 92 1800
k 203 249 32 2000
k 197 249 7 1600
k 231 249 108 3900
k 235 249 9 4000
k 229 249 148 3700
k 225 245 3 3100
k 168 245 25 4200
k 224 245 41 4800
k 187 245 198 4600
k 186 245 20 4500
k 170 245 49 3900
k 171 245 114 4100
k 206 245 13 700
k 195 245 8 1200
k 232 245 59 3900
k 230 245 9 3900
k 204 245 2 4800
k 161 245 1 5000
k 233 245 4 3700
k 213 245 12 3000
k 169 245 5 2700
k 165 245 17 5300
k 201 245 8 5200
k 189 245 7 5300
k 209 245 19 5200
k 226 245 10 5300
k 210 245 9 4400
k 205 245 5 2300
k 172 245 7 7000
k 190 245 4 2900
k 217 245 65 3500
k 192 245 3 4800
k 236 245 6 3100
k 196 245 5 1000
k 176 245 1 1800
k 202 245 6 4100
k 220 245 36 4500
k 180 245 2 2700
k 185 245 3 3700
k 231 245 45 4800
k 235 245 7 4900
k 229 245 23 4000
k 168 276 10 4700
k 224 276 26 5700
k 211 276 2 5900
k 187 276 139 4600
k 186 276 28 5500
k 170 276 48 4800
k 171 276 107 4200
k 177 276 1 2600
k 206 276 1 2700
k 195 276 5 1300
k 232 276 33 4500
k 230 276 1 4700
k 204 276 11 5800
k 223 276 1 2400
k 233 276 3 3500
k 213 276 16 3600
k 169 276 4 3400
k 160 276 3 1600
k 201 276 2 4500
k 189 276 5 4000
k 209 276 2 3900
k 210 276 3 4300
k 172 276 4 2500
k 190 276 3 3900
k 217 276 37 3600
k 236 276 6 3800
k 162 276 1 1100
k 220 276 20 4700
k 159 276 11 2000
k 203 276 5 2600
k 197 276 7 2800
k 231 276 20 4900
k 235 276 2 5000
k 229 276 24 4600
k 225 298 23 2800
k 168 298 1 4400
k 178 298 1 1800
k 212 298 2 1800
k 224 298 8 5000
k 211 298 2 5100
k 187 298 90 4100
k 186 298 32 4700
k 170 298 5 3800
k 171 298 69 3600
k 163 298 14 1500
k 198 298 2 2400
k 194 298 2 2500
k 182 298 3 1500
k 206 298 14 1700
k 228 298 7 1600
k 191 298 5 1800
k 173 298 3 1400
k 158 298 1 1800
k 227 298 4 2400
k 232 298 19 3900
k 230 298 2 4100
k 204 298 1 4200
k 219 298 3 2600
k 161 298 2 4400
k 233 298 1 4200
k 213 298 5 3300
k 166 298 5 1800
k 175 298 3 2400
k 200 298 2 1800
k 226 298 2 4500
k 164 298 3 1500
k 190 298 6 3900
k 217 298 22 3000
k 208 298 21 1600
k 214 298 1 5000
k 236 298 9 3700
k 196 298 11 1400
k 179 298 1 3800
k 176 298 6 2100
k 193 298 3 2300
k 202 298 2 3800
k 220 298 4 4700
k 180 298 4 2100
k 231 298 6 5200
k 225 288 5 3000
k 168 288 1 4500
k 178 288 3 1900
k 212 288 2 2100
k 224 288 3 5200
k 187 288 8 4300
k 186 288 6 4900
k 171 288 3 3800
k 163 288 3 1700
k 198 288 3 2500
k 206 288 2 7000
k 232 288 8 3500
k 213 288 1 3500
k 160 288 2 1600
k 210 288 1 4700
k 164 288 7 2300
k 190 288 2 3000
k 217 288 18 3200
k 208 288 6 1800
k 179 288 2 3900
k 176 288 5 2300
k 220 288 6 4300
k 231 288 2 4700
k 225 273 12 2000
k 212 273 2 1700
k 224 273 7 3400
k 187 273 14 3600
k 186 273 15 4100
k 170 273 1 3500
k 171 273 13 3000
k 163 273 37 1100
k 198 273 17 1900
k 194 273 2 1500
k 206 273 14 600
k 207 273 2 1900
k 158 273 20 1500
k 199 273 2 1000
k 215 273 3 1400
k 232 273 4 2800
k 230 273 11 3400
k 204 273 4 3700
k 219 273 2 2300
k 233 273 13 3400
k 213 273 33 2500
k 169 273 1 2700
k 181 273 2 3400
k 160 273 2 600
k 175 273 3 1500
k 165 273 17 4600
k 209 273 20 4200
k 226 273 22 4300
k 210 273 17 3600
k 172 273 4 2800
k 164 273 4 2000
k 184 273 10 1000
k 190 273 2 2100
k 217 273 11 4100
k 208 273 63 1300
k 236 273 1 2300
k 196 273 8 1400
k 162 273 39 1900
k 176 273 9 1500
k 193 273 12 1600
k 202 273 3 3000
k 220 273 6 3600
k 159 273 3 2000
k 197 273 4 1000
k 231 273 6 3800
k 167 273 1 2500
k 225 259 19 1000
k 168 259 1 2800
k 178 259 2 2500
k 224 259 2 3100
k 187 259 20 2700
k 186 259 3 2900
k 170 259 8 2600
k 171 259 13 3200
k 163 259 17 1300
k 198 259 2 2300
k 206 259 4 600
k 191 259 1 1000
k 158 259 3 1300
k 227 259 1 1600
k 215 259 2 800
k 232 259 3 2400
k 222 259 4 300
k 161 259 2 1900
k 233 259 13 1600
k 213 259 26 1600
k 160 259 11 600
k 166 259 7 800
k 234 259 4 1600
k 165 259 22 3600
k 201 259 2 2700
k 209 259 9 3000
k 226 259 66 3400
k 210 259 133 2700
k 205 259 16 1000
k 172 259 6 1400
k 164 259 2 2200
k 190 259 9 1700
k 217 259 11 1600
k 208 259 46 1500
k 214 259 5 900
k 236 259 3 1400
k 196 259 2 2500
k 162 259 2 1800
k 179 259 5 3100
k 176 259 11 600
k 220 259 56 2700
k 159 259 1 1400
k 197 259 2 300
k 231 259 4 2900
k 167 259 1 1100
k 225 251 732 600
k 168 251 9 1700
k 178 251 266 300
k 212 251 5 2500
k 224 251 314 3600
k 211 251 16 4300
k 187 251 1257 3200
k 186 251 322 3300
k 170 251 130 2500
k 171 251 552 2700
k 163 251 225 600
k 198 251 21 2600
k 194 251 16 1100
k 216 251 14 1300
k 177 251 53 1100
k 182 251 59 600
k 228 251 32 1400
k 207 251 10 2100
k 195 251 81 1700
k 221 251 7 3200
k 191 251 75 1500
k 173 251 99 500
k 158 251 77 2100
k 227 251 1 2800
k 199 251 11 2300
k 215 251 10 1500
k 232 251 712 3000
k 230 251 129 3300
k 204 251 29 3400
k 219 251 51 3100
k 222 251 21 900
k 223 251 11 1400
k 161 251 8 5000
k 233 251 71 2300
k 213 251 385 1000
k 169 251 72 2400
k 181 251 54 1900
k 160 251 68 400
k 166 251 101 700
k 234 251 122 800
k 200 251 8 900
k 165 251 47 3300
k 201 251 22 3300
k 189 251 7 3000
k 188 251 9 4100
k 209 251 37 3600
k 226 251 38 3700
k 210 251 284 3400
k 205 251 57 2400
k 172 251 42 2300
k 174 251 38 300
k 164 251 45 1500
k 184 251 2 1900
k 190 251 175 2400
k 217 251 223 1800
k 208 251 350 700
k 214 251 16 300
k 192 251 3 4700
k 236 251 58 1400
k 196 251 177 1200
k 162 251 25 1500
k 179 251 11 1900
k 176 251 115 700
k 193 251 30 1400
k 202 251 137 2500
k 218 251 21 2900
k 220 251 219 2500
k 180 251 60 1400
k 159 251 53 1700
k 203 251 20 1200
k 197 251 76 1300
k 185 251 3 5100
k 231 251 55 3400
k 235 251 3 3500
k 229 251 57 3200
k 225 274 6 2800
k 168 274 8 3600
k 224 274 28 4200
k 187 274 217 3500
k 186 274 41 4100
k 170 274 41 3400
k 171 274 199 2800
k 182 274 4 700
k 206 274 7 1800
k 232 274 90 3100
k 230 274 8 3400
k 204 274 2 3500
k 222 274 5 1300
k 223 274 3 1000
k 161 274 1 5000
k 233 274 1 3600
k 213 274 9 3000
k 169 274 1 2700
k 165 274 12 3100
k 201 274 31 4800
k 189 274 9 4100
k 209 274 11 4000
k 226 274 31 4100
k 210 274 27 3500
k 172 274 4 2000
k 164 274 2 2600
k 190 274 6 3200
k 217 274 4 2200
k 214 274 2 1500
k 192 274 4 3600
k 236 274 6 3200
k 179 274 1 3700
k 176 274 2 2200
k 202 274 2 3200
k 220 274 55 3300
k 159 274 2 1500
k 231 274 24 3600
k 235 274 20 3600
k 229 274 29 3300
k 225 305 9 4000
k 168 305 1 4600
k 224 305 2 4600
k 187 305 23 4300
k 186 305 3 4900
k 170 305 3 4000
k 171 305 7 3800
k 182 305 1 1500
k 206 305 18 2000
k 232 305 19 4200
k 230 305 4 3100
k 223 305 1 1900
k 161 305 6 4600
k 233 305 1 3700
k 213 305 2 3800
k 169 305 3 3500
k 210 305 2 4100
k 172 305 3 2400
k 174 305 4 800
k 217 305 4 4300
k 214 305 4 3800
k 236 305 1 3900
k 176 305 3 1600
k 220 305 8 4300
k 231 305 3 3900
k 229 305 4 4300
k 167 305 1 2400
k 225 303 5 2000
k 168 303 17 3400
k 212 303 4 1600
k 224 303 30 4000
k 187 303 168 3200
k 186 303 47 3900
k 170 303 25 2800
k 171 303 185 2600
k 163 303 4 1500
k 177 303 1 1000
k 206 303 16 1500
k 232 303 33 2900
k 230 303 14 3200
k 204 303 3 3300
k 161 303 8 5000
k 233 303 5 3100
k 213 303 6 1900
k 169 303 5 1700
k 165 303 9 3200
k 201 303 5 4500
k 189 303 6 3900
k 209 303 12 3700
k 226 303 5 3900
k 210 303 8 3300
k 172 303 8 2600
k 190 303 1 2500
k 217 303 18 2000
k 214 303 1 1300
k 192 303 5 3400
k 236 303 10 2100
k 162 303 3 2100
k 176 303 5 800
k 202 303 3 2900
k 220 303 24 3100
k 231 303 23 3300
k 235 303 12 3400
k 229 303 19 3100
k 167 303 2 1600
k 168 302 10 3700
k 187 302 22 4200
k 186 302 6 4800
k 170 302 2 3900
k 171 302 29 3200
k 206 302 3 7000
k 232 302 6 4300
k 204 302 3 3100
k 233 302 1 3300
k 213 302 3 2800
k 169 302 1 2700
k 165 302 1 3800
k 226 302 17 3700
k 210 302 4 3900
k 172 302 1 2600
k 217 302 6 3100
k 220 302 8 3200
k 225 299 1 2600
k 168 299 7 4100
k 224 299 33 4600
k 187 299 60 3800
k 186 299 23 4400
k 170 299 13 4300
k 171 299 73 3300
k 182 299 2 1000
k 206 299 19 1100
k 232 299 19 3700
k 230 299 4 3900
k 204 299 6 4000
k 161 299 1 4100
k 233 299 2 3000
k 213 299 5 2700
k 169 299 2 3000
k 165 299 4 5200
k 189 299 4 4600
k 210 299 7 3600
k 172 299 3 3100
k 174 299 3 1700
k 190 299 1 2900
k 217 299 11 2800
k 192 299 4 4100
k 236 299 3 2400
k 220 299 12 3800
k 231 299 4 4000
k 235 299 1 4100
k 229 299 7 3800
k 225 289 2 3500
k 168 289 15 3600
k 224 289 20 4200
k 187 289 111 3600
k 186 289 8 3800
k 170 289 15 2900
k 171 289 128 3100
k 206 289 12 2000
k 232 289 56 3400
k 230 289 6 3400
k 204 289 6 3700
k 223 289 4 2100
k 161 289 3 3600
k 233 289 2 3100
k 213 289 10 3200
k 169 289 1 3000
k 201 289 5 4600
k 209 289 12 4100
k 226 289 8 4300
k 210 289 23 3900
k 172 289 10 2800
k 190 289 3 2400
k 217 289 23 2500
k 192 289 1 3600
k 236 289 3 3400
k 202 289 3 3000
k 220 289 20 3500
k 197 289 13 2400
k 231 289 14 3800
k 235 289 3 3900
k 229 289 13 3500
k 225 262 39 2400
k 168 262 128 3700
k 224 262 38 4700
k 187 262 464 3600
k 186 262 81 3800
k 170 262 50 3400
k 171 262 675 3100
k 163 262 7 300
k 182 262 82 1000
k 206 262 22 1700
k 199 262 5 2000
k 215 262 3 1800
k 232 262 231 3200
k 230 262 47 3600
k 204 262 20 3700
k 222 262 17 1200
k 223 262 7 1500
k 161 262 10 3000
k 233 262 29 2500
k 213 262 71 2500
k 169 262 30 2200
k 160 262 95 900
k 175 262 2 1500
k 200 262 2 1800
