c resource constrained multi commodity flow
c Pacific
c 100 R5_MYTPP
c 101 R5_SGSIN
c 102 R5_USLAX
c 103 R6_CNSHA
c 104 R6_JPYOK
c 105 R6_USLAX
c 106 R7_CNXMN
c 107 R7_MYTPP
c 108 R7_PABLB
c 109 R7_SGSIN
c 110 R7_USLAX
c 111 R8_CAVAN
c 112 R8_CNDLC
c 113 R8_CNSHA
c 114 R8_CNTAO
c 115 R8_HKHKG
c 116 R8_KRPUS
c 117 R8_MXLZC
c 118 R8_PABLB
c 119 R8_TWKHH
c 120 R8_USOAK
c 121 R8_USSEA
c 122 R9_CNXMN
c 123 R9_CNYTN
c 124 R9_JPYOK
c 125 R9_MYTPP
c 126 R9_PABLB
c 127 R9_SGSIN
c 128 R9_TWKHH
c 129 R9_USLAX
c 130 O_IDSRG
c 131 O_MXESE
c 132 O_USHNL
c 133 O_VNDAD
c 134 O_USLAX
c 135 O_MYTPP
c 136 O_USLGB
c 137 O_THLCH
c 138 O_CNDLC
c 139 O_USSEA
c 140 O_NICIO
c 141 O_JPNGO
c 142 O_SGSIN
c 143 O_SVAQJ
c 144 O_JPHKT
c 145 O_PAMIT
c 146 O_TWKEL
c 147 O_CNTAO
c 148 O_USOAK
c 149 O_CNSHA
c 150 O_IDSUB
c 151 O_JPTYO
c 152 O_JPUKB
c 153 O_JPYOK
c 154 O_KRPUS
c 155 O_CAVAN
c 156 O_VNSGN
c 157 O_IDJKT
c 158 O_CNXMN
c 159 O_TWKHH
c 160 O_JPSMZ
c 161 O_PABLB
c 162 O_CNFOC
c 163 O_CNYTN
c 164 O_CNLYG
c 165 O_MYPKG
c 166 O_HKHKG
c 167 O_PHMNL
c 168 O_USDUT
c 169 O_MXLZC
c 170 O_MYPEN
c 171 O_PHGES
c 172 O_VNHPH
c 173 D_PHMNL
c 174 D_VNDAD
c 175 D_CNTAO
c 176 D_SVAQJ
c 177 D_MXESE
c 178 D_PAMIT
c 179 D_SGSIN
c 180 D_IDSUB
c 181 D_JPTYO
c 182 D_HKHKG
c 183 D_USHNL
c 184 D_JPHKT
c 185 D_MYPKG
c 186 D_USLGB
c 187 D_CNSHA
c 188 D_CNXMN
c 189 D_TWKEL
c 190 D_PHGES
c 191 D_VNHPH
c 192 D_PABLB
c 193 D_VNSGN
c 194 D_JPYOK
c 195 D_CAVAN
c 196 D_IDSRG
c 197 D_USDUT
c 198 D_IDJKT
c 199 D_TWKHH
c 200 D_JPUKB
c 201 D_NICIO
c 202 D_CNFOC
c 203 D_KRPUS
c 204 D_CNLYG
c 205 D_CNYTN
c 206 D_JPNGO
c 207 D_MYPEN
c 208 D_MYTPP
c 209 D_THLCH
c 210 D_JPSMZ
c 211 D_USLAX
c 212 D_USSEA
c 213 D_MXLZC
c 214 D_USOAK
c 215 D_CNDLC
c
c problem vertices edges commodities resources
p rcmcf 216 930 717 1
c
c origin destination demand resource_limits
k 138 195 33 2400
k 149 195 29 1800
k 147 195 22 2900
k 158 195 27 3100
k 163 195 142 2300
k 166 195 46 2200
k 157 195 1 3500
k 150 195 2 3900
k 153 195 2 1900
k 170 195 1 3700
k 165 195 4 3100
k 135 195 11 2800
k 171 195 11 2600
k 142 195 3 2200
k 137 195 35 3400
k 159 195 3 7000
k 172 195 4 3100
k 156 195 1 3200
k 155 215 9 3300
k 131 215 2 3000
k 169 215 19 4200
k 170 215 4 1200
k 135 215 147 1100
k 161 215 29 3400
k 142 215 18 1100
k 137 215 6 1300
k 168 215 2 1700
k 134 215 69 2800
k 136 215 30 1900
k 148 215 52 2400
k 139 215 11 3600
k 153 202 2 900
k 131 202 2 5000
k 165 202 2 1500
k 135 202 5 2100
k 168 202 4 2200
k 148 202 5 2400
k 139 202 4 2000
k 135 204 44 3000
k 161 204 2 3100
k 134 204 18 2500
k 155 187 22 1800
k 166 187 50 500
k 141 187 2 700
k 154 187 2 400
k 169 187 17 2800
k 135 187 208 1000
k 161 187 388 3200
k 145 187 3 2400
k 171 187 3 1100
k 142 187 21 1000
k 137 187 15 1300
k 134 187 210 1700
k 136 187 98 2100
k 148 187 33 2100
k 139 187 43 2100
k 155 175 5 3000
k 131 175 4 3500
k 169 175 26 4000
k 170 175 2 1500
k 165 175 2 1100
k 135 175 98 2100
k 161 175 30 3300
k 145 175 3 2500
k 142 175 8 1100
k 137 175 1 1600
k 168 175 3 2200
k 132 175 7 2300
k 134 175 232 2300
k 148 175 9 3000
k 139 175 25 3400
k 153 188 1 1200
k 170 188 1 1700
k 135 188 62 1100
k 161 188 41 3300
k 142 188 6 700
k 137 188 14 1900
k 134 188 21 1900
k 139 188 6 3200
k 155 205 10 2400
k 141 205 3 800
k 153 205 15 800
k 170 205 2 800
k 135 205 29 700
k 161 205 68 4100
k 145 205 7 3100
k 142 205 26 600
k 137 205 11 1100
k 134 205 10 2000
k 148 205 26 1900
k 139 205 3 2700
k 155 182 36 2300
k 157 182 4 500
k 150 182 1 1000
k 144 182 19 600
k 141 182 16 1000
k 152 182 3 900
k 153 182 7 800
k 154 182 31 600
k 131 182 2 2200
k 169 182 39 3300
k 170 182 1 800
k 135 182 507 700
k 140 182 1 3200
k 161 182 272 3800
k 145 182 7 2700
k 167 182 96 400
k 142 182 43 600
k 143 182 4 4200
k 137 182 123 700
k 146 182 4 400
k 159 182 28 300
k 168 182 3 1900
k 132 182 7 2000
k 134 182 319 2800
k 148 182 27 2000
k 139 182 88 2600
k 172 182 2 300
k 156 182 3 300
k 155 198 9 4000
k 138 198 3 1400
k 149 198 92 1200
k 147 198 45 1200
k 158 198 6 1000
k 163 198 5 1000
k 166 198 7 500
k 144 198 18 1300
k 151 198 1 1400
k 152 198 12 1600
k 153 198 41 1400
k 154 198 36 1300
k 170 198 1 700
k 165 198 1 300
k 135 198 92 300
k 161 198 16 4800
k 142 198 37 300
k 137 198 151 400
k 159 198 35 1100
k 134 198 59 3500
k 148 198 5 3700
k 139 198 13 4300
k 172 198 14 900
k 156 198 13 500
k 138 196 9 1700
k 149 196 34 1300
k 158 196 7 1200
k 163 196 3 1100
k 166 196 5 1100
k 141 196 2 1800
k 170 196 2 600
k 135 196 19 400
k 137 196 1 900
k 159 196 28 1200
k 134 196 2 3700
k 156 196 3 600
k 155 180 5 2500
k 138 180 3 1700
k 149 180 19 1200
k 147 180 43 1600
k 158 180 4 1000
k 163 180 4 1000
k 166 180 3 1000
k 151 180 1 1500
k 152 180 1 1600
k 154 180 1 1400
k 170 180 1 500
k 165 180 1 600
k 135 180 48 300
k 142 180 51 300
k 137 180 24 500
k 159 180 35 1100
k 134 180 22 3600
k 148 180 2 3800
k 139 180 6 4500
k 172 180 4 1000
k 156 180 16 600
k 155 184 7 3400
k 135 184 9 2800
k 161 184 3 3800
k 142 184 2 1100
k 137 184 4 1300
k 168 184 5 2300
k 134 184 17 2300
k 148 184 2 3100
k 139 184 39 3800
k 155 206 11 3400
k 166 206 20 700
k 130 206 2 1400
k 169 206 3 3400
k 135 206 52 1100
k 145 206 2 4000
k 142 206 8 1100
k 137 206 69 1300
k 159 206 1 1000
k 134 206 102 1700
k 148 206 6 2600
k 139 206 32 3700
k 157 210 3 1500
k 150 210 2 1500
k 154 210 12 500
k 135 210 2 3700
k 161 210 1 3800
k 137 210 5 1400
k 133 210 1 1600
k 138 181 12 1200
k 149 181 9 1100
k 163 181 4 900
k 166 181 16 700
k 150 181 1 1700
k 154 181 2 1300
k 135 181 12 1400
k 171 181 2 1400
k 142 181 4 1400
k 137 181 4 1200
k 159 181 1 1000
k 166 200 7 700
k 157 200 12 1400
k 150 200 4 1400
k 169 200 2 3300
k 170 200 1 1200
k 135 200 96 1100
k 161 200 10 3800
k 171 200 1 1300
k 142 200 29 1100
k 137 200 272 1200
k 168 200 5 1400
k 134 200 96 2200
k 148 200 32 2000
k 156 200 4 900
k 155 194 83 1500
k 147 194 3 1000
k 163 194 9 700
k 166 194 18 700
k 157 194 6 1500
k 130 194 1 1600
k 150 194 4 1700
k 154 194 4 700
k 131 194 11 2300
k 169 194 31 3400
k 165 194 3 1400
k 135 194 149 1400
k 161 194 114 3700
k 145 194 6 2200
k 171 194 5 1500
k 142 194 44 1200
k 143 194 1 3100
k 137 194 100 1200
k 159 194 6 1000
k 168 194 22 1000
k 132 194 1 2200
k 134 194 228 1600
k 148 194 104 1800
k 139 194 178 1800
k 156 194 3 1000
k 155 203 52 2800
k 138 203 9 500
k 149 203 3 400
k 163 203 10 600
k 166 203 50 700
k 130 203 2 1100
k 141 203 5 500
k 152 203 34 500
k 153 203 20 500
k 131 203 4 2200
k 169 203 47 3400
k 170 203 7 1000
k 135 203 173 900
k 161 203 100 3000
k 145 203 6 3000
k 171 203 2 1400
k 142 203 42 1100
k 143 203 5 4600
k 137 203 22 1200
k 159 203 10 1000
k 168 203 5 1400
k 134 203 380 2600
k 148 203 96 2300
k 139 203 197 3100
k 138 177 1 2300
k 147 177 3 2000
k 153 177 2 1900
k 138 213 87 3200
k 162 213 8 3700
k 149 213 193 2200
k 147 213 10 3200
k 158 213 23 3300
k 163 213 191 2500
k 166 213 45 2600
k 157 213 8 4000
k 153 213 5 1600
k 154 213 103 1900
k 165 213 4 3600
k 135 213 15 3300
k 161 213 23 500
k 167 213 1 7000
k 143 213 5 400
k 137 213 48 3700
k 159 213 7 2800
k 134 213 38 500
k 133 213 2 3800
k 172 213 7 3500
k 156 213 4 3400
k 138 207 7 1500
k 164 207 16 1700
k 149 207 17 1300
k 147 207 10 1400
k 163 207 26 800
k 166 207 5 900
k 157 207 4 800
k 144 207 1 1500
k 153 207 2 1700
k 154 207 14 1200
k 131 207 3 3800
k 135 207 36 500
k 142 207 3 500
k 159 207 12 1200
k 134 207 1 3400
k 148 207 1 3100
k 139 207 3 4400
k 172 207 4 1200
k 156 207 2 800
k 138 185 4 1200
k 149 185 116 1200
k 147 185 12 1200
k 158 185 9 1000
k 163 185 20 700
k 166 185 5 800
k 157 185 6 600
k 130 185 6 700
k 144 185 27 1400
k 141 185 1 1600
k 152 185 6 1600
k 153 185 44 1600
k 154 185 7 1200
k 131 185 2 3800
k 170 185 5 400
k 135 185 39 300
k 161 185 5 4700
k 142 185 13 400
k 137 185 80 600
k 159 185 38 1100
k 134 185 25 3600
k 148 185 2 3500
k 139 185 5 4400
k 133 185 1 900
k 172 185 11 1100
k 156 185 12 700
k 155 208 16 4800
k 138 208 715 1300
k 162 208 95 900
k 164 208 6 2200
k 149 208 1739 900
k 147 208 403 1200
k 158 208 346 800
k 163 208 1202 700
k 166 208 1066 700
k 157 208 197 300
k 130 208 13 300
k 150 208 30 900
k 144 208 131 1100
k 141 208 255 1400
k 160 208 31 2900
k 151 208 6 1200
k 152 208 160 1000
k 153 208 506 1300
k 154 208 1147 1100
k 169 208 35 4500
k 170 208 24 300
k 165 208 118 300
k 161 208 2938 2100
k 145 208 18 3900
k 171 208 5 2500
k 167 208 32 1100
k 142 208 184 800
k 143 208 1 5000
k 137 208 866 300
k 146 208 75 1200
k 159 208 189 800
k 134 208 95 2500
k 148 208 110 3000
k 139 208 72 3000
k 172 208 49 600
k 156 208 66 900
k 138 201 4 4200
k 149 201 15 3200
k 147 201 4 4200
k 158 201 1 3600
k 163 201 16 3500
k 166 201 7 3300
k 154 201 9 3000
k 161 201 9 600
k 159 201 8 3800
k 134 201 6 1200
k 138 192 223 3300
k 162 192 34 3900
k 164 192 11 3800
k 149 192 857 2700
k 147 192 283 3700
k 158 192 208 3200
k 163 192 1219 3100
k 166 192 444 3100
k 157 192 41 4200
k 130 192 9 3700
k 150 192 37 4500
k 144 192 4 4300
k 141 192 10 3100
k 152 192 5 2500
k 153 192 35 2200
k 154 192 64 2500
k 169 192 52 500
k 170 192 17 3900
k 165 192 26 3500
k 135 192 2241 300
k 140 192 2 1600
k 145 192 270 300
k 171 192 24 4400
k 167 192 17 3600
k 142 192 24 3900
k 143 192 16 600
k 137 192 217 4100
k 159 192 158 3000
k 134 192 49 1400
k 133 192 5 4400
k 172 192 44 3400
k 156 192 157 3700
k 138 178 86 2900
k 162 178 6 3200
k 149 178 95 2600
k 147 178 35 2500
k 158 178 8 4200
k 163 178 54 2800
k 166 178 48 2800
k 157 178 2 3300
k 153 178 1 2400
k 154 178 38 2500
k 169 178 2 800
k 135 178 10 2800
k 161 178 276 300
k 142 178 1 3500
k 137 178 8 3600
k 159 178 6 3200
k 134 178 9 1400
k 156 178 2 3700
k 149 190 7 1300
k 166 190 4 700
k 144 190 2 1300
k 152 190 6 1400
k 153 190 2 1500
k 154 190 4 1300
k 161 190 12 3900
k 167 190 27 1000
k 137 190 59 1400
k 159 190 5 900
k 134 190 16 2700
k 148 190 3 3000
k 155 173 5 3200
k 149 173 2 1100
k 163 173 12 800
k 166 173 136 300
k 144 173 1 900
k 152 173 1 1000
k 153 173 4 1100
k 135 173 33 1000
k 161 173 30 4900
k 171 173 45 900
k 142 173 5 1000
k 159 173 78 500
k 132 173 8 2100
k 134 173 49 3200
k 136 173 2 3200
k 148 173 6 2600
k 139 173 24 3500
k 172 173 7 800
k 156 173 21 1000
k 138 179 33 1300
k 162 179 7 900
k 149 179 29 800
k 147 179 17 1200
k 158 179 28 800
k 163 179 3 600
k 166 179 28 600
k 157 179 2 300
k 130 179 2 300
k 150 179 3 400
k 144 179 6 1100
k 152 179 12 1100
k 153 179 8 1100
k 154 179 39 1000
k 169 179 1 3700
k 165 179 1 300
k 135 179 165 300
k 161 179 24 4400
k 137 179 24 300
k 146 179 36 800
k 159 179 34 700
k 134 179 28 2600
k 136 179 2 2900
k 148 179 5 3400
k 139 179 5 4100
k 133 179 3 500
k 172 179 12 700
k 156 179 8 300
k 138 176 10 4100
k 162 176 1 3600
k 149 176 29 3100
k 147 176 9 4100
k 158 176 6 3500
k 163 176 31 3400
k 166 176 20 3700
k 157 176 1 4900
k 150 176 3 4500
k 154 176 9 2800
k 169 176 3 400
k 135 176 2 4700
k 161 176 20 600
k 137 176 11 4600
k 159 176 8 3700
k 134 176 71 1000
k 133 176 3 4300
k 156 176 3 4600
k 155 209 2 3600
k 138 209 3 1700
k 162 209 7 1100
k 149 209 31 1100
k 147 209 7 1300
k 158 209 5 1200
k 166 209 6 1000
k 157 209 13 500
k 150 209 12 600
k 151 209 28 1400
k 152 209 34 1300
k 153 209 89 1400
k 154 209 21 1200
k 131 209 3 3800
k 169 209 1 4400
k 170 209 1 500
k 165 209 5 600
k 135 209 169 300
k 161 209 53 4100
k 145 209 3 5000
k 171 209 3 1400
k 142 209 52 300
k 146 209 21 1000
k 159 209 90 900
k 134 209 35 3500
k 136 209 3 3700
k 148 209 14 3400
k 172 209 11 900
k 156 209 8 300
k 135 189 60 3600
k 133 189 9 1600
k 172 189 19 1000
k 156 189 39 1400
k 155 199 9 3200
k 166 199 27 400
k 157 199 5 800
k 130 199 1 1200
k 150 199 2 1300
k 152 199 16 600
k 153 199 5 700
k 154 199 10 1000
k 169 199 4 3700
k 135 199 77 1000
k 140 199 4 3700
k 161 199 188 3000
k 145 199 8 3500
k 171 199 1 500
k 167 199 102 600
k 142 199 32 1200
k 143 199 15 3900
k 137 199 49 1000
k 168 199 1 2200
k 132 199 2 1700
k 134 199 231 2500
k 148 199 7 2100
k 139 199 17 3500
k 133 199 9 1400
k 172 199 33 400
k 156 199 58 500
k 154 197 1 2700
k 138 183 4 3800
k 149 183 6 2900
k 163 183 12 2400
k 166 183 3 2700
k 153 183 1 2700
k 154 183 1 2800
k 159 183 1 2300
k 156 183 5 3900
k 138 211 12 2900
k 162 211 111 2800
k 164 211 67 2200
k 149 211 823 1700
k 147 211 267 1700
k 158 211 250 2100
k 163 211 1817 2000
k 166 211 673 1800
k 157 211 109 3200
k 130 211 14 7000
k 150 211 15 7000
k 144 211 45 2600
k 141 211 148 1700
k 160 211 11 1700
k 152 211 69 1800
k 153 211 247 1600
k 154 211 376 2000
k 169 211 54 1100
k 170 211 18 3800
k 165 211 77 3200
k 135 211 250 2800
k 140 211 2 1400
k 161 211 11 1000
k 145 211 2 1500
k 171 211 22 7000
k 167 211 37 2900
k 142 211 34 2800
k 143 211 39 1200
k 137 211 369 2800
k 159 211 161 2700
k 172 211 41 2800
k 156 211 296 2500
k 138 186 320 2100
k 149 186 267 1800
k 138 214 49 2700
k 162 214 7 2300
k 164 214 2 3400
k 149 214 198 2200
k 147 214 14 2500
k 158 214 43 2000
k 163 214 95 1900
k 166 214 53 2800
k 157 214 7 2700
k 150 214 2 3800
k 144 214 2 3100
k 141 214 29 1900
k 152 214 36 2000
k 153 214 47 1800
k 154 214 35 2200
k 165 214 2 3300
k 135 214 33 3400
k 140 214 2 2400
k 145 214 2 2600
k 167 214 6 2400
k 142 214 2 3100
k 137 214 21 3400
k 159 214 14 3000
k 172 214 3 2100
k 156 214 15 3100
k 138 212 63 2100
k 162 212 6 2600
k 164 212 4 1900
k 149 212 109 1600
k 147 212 10 2600
k 158 212 139 2800
k 163 212 267 2000
k 166 212 114 1900
k 157 212 15 3200
k 130 212 6 3500
k 150 212 2 3600
k 152 212 1 1800
k 153 212 4 2200
k 154 212 2 1300
k 170 212 1 2800
k 165 212 21 2500
k 135 212 44 2500
k 171 212 19 2600
k 167 212 5 2900
k 142 212 7 2700
k 137 212 74 3100
k 159 212 68 1700
k 172 212 26 2800
k 156 212 24 3000
k 154 174 2 1500
k 135 174 5 2000
k 142 174 6 500
k 137 174 3 1100
k 134 174 2 3200
k 155 191 8 2800
k 147 191 3 1100
k 144 191 6 1000
k 141 191 4 1200
k 152 191 9 800
k 153 191 28 1000
k 170 191 9 800
k 165 191 6 1000
k 135 191 74 1200
k 161 191 20 4500
k 167 191 12 900
k 142 191 36 700
k 137 191 41 1100
k 146 191 7 700
k 159 191 20 300
k 134 191 36 3300
k 148 191 2 2900
k 139 191 3 2900
k 138 193 12 1000
k 149 193 10 1200
k 158 193 3 900
k 166 193 5 1100
k 157 193 7 900
k 150 193 3 600
k 144 193 4 900
k 152 193 10 1300
k 153 193 25 1300
k 170 193 4 600
k 165 193 13 300
k 135 193 181 300
k 161 193 22 4900
k 167 193 7 1100
k 142 193 35 300
k 137 193 218 300
k 146 193 7 1100
k 159 193 90 1200
k 132 193 3 2700
k 134 193 35 3600
k 136 193 3 3400
k 148 193 3 2600
k 139 193 6 3800
c
c source target cost capacity resource_consumptions
a 2 3 0 2700 291
a 3 6 0 2700 293
a 6 0 0 2700 169
a 0 7 0 2700 241
a 7 8 0 2700 466
a 8 4 0 2700 261
a 4 5 0 2700 305
a 5 4 0 2700 305
a 4 1 0 2700 245
a 1 2 0 2700 623
a 47 53 0 2250 313
a 53 45 0 2250 396
a 45 48 0 2250 210
a 48 49 0 2250 262
a 49 46 0 2250 273
a 46 53 0 2250 235
a 53 52 0 2250 179
a 52 50 0 2250 343
a 50 51 0 2250 95
a 51 47 0 2250 194
a 60 59 0 2400 216
a 59 58 0 2400 9
a 58 56 0 2400 114
a 56 57 0 2400 168
a 57 58 0 2400 72
a 58 55 0 2400 227
a 55 54 0 2400 56
a 54 60 0 2400 438
a 66 65 0 12800 405
a 65 79 0 12800 47
a 79 80 0 12800 375
a 80 61 0 12800 41
a 61 77 0 12800 557
a 77 64 0 12800 942
a 64 75 0 12800 844
a 75 67 0 12800 365
a 67 68 0 12800 190
a 68 69 0 12800 81
a 69 81 0 12800 439
a 81 73 0 12800 303
a 73 76 0 12800 182
a 76 62 0 12800 194
a 62 63 0 12800 255
a 63 78 0 12800 1160
a 78 74 0 12800 1466
a 74 72 0 12800 506
a 72 71 0 12800 237
a 71 70 0 12800 221
a 70 66 0 12800 292
a 89 90 0 6000 70
a 90 91 0 6000 9
a 91 90 0 6000 9
a 90 85 0 6000 409
a 85 82 0 6000 127
a 82 83 0 6000 216
a 83 84 0 6000 194
a 84 88 0 6000 137
a 88 86 0 6000 63
a 86 87 0 6000 174
a 87 92 0 6000 373
a 92 89 0 6000 520
a 96 95 0 9600 1
a 95 100 0 9600 402
a 100 99 0 9600 68
a 99 101 0 9600 60
a 101 97 0 9600 786
a 97 98 0 9600 58
a 98 102 0 9600 1312
a 102 93 0 9600 1578
a 93 94 0 9600 112
a 94 96 0 9600 223
a 103 104 0 12000 287
a 104 105 0 12000 1335
a 105 103 0 12000 1578
a 109 107 0 21600 9
a 107 106 0 21600 460
a 106 110 0 21600 1673
a 110 108 0 21600 797
a 108 109 0 21600 2861
a 117 118 0 33600 447
a 118 115 0 33600 2590
a 115 119 0 33600 96
a 119 113 0 33600 169
a 113 112 0 33600 158
a 112 121 0 33600 1445
a 121 111 0 33600 35
a 111 120 0 33600 230
a 120 114 0 33600 1523
a 114 116 0 33600 140
a 116 117 0 33600 1866
a 122 123 0 24000 85
a 123 127 0 24000 419
a 127 125 0 24000 9
a 125 128 0 24000 489
a 128 124 0 24000 385
a 124 129 0 24000 1395
a 129 126 0 24000 840
a 126 122 0 24000 2578
a 10 13 0 7200 1682
a 13 9 0 7200 1575
a 9 12 0 7200 267
a 12 11 0 7200 95
a 11 10 0 7200 81
a 16 15 0 7200 341
a 15 14 0 7200 108
a 14 17 0 7200 801
a 17 16 0 7200 450
a 20 22 0 9600 118
a 22 18 0 9600 161
a 18 19 0 9600 270
a 19 24 0 9600 473
a 24 23 0 9600 10
a 23 21 0 9600 951
a 21 20 0 9600 117
a 30 25 0 4800 721
a 25 29 0 4800 148
a 29 27 0 4800 163
a 27 28 0 4800 34
a 28 26 0 4800 306
a 26 31 0 4800 265
a 31 30 0 4800 462
a 32 34 0 12000 1600
a 34 33 0 12000 2
a 33 32 0 12000 1598
a 36 35 0 800 250
a 35 36 0 800 250
a 37 43 0 3200 134
a 43 38 0 3200 132
a 38 42 0 3200 596
a 42 39 0 3200 377
a 39 40 0 3200 97
a 40 41 0 3200 12
a 41 44 0 3200 450
a 44 37 0 3200 202
a 61 111 115 44172 300
a 111 61 115 44172 300
a 14 25 74 44172 300
a 14 112 74 44172 300
a 25 14 74 44172 300
a 25 112 74 44172 300
a 112 14 74 44172 300
a 112 25 74 44172 300
a 83 93 60 44172 300
a 93 83 60 44172 300
a 0 18 62 44172 300
a 0 62 62 44172 300
a 0 94 62 44172 300
a 0 103 62 44172 300
a 0 113 62 44172 300
a 18 0 62 44172 300
a 18 62 62 44172 300
a 18 94 62 44172 300
a 18 103 62 44172 300
a 18 113 62 44172 300
a 62 0 62 44172 300
a 62 18 62 44172 300
a 62 94 62 44172 300
a 62 103 62 44172 300
a 62 113 62 44172 300
a 94 0 62 44172 300
a 94 18 62 44172 300
a 94 62 62 44172 300
a 94 103 62 44172 300
a 94 113 62 44172 300
a 103 0 62 44172 300
a 103 18 62 44172 300
a 103 62 62 44172 300
a 103 94 62 44172 300
a 103 113 62 44172 300
a 113 0 62 44172 300
a 113 18 62 44172 300
a 113 62 62 44172 300
a 113 94 62 44172 300
a 113 103 62 44172 300
a 9 15 25 44172 300
a 9 26 25 44172 300
a 9 84 25 44172 300
a 9 114 25 44172 300
a 15 9 25 44172 300
a 15 26 25 44172 300
a 15 84 25 44172 300
a 15 114 25 44172 300
a 26 9 25 44172 300
a 26 15 25 44172 300
a 26 84 25 44172 300
a 26 114 25 44172 300
a 84 9 25 44172 300
a 84 15 25 44172 300
a 84 26 25 44172 300
a 84 114 25 44172 300
a 114 9 25 44172 300
a 114 15 25 44172 300
a 114 26 25 44172 300
a 114 84 25 44172 300
a 10 106 57 44172 300
a 10 122 57 44172 300
a 106 10 57 44172 300
a 106 122 57 44172 300
a 122 10 57 44172 300
a 122 106 57 44172 300
a 11 16 78 44172 300
a 11 37 78 44172 300
a 11 95 78 44172 300
a 11 123 78 44172 300
a 16 11 78 44172 300
a 16 37 78 44172 300
a 16 95 78 44172 300
a 16 123 78 44172 300
a 37 11 78 44172 300
a 37 16 78 44172 300
a 37 95 78 44172 300
a 37 123 78 44172 300
a 95 11 78 44172 300
a 95 16 78 44172 300
a 95 37 78 44172 300
a 95 123 78 44172 300
a 123 11 78 44172 300
a 123 16 78 44172 300
a 123 37 78 44172 300
a 123 95 78 44172 300
a 19 38 93 44172 300
a 19 85 93 44172 300
a 19 96 93 44172 300
a 19 115 93 44172 300
a 38 19 93 44172 300
a 38 85 93 44172 300
a 38 96 93 44172 300
a 38 115 93 44172 300
a 85 19 93 44172 300
a 85 38 93 44172 300
a 85 96 93 44172 300
a 85 115 93 44172 300
a 96 19 93 44172 300
a 96 38 93 44172 300
a 96 85 93 44172 300
a 96 115 93 44172 300
a 115 19 93 44172 300
a 115 38 93 44172 300
a 115 85 93 44172 300
a 115 96 93 44172 300
a 1 45 62 44172 300
a 45 1 62 44172 300
a 20 63 63 44172 300
a 63 20 63 44172 300
a 21 28 68 44172 300
a 21 98 68 44172 300
a 21 104 68 44172 300
a 21 124 68 44172 300
a 28 21 68 44172 300
a 28 98 68 44172 300
a 28 104 68 44172 300
a 28 124 68 44172 300
a 98 21 68 44172 300
a 98 28 68 44172 300
a 98 104 68 44172 300
a 98 124 68 44172 300
a 104 21 68 44172 300
a 104 28 68 44172 300
a 104 98 68 44172 300
a 104 124 68 44172 300
a 124 21 68 44172 300
a 124 28 68 44172 300
a 124 98 68 44172 300
