c resource constrained multi commodity flow
c WorldSmall
k 170 230 300 1100
k 178 230 51 3300
k 190 230 355 2200
k 174 230 42 3300
k 210 230 29 600
k 183 230 9 3900
k 211 230 7 1300
k 208 230 48 600
k 182 230 19 1500
k 169 230 60 2200
k 197 230 18 2500
k 207 230 435 2500
k 192 230 383 2300
k 168 230 13 4400
k 166 230 114 3500
k 196 230 7 4800
k 177 230 256 1900
k 180 247 212 3500
k 165 247 28 2500
k 204 247 133 2800
k 201 247 24 5200
k 187 247 2 5000
k 186 247 163 3200
k 185 247 46 3900
k 199 247 55 3000
k 175 247 13 2600
k 173 247 31 2800
k 189 247 22 1700
k 194 247 3 2900
k 202 247 71 3200
k 206 247 100 2800
k 171 247 169 1900
k 191 247 12 3600
k 193 247 7 4500
k 200 247 8 2800
k 181 247 1 2400
k 203 247 9 2400
k 170 247 41 2300
k 178 247 8 1500
k 190 247 36 2700
k 174 247 5 5000
k 210 247 3 3700
k 208 247 5 2900
k 182 247 23 2500
k 169 247 9 3100
k 197 247 3 4600
k 207 247 31 3300
k 192 247 18 4200
k 168 247 2 4600
k 166 247 21 4000
k 196 247 93 2000
k 177 247 53 1100
k 180 220 97 2400
k 165 220 6 5000
k 205 220 4 5200
k 204 220 1 6400
k 195 220 12 3000
k 187 220 57 3300
k 186 220 231 1500
k 185 220 164 1900
k 199 220 126 1500
k 175 220 179 4000
k 176 220 38 4900
k 184 220 7 2900
k 173 220 23 3600
k 189 220 17 4200
k 194 220 2 5600
k 167 220 113 4500
k 202 220 270 1300
k 206 220 23 3300
k 171 220 151 3500
k 191 220 74 2300
k 193 220 174 2000
k 200 220 6 3000
k 203 220 25 1400
k 170 220 301 800
k 190 220 259 3500
k 174 220 341 400
k 198 220 10 3000
k 183 220 12 3600
k 211 220 19 3800
k 208 220 12 3100
k 182 220 84 900
k 169 220 16 3500
k 197 220 74 2000
k 207 220 211 2800
k 168 220 83 2400
k 166 220 35 3700
k 196 220 22 6300
k 177 220 6 3700
k 180 213 12 2500
k 205 213 11 1500
k 204 213 111 1800
k 201 213 15 2000
k 195 213 4 5900
k 187 213 12 2600
k 186 213 158 3600
k 185 213 38 3800
k 199 213 167 3100
k 175 213 15 400
k 184 213 23 2200
k 173 213 20 1900
k 189 213 18 300
k 167 213 1 1000
k 179 213 15 1700
k 202 213 82 2900
k 206 213 18 2500
k 171 213 50 1300
k 191 213 40 3700
k 188 213 35 3800
k 193 213 29 3800
k 200 213 50 2600
k 181 213 4 1000
k 203 213 2 2400
k 170 213 92 2500
k 178 213 276 1500
k 190 213 2 1300
k 174 213 8 4000
k 210 213 5 3400
k 198 213 3 2600
k 183 213 13 2700
k 211 213 5 2800
k 208 213 14 1900
k 182 213 2 3000
k 169 213 3 2200
k 197 213 20 3800
k 207 213 13 1500
k 192 213 14 1400
k 166 213 18 1800
k 196 213 20 2600
k 177 213 133 2600
k 180 212 65 2800
k 209 212 9 5500
k 204 212 14 1800
k 186 212 193 4200
k 185 212 16 4700
k 199 212 185 3500
k 184 212 6 2300
k 173 212 16 1700
k 179 212 1 1900
k 202 212 114 3900
k 206 212 38 2500
k 171 212 8 1300
k 191 212 12 4700
k 188 212 11 3600
k 193 212 9 4300
k 200 212 88 2400
k 203 212 13 3400
k 170 212 259 3000
k 178 212 1 2100
k 174 212 43 4900
k 210 212 40 2000
k 183 212 4 1900
k 211 212 13 2900
k 208 212 62 1600
k 182 212 6 3700
k 169 212 17 1700
k 197 212 22 4300
k 196 212 4 3300
k 180 252 3 4200
k 209 252 3 5700
k 165 252 72 2700
k 205 252 10 2500
k 186 252 477 4200
k 185 252 114 4000
k 199 252 99 3700
k 175 252 19 2100
k 176 252 7 1900
k 184 252 10 3600
k 173 252 4 3500
k 189 252 18 1800
k 167 252 13 2600
k 202 252 319 3500
k 206 252 37 4200
k 171 252 15 2500
k 191 252 92 4600
k 193 252 139 4500
k 200 252 20 4400
k 181 252 1 2700
k 203 252 9 3800
k 170 252 121 3100
k 178 252 1 2500
k 190 252 37 2600
k 174 252 1 6000
k 210 252 3 3500
k 198 252 16 2200
k 183 252 30 2000
k 211 252 2 4600
k 208 252 5 2900
k 182 252 1 3200
k 197 252 42 3500
k 177 252 7 3500
k 165 236 11 1400
k 204 236 3 4600
k 175 236 153 1600
k 189 236 3 2300
k 167 236 3 1900
k 188 236 5 4500
k 200 236 3 4700
k 181 236 1 3300
k 178 236 4 3400
k 190 236 129 1500
k 208 236 5 3400
k 196 236 27 7000
k 180 234 13 3100
k 172 234 1 4800
k 209 234 30 1500
k 165 234 38 3500
k 186 234 346 1600
k 185 234 192 1900
k 199 234 513 1900
k 175 234 10 3800
k 167 234 5 4000
k 202 234 418 1900
k 206 234 17 4500
k 171 234 6 5200
k 191 234 116 1800
k 188 234 2 6300
k 193 234 37 1300
k 200 234 13 2700
k 203 234 26 2500
k 170 234 301 2100
k 190 234 31 2700
k 174 234 6 2100
k 210 234 1 3800
k 198 234 11 2900
k 183 234 3 2400
k 211 234 1 4700
k 208 234 2 5000
k 182 234 11 2200
k 197 234 83 1700
k 177 234 2 4600
k 180 225 1 4900
k 172 225 1 5300
k 209 225 4 3700
k 165 225 7 3200
k 205 225 2 3200
k 204 225 1 3000
k 186 225 80 3800
k 185 225 54 4500
k 199 225 15 4200
k 175 225 55 3100
k 176 225 11 2600
k 184 225 9 900
k 189 225 33 2800
k 194 225 2 4900
k 167 225 4 2900
k 202 225 126 3600
k 206 225 2 5800
k 171 225 27 3300
k 191 225 68 3200
k 193 225 86 3700
k 203 225 2 5600
k 170 225 109 3900
k 190 225 55 2300
k 174 225 1 3300
k 210 225 3 6900
k 198 225 23 300
k 183 225 16 2000
k 211 225 8 5200
k 208 225 3 5700
k 197 225 13 4500
k 207 225 36 2300
k 192 225 38 2300
k 168 225 18 2900
k 166 225 82 1600
k 177 225 2 4800
k 180 224 9 2400
k 172 224 7 3700
k 209 224 46 2100
k 165 224 15 3300
k 205 224 7 3800
k 204 224 31 3800
k 195 224 109 1800
k 187 224 34 4000
k 175 224 217 3900
k 176 224 55 4300
k 184 224 10 3400
k 173 224 18 2600
k 189 224 29 3500
k 194 224 1 4200
k 167 224 12 3600
k 179 224 62 4700
k 202 224 49 500
k 206 224 15 2100
k 171 224 90 3400
k 191 224 3 700
k 188 224 15 3000
k 193 224 1 400
k 200 224 16 1500
k 203 224 2 1500
k 170 224 31 1000
k 178 224 110 4200
k 190 224 272 3500
k 174 224 34 2200
k 210 224 1 2600
k 198 224 20 2800
k 183 224 40 2400
k 208 224 15 2300
k 182 224 21 1000
k 169 224 2 4300
k 207 224 196 4400
k 192 224 143 4600
k 168 224 307 1700
k 166 224 10 4200
k 196 224 38 4700
k 177 224 131 2400
k 180 217 30 2600
k 209 217 72 2100
k 165 217 13 4000
k 205 217 3 3300
k 204 217 6 5700
k 195 217 113 1700
k 187 217 28 3900
k 175 217 411 4100
k 176 217 6 4900
k 184 217 46 5100
k 173 217 43 3300
k 189 217 14 4200
k 194 217 1 5400
k 167 217 52 3500
k 179 217 30 5900
k 206 217 13 2100
k 171 217 50 3600
k 188 217 14 3400
k 200 217 5 2200
k 181 217 1 4500
k 203 217 1 1100
k 170 217 17 1100
k 178 217 15 4900
k 190 217 244 3500
k 174 217 54 2500
k 210 217 35 2100
k 198 217 50 3000
k 183 217 8 2500
k 208 217 17 3300
k 182 217 25 1100
k 169 217 6 3600
k 207 217 27 3300
k 192 217 20 5000
k 168 217 354 1900
k 166 217 7 4800
k 196 217 27 4600
k 177 217 174 2500
k 180 246 19 2400
k 172 246 4 3600
k 209 246 4 2700
k 205 246 2 3900
k 204 246 3 4200
k 195 246 71 1900
k 187 246 6 4100
k 186 246 2 1100
k 175 246 43 3400
k 176 246 3 4500
k 184 246 3 4600
k 189 246 18 3400
k 194 246 5 3700
k 167 246 37 3900
k 179 246 3 5500
k 202 246 136 300
k 206 246 4 2100
k 171 246 12 3800
k 191 246 21 800
k 188 246 1 3700
k 193 246 1 900
k 200 246 2 1800
k 170 246 95 700
k 178 246 16 5400
k 190 246 60 3200
k 174 246 49 2400
k 210 246 2 2600
k 198 246 5 4500
k 183 246 9 3100
k 211 246 6 1700
k 182 246 29 600
k 197 246 78 500
k 207 246 90 4100
k 192 246 7 5300
k 168 246 67 2000
k 196 246 1 5200
k 177 246 17 2900
k 180 240 70 2300
k 172 240 9 3300
k 209 240 41 5000
k 165 240 22 1100
k 205 240 1 400
k 204 240 881 1800
k 201 240 220 1600
k 195 240 36 5700
k 187 240 135 3200
k 186 240 1860 3600
k 185 240 840 4000
k 199 240 922 3200
k 184 240 759 2100
k 173 240 47 1000
k 189 240 159 900
k 194 240 95 2300
k 167 240 14 300
k 179 240 23 2400
k 202 240 819 3400
k 206 240 145 2800
k 171 240 207 1400
k 191 240 157 4300
k 188 240 91 3400
k 193 240 1605 4100
k 200 240 205 2600
k 181 240 22 1100
k 203 240 140 2900
k 170 240 1041 2600
k 178 240 57 2000
k 190 240 138 400
k 174 240 34 4700
k 198 240 10 2400
k 183 240 105 2400
k 211 240 90 2700
k 208 240 20 1800
k 182 240 34 3200
k 169 240 96 1800
k 197 240 164 3900
k 207 240 539 1500
k 192 240 162 1200
k 168 240 2 5000
k 166 240 175 1800
k 196 240 364 2700
k 177 240 251 2300
k 180 228 2 3100
k 209 228 7 4600
k 204 228 6 2000
k 187 228 3 2800
k 186 228 202 4600
k 185 228 60 4500
k 199 228 115 4100
k 184 228 3 2500
k 173 228 4 2300
k 189 228 10 700
k 179 228 8 3500
k 202 228 109 3700
k 206 228 16 2700
k 171 228 5 1000
k 191 228 43 5200
k 188 228 1 3800
k 193 228 25 4400
k 200 228 34 3700
k 203 228 3 2900
k 170 228 117 3500
k 178 228 2 2000
k 174 228 26 4400
k 183 228 9 2700
k 211 228 6 3100
k 208 228 1 1800
k 182 228 5 4100
k 197 228 45 4800
k 207 228 1 1700
k 192 228 2 1400
k 166 228 6 1700
k 196 228 5 3600
k 177 228 7 2600
k 209 258 1 4200
k 165 258 1 3100
k 204 258 2 2900
k 187 258 2 2200
k 186 258 46 3800
k 185 258 31 4300
k 175 258 19 2700
k 176 258 2 2900
k 189 258 8 2900
k 167 258 14 3400
k 179 258 3 5100
k 202 258 58 3300
k 206 258 5 5500
k 171 258 4 3000
k 191 258 3 3200
k 193 258 19 3500
k 200 258 7 4300
k 170 258 17 5400
k 190 258 18 2100
k 174 258 2 3200
k 210 258 6 6100
k 198 258 68 900
k 183 258 45 500
k 211 258 1 4800
k 208 258 11 5400
k 182 258 1 3900
k 197 258 9 4200
k 207 258 42 1400
k 192 258 10 1800
k 168 258 16 2600
k 166 258 38 1200
k 177 258 1 4400
k 180 215 122 1000
k 209 215 14 3800
k 165 215 1 1900
k 205 215 5 1700
k 204 215 123 2600
k 201 215 23 2500
k 187 215 11 3400
k 186 215 162 2700
k 185 215 88 2900
k 199 215 173 2900
k 175 215 323 1100
k 176 215 22 1900
k 189 215 28 600
k 194 215 3 2200
k 167 215 54 1300
k 179 215 3 2800
k 202 215 188 2400
k 206 215 132 1600
k 171 215 98 600
k 191 215 153 2700
k 188 215 32 2100
k 193 215 281 2700
k 200 215 106 1400
k 181 215 19 1000
k 203 215 29 1700
k 170 215 228 1600
k 178 215 23 2200
k 190 215 211 1300
k 174 215 16 4000
k 210 215 43 900
k 183 215 1 3100
k 211 215 13 1400
k 208 215 47 600
k 182 215 13 3000
k 169 215 8 1200
k 197 215 86 2900
k 207 215 98 1700
k 192 215 17 2800
k 168 215 1 4500
k 166 215 201 2400
k 196 215 50 3000
k 177 215 9 2300
k 180 244 75 1800
k 172 244 19 1900
k 209 244 7 3500
k 165 244 22 500
k 205 244 7 1600
k 204 244 113 1100
k 201 244 3 2000
k 195 244 2 4300
k 187 244 54 2100
k 186 244 541 3200
k 185 244 281 3900
k 199 244 426 2600
k 175 244 150 600
k 176 244 5 1600
k 184 244 118 2000
k 173 244 30 600
k 194 244 9 1300
k 167 244 32 1000
k 179 244 27 500
k 202 244 203 2800
k 206 244 62 1700
k 171 244 75 400
k 191 244 51 3300
k 188 244 7 2700
k 193 244 54 3200
k 200 244 61 2300
k 181 244 9 1500
k 203 244 7 2500
k 170 244 231 2000
k 178 244 48 1400
k 190 244 104 700
k 174 244 22 4300
k 210 244 21 1300
k 198 244 2 1400
k 183 244 54 1400
k 211 244 27 2100
k 208 244 91 800
k 182 244 12 2900
k 169 244 2 2100
k 197 244 51 3300
k 207 244 44 1100
k 192 244 12 2200
k 166 244 34 1700
k 196 244 93 300
k 177 244 61 1300
k 180 250 6 2800
k 209 250 1 5000
k 204 250 4 2500
k 187 250 10 3400
k 186 250 222 3500
k 185 250 68 4100
k 199 250 202 2800
k 184 250 6 2900
k 173 250 8 700
k 202 250 130 3100
k 206 250 9 2700
k 171 250 4 1000
k 191 250 80 4000
k 188 250 1 2800
k 193 250 39 3100
k 200 250 12 2000
k 181 250 1 2600
k 203 250 5 3200
k 170 250 120 2200
k 178 250 6 1800
k 174 250 1 5400
k 210 250 2 1500
k 183 250 5 3300
k 211 250 5 3200
k 208 250 2 2200
k 182 250 1 3200
k 169 250 1 1500
k 197 250 23 3600
k 207 250 30 2100
k 166 250 2 2700
k 196 250 1 4600
k 177 250 15 2800
k 180 222 79 2400
k 209 222 52 3900
k 204 222 145 2100
k 201 222 2 2000
k 187 222 78 2700
k 186 222 485 3600
k 185 222 119 3800
k 199 222 710 3100
k 175 222 14 300
k 184 222 60 2500
k 173 222 105 1000
k 189 222 2 900
k 179 222 9 1900
k 202 222 289 3200
k 206 222 115 2200
k 171 222 208 900
k 191 222 33 4100
k 188 222 25 3300
k 193 222 49 3800
k 200 222 242 2200
k 181 222 6 7000
k 203 222 38 3000
k 170 222 435 2500
k 178 222 12 1700
k 190 222 6 900
k 174 222 35 4400
k 210 222 12 1800
k 198 222 1 2500
k 183 222 142 1500
k 211 222 31 2600
k 208 222 43 1400
k 182 222 16 2900
k 169 222 29 2200
k 197 222 44 3800
k 207 222 126 1300
k 192 222 38 1300
k 168 222 1 4700
k 166 222 51 1600
k 196 222 24 2400
k 177 222 313 2100
k 180 216 192 2700
k 209 216 6 4800
k 165 216 69 1300
k 204 216 40 2700
k 201 216 19 3700
k 186 216 281 4000
k 185 216 123 4700
k 199 216 156 3600
k 175 216 96 1600
k 176 216 2 3600
k 173 216 86 1500
k 189 216 63 600
k 194 216 10 1400
k 167 216 17 2100
k 202 216 220 3400
k 206 216 97 3400
k 171 216 131 1200
k 191 216 11 4500
k 193 216 21 4100
k 200 216 19 2800
k 181 216 10 1500
k 203 216 44 3500
k 170 216 129 2900
k 178 216 17 1200
k 190 216 178 1500
k 174 216 2 5300
k 210 216 1 4500
k 183 216 1 2500
k 211 216 17 3700
k 208 216 23 1900
k 182 216 20 3700
k 169 216 13 2400
k 197 216 3 4100
k 207 216 52 2200
k 192 216 88 3500
k 168 216 6 4200
k 166 216 25 3000
k 196 216 8 3300
k 177 216 25 1900
k 180 221 138 1400
k 172 221 10 3000
k 209 221 145 1900
k 165 221 47 2900
k 205 221 17 3400
k 204 221 106 3700
k 195 221 157 1900
k 187 221 36 4900
k 199 221 95 400
k 175 221 313 3300
k 176 221 19 3700
k 184 221 37 3200
k 173 221 54 2400
k 189 221 41 3500
k 194 221 26 3800
k 167 221 165 3500
k 179 221 40 3200
k 206 221 26 1600
k 171 221 136 3200
k 191 221 25 800
k 188 221 43 3200
k 193 221 49 600
k 200 221 23 1100
k 181 221 6 4600
k 170 221 267 300
k 178 221 43 3800
k 190 221 769 3000
k 174 221 74 2200
k 210 221 12 3500
k 198 221 48 2200
k 183 221 35 2700
k 211 221 15 2500
k 208 221 21 2700
k 182 221 47 600
k 169 221 29 4000
k 197 221 27 300
k 207 221 113 4100
k 192 221 136 3300
k 168 221 346 1900
k 166 221 32 4400
k 196 221 43 4500
k 177 221 293 1800
k 180 254 158 1000
k 209 254 15 2900
k 165 254 41 3200
k 205 254 55 3400
k 204 254 6 3900
k 201 254 59 5800
k 195 254 14 4700
k 186 254 124 2100
k 185 254 41 2800
k 199 254 77 1600
k 175 254 538 3100
k 176 254 9 3300
k 184 254 9 5700
k 173 254 20 1800
k 189 254 18 3200
k 194 254 10 7000
k 167 254 184 3100
k 179 254 97 3800
k 202 254 52 1700
k 171 254 117 2300
k 191 254 31 2700
k 188 254 28 2400
k 193 254 322 2300
k 200 254 7 900
k 181 254 5 4000
k 203 254 1 1900
k 170 254 34 1000
k 178 254 88 300
k 190 254 127 2800
k 174 254 10 2900
k 210 254 28 1000
k 198 254 50 4000
k 183 254 22 4500
k 208 254 58 1400
k 182 254 13 1900
k 169 254 2 3600
k 197 254 14 2300
k 207 254 111 3900
k 192 254 254 3700
k 168 254 20 4000
k 166 254 69 4900
k 196 254 3 5600
k 177 254 93 2400
k 180 214 231 1400
k 172 214 6 2400
k 209 214 22 3200
k 165 214 75 900
k 205 214 9 1300
k 204 214 285 2100
k 201 214 6 3900
k 195 214 30 4600
k 187 214 37 2600
k 186 214 704 2700
k 185 214 400 3300
k 199 214 531 2800
k 175 214 211 900
k 176 214 11 1700
k 184 214 63 2400
k 173 214 51 600
k 189 214 91 300
k 194 214 14 1000
k 167 214 54 1700
k 179 214 81 1600
k 202 214 434 2700
k 206 214 222 1800
k 191 214 181 3200
k 188 214 21 2400
k 193 214 195 2900
k 200 214 197 1700
k 181 214 7 1700
k 203 214 36 2100
k 170 214 517 2200
k 178 214 86 1600
k 190 214 126 1200
k 174 214 18 3700
k 210 214 49 1500
k 183 214 9 2300
k 211 214 116 1800
k 208 214 80 800
k 182 214 30 2900
k 169 214 21 700
k 197 214 171 3000
k 207 214 176 1800
k 192 214 46 2500
k 168 214 7 4900
k 166 214 120 2000
k 196 214 71 300
k 177 214 100 2300
k 180 233 6 2100
k 172 233 5 4500
k 209 233 246 1300
k 165 233 22 4200
k 204 233 52 3600
k 195 233 468 1000
k 187 233 60 4300
k 186 233 9 1100
k 185 233 13 1000
k 199 233 12 700
k 175 233 555 3600
k 176 233 28 4500
k 184 233 64 3400
k 173 233 3 3200
k 189 233 82 4100
k 194 233 5 5000
k 167 233 11 4300
k 179 233 21 4200
k 202 233 60 700
k 206 233 8 2400
k 171 233 86 3600
k 188 233 13 4100
k 193 233 16 500
k 200 233 45 1700
k 181 233 3 5100
k 203 233 3 1400
k 170 233 620 900
k 178 233 16 4900
k 190 233 664 3600
k 174 233 66 1500
k 210 233 5 2500
k 198 233 65 2300
k 183 233 29 2200
k 208 233 1 3100
k 182 233 83 1100
k 169 233 8 3800
k 197 233 6 1000
k 207 233 53 3800
k 192 233 16 4400
k 168 233 426 1600
k 166 233 38 3800
k 196 233 16 300
k 177 233 104 2800
k 180 242 229 1700
k 209 242 2 3500
k 165 242 18 3700
k 205 242 89 4000
k 204 242 10 4800
k 195 242 6 4800
k 186 242 165 2800
k 185 242 78 3400
k 199 242 101 2200
k 175 242 64 3800
k 176 242 15 4600
k 173 242 78 2100
k 189 242 12 2900
k 194 242 6 3600
k 167 242 81 4200
k 202 242 102 2500
k 206 242 102 2100
k 171 242 55 2800
k 191 242 89 3200
k 193 242 35 3100
k 200 242 60 2000
k 181 242 2 3400
k 203 242 4 2500
k 170 242 71 1600
k 178 242 6 5200
k 190 242 92 3200
k 174 242 1 4100
k 210 242 46 1300
k 211 242 62 2500
k 208 242 50 1500
k 182 242 16 2700
k 169 242 13 3400
k 197 242 10 3300
k 207 242 66 4000
k 192 242 42 4300
k 168 242 6 4800
k 166 242 19 4600
k 196 242 6 5000
k 177 242 5 2900
k 180 245 8 1800
k 172 245 1 5500
k 209 245 145 1800
k 165 245 12 3800
k 205 245 2 3000
k 204 245 62 4100
k 195 245 397 1400
k 187 245 7 3900
k 186 245 3 400
k 185 245 9 500
k 199 245 10 600
k 175 245 189 3500
k 176 245 17 3500
k 184 245 27 3500
k 173 245 8 3600
k 189 245 18 3100
k 194 245 16 5200
k 167 245 63 4000
k 179 245 8 3700
k 202 245 50 700
k 206 245 8 1900
k 171 245 51 4100
k 191 245 59 400
k 188 245 9 3800
k 200 245 18 1300
k 181 245 2 4600
k 170 245 45 900
k 178 245 13 4100
k 190 245 357 3300
k 174 245 42 1900
k 210 245 1 2300
k 198 245 53 2200
k 183 245 28 3000
k 208 245 5 2800
k 182 245 43 1100
k 169 245 2 5000
k 197 245 10 1000
k 207 245 56 3800
k 192 245 17 4900
k 168 245 396 2300
k 166 245 9 4500
k 196 245 27 300
k 177 245 122 2900
k 180 249 278 1000
k 209 249 12 1700
k 165 249 31 3000
