c resource constrained multi commodity flow
c EuropeAsia
c 238 R44_SEGOT
c 239 R45_BEZEE
c 240 R45_DEBRV
c 241 R45_GBFXT
c 242 R45_ITGIT
c 243 R45_SAJED
c 244 R4_BGVAR
c 245 R4_EGALY
c 246 R4_EGPSD
c 247 R4_GEPTI
c 248 R4_GRPIR
c 249 R4_GRSKG
c 250 R4_ILHFA
c 251 R4_INNSA
c 252 R4_SAJED
c 253 R4_TRIZM
c 254 R4_TRMER
c 255 R4_YEADE
c 256 R5_CNYTN
c 257 R5_HKHKG
c 258 R5_IDJKT
c 259 R5_MYPEN
c 260 R5_MYPKG
c 261 R5_MYTPP
c 262 R5_PHMNL
c 263 R5_TWKHH
c 264 R5_VNDAD
c 265 R5_VNSGN
c 266 R6_DZORN
c 267 R6_ESALG
c 268 R6_ITGIT
c 269 R6_MACAS
c 270 R6_MAPTM
c 271 R7_HKHKG
c 272 R7_MYPKG
c 273 R7_MYTPP
c 274 R7_PHMNL
c 275 R7_THLCH
c 276 R7_TWKEL
c 277 R7_TWKHH
c 278 R7_VNSGN
c 279 R8_DEBRV
c 280 R8_DZALG
c 281 R8_ESALG
c 282 R8_ESVGO
c 283 R8_FRBES
c 284 R8_IEDUB
c 285 R8_NOSVG
c 286 R8_PTLEI
c 287 R9_DEBRV
c 288 R9_RUKGD
c 289 O_VNDAD
c 290 O_GBFXT
c 291 O_TRAMB
c 292 O_FIKTK
c 293 O_INCOK
c 294 O_ITGIT
c 295 O_RULED
c 296 O_DEBRV
c 297 O_MACAS
c 298 O_JPHKT
c 299 O_ITGOA
c 300 O_YEADE
c 301 O_KWSWK
c 302 O_BDCGP
c 303 O_INPAV
c 304 O_SIKOP
c 305 O_CNXMN
c 306 O_CNYTN
c 307 O_LKCMB
c 308 O_FRLEH
c 309 O_DZORN
c 310 O_MAAGA
c 311 O_ITTRS
c 312 O_SAJED
c 313 O_EGALY
c 314 O_BEANR
c 315 O_SADMM
c 316 O_PKKHI
c 317 O_BGVAR
c 318 O_TNTUN
c 319 O_IRBND
c 320 O_EGPSD
c 321 O_DZBJA
c 322 O_MAPTM
c 323 O_TWKEL
c 324 O_CNTAO
c 325 O_ESLPA
c 326 O_CNSHA
c 327 O_JPTYO
c 328 O_EGDAM
c 329 O_JPSMZ
c 330 O_MYPKG
c 331 O_FRFOS
c 332 O_PHMNL
c 333 O_SEGOT
c 334 O_DKAAR
c 335 O_NOSVG
c 336 O_MYPEN
c 337 O_ESVLC
c 338 O_NOBGO
c 339 O_PTLEI
c 340 O_CYLMS
c 341 O_TNSFA
c 342 O_TRMER
c 343 O_DEHAM
c 344 O_GRPIR
c 345 O_JOAQB
c 346 O_JPNGO
c 347 O_SGSIN
c 348 O_TRIZM
c 349 O_UAODS
c 350 O_IDSUB
c 351 O_LBBEY
c 352 O_ESALG
c 353 O_ESVGO
c 354 O_NLRTM
c 355 O_JPUKB
c 356 O_KRPUS
c 357 O_SAJBI
c 358 O_CNLYG
c 359 O_BEZEE
c 360 O_INNSA
c 361 O_FRBES
c 362 O_PHGES
c 363 O_OMSLL
c 364 O_RUKGD
c 365 O_GRSKG
c 366 O_IDSRG
c 367 O_DZALG
c 368 O_MYTPP
c 369 O_SYLTK
c 370 O_PLGDY
c 371 O_IEDUB
c 372 O_THLCH
c 373 O_FRDKK
c 374 O_ILASH
c 375 O_ILHFA
c 376 O_CNDLC
c 377 O_AEJEA
c 378 O_NOAES
c 379 O_JPYOK
c 380 O_GBSOU
c 381 O_ESBCN
c 382 O_VNSGN
c 383 O_IDJKT
c 384 O_TWKHH
c 385 O_CNFOC
c 386 O_HKHKG
c 387 O_ESTAR
c 388 O_GBABD
c 389 O_GEPTI
c 390 O_INMAA
c 391 O_ITSAL
c 392 O_VNHPH
c 393 O_PKBQM
c 394 D_PHMNL
c 395 D_VNDAD
c 396 D_CNTAO
c 397 D_ILHFA
c 398 D_ITGOA
c 399 D_ITSAL
c 400 D_GBSOU
c 401 D_CNSHA
c 402 D_SYLTK
c 403 D_DEHAM
c 404 D_TRAMB
c 405 D_VNSGN
c 406 D_NOBGO
c 407 D_INPAV
c 408 D_NOSVG
c 409 D_DEBRV
c 410 D_PKBQM
c 411 D_ESALG
c 412 D_KRPUS
c 413 D_UAODS
c 414 D_MYTPP
c 415 D_DZAAE
c 416 D_OMSLL
c 417 D_PKKHI
c 418 D_MAAGA
c 419 D_CNDLC
c 420 D_BEANR
c 421 D_TRIZM
c 422 D_EGPSD
c 423 D_SGSIN
c 424 D_SIKOP
c 425 D_DZSKI
c 426 D_GEPTI
c 427 D_JPTYO
c 428 D_PLGDY
c 429 D_GBFXT
c 430 D_JPHKT
c 431 D_TRMER
c 432 D_CNXMN
c 433 D_GRPIR
c 434 D_AEJEA
c 435 D_BDCGP
c 436 D_CYLMS
c 437 D_FIKTK
c 438 D_GBABD
c 439 D_IDSRG
c 440 D_DZORN
c 441 D_IDJKT
c 442 D_PTLEI
c 443 D_ESTAR
c 444 D_ILASH
c 445 D_RUKGD
c 446 D_CNLYG
c 447 D_EGALY
c 448 D_ESBCN
c 449 D_JPSMZ
c 450 D_DKAAR
c 451 D_NLRTM
c 452 D_SEGOT
c 453 D_IEDUB
c 454 D_IDSUB
c 455 D_MYPKG
c 456 D_INMAA
c 457 D_VNHPH
c 458 D_GRSKG
c 459 D_JPYOK
c 460 D_JPUKB
c 461 D_SAJED
c 462 D_DZBJA
c 463 D_FRLEH
c 464 D_NOAES
c 465 D_CNYTN
c 466 D_JPNGO
c 467 D_INNSA
c 468 D_MAPTM
c 469 D_BEZEE
c 470 D_FRBES
c 471 D_SADMM
c 472 D_ITGIT
c 473 D_EGDAM
c 474 D_HKHKG
c 475 D_DZALG
c 476 D_ESLPA
c 477 D_FRFOS
c 478 D_KWSWK
c 479 D_TWKEL
c 480 D_PHGES
c 481 D_INCOK
c 482 D_FRDKK
c 483 D_ESVLC
c 484 D_JOAQB
c 485 D_ESVGO
c 486 D_TWKHH
c 487 D_MACAS
c 488 D_BGVAR
c 489 D_TNTUN
c 490 D_CNFOC
c 491 D_TNSFA
c 492 D_IRBND
c 493 D_LKCMB
c 494 D_LBBEY
c 495 D_MYPEN
c 496 D_THLCH
c 497 D_RULED
c 498 D_YEADE
c 499 D_ITTRS
c
c problem vertices edges commodities resources
p rcmcf 500 2279 3921 1
c
c origin destination demand resource_limits
k 302 434 4 2600
k 314 434 32 2700
k 359 434 79 2800
k 317 434 17 2800
k 376 434 192 2900
k 385 434 7 2700
k 326 434 388 2500
k 324 434 77 2600
k 305 434 51 2100
k 306 434 301 2000
k 340 434 1 1700
k 296 434 262 2200
k 343 434 10 2700
k 334 434 17 2900
k 367 434 1 2400
k 313 434 26 1800
k 328 434 10 1500
k 320 434 100 1100
k 352 434 95 600
k 381 434 34 2500
k 353 434 6 3000
k 337 434 12 2600
k 292 434 9 3600
k 361 434 2 4200
k 373 434 7 2300
k 331 434 21 2100
k 308 434 14 2700
k 388 434 6 2700
k 290 434 127 2500
k 380 434 1 2500
k 389 434 4 2300
k 344 434 11 2100
k 365 434 7 1900
k 386 434 137 2200
k 383 434 45 2400
k 350 434 3 2500
k 371 434 13 2600
k 293 434 19 2700
k 390 434 21 1300
k 360 434 85 600
k 303 434 2 700
k 319 434 13 3900
k 294 434 103 1700
k 299 434 91 2000
k 391 434 2 2500
k 311 434 30 2000
k 345 434 3 900
k 298 434 67 3900
k 346 434 111 3700
k 355 434 61 2900
k 379 434 174 3000
k 356 434 118 3000
k 301 434 8 700
k 351 434 13 2100
k 307 434 25 1000
k 297 434 5 2600
k 322 434 2 2300
k 336 434 7 1400
k 330 434 37 1500
k 368 434 161 1100
k 354 434 186 2200
k 338 434 2 3200
k 335 434 5 2900
k 363 434 19 600
k 362 434 1 2500
k 332 434 3 2600
k 393 434 6 1300
k 316 434 19 700
k 370 434 29 2900
k 339 434 8 2400
k 364 434 1 3100
k 295 434 6 3200
k 315 434 2 900
k 312 434 34 900
k 333 434 33 2700
k 347 434 15 1500
k 304 434 28 2500
k 369 434 3 2200
k 372 434 133 2300
k 318 434 6 2200
k 291 434 56 2300
k 348 434 16 1800
k 342 434 14 2000
k 323 434 12 3000
k 384 434 18 2500
k 349 434 29 2200
k 392 434 4 2600
k 382 434 12 2300
k 300 434 4 1800
k 377 435 19 2200
k 314 435 5 3700
k 359 435 7 4200
k 317 435 1 3200
k 376 435 6 1900
k 358 435 2 2200
k 326 435 175 2300
k 324 435 22 1900
k 305 435 1 1700
k 306 435 11 1800
k 296 435 7 4400
k 343 435 10 4800
k 334 435 9 4900
k 313 435 3 3400
k 320 435 1 3000
k 352 435 54 3400
k 308 435 1 4000
k 290 435 12 4300
k 389 435 3 3700
k 344 435 1 3600
k 386 435 45 1900
k 383 435 14 1200
k 366 435 2 1200
k 350 435 5 900
k 375 435 1 2700
k 293 435 13 1100
k 360 435 5 2200
k 319 435 41 3500
k 294 435 3 2800
k 346 435 12 2300
k 355 435 8 2000
k 379 435 2 2300
k 356 435 162 1800
k 301 435 8 3000
k 307 435 6 1100
k 368 435 14 1000
k 354 435 5 4200
k 363 435 5 2900
k 332 435 2 1800
k 393 435 23 1900
k 316 435 4 2100
k 315 435 3 1700
k 312 435 15 2400
k 333 435 1 4700
k 347 435 33 1100
k 372 435 26 2200
k 291 435 1 3100
k 342 435 3 3900
k 384 435 12 2400
k 392 435 10 1500
k 382 435 5 900
k 377 420 2 3000
k 302 420 1 4000
k 317 420 7 2600
k 376 420 1 4800
k 324 420 2 4600
k 305 420 1 4000
k 296 420 6 400
k 313 420 7 1900
k 352 420 290 600
k 290 420 2 1000
k 344 420 2 2500
k 390 420 9 2800
k 360 420 2 2600
k 303 420 1 2500
k 294 420 25 1400
k 356 420 2 4300
k 351 420 1 2400
k 307 420 1 3100
k 310 420 1 1300
k 322 420 2 1000
k 368 420 2 4000
k 363 420 2 3900
k 393 420 2 3000
k 315 420 1 3900
k 357 420 3 3900
k 312 420 3 1900
k 372 420 1 4100
k 318 420 2 1300
k 291 420 4 2200
k 348 420 9 2400
k 377 469 20 2800
k 302 469 43 3800
k 376 469 2 4900
k 385 469 11 4300
k 326 469 183 4200
k 324 469 15 4700
k 305 469 15 4000
k 306 469 186 3500
k 313 469 1 1700
k 320 469 3 1700
k 352 469 2 1900
k 386 469 99 3900
k 383 469 33 4100
k 366 469 9 4000
k 350 469 10 4200
k 375 469 5 2200
k 293 469 3 3100
k 390 469 25 2700
k 360 469 24 2700
k 303 469 12 2500
k 294 469 2 1300
k 298 469 7 5200
k 346 469 1 5300
k 379 469 12 4700
k 356 469 3 4300
k 307 469 21 2400
k 336 469 4 4000
k 330 469 13 3400
k 368 469 85 3000
k 363 469 8 2000
k 393 469 13 2900
k 315 469 33 3700
k 357 469 45 3700
k 312 469 62 1600
k 347 469 7 3700
k 372 469 118 4000
k 291 469 18 1700
k 348 469 2 1600
k 342 469 14 2500
k 384 469 22 4300
k 289 469 1 4300
k 392 469 9 4400
k 382 469 48 4000
k 377 488 12 2900
k 359 488 1 2100
k 376 488 21 4500
k 358 488 3 5000
k 326 488 72 3900
k 324 488 23 4400
k 305 488 20 3700
k 306 488 43 3400
k 296 488 2 3000
k 343 488 2 3200
k 334 488 3 2300
k 320 488 2 900
k 352 488 4 1800
k 353 488 4 3300
k 389 488 2 1900
k 386 488 31 3700
k 383 488 4 2500
k 371 488 1 2900
k 374 488 11 1300
k 375 488 2 1000
k 390 488 19 3800
k 360 488 10 3600
k 303 488 1 3000
k 294 488 1 1000
k 391 488 2 5000
k 346 488 9 5000
k 355 488 8 3600
k 379 488 3 4600
k 356 488 17 4200
k 307 488 2 3100
k 330 488 1 2700
k 368 488 4 2300
k 354 488 10 2500
k 362 488 1 4500
k 332 488 1 3600
k 393 488 9 3400
k 339 488 2 2300
k 347 488 11 3000
k 372 488 22 3900
k 323 488 2 3100
k 384 488 10 4100
k 382 488 2 3800
k 377 419 9 3800
k 359 419 4 3300
k 296 419 320 4500
k 343 419 6 4900
k 334 419 11 4900
k 320 419 18 3300
k 352 419 33 3300
k 353 419 3 5500
k 337 419 2 5500
k 361 419 2 3800
k 373 419 4 4000
k 331 419 1 5300
k 308 419 7 4500
k 290 419 27 4600
k 371 419 2 3500
k 374 419 1 3700
k 375 419 3 4800
k 390 419 2 2500
k 360 419 4 3200
k 303 419 4 2100
k 319 419 4 4500
k 294 419 9 4500
k 299 419 15 4300
k 391 419 2 4300
k 301 419 1 4900
k 297 419 2 4500
k 336 419 4 1200
k 368 419 89 1100
k 354 419 122 4200
k 378 419 3 5600
k 338 419 5 4000
k 363 419 18 3100
k 339 419 3 5600
k 295 419 3 5300
k 357 419 2 2600
k 312 419 2 3700
k 333 419 22 4600
k 347 419 18 1100
k 372 419 6 1300
k 291 419 4 4700
k 348 419 6 3600
k 342 419 24 4200
k 349 419 1 4700
k 343 490 5 5200
k 352 490 2 3700
k 303 490 3 2100
k 379 490 2 900
k 307 490 2 2100
k 330 490 2 1500
k 354 490 6 4800
k 377 446 2 3000
k 352 446 1 4900
k 377 401 6 2400
k 359 401 7 3800
k 317 401 7 4600
k 296 401 193 3900
k 343 401 51 4300
k 334 401 4 4500
k 320 401 15 2600
k 352 401 198 2300
k 381 401 2 4200
k 353 401 2 4800
k 337 401 3 4400
k 361 401 2 4900
k 373 401 1 3300
k 331 401 7 3800
k 308 401 16 3900
k 388 401 7 3600
k 290 401 6 4000
k 380 401 56 3500
k 344 401 8 4100
k 365 401 15 4600
k 386 401 50 500
k 371 401 1 3700
k 375 401 4 3400
k 293 401 3 2500
k 360 401 9 2500
k 303 401 3 2700
k 319 401 1 2800
k 294 401 18 3500
k 299 401 8 3700
k 311 401 2 3700
k 346 401 2 700
k 356 401 2 400
k 307 401 15 1500
k 310 401 3 4300
k 368 401 94 1000
k 354 401 152 3700
k 338 401 1 5200
k 363 401 2 2600
k 362 401 3 1100
k 370 401 5 3900
k 339 401 7 4100
k 295 401 5 4800
k 357 401 3 2800
k 312 401 11 2900
k 333 401 54 4200
k 347 401 21 1000
k 304 401 5 3400
k 372 401 15 1300
k 318 401 3 4800
k 291 401 3 4300
k 348 401 4 4100
k 342 401 4 3700
k 349 401 15 3700
k 377 396 3 2700
k 296 396 11 4500
k 334 396 10 4900
k 313 396 1 4200
k 352 396 20 3500
k 381 396 1 5400
k 353 396 3 6000
k 361 396 1 3900
k 373 396 4 4100
k 331 396 2 4200
k 388 396 6 3500
k 290 396 21 4400
k 380 396 2 4400
k 365 396 10 3900
k 371 396 2 3600
k 375 396 4 4200
k 360 396 6 3100
k 303 396 2 2900
k 319 396 10 4400
k 299 396 1 4100
k 307 396 3 2200
k 310 396 2 5300
k 336 396 2 1500
k 330 396 2 1100
k 368 396 42 2100
k 354 396 56 4200
k 378 396 13 5600
k 338 396 5 4200
k 363 396 17 2100
k 370 396 2 4100
k 295 396 14 5300
k 357 396 3 2700
k 312 396 12 3300
k 333 396 12 4700
k 347 396 8 1100
k 372 396 1 1600
k 291 396 3 3600
k 377 432 14 2800
k 359 432 9 3400
k 317 432 1 3800
k 296 432 36 4400
k 343 432 13 3700
k 320 432 40 3500
k 352 432 10 3900
k 292 432 7 7000
k 373 432 22 3600
k 308 432 1 2900
k 290 432 7 3500
k 380 432 68 3800
k 371 432 3 5400
k 374 432 1 3400
k 375 432 2 3200
k 390 432 6 3100
k 360 432 3 1800
k 303 432 5 2500
k 319 432 4 3200
k 294 432 1 3600
k 299 432 3 4500
k 379 432 1 1200
k 351 432 1 3500
k 307 432 5 1100
k 336 432 1 1700
k 368 432 9 1400
k 354 432 117 3000
k 335 432 17 3300
k 363 432 5 3500
k 339 432 11 5000
k 312 432 4 3300
k 347 432 6 700
k 372 432 14 1900
k 291 432 20 4200
k 342 432 1 3600
k 349 432 3 4000
k 300 432 1 2800
k 377 465 11 2400
k 359 465 1 3900
k 296 465 18 3400
k 334 465 16 3900
k 352 465 18 3400
k 381 465 6 3700
k 388 465 29 3900
k 360 465 3 2100
k 319 465 9 2800
k 294 465 2 4400
k 346 465 3 800
k 379 465 15 800
k 336 465 2 800
k 368 465 19 700
k 354 465 8 3200
k 363 465 2 3700
k 393 465 2 1700
k 339 465 9 4000
k 295 465 3 4300
k 315 465 1 2600
k 333 465 10 4300
k 347 465 26 600
k 372 465 11 1100
k 377 436 8 1800
k 326 436 1 3500
k 305 436 1 3400
k 306 436 5 2900
k 296 436 4 1800
k 352 436 2 2900
k 290 436 6 2100
k 386 436 4 3100
k 390 436 1 5000
k 298 436 3 4500
k 351 436 6 300
k 368 436 5 4100
k 354 436 4 2000
k 363 436 2 5000
k 393 436 1 2200
k 370 436 2 2500
k 312 436 4 1100
k 347 436 2 3000
k 372 436 5 2900
k 384 436 2 3700
k 377 409 25 2300
k 302 409 46 4000
k 359 409 1 400
k 317 409 5 2800
k 376 409 148 4500
k 385 409 12 3900
k 358 409 2 4600
k 326 409 882 3700
k 324 409 269 4200
k 305 409 156 3400
k 306 409 451 3200
k 340 409 1 2500
k 313 409 3 1500
k 320 409 3 1000
k 352 409 134 900
k 325 409 1 1000
k 353 409 2 1400
k 337 409 8 1100
k 290 409 2 300
k 389 409 1 2000
k 344 409 4 2000
k 365 409 6 2300
k 386 409 334 3600
k 383 409 55 3800
k 366 409 9 3700
k 350 409 16 3900
k 374 409 5 1500
k 375 409 6 1800
k 293 409 6 3300
k 390 409 20 2900
k 360 409 53 2800
k 303 409 25 2800
k 294 409 17 1400
k 299 409 2 1400
k 345 409 3 1800
k 298 409 34 5000
k 346 409 26 4800
k 329 409 12 4400
k 355 409 22 4300
k 379 409 54 4400
k 356 409 310 4100
k 301 409 1 3400
k 307 409 35 2600
k 310 409 15 1000
k 297 409 4 1200
k 322 409 2 1100
k 336 409 13 3600
k 330 409 35 2900
k 368 409 82 2600
k 354 409 3 400
k 378 409 2 600
k 362 409 2 4200
k 332 409 24 3900
k 393 409 27 2700
k 364 409 6 300
k 295 409 4 900
k 312 409 7 1900
k 347 409 15 3200
k 372 409 115 3700
k 291 409 92 1800
k 348 409 32 2000
k 342 409 7 1600
k 384 409 108 3900
k 289 409 6 4000
k 392 409 9 4000
k 382 409 148 3700
k 377 403 3 3100
k 302 403 25 4200
k 376 403 41 4800
k 385 403 5 6600
k 326 403 198 4600
k 324 403 20 4500
k 305 403 49 3900
k 306 403 114 4100
k 352 403 13 700
k 337 403 8 1200
k 386 403 59 3900
k 383 403 9 3900
k 366 403 5 4600
k 350 403 2 4800
k 293 403 1 5000
k 390 403 4 3700
k 360 403 12 3000
k 303 403 5 2700
k 298 403 17 5300
k 346 403 8 5200
k 329 403 7 5300
k 355 403 19 5200
k 379 403 10 5300
k 356 403 9 4400
k 351 403 5 2300
k 307 403 7 7000
k 336 403 6 3800
k 330 403 4 2900
k 368 403 65 3500
k 332 403 3 4800
k 393 403 6 3100
k 339 403 5 1000
k 312 403 1 1800
k 347 403 6 4100
k 372 403 36 4500
k 318 403 2 2700
k 323 403 3 3700
k 384 403 45 4800
k 289 403 2 4900
k 392 403 7 4900
k 382 403 23 4000
k 302 450 10 4700
k 376 450 26 5700
k 385 450 7 5700
k 358 450 2 5900
k 326 450 139 4600
k 324 450 28 5500
k 305 450 48 4800
k 306 450 107 4200
k 313 450 1 2600
k 352 450 1 2700
k 337 450 5 1300
k 386 450 33 4500
k 383 450 1 4700
k 366 450 2 4700
k 350 450 11 5800
k 375 450 1 2400
k 390 450 3 3500
k 360 450 16 3600
k 303 450 4 3400
k 294 450 3 1600
k 346 450 2 4500
k 329 450 5 4000
k 355 450 2 3900
k 356 450 3 4300
k 307 450 4 2500
k 330 450 3 3900
k 368 450 37 3600
k 393 450 6 3800
k 295 450 1 1100
k 372 450 20 4700
k 291 450 11 2000
k 348 450 5 2600
k 342 450 7 2800
k 384 450 20 4900
k 289 450 9 4900
k 392 450 2 5000
k 382 450 24 4600
k 290 415 2 1900
k 390 415 1 5900
k 304 415 4 2900
k 349 415 2 1100
k 377 475 23 2800
k 302 475 1 4400
k 314 475 1 1800
k 359 475 2 1800
k 376 475 8 5000
k 385 475 2 4400
k 358 475 2 5100
k 326 475 90 4100
k 324 475 32 4700
k 305 475 5 3800
k 306 475 69 3600
k 296 475 14 1500
k 343 475 2 2400
k 334 475 2 2500
k 320 475 3 1500
k 352 475 14 1700
k 381 475 7 1600
k 292 475 2 2700
k 331 475 5 1800
k 308 475 3 1400
k 290 475 1 1800
k 380 475 4 2400
k 386 475 19 3900
k 383 475 2 4100
k 350 475 1 4200
k 371 475 3 2600
k 293 475 2 4400
k 390 475 1 4200
k 360 475 5 3300
k 299 475 5 1800
k 311 475 3 2400
k 345 475 2 1800
k 379 475 2 4500
k 297 475 3 1500
k 330 475 6 3900
k 368 475 22 3000
k 354 475 21 1600
k 363 475 1 5000
k 393 475 9 3700
k 370 475 10 5000
k 339 475 11 1400
k 315 475 1 3800
k 312 475 6 2100
k 333 475 3 2300
k 347 475 2 3800
k 304 475 6 2200
k 372 475 4 4700
k 318 475 4 2100
k 384 475 6 5200
k 349 475 2 2300
k 377 462 5 3000
k 302 462 1 4500
k 314 462 3 1900
k 359 462 2 2100
k 376 462 3 5200
k 326 462 8 4300
k 324 462 6 4900
k 306 462 3 3800
k 296 462 3 1700
k 343 462 3 2500
k 352 462 2 7000
k 386 462 8 3500
k 360 462 1 3500
k 294 462 2 1600
k 356 462 1 4700
k 297 462 7 2300
k 330 462 2 3000
k 368 462 18 3200
k 354 462 6 1800
k 315 462 2 3900
k 312 462 5 2300
k 372 462 6 4300
k 384 462 2 4700
k 377 440 5 2500
k 302 440 4 4500
k 359 440 12 1500
